chromogram_0_0,chromogram_0_1,chromogram_0_10,chromogram_0_11,chromogram_0_12,chromogram_0_2,chromogram_0_3,chromogram_0_4,chromogram_0_5,chromogram_0_6,chromogram_0_7,chromogram_0_8,chromogram_0_9,chromogram_10_0,chromogram_10_1,chromogram_10_10,chromogram_10_11,chromogram_10_12,chromogram_10_2,chromogram_10_3,chromogram_10_4,chromogram_10_5,chromogram_10_6,chromogram_10_7,chromogram_10_8,chromogram_10_9,chromogram_11_0,chromogram_11_1,chromogram_11_10,chromogram_11_11,chromogram_11_12,chromogram_11_2,chromogram_11_3,chromogram_11_4,chromogram_11_5,chromogram_11_6,chromogram_11_7,chromogram_11_8,chromogram_11_9,chromogram_1_0,chromogram_1_1,chromogram_1_10,chromogram_1_11,chromogram_1_12,chromogram_1_2,chromogram_1_3,chromogram_1_4,chromogram_1_5,chromogram_1_6,chromogram_1_7,chromogram_1_8,chromogram_1_9,chromogram_2_0,chromogram_2_1,chromogram_2_10,chromogram_2_11,chromogram_2_12,chromogram_2_2,chromogram_2_3,chromogram_2_4,chromogram_2_5,chromogram_2_6,chromogram_2_7,chromogram_2_8,chromogram_2_9,chromogram_3_0,chromogram_3_1,chromogram_3_10,chromogram_3_11,chromogram_3_12,chromogram_3_2,chromogram_3_3,chromogram_3_4,chromogram_3_5,chromogram_3_6,chromogram_3_7,chromogram_3_8,chromogram_3_9,chromogram_4_0,chromogram_4_1,chromogram_4_10,chromogram_4_11,chromogram_4_12,chromogram_4_2,chromogram_4_3,chromogram_4_4,chromogram_4_5,chromogram_4_6,chromogram_4_7,chromogram_4_8,chromogram_4_9,chromogram_5_0,chromogram_5_1,chromogram_5_10,chromogram_5_11,chromogram_5_12,chromogram_5_2,chromogram_5_3,chromogram_5_4,chromogram_5_5,chromogram_5_6,chromogram_5_7,chromogram_5_8,chromogram_5_9,chromogram_6_0,chromogram_6_1,chromogram_6_10,chromogram_6_11,chromogram_6_12,chromogram_6_2,chromogram_6_3,chromogram_6_4,chromogram_6_5,chromogram_6_6,chromogram_6_7,chromogram_6_8,chromogram_6_9,chromogram_7_0,chromogram_7_1,chromogram_7_10,chromogram_7_11,chromogram_7_12,chromogram_7_2,chromogram_7_3,chromogram_7_4,chromogram_7_5,chromogram_7_6,chromogram_7_7,chromogram_7_8,chromogram_7_9,chromogram_8_0,chromogram_8_1,chromogram_8_10,chromogram_8_11,chromogram_8_12,chromogram_8_2,chromogram_8_3,chromogram_8_4,chromogram_8_5,chromogram_8_6,chromogram_8_7,chromogram_8_8,chromogram_8_9,chromogram_9_0,chromogram_9_1,chromogram_9_10,chromogram_9_11,chromogram_9_12,chromogram_9_2,chromogram_9_3,chromogram_9_4,chromogram_9_5,chromogram_9_6,chromogram_9_7,chromogram_9_8,chromogram_9_9,genus,spec_centr_0,spec_centr_1,spec_centr_10,spec_centr_11,spec_centr_12,spec_centr_2,spec_centr_3,spec_centr_4,spec_centr_5,spec_centr_6,spec_centr_7,spec_centr_8,spec_centr_9,target
1,1,0.8064086034,0.9893549738,0.3855608284,0.8088067745,1,0.9437973987,0.7370186883,1,1,1,1,0.417315056,0.3462889927,0.3920916766,0.3213557786,0.8687221112,0.2046157071,0.4493708169,0.4058359429,0.3423241624,0.277692677,0.2813019096,0.3917458551,0.4394266507,0.769241314,0.7096040012,0.6211511805,0.3523894681,0.7095143562,0.385731644,0.9069676473,1,0.7354276798,0.4195442836,0.4287391777,0.6175542217,0.912397564,0.7223411164,0.7267595983,1,1,1,1,0.8881501465,0.6806281117,1,0.8705600763,0.8395766419,0.7230869381,0.7399155274,0.6570938377,0.6518479615,0.5536221,0.3678958486,0.651737777,0.6969165986,0.8218944985,0.690329056,0.729752458,0.3809892623,0.3346611469,0.4785847584,0.5314243888,0.4690080992,0.273296538,0.1058641293,0.2012564661,0.4424580451,0.1277229916,0.6767153524,0.3983157924,0.1851451386,0.1584236162,0.2431976525,0.3916312054,0.2642572479,0.385492525,0.2204841619,0.03277502829,0.08355591417,0.1232754974,0.05928113214,0.5696514115,0.3334952099,0.09042707674,0.05352312286,0.159193433,0.324730088,0.212076258,0.1923600489,0.1009824738,0.02435520422,0.05802291938,0.08122922766,0.02687895977,0.3443434636,0.1806522369,0.0451605964,0.01517938267,0.1099466413,0.1992135321,0.1181625624,0.1131943132,0.04996380859,0.03366027693,0.06388536616,0.1225346277,0.01359096478,0.2236075877,0.1190394513,0.03930726014,0.02395199718,0.1099629793,0.1389185869,0.09044507623,0.1700584352,0.108906775,0.1013691785,0.1506655835,0.2994812314,0.04674252346,0.3663728455,0.2484045932,0.1138323443,0.07260543689,0.1807517315,0.2210661746,0.1888786379,0.2504802433,0.1500541653,0.08749092133,0.1822747261,0.2760882708,0.05272982476,0.3710432279,0.2497197954,0.1037652422,0.1278195187,0.2442308842,0.2350808935,0.1698006965,0.2889592492,0.2294337358,0.08443493325,0.1245769733,0.2142538179,0.09103841502,0.3001089312,0.2264846043,0.1178078359,0.1268358966,0.2191790991,0.2388295865,0.2045870534,Dendrocopos,788.0081321,782.8668464,846.3161072,882.3910802,883.920898,796.9753971,863.2093283,857.9954203,848.9758718,871.6458654,896.7039085,888.669865,886.21803,major
1,1,0.7983030837,0.813529453,0.4352320217,0.7380855649,1,1,0.7434467516,1,0.8681686233,1,1,0.3708095926,0.3055529876,0.3081471035,0.292754273,1,0.1613639215,0.3647163631,0.3216374367,0.2562078868,0.2623896852,0.2629394673,0.3749696275,0.3464195711,0.704656979,0.6923386149,0.6313930881,0.2774376929,0.8686803072,0.3753940117,0.7938236315,0.9636697656,0.7729893503,0.3315093881,0.3812021331,0.6463633364,0.9370057264,0.7661123249,0.8094838238,1,1,0.9371067433,1,0.8105413046,0.7078070707,1,0.9139151045,1,0.9233842541,0.8438714783,0.684014247,0.7438441266,0.733583535,0.3850892653,0.6545067477,0.8624706904,0.8366328789,0.7547933829,0.9185267978,0.4990958098,0.3736244418,0.545086145,0.6148841994,0.4917882149,0.3073173202,0.1451368966,0.2325071835,0.6418309349,0.1741941036,0.6476233556,0.4136787489,0.2349430904,0.1938760896,0.2592859218,0.4257609281,0.2770770291,0.4131041545,0.2475165031,0.03949205964,0.07932030674,0.1426860829,0.06609093306,0.5673401721,0.3687874573,0.1104009036,0.0690583017,0.1773196165,0.3887262036,0.2413571922,0.2274584292,0.132821744,0.02605287251,0.06255542727,0.119043155,0.03562688784,0.3644806917,0.2107790625,0.0549318957,0.01955977944,0.1151906558,0.2355142434,0.135907417,0.107314544,0.05001361079,0.02753032669,0.04936641589,0.1209677438,0.01213736551,0.214600492,0.1190037012,0.03646104841,0.01861562914,0.1062146037,0.1565403803,0.08984902212,0.1510159426,0.09834406326,0.08989997787,0.1251626106,0.2958206458,0.03957707682,0.3158559073,0.2246979754,0.1021146626,0.06291736445,0.1680235569,0.2199105368,0.1758487884,0.2244038917,0.147796375,0.09941522986,0.1699334083,0.2779959585,0.05299778116,0.3677222196,0.2667552471,0.1148830158,0.1258895071,0.2255133877,0.2591390641,0.1821112512,0.2766793882,0.2248866146,0.07399817817,0.1263752069,0.324505305,0.08231354589,0.2894026356,0.2343914905,0.1193761298,0.1243430981,0.2422673521,0.2568236676,0.2032761595,Dendrocopos,786.2152324,782.3567205,846.2290168,889.0781066,899.0314429,797.2321285,863.1315888,858.0000281,848.872772,871.8826339,896.8643003,888.6445477,886.1867014,major
1,1,0.7907353767,0.684454624,0.4394872876,0.666614046,1,1,0.7208550695,1,0.677186524,0.8862827033,1,0.3492819631,0.2947775385,0.2483509865,0.2670427056,1,0.1343259762,0.3163755878,0.2688732092,0.1930667588,0.2539867348,0.2305775202,0.3338122115,0.2959618135,0.6432896805,0.6771322764,0.6349052297,0.2654758306,0.9817878471,0.3588743927,0.6993617302,0.8661925041,0.7246617525,0.3187977835,0.3321539279,0.6079044666,0.9216280423,0.8331757263,0.9231804118,1,1,0.8498071856,1,0.7743072845,0.7281702526,0.9430667206,0.9895976362,1,1,0.9470044675,0.7078870178,0.8122288209,0.8819955375,0.4332890058,0.6586439596,0.9769154818,0.8454678637,0.7535097942,1,0.6320381059,0.3829077789,0.5480095518,0.6733911517,0.5238927,0.3620929745,0.1915044189,0.2492478583,0.7701382857,0.2350862024,0.6368992295,0.4258878311,0.2820001996,0.2285056496,0.2486220909,0.420065451,0.3030628737,0.4400314754,0.273415361,0.0488495439,0.08027582115,0.1708890558,0.07381705462,0.5647679723,0.3788787988,0.1232021404,0.08695931264,0.1730127866,0.4010653567,0.2650049246,0.2699512484,0.1637843417,0.02793485407,0.06555716051,0.1405370623,0.04316680684,0.3830744644,0.2280563808,0.06066649548,0.02554226772,0.1094721129,0.2456275605,0.1529217163,0.1173114188,0.0552788623,0.02523934408,0.0436587057,0.1212702331,0.01243583399,0.216454285,0.120736509,0.03490214661,0.0164712411,0.09762653193,0.1614045091,0.09460422934,0.1509297438,0.09256454215,0.080030424,0.1069817148,0.2774966874,0.03352521375,0.2770457327,0.1951511506,0.08637014066,0.05780741029,0.1460131956,0.1975535944,0.1635487138,0.2152659891,0.1498556216,0.1075497753,0.1624768528,0.2915008808,0.05322270571,0.3602467285,0.2666917153,0.1163087054,0.1273586967,0.1892533971,0.2529548492,0.1941392475,0.2698217897,0.2225401776,0.07325292095,0.1314422059,0.3694014922,0.07621381585,0.2859242981,0.2310008445,0.1144992126,0.1325241118,0.2349814497,0.2503744144,0.2022362239,Dendrocopos,785.2917557,781.8573837,846.1863019,893.7835895,913.2844313,797.3633092,863.0931223,858.0022639,848.8210948,871.9981,896.9445986,888.6319892,886.1707956,major
1,1,0.8404571355,1,0.4919165491,0.8619302715,0.9320607424,0.854805728,0.7607035239,1,1,1,1,0.5047843382,0.445429495,0.4896236332,0.3197126953,1,0.2514618561,0.5446319955,0.5596902154,0.4665036644,0.2981805402,0.2927719732,0.4478101313,0.6038732267,0.9116099741,0.7746054097,0.6361300902,0.4157398225,0.3845433541,0.4232544889,1,1,0.6712719694,0.6270201956,0.4586221493,0.6376434458,0.8910528617,0.7359588501,0.7300133257,1,0.7256695718,0.590569617,1,0.9201729366,0.6943908807,1,0.8276553091,0.5783362718,0.5705077051,0.679471468,0.6420797177,0.5271718,0.3630642718,0.3023079484,0.701905149,0.4740668812,0.7575176606,0.5643082596,0.4971993199,0.2871392022,0.2800267782,0.4201628411,0.4143287048,0.4786102786,0.2647984715,0.07621552917,0.1297174318,0.3066278251,0.09480505345,0.65643534,0.3882752871,0.147106241,0.1255518315,0.2041076737,0.3769282564,0.2609971075,0.3603309214,0.1969980683,0.0292644194,0.07528086846,0.1185861511,0.05233392233,0.5143044245,0.2842018771,0.07184990192,0.04055409425,0.1268417643,0.2699874828,0.1799036078,0.1618385294,0.07340830789,0.02218383012,0.05035703515,0.1092135351,0.01798235968,0.2922858257,0.1472592245,0.03568656128,0.01312030284,0.09941964409,0.1713611308,0.1017543076,0.127544437,0.05875390387,0.04744137963,0.07679898207,0.1552756653,0.01841439585,0.236337902,0.1337891617,0.04970301415,0.03540648557,0.1189691763,0.1409228469,0.106518634,0.2034282412,0.1237155631,0.1063841118,0.1476503219,0.255111299,0.04939836773,0.387103634,0.2614372518,0.1144137661,0.09220185389,0.1735216318,0.2256746916,0.1950197646,0.2731127419,0.1667629738,0.07586652542,0.1579488872,0.2637250401,0.05574499343,0.3419881426,0.231151402,0.09624519519,0.135062093,0.2333848678,0.2227231787,0.1678455486,0.3199268036,0.2428324252,0.1168536735,0.1740023492,0.6087689055,0.09761761516,0.30137131,0.2212358644,0.1198075801,0.1560427146,0.1908413177,0.2435545302,0.2139374148,Dendrocopos,787.732873,782.3786063,846.1440918,894.0093242,918.2004087,797.4963868,863.0549446,858.0044532,848.7693223,872.1120347,897.0249843,888.6194825,886.1547421,major
1,1,0.8004024409,0.8841973941,0.3711806686,0.7575985077,1,1,0.7365752607,1,0.9397536941,1,1,0.3786158018,0.3133189797,0.329709234,0.3281433522,1,0.1720467378,0.3851937942,0.3455928174,0.2766145104,0.2650796239,0.2774428111,0.3772020666,0.3685940444,0.7068125873,0.6951487139,0.6235577205,0.2722053269,0.5367256123,0.375929352,0.8261509773,0.9924569458,0.7616405204,0.3455367825,0.4045183361,0.6376035743,0.9358141225,0.7393552328,0.780328187,1,1,0.5483427416,1,0.8253113612,0.70780876,1,0.8930384639,1,0.8602530307,0.8134039171,0.6703930878,0.7214544217,0.6821914046,0.3971907709,0.635771529,0.819198013,0.830006955,0.7526322138,0.8672447418,0.4574790022,0.3786544772,0.5243902804,0.5955374871,0.4805759977,0.2952982005,0.1326280654,0.2457496037,0.6125677292,0.1591727447,0.6526062784,0.4126158865,0.2177893272,0.1831033301,0.268370387,0.4129371563,0.2711607656,0.4035890686,0.2392525653,0.03683525982,0.08348518264,0.1221532666,0.06364778931,0.567804325,0.3635990767,0.1028508236,0.06430952718,0.1829934931,0.3691254818,0.2322102839,0.219524613,0.1240162408,0.02538970809,0.06951268067,0.1390762567,0.03314402283,0.3582003545,0.2044780889,0.05125961079,0.01806639456,0.1206875324,0.2236563994,0.1301001822,0.1062172118,0.04925848807,0.02859025096,0.05646787612,0.1212329983,0.01247907135,0.2151192656,0.119267681,0.03629452193,0.01979993905,0.1122691153,0.1497265273,0.08879184467,0.1570337439,0.1011756746,0.09291527739,0.1349474705,0.2506824161,0.04164937071,0.3291703491,0.2345092647,0.1047107755,0.06517118197,0.1791834234,0.2194381551,0.1795033082,0.2235176268,0.1469255406,0.09652537963,0.1785164405,0.221937791,0.05278255529,0.3693056191,0.265684327,0.1109730563,0.1262872099,0.2410936384,0.2513347404,0.1779403948,0.2699188747,0.2245507243,0.07517581381,0.1598889435,0.5126236365,0.08362409846,0.291271286,0.2350646176,0.1176863928,0.123982147,0.2451553238,0.2498177667,0.202821137,Dendrocopos,784.8007553,782.2586425,846.1023809,894.471474,920.6529244,797.6313796,863.017076,858.0065874,848.7174622,872.2246807,897.1055017,888.6070501,886.138539,major
0.02943882422,0.005500679943,0.009550528831,0.01129257209,0.04436974499,0.0009164981784,0.008878476015,0.06138769054,0.01449111801,0.002910169344,0.01126949232,0.1092172044,0.02848582874,0.9230608439,1,1,1,1,1,1,1,1,1,1,1,1,0.08165231095,0.07265355104,0.5162016184,0.3435698845,0.133523725,0.08121206647,0.06893770045,0.1511592116,0.1137910196,0.1127932402,0.08770937184,0.2545879316,0.407660746,0.05457931992,0.01278531249,0.004164348614,0.01477482055,0.08542456515,0.003021845383,0.03272246598,0.1059501734,0.01914173144,0.00543266368,0.03201528464,0.1024090659,0.02188447778,0.09777676032,0.05382892482,0.03002174223,0.05015070397,0.136312405,0.0326705887,0.09789283671,0.1552367032,0.04930873722,0.03882216362,0.08220099325,0.1185493869,0.04543310177,0.09732493295,0.08877782183,0.5587575027,0.4546160118,0.3004047476,0.07996383469,0.09706321411,0.1370997388,0.1235667657,0.1605195828,0.1464141579,0.2442324002,0.414730051,0.08653091888,0.01704059349,0.3123956876,0.2085841159,0.08800583389,0.007579693001,0.01646484432,0.09733478122,0.02493779431,0.02414659095,0.02873682116,0.1351278415,0.2136134825,0.1003590912,0.01485183168,0.005436033794,0.008526431692,0.05118182662,0.001949847173,0.04668994015,0.3914954253,0.05586570797,0.006107349838,0.03263623588,0.1663029302,0.01711309532,0.1777625529,0.0469865882,0.009744815098,0.03699695558,0.2677263273,0.01837842033,0.1388006569,0.7508303568,0.111926562,0.0266017861,0.1753909705,0.5317630373,0.0597901519,0.229797639,0.06482036664,0.03654332009,0.07499281723,0.3661956218,0.03315313496,0.119082625,0.4866780174,0.1027541226,0.04914104658,0.132855215,0.4214059244,0.0953578868,0.2408424187,0.05388816087,0.01558643145,0.04179402042,0.2036267297,0.01253346,0.08631482479,0.2432273772,0.04726568489,0.02079213497,0.1088529735,0.2269139137,0.04894237293,1,0.5515145232,0.09809027697,0.2884483976,0.926474479,0.3329666549,0.6794204582,0.9206660304,0.4286163687,0.3101759778,0.7345697214,0.8298614221,0.2873574711,Dendrocopos,3887.489272,3944.761191,4048.045753,3965.719968,3851.447462,4051.773303,3901.573684,3807.620652,3923.673336,4026.728474,3873.568229,3922.653395,4038.877912,major
0.02942030239,0.005458154397,0.009512516385,0.01233444871,0.06099679959,0.0009189281238,0.009009593264,0.06100397447,0.01436913505,0.002892961954,0.01142463711,0.1085983255,0.02827586537,0.9263857819,1,1,1,1,1,1,1,1,1,1,1,1,0.081325796,0.07271612595,0.5161056327,0.3425141487,0.1434425194,0.08120670435,0.06887468242,0.1509209352,0.1137863518,0.1127287745,0.08759609551,0.2555061986,0.4086892033,0.05429512848,0.01266341758,0.004134690369,0.01590060924,0.1017248705,0.003041090404,0.03317051517,0.1047145395,0.01898503556,0.005439571512,0.03238493989,0.1014257932,0.02169888632,0.09644289852,0.05350639718,0.03000667496,0.05044151291,0.1369160265,0.03270686711,0.09879876089,0.1530826253,0.04918179416,0.03885971346,0.08275878001,0.1172724198,0.04528591935,0.09852390281,0.08881632056,0.5589656575,0.4538003655,0.3066644265,0.07992857473,0.09744220705,0.1360563788,0.1238425379,0.1606058915,0.1463157741,0.2446897009,0.4159220123,0.0868234819,0.01700599819,0.3124592038,0.2082664802,0.1003821239,0.00757349092,0.01667508559,0.09640877718,0.02487841406,0.02415917969,0.02887695488,0.1349367387,0.214436862,0.09633620197,0.01446184787,0.005424887848,0.008869279413,0.05641206375,0.001964745547,0.04757187171,0.3879387959,0.05525944847,0.006039493986,0.03318808786,0.1640953347,0.01693469264,0.1792159617,0.04680623919,0.009664744933,0.03741731973,0.2695388176,0.01843017005,0.1409674608,0.7429870082,0.110878891,0.02656551013,0.1779576942,0.5236500841,0.05921769886,0.2287984563,0.06444041601,0.03643996821,0.07705879316,0.3921721846,0.03318416402,0.1205902768,0.4816434923,0.1021393406,0.04910195332,0.1342844529,0.4169064891,0.09474217101,0.2388192221,0.05333697265,0.0155360292,0.04331963846,0.2232599805,0.01256601455,0.08740187331,0.2403250669,0.04691969096,0.02087669734,0.109964122,0.2242144364,0.04859302575,1,0.5491305421,0.09785726196,0.2911219934,0.9307884056,0.3330790086,0.6835682078,0.9136223279,0.4270943783,0.3107389038,0.7389064186,0.8221639947,0.2856470692,Dendrocopos,3872.514267,3946.088735,4047.832888,3974.434317,3872.251956,4051.481708,3900.696401,3808.265156,3924.323499,4026.652249,3872.598875,3924.102178,4039.088729,major
0.02910847908,0.005370037546,0.009450603385,0.01182514995,0.05096186628,0.0009237074668,0.009232654462,0.06034570664,0.01416768225,0.002865691359,0.01168953515,0.1075329147,0.02792965086,0.931100772,1,1,1,1,1,1,1,1,1,1,1,1,0.08153823475,0.07288283283,0.5159190221,0.3398192911,0.1451749288,0.08119558218,0.06877487803,0.1504822037,0.113780534,0.1126186622,0.08741611768,0.2569974702,0.4104010793,0.05392030342,0.01247224309,0.004087306987,0.01533360275,0.08778665093,0.003075608364,0.03392996594,0.1026586325,0.01872622649,0.005453978833,0.03301030684,0.09978690755,0.0213923991,0.09656798167,0.05314704055,0.02998432911,0.05155256369,0.148378287,0.03277328185,0.100328931,0.1495486434,0.04897176197,0.03892619482,0.08369982243,0.1151794913,0.04504215278,0.09769082351,0.08868997603,0.5592890875,0.4522217963,0.3140879932,0.07987105092,0.09808669097,0.1343473664,0.1243027307,0.1607447778,0.1461612917,0.2454626773,0.4179059897,0.08488384095,0.01677557181,0.3125455145,0.2071732767,0.1121454591,0.007563823176,0.0170354783,0.09484672378,0.02478251799,0.02418000401,0.02912031256,0.1346182193,0.2158095473,0.0972060967,0.01438201957,0.005406988616,0.01207141386,0.1091428519,0.001992025815,0.04907940172,0.381910747,0.05426229024,0.005931224349,0.03413009543,0.1604245117,0.01664267984,0.1747790256,0.04601965345,0.009536523652,0.04174766795,0.3324587614,0.01852399734,0.1446603241,0.7298052021,0.1091551178,0.02651872478,0.1823193044,0.5102661684,0.0582758504,0.2251985976,0.06369446488,0.03627446629,0.07800976108,0.39254035,0.03324203278,0.1231565696,0.4732108124,0.1011266966,0.04904534922,0.1367132405,0.4094287309,0.09372599558,0.2359260247,0.05248807191,0.01545628395,0.04294874231,0.2066432,0.01262762152,0.08924280116,0.2355063122,0.0463482932,0.02102599483,0.1118397384,0.2197606079,0.04801617167,1,0.5452718115,0.09750082426,0.2952130228,0.9289453307,0.3333102185,0.690540105,0.9020461185,0.4245706091,0.3117218713,0.7461738832,0.8095637015,0.2828093818,Dendrocopos,3851.364964,3937.851081,4047.472392,3956.25295,3842.92681,4050.895064,3899.230206,3809.349526,3925.407584,4026.476274,3870.987327,3926.471197,4039.435213,major
0.02899025188,0.005347174477,0.009438435758,0.01254950875,0.06376937027,0.0009247731296,0.009277959651,0.06021145999,0.0141276663,0.002860448933,0.01174349075,0.1073151216,0.02786096186,0.9327096683,1,1,1,1,1,1,1,1,1,1,1,1,0.081019697,0.07286969242,0.5158776821,0.3395141838,0.1459222176,0.08119302965,0.06875573134,0.1503885597,0.1137796562,0.1125962411,0.08738148829,0.2572901451,0.4107430977,0.05353889902,0.01240929867,0.004078138158,0.01673129917,0.1120483182,0.003082880706,0.0340837869,0.1022483576,0.01867481199,0.005457296436,0.03313679474,0.09945940569,0.02133152313,0.09684155701,0.05308877845,0.0299802784,0.05437526763,0.1969021847,0.03278746474,0.1006380325,0.1488506695,0.04892998162,0.03894007872,0.08388975636,0.114766384,0.04499363131,0.09706924435,0.08862445297,0.5593502626,0.4541837308,0.3519750238,0.07985973996,0.09821753494,0.1340103071,0.1243948422,0.1607717986,0.1461318671,0.2456190716,0.4183024327,0.08553344306,0.01680457905,0.3125598445,0.2086407866,0.1416737773,0.007561990051,0.01710908702,0.09453193043,0.02476378972,0.02418414337,0.02917049239,0.1345548144,0.2160841566,0.0962746897,0.01428057303,0.005403509341,0.01329057969,0.131528285,0.001997852941,0.04938667536,0.3806917919,0.05406481935,0.005910293537,0.03432190214,0.1596922733,0.016585064,0.1768138626,0.04607436351,0.009511664725,0.03886532378,0.2865681078,0.01854391155,0.1454113503,0.7271555978,0.1088136621,0.02651143206,0.1832043891,0.5076117792,0.05808928428,0.2255720297,0.0636168323,0.03624238283,0.07663171311,0.3716085343,0.03325453806,0.1236779917,0.4715199523,0.1009259341,0.04903531887,0.1372061319,0.4079376252,0.09352424483,0.2347225426,0.05226051682,0.01544097624,0.04308788914,0.2098739825,0.01264104933,0.08961542156,0.2345461833,0.04623479276,0.021057115,0.1122184652,0.2188771667,0.04790160298,1,0.544454139,0.09743434861,0.2958402343,0.9369769154,0.33336308,0.6919433443,0.8997564708,0.4240677931,0.3119252027,0.7476333122,0.8070785661,0.282243794,Dendrocopos,3880.575032,3942.284137,4047.399455,4031.479455,4064.332017,4050.763933,3898.937702,3809.568264,3925.624454,4026.434794,3870.665746,3926.937416,4039.503762,major
0.02906734908,0.005327791676,0.009414315683,0.01193815144,0.05134599162,0.0009270145834,0.009369276212,0.05994056487,0.01404790861,0.002850176019,0.01185240102,0.1068751579,0.02772413458,0.9344898694,1,1,1,1,1,1,1,1,1,1,1,1,0.08115016631,0.07294037115,0.515790994,0.3383337781,0.1510359932,0.08118759303,0.0687182759,0.1501956825,0.1137781815,0.1125509915,0.08731363617,0.2578702298,0.4114267828,0.05289367867,0.01229727813,0.004060109791,0.01582609506,0.09217027649,0.003097796177,0.03439338684,0.1014290383,0.01857232936,0.005464369513,0.0333912047,0.09880493163,0.02121018928,0.09576543768,0.05286579718,0.02997260335,0.05102978742,0.1338866432,0.03281673279,0.1012593381,0.1474638836,0.04884664849,0.03896843577,0.08427136381,0.1139457929,0.04489681127,0.09781368903,0.08864903231,0.559469232,0.449823329,0.2963160897,0.07983730132,0.09848119053,0.1333411596,0.1245791508,0.1608250767,0.1460745329,0.2459338173,0.4190948147,0.08386162695,0.01664706265,0.3125856542,0.2056648368,0.1062461846,0.007558423061,0.01725786307,0.09390030975,0.02472678369,0.02419239488,0.02927239566,0.1344285777,0.2166333507,0.09524307477,0.01414788757,0.005396651842,0.01048967786,0.08098439504,0.002009881471,0.05000709713,0.3782419866,0.05367182989,0.005869153423,0.03470897801,0.1582303008,0.01647060959,0.174221956,0.04570124762,0.00946273415,0.04409955891,0.3613387573,0.01858489695,0.1469260791,0.7218457735,0.1081340318,0.02649891705,0.1849874648,0.5023269871,0.05771793811,0.2237531365,0.0632949438,0.03617924202,0.0816677483,0.4393241364,0.03328048201,0.124729143,0.4681354009,0.1005261711,0.04901654335,0.1381991378,0.4049610235,0.093122224,0.2347184403,0.05201200578,0.01541100686,0.04445107521,0.2229161091,0.01266901426,0.09036514556,0.2326302173,0.04600857081,0.02112061965,0.1129795577,0.2171180746,0.04767326333,1,0.5429268292,0.09730623355,0.2986600701,0.9349933005,0.3334754363,0.6947587017,0.895203706,0.4230641484,0.3123386161,0.7505580774,0.8021434802,0.2811145571,Dendrocopos,3882.156836,3945.090825,4047.252616,4020.802458,4029.28441,4050.488865,3898.352384,3810.007921,3926.0581,4026.346463,3870.023379,3927.863055,4039.640138,major
0.02849978875,0.005245760168,0.009378669867,0.01198972171,0.05092341497,0.0009306525567,0.009508039164,0.05952855623,0.01392894961,0.002835298615,0.01201831932,0.1062048612,0.02752026095,0.9379072777,1,1,1,1,1,1,1,1,1,1,1,1,0.08076297377,0.07299757954,0.515650895,0.3363844441,0.14786544,0.0811786123,0.06866424392,0.1498929316,0.1137766607,0.1124821049,0.08721544207,0.2587276201,0.4124513482,0.05253139801,0.01217204649,0.004033839521,0.01590712617,0.0902526865,0.003121100306,0.03486271388,0.1002037008,0.01841946033,0.005476079659,0.03377645271,0.09782495771,0.02102922983,0.09584556079,0.05265244739,0.02996213805,0.05241291595,0.1518652494,0.03286291044,0.1021990665,0.1454071338,0.04872220755,0.03901246402,0.08484816098,0.1127291699,0.0447521541,0.09581276657,0.08844978657,0.559638672,0.4487385622,0.2995525717,0.07980414629,0.09888162249,0.1323502052,0.1248557741,0.1609031253,0.1459924207,0.2464110615,0.4202824542,0.08672839101,0.01681599793,0.3126169048,0.2036949702,0.09233026317,0.007553323471,0.01748498083,0.09294846043,0.02467237663,0.0242047101,0.02942918203,0.1342410925,0.2174572546,0.09229183255,0.01383928856,0.005386611692,0.009027394957,0.05569864615,0.002028865917,0.05095262592,0.3745401581,0.05308715868,0.005809250306,0.03529837621,0.1560445161,0.01630085076,0.1747257451,0.04546827871,0.009391303004,0.04288498862,0.3329361196,0.01864928861,0.1492302229,0.713859572,0.1071226701,0.02648536238,0.1876947638,0.4944620501,0.05716532212,0.2226199263,0.06292344612,0.03608708058,0.08452078344,0.4741531145,0.03332174597,0.1263268309,0.4630546557,0.09993085438,0.04899165244,0.1397069797,0.4005118224,0.09252284027,0.2336113299,0.05154990708,0.01536766338,0.04773056133,0.2692042527,0.0127137405,0.09150103557,0.2297683007,0.04567116104,0.02121906084,0.1141304033,0.2144996136,0.04733272894,1,0.540597448,0.09712616667,0.3028384771,0.9568907858,0.3336605965,0.6990039109,0.8884422929,0.4215636076,0.3129757487,0.7549600556,0.7948297087,0.2794255601,Dendrocopos,3905.60288,3951.176128,4047.029747,3946.842287,3826.557651,4050.045264,3897.472811,3810.673048,3926.707789,4026.202173,3869.06189,3929.237135,4039.842905,major
