,index,n_transactions,block_height_max-min,fee_mean,fee_median,fee_std,fee_min,fee_max,fee_max-min,size_mean,size_median,size_std,size_min,size_max,weight_mean,weight_median,weight_std,weight_min,weight_max,confirmations_mean,confirmations_median,confirmations_std,confirmations_min,confirmations_max,vin_sz_mean,vin_sz_median,vin_sz_std,vin_sz_min,vin_sz_max,vout_sz_mean,vout_sz_median,vout_sz_std,vout_sz_min,vout_sz_max,inputsAmount_mean,inputsAmount_median,inputsAmount_std,inputsAmount_min,inputsAmount_max,outputsAmount_mean,outputsAmount_median,outputsAmount_std,outputsAmount_min,outputsAmount_max,target
536,536,118,145344.0,599006.0084745763,107080.5,947053.979604232,521.0,4971837.0,4971316.0,4578.584745762712,762.5,8587.616542785265,225.0,36458.0,17507.949152542373,2495.5,34133.364736776275,862.0,145832.0,137711.84745762713,160576.0,48388.65400099297,51965,197307,25.29661016949153,3.0,57.15899392660294,1.0,240.0,15.61864406779661,3.0,27.23525853645313,1.0,144.0,16673262806.27966,2646734088.5,66648073182.53134,28149,684028436819,16672663800.271189,2646721552.5,66647986164.314064,25641,684028217753,2
537,537,122,37190.0,442463.024590164,74863.0,1180693.0763816135,431.0,9003000.0,9002569.0,5523.901639344263,1251.5,12314.868593944191,191.0,89716.0,21804.38524590164,4656.5,49318.26423209649,669.0,358864.0,143101.47540983607,147048.0,8325.416007984331,123734,160924,35.08196721311475,6.5,83.3561105122741,1.0,608.0,5.008196721311475,2.0,6.63760374669737,1.0,43.0,2032920886.4016397,748365741.0,3014149018.023631,1000400,17580294076,2032478423.3770487,748360525.5,3013827457.3695884,997978,17580284076,3
538,538,44,66732.0,8447322.681818182,4042967.5,12922003.95540103,267.0,48379492.0,48379225.0,18731.522727272728,24073.5,15068.754490109408,225.0,40524.0,74763.20454545454,96294.0,60455.13245089173,900.0,162096.0,169718.5909090909,166342.5,14211.776507642197,142446,209180,113.4318181818182,151.5,93.99292346625684,1.0,206.0,55.47727272727273,27.5,68.59740609251611,1.0,301.0,10063692978.272728,4982333176.0,17232268565.6749,3331145,100571038205,10055245655.59091,4980237360.5,17231900741.334263,3312531,100570597703,2
539,539,22,25849.0,294814.1818181818,106321.0,410532.7117853949,749.0,1086900.0,1086151.0,11874.454545454546,3272.5,18075.879800038903,225.0,44298.0,47467.954545454544,13090.0,72323.70145031312,669.0,177192.0,147041.27272727274,153529.0,10975.265074060277,128224,154073,77.4090909090909,16.0,124.2672462270267,1.0,300.0,13.227272727272728,1.5,20.63499528236026,1.0,57.0,4098270990.863637,1138940049.0,5835832127.445807,8149217,20197921864,4097976176.681818,1138811851.0,5835462210.609288,8142050,20196834964,3
540,540,2,130.0,81900.0,81900.0,107945.50700237598,5571.0,158229.0,152658.0,1281.0,1281.0,239.00209204105303,1112.0,1450.0,5124.0,5124.0,956.0083681642122,4448.0,5800.0,153642.0,153642.0,111.72287142747452,153563,153721,4.0,4.0,4.242640687119285,1.0,7.0,20.0,20.0,25.45584412271571,2.0,38.0,1218422203.0,1218422203.0,1581007116.2435465,100481350,2336363056,1218340303.0,1218340303.0,1580899170.7365444,100475779,2336204827,3
541,541,25,26481.0,1189508.68,36419.0,2881821.5792913097,1122.0,9938800.0,9937678.0,12904.0,1677.0,28345.43031513193,191.0,99064.0,51332.8,6708.0,113493.4391011216,764.0,396256.0,139934.92,138837.0,10292.081110089764,128721,155202,85.0,8.0,192.95033903399428,1.0,671.0,9.92,2.0,21.847806907483108,1.0,100.0,2358035393.04,703178629.0,3384432808.898318,1987517,10008322200,2356845884.36,702934029.0,3382413161.92839,1985451,10000011400,3
542,542,122,11084.0,55327.86885245902,10000.0,68420.0012589899,10000.0,260000.0,250000.0,4535.983606557377,226.0,6427.638978871187,191.0,25304.0,18143.93442622951,904.0,25710.555915484747,764.0,101216.0,352544.3032786885,351953.0,3683.219373978268,346895,357979,25.172131147540984,1.0,36.48382243615526,1.0,145.0,2.6475409836065573,2.0,6.236286947775952,1.0,70.0,930599287.7540984,625285071.5,1195216289.326523,30070,11227960320,930543959.885246,625275071.5,1195190752.6329217,70,11227810320,0
543,543,2,9.0,227763.5,227763.5,316835.4567665999,3727.0,451800.0,448073.0,2363.0,2363.0,3023.588596353677,225.0,4501.0,9452.0,9452.0,12094.354385414708,900.0,18004.0,153698.0,153698.0,4.242640687119285,153695,153701,15.5,15.5,20.50609665440988,1.0,30.0,2.0,2.0,0.0,2.0,2.0,336511283.5,336511283.5,231207960.16927,173022567,500000000,336283520.0,336283520.0,231524795.62603655,172570767,499996273,3
544,544,2,16.0,35601.0,35601.0,13179.056187754872,26282.0,44920.0,18638.0,4662.0,4662.0,6229.610742253483,257.0,9067.0,18648.0,18648.0,24918.442969013933,1028.0,36268.0,153711.5,153711.5,0.7071067811865476,153711,153712,27.0,27.0,36.76955262170047,1.0,53.0,4.0,4.0,2.8284271247461903,2.0,6.0,33189777.5,33189777.5,31099712.3561716,11198960,55180595,33154176.5,33154176.5,31086533.299983844,11172678,55135675,4
545,545,2,4.0,128410.0,128410.0,159226.30498758677,15820.0,241000.0,225180.0,592.5,592.5,519.7234841721124,225.0,960.0,2370.0,2370.0,2078.8939366884497,900.0,3840.0,153712.0,153712.0,16.97056274847714,153700,153724,3.5,3.5,3.5355339059327378,1.0,6.0,2.0,2.0,0.0,2.0,2.0,14211274.5,14211274.5,14721935.607139451,3801294,24621255,14082864.5,14082864.5,14562709.302151866,3785474,24380255,3
546,546,250,54713.0,789507.4,109434.0,1020844.2423369164,1000.0,3727815.0,3726815.0,12439.96,2140.0,15495.470537259733,225.0,41414.0,49632.28,8359.5,62050.40766142796,900.0,165656.0,68072.948,64746.5,16502.14431829096,44040,98750,80.52,10.5,104.51771818048184,1.0,240.0,16.396,2.0,34.3931787857411,1.0,196.0,14870230821.932,1058726335.0,26661282760.71225,859772,149882184422,14869441314.532,1058658169.5,26660615317.61524,813374,149878456607,2
547,547,2,6.0,369880.0,369880.0,15160.36938863958,359160.0,380600.0,21440.0,7868.0,7868.0,5747.363917484258,3804.0,11932.0,31472.0,31472.0,22989.455669937037,15216.0,47728.0,153728.5,153728.5,7.7781745930520225,153723,153734,38.5,38.5,50.20458146424488,3.0,74.0,65.5,65.5,50.20458146424488,30.0,101.0,3650977938.0,3650977938.0,4985507829.644142,125691544,7176264332,3650608058.0,3650608058.0,4985492669.274754,125332384,7175883732,3
548,548,41,53206.0,69373.36585365854,25770.0,201856.9173063876,1130.0,1274400.0,1273270.0,4983.829268292683,5153.0,3425.2959573038283,192.0,13319.0,19935.31707317073,20612.0,13701.183829215312,768.0,53276.0,141108.1219512195,147611.0,13416.942785513986,102418,155624,8.170731707317072,1.0,17.534113092803395,1.0,50.0,107.70731707317071,55.0,101.29862879191384,1.0,400.0,716306769.5853659,452079003.0,913810576.831448,13158563,4586150362,716237396.2195122,452075615.0,913808514.7436928,13141987,4586105373,2
549,549,2,165.0,60820.0,60820.0,82929.4832975583,2180.0,119460.0,117280.0,12307.5,12307.5,16784.593665025077,439.0,24176.0,49230.0,49230.0,67138.37466010031,1756.0,96704.0,153789.0,153789.0,100.40916292848976,153718,153860,76.0,76.0,104.65180361560904,2.0,150.0,6.0,6.0,2.8284271247461903,4.0,8.0,1523850645.0,1523850645.0,2139944044.180788,10681700,3037019590,1523789825.0,1523789825.0,2139861114.6974905,10679520,3036900130,4
550,550,2,57.0,62063.0,62063.0,87266.87629335657,356.0,123770.0,123414.0,12595.5,12595.5,17542.612134457057,191.0,25000.0,50382.0,50382.0,70170.44853782823,764.0,100000.0,153746.0,153746.0,24.04163056034261,153729,153763,75.5,75.5,105.35891039679558,1.0,150.0,3.5,3.5,3.5355339059327378,1.0,6.0,50644368.5,50644368.5,71355294.33805394,188556,101100181,50582305.5,50582305.5,71268027.46176058,188200,100976411,4
551,551,4,16.0,82460.0,75050.0,83054.69523151596,11300.0,168440.0,157140.0,1885.75,1554.0,1992.2778211551383,225.0,4210.0,7543.0,6216.0,7969.111284620554,900.0,16840.0,276125.0,276124.0,13.9522996909709,276109,276143,12.25,10.0,13.5,1.0,28.0,2.0,2.0,0.0,2.0,2.0,700213870.25,685459293.0,613566735.7682648,168767986,1261168909,700131410.25,685384243.0,613484149.6143302,168756686,1261000469,0
552,552,28,17785.0,1804518.5357142857,126200.0,3438377.425103575,827.0,9831800.0,9830973.0,17928.428571428572,1197.5,34291.725565418375,225.0,97977.0,71514.96428571429,4790.0,137271.83306058636,900.0,391908.0,158642.64285714287,158742.0,6389.1059666365045,151093,168878,120.28571428571428,6.0,232.970488854809,1.0,664.0,4.178571428571429,2.0,3.8398839819334376,1.0,16.0,1693022919.142857,454462647.5,4007647082.1080246,2401223,20708243293,1691218400.607143,454144047.5,4007749365.1469326,2400396,20708233293,3
553,553,10,5.0,281070.3,109638.5,378982.08616006287,67000.0,999000.0,932000.0,1385.8,907.5,1169.9418599039675,563.0,3584.0,5543.2,3630.0,4679.767439615871,2252.0,14336.0,232984.5,232984.5,1.269295517642382,232982,232987,5.7,1.0,9.649985607358294,1.0,24.0,15.8,17.5,9.319036669336828,1.0,28.0,2222126858.2,1031556968.0,2466166072.776909,143765297,6836510233,2221845787.9,1031441077.0,2466341826.0252047,142766297,6836411670,1
554,554,8,15276.0,1531623.25,660600.0,1824348.1994258156,50000.0,4530775.0,4480775.0,7582.875,6588.5,7665.071753228593,191.0,19558.0,30331.5,26354.0,30660.28701291437,764.0,78232.0,164946.75,168539.0,6927.555552182272,153729,168982,48.125,33.0,53.99586624389474,1.0,132.0,14.25,2.0,35.05403991390599,1.0,101.0,3319142721.125,2004103866.0,4898509033.735617,15000000,15163520197,3317611097.875,2000981976.5,4898831071.173405,14950000,15163124397,3
555,555,108,22914.0,14935.833333333334,10000.0,15935.292758498832,10000.0,122090.0,112090.0,1033.712962962963,668.0,1596.136240472018,225.0,11881.0,4134.851851851852,2672.0,6384.544961888072,900.0,47524.0,312336.8333333333,308169.0,7204.439343372699,304373,327301,5.62037037037037,3.0,10.26264216274782,1.0,76.0,5.425925925925926,2.5,3.789320220406229,2.0,10.0,505518871.0092593,80028078.0,1521934622.67822,25214448,9975669440,505503935.1759259,80018078.0,1521920208.0278108,25204448,9975590070,0
556,556,135,21736.0,14632.022222222222,10000.0,21818.559645220383,1000.0,238077.0,237077.0,561.3703703703703,375.0,1080.2259212343397,191.0,12504.0,2245.4814814814813,1500.0,4320.903684937359,764.0,50016.0,388959.6740740741,384977.0,7347.319197198089,382174,403901,3.2074074074074077,2.0,7.3047687309987825,1.0,84.0,2.1925925925925926,2.0,0.9101114930575632,1.0,7.0,21229761.88148148,12648888.0,61782042.10609429,988803,694770578,21215129.85925926,12638888.0,61776096.65671862,978803,694750578,1
557,557,213,7543.0,12342.535211267606,10000.0,11774.867670807507,5203.0,140930.0,135727.0,628.4741784037559,373.0,1008.407419694169,192.0,14092.0,2513.896713615024,1492.0,4033.629678776676,768.0,56368.0,282018.0187793427,281789.0,2087.9102330212427,278367,285923,3.2253521126760565,1.0,6.961207570703012,1.0,95.0,2.333333333333333,2.0,1.7848065977004255,1.0,20.0,383521552.35680753,45911936.0,1349042735.382553,94025,13017962749,383509209.82159626,45881936.0,1349043408.6103184,84025,13017952749,1
558,558,177,174642.0,16963.19209039548,7322.0,39850.89132939165,427.0,382396.0,381969.0,441.2937853107345,372.0,424.3765930694682,191.0,4458.0,1728.6158192090395,1488.0,1566.6438285894535,670.0,16278.0,82419.1186440678,58320.0,41721.71261455509,10929,185571,2.2033898305084745,2.0,1.567927783626759,1.0,13.0,2.135593220338983,2.0,1.5571422008250042,1.0,16.0,5269224.276836158,2000000.0,23505385.76777686,235780,303723320,5252261.084745763,1995905.0,23501385.4719388,214764,303722893,1
559,559,5,26706.0,157796.0,10000.0,230825.66599059125,0.0,528980.0,528980.0,5742.2,257.0,7804.352164017203,257.0,16968.0,22968.8,1028.0,31217.40865606881,1028.0,67872.0,324671.2,327732.0,11170.319118091476,305078,331784,36.8,1.0,51.324458107222135,1.0,112.0,8.4,2.0,9.44986772394196,2.0,23.0,1592705796.0,727600000.0,2024750759.181156,156840000,4999530000,1592548000.0,727590000.0,2024634634.7724075,156840000,4999290000,4
560,560,250,117301.0,42377.676,11608.5,82388.15284741767,419.0,589655.0,589236.0,1543.004,399.0,2547.9531788457894,191.0,8573.0,6105.044,1496.0,10083.524146194704,764.0,33965.0,86906.912,101506.0,35039.36076545438,8841,126142,2.396,2.0,1.9957746530767084,1.0,16.0,35.176,2.0,78.25414922856132,1.0,250.0,1081366637.132,1967542.0,3151313073.532414,83100,22734228105,1081324259.456,1951761.5,3151250610.8711624,82527,22733763080,1
561,561,138,29979.0,395924.4782608696,191955.0,641274.3022304547,2508.0,5158500.0,5155992.0,7859.565217391304,3945.5,9537.665112331511,256.0,45091.0,31399.67391304348,15782.0,38174.15709807311,1024.0,180364.0,152151.51449275363,153629.0,8609.511274340746,137471,167450,41.427536231884055,16.0,61.32465808119968,1.0,240.0,32.91304347826087,17.0,34.42191592255024,2.0,101.0,9973173269.76087,6169342887.0,14084141075.328947,922819,117916592911,9972777345.282608,6168717931.0,14084088253.889477,920171,117916492911,2
562,562,124,3210.0,13306.451612903224,10000.0,10570.843025318847,0.0,80000.0,80000.0,747.6935483870968,436.5,792.8860033239213,225.0,5816.0,2990.7741935483878,1746.0,3171.544013295685,900.0,23264.0,341690.8870967742,341723.0,672.6692032998044,339899,343109,4.024193548387097,2.0,4.530768720427784,1.0,32.0,2.064516129032258,2.0,0.5807471426018198,1.0,6.0,478309624.516129,151595000.0,832499192.6983036,20865383,6640004305,478296318.0645161,151585000.0,832497705.0099952,20855383,6639994305,1
563,563,172,23143.0,60406.976744186046,10000.0,68144.64799568338,10000.0,300000.0,290000.0,4776.9011627906975,667.0,6016.604682248518,225.0,22920.0,19107.60465116279,2668.0,24066.41872899407,900.0,91680.0,362205.7441860465,360847.5,7286.20541739449,348035,371178,26.55813953488372,3.5,34.07151222145034,1.0,131.0,2.7906976744186047,2.0,7.311156705740958,2.0,70.0,611040836.3139535,103579253.0,637818780.7753292,30070,1389300297,610980429.3372093,103564253.0,637762998.2609398,70,1389006199,0
564,564,92,13630.0,83452.38043478261,21430.0,189809.46156617295,10000.0,1060000.0,1050000.0,3271.760869565217,1268.0,6638.640294004282,192.0,40118.0,13087.04347826087,5072.0,26554.561176017127,768.0,160472.0,328348.48913043475,329277.5,3909.097418363211,321218,334848,18.64130434782609,6.0,43.765755473042326,1.0,265.0,11.41304347826087,10.0,7.600104357168204,1.0,30.0,1841098311.4130435,661974584.5,2607243599.066947,15730000,16692500000,1841014859.0326087,661944584.5,2607114666.358546,15720000,16691440000,0
565,565,18,5800.0,1695644.5555555555,465618.5,1841894.2876988556,1392.0,4181844.0,4180452.0,16197.888888888889,17112.0,15149.634951489712,225.0,32009.0,64718.72222222222,68448.0,60678.52661052493,573.0,128036.0,153288.0,153693.0,1949.579743552592,150590,156388,101.27777777777776,102.0,102.61510355266508,1.0,201.0,32.833333333333336,27.5,25.697905613905125,2.0,101.0,5343430457.944445,3402105826.0,5967349582.482003,95661478,19930337128,5341734813.388889,3399878420.0,5966140516.059043,95660086,19926254309,2
566,566,2,516.0,70098.5,70098.5,69807.70275907953,20737.0,119460.0,98723.0,12200.5,12200.5,16935.914516198998,225.0,24176.0,48802.0,48802.0,67743.65806479599,900.0,96704.0,153964.5,153964.5,348.6036431249679,153718,154211,75.5,75.5,105.35891039679558,1.0,150.0,5.0,5.0,4.242640687119285,2.0,8.0,1520322564.5,1520322564.5,2144933503.473032,3625539,3037019590,1520252466.0,1520252466.0,2144863695.770273,3604802,3036900130,4
567,567,47,5054.0,23546.44680851064,13950.0,19546.464456028996,7910.0,85690.0,77780.0,529.1702127659574,372.0,440.8102874573309,225.0,1554.0,2116.68085106383,1488.0,1763.2411498293236,900.0,6216.0,255171.2553191489,255705.0,1563.1083367845697,251313,256364,2.872340425531915,1.0,2.817777579988664,1.0,10.0,1.9787234042553192,2.0,0.1458649914978945,1.0,2.0,21360305.40425532,9139853.0,28613432.402966622,400000,114412578,21336758.95744681,9114803.0,28612492.946784683,391525,114373037,1
568,568,104,52133.0,1086682.8846153845,403629.0,1483048.392053474,436.0,5897638.0,5897202.0,14545.798076923076,4428.0,14080.71769559027,225.0,33015.0,58136.432692307695,17712.0,56362.96398659894,900.0,132060.0,145350.59615384616,150944.5,14834.69797632959,104494,156626,89.375,13.0,94.9271757154946,1.0,220.0,36.48076923076923,20.5,41.063290191414126,2.0,301.0,9183904544.692308,5120937748.0,14456678525.78429,53700000,106907466183,9182817861.807692,5120326328.5,14456483117.472383,53677400,106907457386,2
569,569,26,24420.0,128636.30769230767,49762.0,168309.80100273882,1314.0,597560.0,596246.0,10710.0,2060.5,13828.961088961096,191.0,36929.0,42739.15384615384,8077.0,55389.14496808363,764.0,147716.0,147343.6923076923,149172.5,6986.741917484726,134220,158640,69.15384615384616,3.0,95.76625389256586,1.0,250.0,14.576923076923077,7.0,17.318598273354752,1.0,77.0,1108072892.8846154,211530740.5,1602371309.1472993,39720,5428902471,1107944256.5769231,211356349.5,1602397305.533054,38406,5428869521,3
570,570,4,4123.0,234578.25,233538.0,186138.5176445667,51237.0,420000.0,368763.0,6061.75,5234.5,2919.788505468618,3673.0,10105.0,24247.0,20938.0,11679.154021874472,14692.0,40420.0,155768.5,155771.0,2373.49439996531,153706,157826,29.75,24.0,31.05237511044848,3.0,68.0,50.25,49.5,55.72776088569622,2.0,100.0,2523225717.5,2508701394.0,2335185412.0796537,501000022,4574500060,2522991139.25,2508491852.5,2335001351.008329,500900792,4574080060,3
571,571,250,56850.0,55330.196,36869.0,76598.1878484619,403.0,885573.0,885170.0,426.192,309.5,620.4352105886259,222.0,8145.0,1579.896,1192.0,1773.457079615108,573.0,21548.0,159664.912,168959.0,19154.493990088155,122641,179491,2.352,1.5,4.174422019488103,1.0,54.0,2.0,2.0,0.0,2.0,2.0,85605145.604,1419464.5,273642931.3758502,83930,1994473184,85549815.408,1354003.0,273653346.99307644,68465,1994441253,1
572,572,10,32067.0,93414.0,18971.0,223278.77401182184,1620.0,722445.0,720825.0,610.9,330.5,846.5812883461209,256.0,2997.0,2443.6,1322.0,3386.325153384484,1024.0,11988.0,158368.9,153701.5,12191.433991400138,149163,181230,2.3,1.0,2.7908580918579307,1.0,10.0,3.0,3.0,0.9428090415820634,1.0,5.0,1297492.9,889852.0,1319490.8251382804,2730,4064008,1204078.9,873852.0,1249345.7256318382,1110,4034008,2
573,573,9,126834.0,208494.3333333333,159512.0,226737.81293489624,11300.0,707707.0,696407.0,4135.111111111111,3421.0,3693.6149448895058,225.0,9020.0,16467.777777777777,13684.0,14860.92090667481,669.0,36080.0,103052.22222222222,104325.0,48856.37048220472,28646,155484,15.22222222222222,2.0,20.638421558938184,1.0,50.0,38.55555555555556,2.0,73.6768469587141,1.0,170.0,2269403630.333333,396911004.0,3144073095.924625,4950000,9444434220,2269195136.0,396203297.0,3144062461.897384,4899600,9444190876,2
574,574,106,8248.0,46698.11320754717,10000.0,52367.23254120993,10000.0,200000.0,190000.0,3550.72641509434,806.5,4580.019757771936,225.0,18333.0,14202.90566037736,3226.0,18320.079031087746,900.0,73332.0,370964.3490566038,371415.5,2531.553214332877,365965,374211,19.69811320754717,4.5,25.68978667220209,1.0,104.0,1.990566037735849,2.0,0.0971285862357264,1.0,2.0,693961285.7169812,327000000.0,658598519.0344251,10000000,1389200219,693914587.6037736,326990000.0,658561603.6886358,9990000,1389003961,0
575,575,2,11.0,36252.5,36252.5,44728.039443955066,4625.0,67880.0,63255.0,6965.5,6965.5,9532.506517175849,225.0,13706.0,27862.0,27862.0,38130.02606870339,900.0,54824.0,153722.5,153722.5,7.7781745930520225,153717,153728,42.0,42.0,57.982756057296896,1.0,83.0,3.0,3.0,1.4142135623730951,2.0,4.0,23449531.0,23449531.0,31764171.406064443,988870,45910192,23413278.5,23413278.5,31719443.36662049,984245,45842312,4
576,576,219,34655.0,62140.25570776256,10000.0,220529.4960535474,0.0,2290000.0,2290000.0,2578.917808219178,226.0,10063.642901649931,191.0,72657.0,10315.671232876712,904.0,40254.57160659973,764.0,290628.0,356116.7534246575,359117.0,8044.117246112066,331155,365796,16.908675799086758,1.0,68.23650767317382,1.0,492.0,1.8447488584474885,2.0,0.3629735830052926,1.0,2.0,50866607.29680365,1734759.0,277395602.69870925,2427,2503312190,50804467.04109589,1724759.0,277269757.1662415,1000,2502674190,1
577,577,12,70557.0,1011315.75,222923.5,2252318.8233181997,3451.0,8011400.0,8007949.0,10769.916666666666,1900.0,22382.078124567488,226.0,79839.0,43024.91666666666,7600.0,89555.72884518567,805.0,319356.0,140113.33333333334,153714.5,28532.77355900925,96783,167340,71.0,8.5,152.5528224464026,1.0,541.0,8.5,2.0,10.900375306299404,1.0,36.0,1764249431.8333333,787776411.5,2369305377.3096795,8086013,7650729868,1763238116.0833333,787513806.5,2369195025.9940214,8080014,7649345668,3
578,578,2,6.0,47559.0,47559.0,54080.940838709525,9318.0,85800.0,76482.0,963.5,963.5,835.0931085813127,373.0,1554.0,3854.0,3854.0,3340.3724343252507,1492.0,6216.0,275858.5,275858.5,2.1213203435596424,275857,275860,5.5,5.5,6.363961030678928,1.0,10.0,2.0,2.0,0.0,2.0,2.0,1337523293.5,1337523293.5,2031015.0294275277,1336087149,1338959438,1337475734.5,1337475734.5,2085095.970266237,1336001349,1338950120,0
579,579,8,11079.0,56331.25,44099.0,51692.03552565631,2509.0,148616.0,146107.0,5427.375,4517.0,5726.35341301201,223.0,13645.0,21668.25,18020.0,22948.302207664205,666.0,54580.0,160075.75,160919.0,5174.344616884897,153695,164771,36.25,30.0,38.8430909465984,1.0,92.0,2.0,2.0,0.0,2.0,2.0,250931013.25,251557676.5,267336020.2072577,46054,501001286,250874682.0,251481843.5,267290824.096578,20747,500938395,3
580,580,81,88886.0,142007.1234567901,25700.0,424890.21451592,1365.0,2228880.0,2227515.0,2624.259259259259,280.0,7979.553696444711,223.0,36954.0,10484.851851851852,1028.0,31921.915344756144,670.0,147816.0,103550.96296296296,94926.0,23696.71596574325,66504,155390,15.567901234567902,1.0,53.10695299854928,1.0,240.0,9.197530864197532,3.0,22.781253122406603,1.0,101.0,1653790108.493827,8802908.0,3498323012.8779297,23334,17764079613,1653648101.3703704,8753357.0,3498135077.947232,546,17764061884,2
581,581,122,11039.0,55901.63934426229,10000.0,66887.76955691232,10000.0,260000.0,250000.0,4565.368852459016,226.0,6390.878594522893,191.0,25304.0,18261.475409836065,904.0,25563.51437809157,764.0,101216.0,352161.0655737705,350706.0,3689.668483255173,346899,357938,25.28688524590164,1.0,36.35283464755317,1.0,145.0,3.1885245901639343,2.0,8.70483096347632,1.0,70.0,991842567.319672,874347294.0,1252174555.9001756,30070,11227960320,991786665.680328,874337294.0,1252152325.2112365,70,11227810320,0
582,582,250,78939.0,362339.416,123832.5,718751.4476003184,3940.0,5525136.0,5521196.0,4238.752,1267.5,7390.793117801131,191.0,36627.0,16923.436,4906.5,29568.364934325717,764.0,146508.0,125738.728,130439.5,19212.448212324773,72967,151906,19.676,1.0,49.76356774487533,1.0,240.0,37.044,21.0,32.34630112991513,1.0,101.0,6230095893.456,2019554445.5,14278743184.362123,27645600,170568315564,6229733554.04,2019430845.5,14278643087.18336,27625600,170567973964,2
583,583,250,54436.0,28928.184,5733.0,53380.66894171336,226.0,271745.0,271519.0,3274.564,448.5,5634.161605945612,223.0,17176.0,10008.976,1492.0,16503.406710240113,573.0,59200.0,143773.036,144733.5,11775.724552384849,107558,161994,19.7,2.0,34.90034579407752,1.0,100.0,3.368,2.0,4.020102098645524,1.0,32.0,186118647.82,22222889.0,719466282.6044059,450436,9816161446,186089719.636,22215533.0,719461278.0455879,449306,9816153446,4
584,584,5,1610.0,740100.2,26834.0,1083522.3932619945,26833.0,2473500.0,2446667.0,1721.8,770.0,1891.824436886256,259.0,4796.0,6887.2,3080.0,7567.297747545024,1036.0,19184.0,301249.2,300672.0,842.2171335231768,300562,302173,10.0,1.0,13.711309200802088,1.0,32.0,7.0,3.0,7.0,2.0,18.0,1135236466.8,1013474044.0,599581040.3468546,416365628,1936954759,1134496366.6,1011000544.0,599866340.54366,416338794,1936927926,4
585,585,2,6.0,85380.0,85380.0,92461.28270795297,20000.0,150760.0,130760.0,1922.0,1922.0,2190.6168081159244,373.0,3471.0,7688.0,7688.0,8762.467232463698,1492.0,13884.0,275850.0,275850.0,2.8284271247461903,275848,275852,12.5,12.5,14.849242404917495,2.0,23.0,2.0,2.0,0.0,2.0,2.0,588908385.5,588908385.5,823415175.7432997,6665931,1171150840,588823005.5,588823005.5,823322714.4605918,6645931,1171000080,0
586,586,65,135371.0,1376148.4307692307,91238.0,2835424.6677349205,1188.0,20572224.0,20571036.0,13485.476923076923,1054.0,14163.46159368766,225.0,31292.0,53916.61538461538,3886.0,56677.28100055068,900.0,125168.0,134192.84615384616,137529.0,27629.85384407075,42578,177945,87.18461538461538,2.0,93.29119269585624,1.0,202.0,13.846153846153848,8.0,18.043550413886443,2.0,131.0,3128096188.5692306,1313493852.0,5041346234.754679,1355102,22199676284,3126720040.1384616,1311025351.0,5040030452.540659,1295988,22198880146,2
587,587,4,15814.0,57503.75,36727.0,71162.29469962773,2371.0,154190.0,151819.0,11796.75,8095.5,13954.93215975389,226.0,30770.0,46613.25,31234.5,56339.56666130237,904.0,123080.0,150144.5,153967.5,7821.727792928277,138417,154226,59.5,44.5,69.92615152192108,1.0,148.0,6.5,3.0,7.724420150837645,2.0,18.0,88846320.5,77982093.5,86359061.61831163,100500,199320595,88788816.75,77871058.5,86356154.02624592,98129,199315021,4
588,588,68,17297.0,766337.0,52450.0,1814272.544248076,500.0,8384800.0,8384300.0,7692.85294117647,769.0,18023.652358394505,225.0,83564.0,30761.75,2970.0,72098.43468902919,900.0,334256.0,150571.9411764706,151131.5,4213.604115039645,143583,160880,51.544117647058826,4.5,122.26231083800371,1.0,566.0,2.367647058823529,2.0,2.3109370830750717,1.0,16.0,1503553337.2794118,421003450.0,2417310094.9703307,9176254,10007005000,1502787000.2794118,420991268.0,2416017049.7249627,9172233,10000011400,3
589,589,4,41.0,67371.75,58263.5,47968.67580949746,20000.0,132960.0,112960.0,1299.25,1268.0,750.7717695811424,520.0,2141.0,5197.0,5072.0,3003.0870783245696,2080.0,8564.0,276243.75,276250.5,14.568802284333463,276222,276252,8.0,7.5,5.354126134736337,3.0,14.0,3.25,2.0,2.5,2.0,7.0,865094816.25,1138466364.0,568690137.4553152,12377438,1171069099,865027444.5,1138375640.5,568658726.1611651,12357438,1171001059,0
590,590,247,49361.0,119712.65991902836,62640.0,634366.6478584385,452.0,10000000.0,9999548.0,1123.0364372469635,732.0,3540.829282931056,225.0,55524.0,4477.607287449393,2928.0,14152.360390751175,900.0,222096.0,157561.16599190285,154751.0,8488.288425776107,146452,195813,4.34412955465587,2.0,23.86732884361987,1.0,376.0,13.947368421052632,2.0,20.84908176698235,2.0,250.0,661118498.6923077,21274264.0,2239967222.543082,365554,27485794595,660998786.0323887,21127384.0,2239972947.642118,361534,27485748060,3
591,591,6,16208.0,431485.1666666667,246728.5,607998.6987944683,3679.0,1617513.0,1613834.0,1749.5,1257.5,1795.1749496915336,222.0,4357.0,6998.0,5030.0,7180.699798766134,888.0,17428.0,163743.0,167619.5,7837.309742507313,153702,169903,11.333333333333334,8.0,12.160043859570026,1.0,29.0,2.0,2.0,0.0,2.0,2.0,240402595.5,136698950.0,284115615.91806054,19950000,730504584,239971110.3333333,136452221.5,283532721.4674912,19946321,728887071,3
