,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
307,0,12,1,0,727,4,4,4,3,0,3,2,33,0,0,1,1,1,0,0,1
308,1,8,1,2,1237,1,1,3,1,0,4,0,24,0,0,1,0,1,1,0,1
309,1,9,1,3,276,1,1,4,3,0,4,0,22,0,2,1,1,1,1,0,0
310,1,48,1,8,5381,0,3,3,0,0,4,2,40,1,1,1,3,1,0,0,0
311,2,24,1,2,5511,4,1,4,0,0,1,3,25,2,0,1,0,1,1,0,0
312,3,24,1,2,3749,1,4,2,1,0,4,3,26,0,0,1,0,1,1,0,0
313,1,12,1,3,685,1,2,2,3,0,3,3,25,1,0,1,1,1,1,0,1
314,3,4,1,3,1494,0,4,1,0,0,2,0,29,0,0,1,1,2,1,1,0
315,0,36,4,2,2746,1,0,4,0,0,4,3,31,1,0,1,0,1,1,0,1
316,0,12,1,2,708,1,1,2,0,1,3,1,38,0,0,1,1,2,1,0,0
317,1,24,1,2,4351,0,1,1,1,0,4,1,48,0,0,1,1,1,0,0,0
318,2,12,0,1,701,1,1,4,0,0,2,3,32,0,0,2,0,1,1,0,0
319,0,15,2,2,3643,1,0,1,1,0,4,1,27,0,0,2,1,1,1,0,0
320,1,30,0,3,4249,1,3,4,3,0,2,3,28,0,0,2,2,1,1,0,1
321,0,24,1,0,1938,1,4,4,2,0,3,1,32,0,0,1,0,1,1,0,1
322,0,24,1,4,2910,1,2,2,0,0,1,2,34,0,1,1,2,1,0,0,0
323,0,18,1,2,2659,3,1,4,0,0,2,3,28,0,0,1,0,1,1,0,0
324,2,18,0,3,1028,1,1,4,1,0,3,0,36,0,0,2,0,1,1,0,0
325,0,8,0,3,3398,1,2,1,0,0,4,0,39,0,0,2,1,1,1,1,0
326,2,12,0,2,5801,0,0,2,0,0,4,1,49,0,2,1,0,1,0,0,0
327,2,24,1,3,1525,3,2,4,1,0,3,3,34,0,0,1,0,2,0,0,0
328,3,36,1,0,4473,1,0,4,0,0,2,3,31,0,0,1,0,1,1,0,0
329,1,6,1,0,1068,1,0,4,0,0,4,3,28,0,0,1,0,2,1,0,0
330,0,24,0,4,6615,1,3,2,0,0,4,2,75,0,1,2,2,1,0,0,0
331,2,18,0,1,1864,4,1,4,1,0,2,0,30,0,0,2,0,1,1,0,1
332,1,60,1,3,7408,4,4,4,1,0,2,1,24,0,0,1,2,1,1,0,1
333,2,48,0,4,11590,4,1,2,1,0,4,3,24,1,2,2,1,1,1,0,1
334,0,24,3,2,4110,1,0,3,0,0,4,2,23,1,2,2,0,2,1,0,1
335,0,6,0,2,3384,1,1,1,2,0,4,0,44,0,2,1,2,1,0,0,1
336,1,13,1,0,2101,1,4,2,1,1,4,1,23,0,0,1,1,1,1,0,0
337,0,15,1,6,1275,0,1,4,1,0,2,3,24,0,2,1,0,1,1,0,1
338,0,24,1,2,4169,1,1,4,0,0,4,1,28,0,0,1,0,1,1,0,0
339,1,10,1,2,1521,1,1,4,2,0,2,3,31,0,0,1,1,1,1,0,0
340,1,24,0,1,5743,1,4,2,1,0,4,2,24,0,1,2,0,1,0,0,0
341,0,21,1,2,3599,1,2,1,1,0,4,3,26,0,2,1,1,1,1,0,0
342,1,18,1,0,3213,2,4,1,3,0,3,0,25,0,2,1,0,1,1,0,0
343,1,18,1,5,4439,1,0,1,0,2,1,0,33,1,0,1,2,1,0,0,0
344,3,10,1,3,3949,1,4,1,0,1,1,1,37,0,0,1,1,2,1,0,0
345,2,15,0,0,1459,1,1,4,1,0,2,3,43,0,0,1,1,1,1,0,0
346,1,13,0,0,882,1,4,4,0,1,4,0,23,0,0,2,0,1,1,0,0
347,1,24,1,0,3758,2,3,1,1,0,4,2,23,0,2,1,3,1,1,0,0
348,2,6,2,5,1743,4,1,1,0,0,2,0,34,0,0,2,1,1,1,0,0
349,1,9,0,1,1136,3,0,4,0,0,3,2,32,0,1,2,0,2,1,0,1
350,2,9,1,6,1236,1,4,1,1,0,4,0,23,0,2,1,0,1,0,0,0
351,1,9,1,2,959,1,1,1,1,0,2,3,29,0,0,1,0,1,1,1,1
352,2,18,0,4,3229,0,3,2,0,0,4,2,38,0,0,1,2,1,0,0,0
353,0,12,3,0,6199,1,1,4,0,0,2,1,28,0,2,2,0,1,0,0,1
354,2,10,1,1,727,2,0,4,0,0,4,2,46,0,1,1,0,1,0,0,0
355,1,24,1,3,1246,1,4,4,0,0,2,0,23,2,0,1,1,1,1,0,1
356,2,12,0,0,2331,0,0,1,0,2,4,0,49,0,0,1,0,1,0,0,0
357,2,36,2,0,4463,1,1,4,0,0,2,3,26,0,0,2,2,1,0,0,1
358,2,12,1,0,776,1,1,4,3,0,2,0,28,0,0,1,0,1,1,0,0
359,0,30,1,2,2406,1,2,4,1,0,4,0,23,0,2,1,0,1,1,0,1
360,1,18,1,1,1239,0,1,4,0,0,4,2,61,0,1,1,0,1,1,0,0
361,3,12,1,0,3399,0,0,2,0,0,3,3,37,0,0,1,2,1,1,0,0
362,3,12,2,3,2247,1,1,2,1,0,2,3,36,2,0,2,0,1,0,0,0
363,2,6,1,2,1766,1,1,1,3,0,2,1,21,0,2,1,0,1,1,0,0
364,0,18,1,2,2473,1,3,4,0,0,1,3,25,0,0,1,3,1,1,0,1
365,2,12,1,5,1542,1,2,2,0,0,4,3,36,0,0,1,0,1,0,0,0
366,2,18,0,4,3850,1,2,3,0,0,1,3,27,0,0,2,0,1,1,0,0
367,0,18,1,2,3650,1,4,1,1,0,4,3,22,0,2,1,0,1,1,0,0
368,0,36,1,2,3446,1,0,4,0,0,2,3,42,0,0,1,0,2,1,0,1
369,1,18,1,2,3001,1,2,2,1,0,4,0,40,0,2,1,0,1,1,0,0
370,2,36,1,3,3079,0,1,4,0,0,4,0,36,0,0,1,0,1,1,0,0
371,2,18,0,0,6070,1,0,3,0,0,4,3,33,0,0,2,0,1,0,0,0
372,2,10,0,2,2146,1,4,1,1,0,3,0,23,0,2,2,0,1,1,0,0
373,2,60,0,3,13756,0,0,2,0,0,4,2,63,1,1,1,2,1,0,0,0
374,1,60,4,8,14782,4,0,3,1,0,4,2,60,1,1,2,2,1,0,0,1
375,0,48,4,5,7685,1,2,2,1,1,4,3,37,0,2,1,0,1,1,0,1
376,2,18,2,0,2320,1,3,2,3,0,3,0,34,0,0,2,0,1,1,0,0
377,2,7,2,0,846,0,0,3,0,0,4,2,36,0,1,1,0,1,1,0,0
378,1,36,1,3,14318,1,0,4,0,0,2,2,57,0,1,1,2,1,0,0,1
379,2,6,0,3,362,4,1,4,1,0,4,3,52,0,0,2,1,1,1,0,0
380,0,20,1,2,2212,0,2,4,0,0,4,3,39,0,0,1,0,1,0,0,0
381,1,18,1,4,12976,1,3,3,1,0,4,2,38,0,1,1,2,1,0,0,1
382,2,22,1,3,1283,0,2,4,1,0,4,1,25,0,2,1,0,1,1,0,0
383,3,12,1,3,1330,1,4,4,0,0,1,0,26,0,0,1,0,1,1,0,0
384,2,30,2,5,4272,4,1,2,0,0,2,1,26,0,0,2,1,1,1,0,0
385,2,18,0,0,2238,1,1,2,1,0,1,3,25,0,0,2,0,1,1,0,0
386,2,18,1,0,1126,0,4,4,1,0,2,0,21,0,2,1,0,1,0,0,0
387,1,18,0,2,7374,1,3,4,0,0,4,1,40,2,0,2,2,1,0,0,0
388,1,15,0,5,2326,2,1,2,0,0,4,3,27,1,0,1,0,1,1,0,0
389,2,9,1,5,1449,1,2,3,1,0,2,3,27,0,0,2,0,1,1,0,0
390,2,18,1,3,1820,1,1,2,3,0,2,1,30,0,0,1,2,1,0,0,0
391,1,12,1,2,983,3,4,1,1,0,4,0,19,0,2,1,1,1,1,0,0
392,0,36,1,3,3249,1,2,2,0,0,4,2,39,1,1,1,2,2,0,0,0
393,0,6,0,0,1957,1,2,1,1,0,4,3,31,0,0,1,0,1,1,0,0
394,2,9,0,2,2406,1,3,2,0,0,3,3,31,0,0,1,2,1,1,0,0
395,1,39,2,1,11760,4,2,2,0,0,3,2,32,0,2,1,0,1,0,0,0
396,0,12,1,2,2578,1,3,3,1,0,4,2,55,0,1,1,2,1,1,0,0
397,0,36,0,2,2348,1,1,3,3,0,2,1,46,0,0,2,0,1,0,0,0
398,1,12,1,3,1223,1,0,1,2,0,1,0,46,0,2,2,0,1,1,0,1
399,2,24,0,0,1516,3,1,4,1,0,1,0,43,0,0,2,1,1,1,0,0
400,2,18,1,0,1473,1,4,3,3,0,4,0,39,0,0,1,0,1,0,0,0
401,1,18,0,5,1887,0,1,4,3,0,4,0,28,1,0,2,0,1,1,0,0
402,2,24,2,5,8648,1,4,2,0,0,2,3,27,1,0,2,0,1,0,0,1
403,2,14,2,3,802,1,1,4,0,0,2,3,27,0,0,2,1,1,1,0,0
404,1,18,2,3,2899,0,0,4,0,0,4,3,43,0,0,1,0,2,1,0,0
405,1,24,1,0,2039,1,4,1,3,0,1,1,22,0,0,1,0,1,0,0,1
406,2,24,0,4,2197,0,2,4,0,0,4,3,43,0,0,2,0,2,0,0,0
407,0,15,1,0,1053,1,4,4,3,0,2,0,27,0,0,1,0,1,1,1,0
408,2,24,1,0,3235,2,0,3,2,0,2,3,26,0,0,1,2,1,0,0,0
409,3,12,0,3,939,2,2,4,3,0,2,0,28,0,0,3,0,1,0,0,1
410,1,24,1,0,1967,1,0,4,1,0,4,3,20,0,0,1,0,1,0,0,0
411,2,33,0,4,7253,1,2,3,0,0,2,3,35,0,0,2,2,1,0,0,0
412,2,12,0,5,2292,1,3,4,0,0,2,3,42,2,0,2,2,1,0,0,1
413,2,10,1,3,1597,2,1,3,0,0,2,2,40,0,2,1,1,2,1,1,0
414,0,24,1,3,1381,0,1,4,1,0,2,1,35,0,0,1,0,1,1,0,1
415,2,36,0,4,5842,1,0,2,0,0,2,1,35,0,0,2,0,2,0,0,0
416,0,12,1,3,2579,1,4,4,0,0,1,0,33,0,0,1,1,2,1,0,1
417,0,18,2,1,8471,0,1,1,1,0,2,3,23,0,2,2,0,1,0,0,0
418,2,21,1,3,2782,2,2,1,1,0,2,3,31,1,0,1,2,1,1,0,0
419,1,18,1,3,1042,0,1,4,1,0,2,1,33,0,0,1,0,1,1,0,1
420,2,15,1,3,3186,3,2,2,1,0,3,3,20,0,2,1,0,1,1,0,0
421,1,12,1,4,2028,0,1,4,0,0,2,3,30,0,0,1,0,1,1,0,0
422,1,12,0,3,958,1,2,2,0,0,3,0,47,0,0,2,1,2,1,0,0
423,2,21,2,2,1591,4,2,4,0,0,3,0,34,0,0,2,2,1,1,0,0
424,1,12,1,2,2762,0,0,1,1,0,2,1,25,1,0,1,0,1,0,0,1
425,1,18,1,4,2779,1,1,1,3,0,3,3,21,0,2,1,0,1,0,0,0
426,2,28,0,0,2743,1,0,4,0,0,2,3,29,0,0,2,0,1,1,0,0
427,2,18,0,0,1149,3,1,4,0,0,3,0,46,0,0,2,0,1,1,0,0
428,2,9,1,2,1313,1,0,1,0,0,4,3,20,0,0,1,0,1,1,0,0
429,0,18,0,7,1190,1,3,2,1,0,4,2,55,0,1,3,3,2,1,0,1
430,2,5,1,5,3448,1,2,1,0,0,4,0,74,0,0,1,1,1,1,0,0
431,1,24,1,8,11328,1,1,2,0,2,3,3,29,1,0,2,2,1,0,0,1
432,0,6,0,2,1872,1,3,4,0,0,4,2,36,0,1,3,2,1,0,0,0
433,2,24,0,7,2058,1,1,4,2,0,2,0,33,0,0,2,0,1,0,0,0
434,0,9,1,2,2136,1,1,3,0,0,2,0,25,0,0,1,0,1,1,0,0
435,1,12,1,0,1484,0,1,2,3,0,1,0,25,0,0,1,0,1,0,0,1
436,2,6,1,7,660,2,2,2,3,0,4,0,23,0,2,1,1,1,1,0,0
437,2,24,0,3,1287,3,0,4,1,0,4,0,37,0,0,2,0,1,0,0,0
438,0,42,0,7,3394,1,3,4,0,2,4,3,65,0,0,2,3,1,1,0,0
439,3,12,4,5,609,1,4,4,1,0,1,0,26,0,0,1,3,1,1,0,1
440,2,12,1,3,1884,1,0,4,0,0,4,3,39,0,0,1,2,1,0,0,0
441,0,12,1,2,1620,1,1,2,1,2,3,1,30,0,0,1,0,1,1,0,0
442,1,20,2,8,2629,1,1,2,0,0,3,3,29,1,0,2,0,1,0,0,0
443,2,12,1,1,719,1,0,4,0,0,4,3,41,1,0,1,1,2,1,0,1
444,1,48,0,2,5096,1,1,2,1,0,3,3,30,0,0,1,2,1,0,0,1
445,2,9,0,1,1244,0,0,4,1,0,4,1,41,0,2,2,1,1,1,0,0
446,0,36,1,3,1842,1,4,4,1,0,4,3,34,0,0,1,0,1,0,0,1
447,1,7,1,0,2576,1,1,2,0,1,2,0,35,0,0,1,0,1,1,0,0
448,3,12,1,2,1424,0,0,3,1,0,4,0,55,0,0,1,2,1,0,0,0
449,1,15,2,7,1512,3,1,3,3,0,3,1,61,2,0,2,0,1,1,0,1
450,2,36,0,4,11054,0,1,4,0,0,2,3,30,0,0,1,2,1,0,0,0
451,2,6,1,0,518,1,1,3,1,0,1,0,29,0,0,1,0,1,1,0,0
452,2,12,3,2,2759,1,0,2,0,0,4,1,34,0,0,2,0,1,1,0,0
453,2,24,1,4,2670,1,0,4,0,0,4,3,35,0,0,1,2,1,0,0,0
454,0,24,1,3,4817,1,2,2,0,2,3,1,31,0,0,1,0,1,0,0,1
455,2,24,1,4,2679,1,4,4,1,0,1,2,29,0,0,1,2,1,0,0,0
456,0,11,0,3,3905,1,1,2,0,0,2,0,36,0,2,2,0,2,1,0,0
457,0,12,1,4,3386,1,0,3,0,0,4,2,35,0,1,1,0,1,0,0,1
458,0,6,1,6,343,1,4,4,1,0,1,0,27,0,0,1,0,1,1,0,0
459,2,18,1,0,4594,1,4,3,0,0,2,3,32,0,0,1,0,1,0,0,0
460,0,36,1,2,3620,1,1,1,0,1,2,1,37,0,0,1,0,2,1,0,0
461,0,15,1,3,1721,1,4,2,0,0,3,0,36,0,0,1,0,1,1,0,0
462,1,12,1,2,3017,1,4,3,1,0,1,0,34,0,2,1,2,1,1,0,0
463,1,12,1,9,754,0,0,4,0,0,4,1,38,0,0,2,0,1,1,0,0
464,2,18,1,5,1950,1,2,4,0,0,1,3,34,2,0,2,0,1,0,0,0
465,0,24,1,4,2924,1,1,3,0,1,4,2,63,1,0,1,0,2,0,0,0
466,0,24,2,0,1659,1,4,4,1,0,2,3,29,0,2,1,1,1,0,0,1
467,2,48,2,0,7238,0,0,3,0,0,3,3,32,1,0,2,0,2,1,0,0
468,2,33,2,5,2764,1,1,2,1,0,2,3,26,0,0,2,0,1,0,0,0
469,2,24,2,4,4679,1,2,3,0,0,3,3,35,0,0,2,1,1,0,0,0
470,1,24,1,0,3092,4,4,3,3,0,2,3,22,0,2,1,0,1,0,0,1
471,0,6,1,1,448,1,4,4,1,0,4,1,23,0,0,1,0,1,1,0,1
472,0,9,1,3,654,1,1,4,0,0,3,3,28,0,0,1,1,1,1,0,1
473,2,6,1,9,1238,0,3,4,0,0,4,1,36,0,0,1,2,2,0,0,0
474,1,18,0,0,1245,1,1,4,3,0,2,3,33,0,0,1,0,1,1,0,1
475,0,18,3,2,3114,1,4,1,1,0,4,1,26,0,2,1,0,1,1,0,1
476,2,39,1,4,2569,2,1,4,0,0,4,3,24,0,0,1,0,1,1,0,0
477,3,24,1,0,5152,1,2,4,0,0,2,3,25,1,0,1,0,1,1,0,0
478,1,12,1,5,1037,4,2,3,0,0,4,0,39,0,0,1,1,1,1,0,0
479,0,15,0,2,1478,1,0,4,0,0,4,3,44,0,0,2,0,2,0,0,0
480,1,12,0,0,3573,1,1,1,1,0,1,0,23,0,0,1,1,1,1,0,0
481,1,24,1,3,1201,1,4,4,0,0,1,1,26,0,0,1,0,1,1,0,0
482,0,30,1,2,3622,3,0,4,1,0,4,1,57,0,2,2,0,1,0,0,0
483,2,15,2,2,960,3,2,3,1,0,2,1,30,0,0,2,0,1,1,0,0
484,2,12,0,3,1163,2,1,4,0,0,4,0,44,0,0,1,0,1,0,0,0
485,1,6,2,3,1209,1,3,4,0,0,4,1,47,0,0,1,2,1,0,0,1
486,2,12,1,0,3077,1,1,2,0,0,4,3,52,0,0,1,0,1,0,0,0
487,2,24,1,3,3757,1,0,4,1,2,4,2,62,0,1,1,0,1,0,0,0
488,2,10,1,3,1418,4,1,3,0,0,2,0,35,0,2,1,1,1,1,1,0
489,2,6,1,3,3518,1,1,2,0,1,3,1,26,0,2,1,0,1,1,0,0
490,2,12,0,0,1934,1,0,2,0,0,2,2,26,0,0,2,0,1,1,0,0
491,1,27,3,5,8318,1,0,2,1,0,4,2,42,0,1,2,2,1,0,0,1
492,2,6,0,0,1237,4,1,1,1,0,1,1,27,0,0,2,0,1,1,0,0
493,1,6,1,0,368,0,0,4,0,0,4,1,38,0,0,1,0,1,1,0,0
494,0,12,0,3,2122,1,1,3,0,0,2,0,39,0,2,2,1,2,1,1,0
495,0,24,1,2,2996,0,1,2,3,0,4,3,20,0,0,1,0,1,1,0,1
496,1,36,1,2,9034,4,4,4,0,2,1,2,29,0,2,1,2,1,0,0,1
497,2,24,0,2,1585,1,2,4,0,0,3,1,40,0,0,2,0,1,1,0,0
498,1,18,1,0,1301,1,0,4,3,1,2,0,32,0,0,1,1,1,1,0,0
499,3,6,0,3,1323,4,0,2,2,0,4,3,28,0,0,2,0,2,0,0,0
500,0,24,1,3,3123,1,4,4,1,0,1,1,27,0,0,1,0,1,1,0,1
501,0,36,1,4,5493,1,0,2,0,0,4,2,42,0,1,1,0,2,1,0,0
502,3,9,1,0,1126,4,0,2,2,0,4,0,49,0,0,1,0,1,1,0,0
503,1,24,0,0,1216,4,4,4,0,0,4,2,38,1,0,2,0,2,1,0,1
504,0,24,1,3,1207,1,4,4,1,0,4,1,24,0,2,1,0,1,1,0,1
505,2,10,1,3,1309,0,1,4,0,1,4,1,27,0,0,1,1,1,1,0,1
506,3,15,0,4,2360,2,1,2,0,0,2,3,36,0,0,1,0,1,0,0,0
507,1,15,4,3,6850,4,3,1,0,0,2,1,34,0,0,1,2,2,0,0,1
508,2,24,1,0,1413,1,1,4,3,0,2,1,28,0,0,1,0,1,1,0,0
509,2,39,1,4,8588,4,0,4,0,0,2,3,45,0,0,1,2,1,0,0,0
510,0,12,1,3,759,1,2,4,0,0,2,0,26,0,0,1,0,1,1,0,1
511,2,36,1,4,4686,1,1,2,0,0,2,2,32,0,1,1,2,1,0,0,0
512,3,15,1,5,2687,1,2,2,0,0,4,1,26,0,2,1,0,1,0,0,0
513,1,12,2,0,585,1,1,4,3,2,4,0,20,0,2,2,0,1,1,0,0
514,2,24,1,3,2255,0,4,4,0,0,1,1,54,0,0,1,0,1,1,0,0
515,0,6,0,3,609,1,2,4,1,0,3,1,37,0,0,2,0,1,1,1,0
516,0,6,0,3,1361,1,4,2,0,0,4,0,40,0,0,1,1,2,1,1,0
517,2,36,0,2,7127,1,4,2,1,0,4,1,23,0,2,2,0,1,0,0,1
518,0,6,1,3,1203,4,0,3,0,0,2,1,43,0,0,1,0,1,0,0,0
519,2,6,0,0,700,0,0,4,0,0,4,2,36,0,1,2,0,1,1,0,0
520,2,24,0,7,5507,1,0,3,0,0,4,2,44,0,1,2,0,1,1,0,0
521,0,18,1,0,3190,1,1,2,1,0,2,0,24,0,0,1,0,1,1,0,1
522,0,48,3,2,7119,1,1,3,0,0,4,2,53,0,1,2,0,2,1,0,1
523,2,24,1,4,3488,4,2,3,1,0,4,3,23,0,0,1,0,1,1,0,0
524,1,18,1,0,1113,1,1,4,1,1,4,0,26,0,0,1,1,2,1,0,0
525,1,26,1,4,7966,1,4,2,0,0,3,3,30,0,0,2,0,1,1,0,0
526,2,15,0,1,1532,4,1,4,1,0,3,3,31,0,0,1,0,1,1,0,0
527,2,4,0,0,1503,1,2,2,0,0,1,0,42,0,0,2,1,2,1,0,0
528,0,36,1,0,2302,1,1,4,2,0,4,3,31,0,2,1,0,1,1,0,1
529,0,6,1,3,662,1,4,3,0,0,4,0,41,0,0,1,1,2,0,0,0
530,1,36,1,1,2273,1,2,3,0,0,1,3,32,0,0,2,0,2,1,0,0
531,1,15,1,3,2631,4,1,2,1,0,4,3,28,0,2,2,0,1,0,0,1
532,2,12,2,4,1503,1,1,4,3,0,4,0,41,0,2,1,0,1,1,0,0
533,2,24,1,0,1311,4,2,4,3,0,3,1,26,0,0,1,0,1,0,0,0
534,2,24,1,0,3105,0,4,4,0,0,2,3,25,0,0,2,0,1,1,0,0
535,3,21,0,1,2319,1,4,2,2,0,1,3,33,0,2,1,0,1,1,0,1
536,0,6,1,3,1374,0,3,4,1,0,3,1,75,0,0,1,2,1,0,0,0
537,1,18,0,2,3612,1,0,3,1,0,4,1,37,0,0,1,0,1,0,0,0
538,0,48,1,3,7763,1,0,4,0,0,4,2,42,1,1,1,2,1,1,0,1
539,3,18,1,2,3049,1,4,1,1,0,1,1,45,2,0,1,1,1,1,0,0
540,1,12,1,0,1534,1,4,1,3,0,1,0,23,0,2,1,0,1,1,0,1
541,2,24,2,3,2032,1,0,4,0,0,4,2,60,0,1,2,0,1,0,0,0
542,0,30,1,2,6350,0,0,4,0,0,4,1,31,0,0,1,0,1,1,0,1
543,3,18,1,2,2864,1,1,2,0,0,1,0,34,0,0,1,1,2,1,0,1
544,2,12,0,3,1255,1,0,4,0,0,4,0,61,0,0,2,1,1,1,0,0
545,0,24,2,3,1333,1,3,4,0,0,2,0,43,0,1,2,0,2,1,0,1
546,2,24,0,3,2022,1,1,4,1,0,4,3,37,0,0,1,0,1,0,0,0
547,2,24,1,0,1552,1,2,3,0,0,1,3,32,1,0,1,0,2,1,0,0
548,0,12,4,0,626,1,1,4,1,0,4,0,24,1,0,1,1,1,1,0,1
549,2,48,0,4,8858,0,2,2,0,0,1,2,35,0,1,2,0,1,0,0,0
550,2,12,0,7,996,0,2,4,1,0,4,0,23,0,0,2,0,1,1,0,0
551,2,6,4,0,1750,2,0,2,0,0,4,1,45,1,0,1,1,2,1,0,0
552,0,48,1,0,6999,1,2,1,3,1,1,0,34,0,0,2,0,1,0,0,1
553,1,12,0,3,1995,4,4,4,0,0,1,3,27,0,0,1,0,1,1,0,0
554,1,9,1,1,1199,1,2,4,1,0,4,1,67,0,0,2,2,1,0,0,0
555,1,12,1,0,1331,1,4,2,0,0,1,3,22,2,0,1,0,1,1,0,1
556,1,18,3,3,2278,4,4,3,1,0,3,3,28,0,0,2,0,1,1,0,1
557,2,21,3,3,5003,0,1,1,1,0,4,1,29,1,0,2,0,1,0,0,1
558,0,24,4,2,3552,1,2,3,0,0,4,3,27,1,0,1,0,1,1,0,1
559,1,18,0,2,1928,1,4,2,0,0,2,0,31,0,0,2,1,1,1,0,1
560,0,24,1,4,2964,0,0,4,0,0,4,2,49,1,1,1,0,2,0,0,0
561,0,24,4,0,1546,1,2,4,0,1,4,3,24,1,2,1,1,1,1,0,1
562,3,6,2,0,683,1,4,2,1,0,1,1,29,1,0,1,0,1,1,0,0
563,1,36,1,3,12389,0,1,1,0,0,4,2,37,0,1,1,0,1,0,0,1
564,1,24,2,5,4712,0,1,4,0,0,2,1,37,1,0,2,2,1,0,0,0
565,1,24,2,0,1553,4,2,3,1,0,2,1,23,0,2,2,0,1,0,0,0
566,0,12,1,3,1372,1,2,2,2,0,3,3,36,0,0,1,0,1,1,0,1
567,2,24,0,0,2578,3,0,2,0,0,2,3,34,0,0,1,0,1,1,0,0
568,1,48,1,0,3979,0,2,4,0,0,1,3,41,0,0,2,0,2,0,0,0
569,0,48,1,0,6758,1,1,3,1,0,2,3,31,0,0,1,0,1,0,0,1
570,0,24,1,2,3234,1,4,4,1,0,4,0,23,0,2,1,1,1,0,0,1
571,2,30,0,0,5954,1,2,3,0,2,2,3,38,0,0,1,0,1,1,0,0
572,2,24,1,4,5433,0,3,2,1,0,4,1,26,0,2,1,2,1,0,0,0
573,0,15,1,5,806,1,1,4,1,0,4,1,22,0,0,1,1,1,1,0,0
574,1,9,1,0,1082,1,0,4,0,0,4,3,27,0,0,2,1,1,1,0,0
575,2,15,0,2,2788,1,2,2,1,2,3,3,24,1,0,2,0,1,1,0,0
576,1,12,1,0,2930,1,2,2,1,0,1,0,27,0,0,1,0,1,1,0,0
577,2,24,0,1,1927,0,1,3,1,0,2,3,33,0,0,2,0,1,0,0,0
578,1,36,0,3,2820,1,4,4,2,0,4,3,27,0,0,2,0,1,1,0,1
579,2,24,1,9,937,1,4,4,3,0,3,3,27,0,0,2,1,1,1,0,0
580,1,18,0,3,1056,1,0,3,0,1,3,0,30,1,0,2,0,1,1,0,1
581,1,12,0,3,3124,1,4,1,0,0,3,0,49,1,0,2,1,2,1,0,0
582,2,9,1,2,1388,1,1,4,1,0,2,0,26,0,2,1,0,1,1,0,0
583,1,36,1,7,2384,1,4,4,0,0,1,2,33,0,2,1,1,1,1,0,1
584,2,12,1,3,2133,0,0,4,1,0,4,2,52,0,1,1,2,1,0,0,0
585,0,18,1,2,2039,1,1,1,1,0,4,0,20,1,2,1,0,1,1,0,1
586,0,9,0,3,2799,1,1,2,0,0,2,0,36,0,2,2,0,2,1,0,0
587,0,12,1,2,1289,1,1,4,0,1,1,1,21,0,0,1,1,1,1,0,0
588,0,18,1,6,1217,1,1,4,3,0,3,0,47,0,0,1,1,1,0,0,1
589,0,12,0,2,2246,1,0,3,0,0,3,1,60,0,0,2,0,1,1,0,1
590,0,12,0,0,385,1,2,4,1,0,3,0,58,0,0,4,1,1,0,0,0
591,1,24,2,3,1965,0,1,4,1,0,4,3,42,0,2,2,0,1,0,0,0
592,2,21,1,5,1572,3,0,4,1,0,4,0,36,1,0,1,1,1,1,0,0
593,1,24,1,3,2718,1,1,3,1,0,4,1,20,0,2,1,1,1,0,0,1
594,0,24,4,8,1358,0,0,4,0,0,3,3,40,2,0,1,2,1,0,0,1
595,1,6,4,3,931,4,4,1,1,0,1,1,32,2,0,1,1,1,1,0,1
596,0,24,1,3,1442,1,2,4,1,0,4,3,23,0,2,2,0,1,1,0,1
597,1,24,3,5,4241,1,1,1,0,0,4,0,36,0,0,3,1,1,0,0,1
598,2,18,0,3,2775,1,2,2,0,0,2,1,31,1,0,2,0,1,1,0,1
599,2,24,2,5,3863,1,1,1,0,0,2,2,32,0,1,1,0,1,1,0,0
600,1,7,1,0,2329,1,4,1,1,1,1,0,45,0,0,1,0,1,1,0,0
601,1,9,1,2,918,1,1,4,1,0,1,1,30,0,0,1,0,1,1,0,1
602,1,24,4,1,1837,1,2,4,1,0,4,2,34,1,1,1,1,1,1,0,1
603,2,36,1,2,3349,1,1,4,1,0,2,3,28,0,0,1,2,1,0,0,1
604,3,10,1,2,1275,1,4,4,1,0,2,1,23,0,0,1,0,1,1,0,0
605,0,24,4,2,2828,2,1,4,0,0,4,0,22,2,0,1,0,1,0,0,0
606,2,24,0,5,4526,1,1,3,0,0,2,0,74,0,0,1,2,1,0,0,0
607,1,36,1,0,2671,4,1,4,1,2,4,2,50,0,1,1,0,1,1,0,1
608,2,18,1,0,2051,1,4,4,0,0,1,0,33,0,0,1,0,1,1,0,0
609,2,15,1,4,1300,0,0,4,0,0,4,2,45,1,1,1,0,2,1,0,0
610,0,12,1,6,741,4,3,4,1,0,3,1,22,0,0,1,0,1,1,0,1
611,3,10,1,3,1240,4,0,1,1,0,4,2,48,0,1,1,1,2,1,0,1
612,0,21,1,0,3357,3,4,4,1,0,2,3,29,1,0,1,0,1,1,0,0
613,0,24,4,4,3632,1,1,1,1,1,4,3,22,1,2,1,0,1,1,1,0
614,2,18,2,2,1808,1,2,4,1,0,1,0,22,0,0,1,0,1,1,0,1
615,1,48,3,5,12204,0,1,2,0,0,2,3,48,1,0,1,2,1,0,0,0
