,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,target
277,124,46,2,5,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0.225806452,0.0,0,0,0,1,0,3,0,0,0,0,0,0,13,6,2,3,2,17,13,17,7.461538462,7.6,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,2,0,25,3992,5697976,0,1,0,0
278,47,13,1,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,3,9,3,9,9,6,5.166666667,9.0,4.4,0,0,0,0,0,0,6,0.5,0.5,0,1,0,0.0,0,0.0,0,1,50.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,283,-1,0,0,1,0,0
279,62,27,1,1,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,2,0,5,1,2,23,2,23,23,9,9.4,23.0,6.0,2,0,0,0,0,0,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,1,0,26,-1,0,0,1,0,0
280,24,16,1,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,43,0.511627907,0.4883720929999999,0,1,0,0.380952381,0,0.19047619,0,1,60.0,0,87.5,12.5,0,0,0,17.64705882,0,0,0,0,0,0,0,-1,0,0,0,2,1
281,124,46,2,5,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0.129032258,0.0,0,0,0,1,0,3,0,0,0,0,0,0,13,5,2,3,2,17,13,17,7.461538462,7.6,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,2,0,25,3993,5707171,0,1,0,0
282,102,20,0,2,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1,1,0.019607843,0.0,0,0,0,0,0,2,0,0,0,0,0,0,13,2,3,16,3,16,16,9,6.076923077000001,16.0,5.25,0,0,0,0,0,0,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,199,1993,0,0,1,0,0
283,75,19,1,3,11,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.053333333,0.0,0,0,0,0,0,3,0,0,0,0,0,0,11,2,1,5,1,9,9,9,4.727272727,7.0,4.222222222,0,0,0,0,0,0,284,0.947183099,0.052816901,0,2,0,0.0,0,0.0,0,1,75.0,0,95.83333333,4.166666667,0,0,0,83.33333333,0,0,0,1,1,0,257,6682,857832,0,0,4,1
284,59,37,1,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.13559322,0.135135135,0,0,0,0,0,2,0,0,0,0,1,0,3,1,13,14,13,18,18,13,15.0,16.0,13.0,0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,1,0,358,1834,0,0,1,0,0
285,59,17,1,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.06779661,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,3,13,3,13,13,8,6.0,13.0,4.833333333,1,0,0,0,0,0,13,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,1078,2573,0,0,1,0,0
286,39,30,1,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,17,17,0,12.5,12.5,0.0,0,1,0,0,0,0,13,0.076923077,0.923076923,0,0,0,0.25,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,25.0,0,0,0,1,1,0,374,7295,0,0,1,5,0
287,31,17,1,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,4,10,10,4,5.666666667,6.5,4.0,0,0,0,0,0,0,140,0.957142857,0.042857143,0,1,0,0.0,0,0.0,0,1,98.27586207,0,75.0,25.0,0,0,0,91.66666667,0,0,0,0,0,1,0,-1,2239561,0,0,2,1
288,37,14,1,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,13,13,6,13,7.333333333,4.5,13.0,0,0,0,0,0,0,45,0.666666667,0.333333333,0,1,0,0.2,0,0.066666667,0,1,33.33333333,0,50.0,50.0,0,0,0,20.0,0,0,0,0,3,0,393,3624,227086,0,0,2,1
289,34,18,1,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,5,0,1,3,1,10,10,3,3.6,6.5,1.666666667,0,0,0,0,0,0,125,0.952,0.048,0,0,0,1.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,70.0,0,0,0,1,1,0,0,12430,1858,0,1,5,1
290,40,31,1,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,1,0,11,11,0,6.0,6.0,0.0,0,0,0,0,0,0,1,0.0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,1,1,1,0,952,7083,17964,0,1,3,0
291,61,18,1,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,6,3,3,3,5,13,10,13,7.5,6.5,8.0,0,0,0,0,0,0,94,0.936170213,0.063829787,0,1,0,0.0,0,0.0,0,1,92.85714286,0,100.0,0.0,0,0,0,70.0,0,0,0,1,1,0,991,4487,2873,0,1,5,1
292,30,20,1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,2,16,2,16,16,2,9.0,16.0,2.0,0,0,0,0,0,0,20,0.45,0.55,0,3,0,0.090909091,0,0.0,0,1,40.0,0,0.0,0.0,0,0,0,66.66666667,0,0,0,1,1,0,1650,3829,0,0,1,0,0
293,42,21,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,3,2,4,15,4,15,15,7,8.666666667000001,15.0,5.5,0,0,0,0,0,0,13,0.7692307690000001,0.230769231,0,0,0,0.0,0,0.0,0,1,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,1,0,-1,0,0,1,0,0
294,46,23,1,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,5,4,3,3,3,10,7,10,6.0,5.666666667,6.5,0,0,0,0,0,0,263,0.779467681,0.2205323189999999,0,0,0,0.25862069,0,0.275862069,0,1,31.25,0,100.0,0.0,0,0,0,33.33333333,0,0,0,0,1,0,199,7837,603,0,0,6,1
295,28,19,1,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,73,0.671232877,0.328767123,0,0,0,0.166666667,0,0.541666667,0,1,52.38095238,0,100.0,0.0,0,0,0,14.28571429,0,0,0,1,0,0,0,7568,51162,0,0,4,1
296,68,21,1,3,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.014705882,0.047619048,0,0,0,0,0,3,1,0,0,0,0,0,8,0,2,8,2,10,8,10,6.125,8.0,5.5,3,0,0,0,0,0,5,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,464,1728,0,0,1,3,0
297,49,31,2,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.142857143,0.193548387,0,0,0,0,0,2,1,0,0,0,2,0,5,1,2,8,2,9,9,6,6.6,8.333333332999999,4.0,0,0,0,0,0,0,116,0.879310345,0.120689655,0,0,0,0.214285714,0,0.071428571,0,1,87.09677419,0,83.33333333,16.66666667,0,0,0,0.0,0,0,0,0,1,0,334,6605,899,0,1,5,0
298,42,19,1,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.119047619,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,3,3,3,4,11,11,5,5.4,7.0,4.333333333,0,0,0,0,0,0,81,0.4691358020000001,0.530864198,0,0,0,0.139534884,0,0.209302326,0,1,75.0,0,7.142857143,92.85714286,0,0,0,10.52631579,0,0,0,1,2,0,253,7052,1720,0,0,7,1
299,71,26,1,2,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,7,3,3,3,3,18,18,11,7.571428571,10.5,6.4,0,0,0,0,0,0,48,0.583333333,0.4166666670000001,0,0,0,0.05,0,0.6,0,1,75.0,0,40.0,60.0,0,0,0,58.62068966,0,0,0,1,0,0,57,2135,2721076,0,0,3,1
300,49,24,1,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,3,3,3,4,16,16,6,6.8,9.5,5.0,0,0,0,0,0,0,90,0.522222222,0.477777778,0,6,0,0.0,0,0.0,1,1,0.0,0,0.0,100.0,0,0,0,37.5,0,0,0,0,0,0,97,3555,0,0,1,2,0
301,47,39,1,4,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,1,0,0,0,6,1,1,1,0,9,9,0,5.0,5.0,0.0,1,0,0,0,0,0,13,0.461538462,0.538461538,0,1,0,0.0,0,0.0,1,1,20.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,2,0,228,5615,0,0,0,5,0
302,45,12,1,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.066666667,0.0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,4,8,4,11,8,11,7.5,8.0,7.333333333,0,0,0,0,0,0,224,0.8660714290000001,0.133928571,0,0,0,0.066666667,0,0.033333333,0,1,50.0,0,0.0,100.0,0,0,1,95.23809524,0,0,0,1,1,0,178,7858,8866,0,0,6,1
303,31,23,1,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,1,0,1,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,205,0.824390244,0.175609756,0,3,0,0.083333333,0,0.0,0,1,52.94117647,0,47.05882353,52.94117647,0,0,0,40.0,0,0,0,1,0,0,1613,-1,36441,0,0,4,1
304,46,28,2,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.1956521739999999,0.321428571,0,0,0,0,0,3,0,0,1,0,0,0,6,1,1,1,2,11,11,7,5.0,5.25,4.5,2,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.294117647,0,0.0,0,1,0.0,0,20.0,80.0,0,0,0,25.0,0,0,0,1,0,0,218,5626,0,0,1,5,0
305,31,24,1,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.032258065,0.041666667,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,11,11,0,9.5,9.5,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0.0,0,0.0,0.0,0,0,0,14.28571429,0,0,0,1,1,0,374,7295,0,0,1,5,0
306,51,18,1,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0.098039216,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,3,2,3,2,10,10,6,4.571428571,6.5,3.8,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,3,0,18,348,0,0,1,0,0
307,44,16,1,2,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.272727273,0.0,0,0,0,0,0,2,0,1,0,0,1,0,6,1,4,4,4,7,7,5,4.666666667,5.5,4.25,0,0,0,0,0,0,35,0.457142857,0.542857143,0,0,0,0.1578947369999999,0,0.0,0,0,40.0,0,0.0,100.0,0,0,0,48.0,0,0,0,1,0,0,1159,8701,309,0,0,6,1
308,71,25,2,2,2,0,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.169014085,0.0,0,0,0,0,0,2,1,0,0,0,0,0,8,0,3,6,3,14,14,7,6.5,10.0,5.333333333,0,0,0,0,0,0,582,0.2886597939999999,0.7113402059999999,0,5,0,0.1328502419999999,0,0.077294686,0,1,6.976744186,0,6.666666667,93.33333333,0,0,0,7.391304347999999,0,0,0,1,0,0,358,7,0,0,1,0,0
309,25,16,1,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,89,0.460674157,0.539325843,0,4,0,0.020833333,0,0.0,0,1,23.07692308,0,81.25,18.75,0,0,0,12.5,0,0,0,1,3,0,0,-1,0,0,0,2,1
310,91,13,1,3,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.065934066,0.0,0,0,0,0,0,3,0,0,0,0,0,0,12,5,3,3,4,10,5,10,5.666666667,4.0,6.0,0,0,0,0,0,0,176,0.994318182,0.005681818,0,0,0,2.0,0,0.0,0,0,100.0,0,85.71428571,14.28571429,0,0,0,100.0,0,0,0,1,0,0,879,7887,2606,0,0,5,1
311,137,10,2,3,11,1,0,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.3430656929999999,0.0,0,0,1,0,0,3,0,0,0,0,0,0,13,5,2,7,2,16,7,16,8.769230769,7.0,8.916666667000001,1,0,0,0,1,0,31,0.4838709679999999,0.516129032,0,0,0,0.4375,0,0.625,0,1,66.66666667,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,-1,0,0,1,0,0
312,121,13,1,2,12,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,2,0,0,0,0.0,0.0,0,0,1,0,0,2,0,0,0,0,0,0,20,3,2,3,2,8,5,8,4.5,4.0,4.555555556,0,0,0,0,0,0,17,0.0,1.0,0,1,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,1,0,1342,7423,289,0,0,7,1
313,50,25,1,3,1,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.02,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,1,3,1,17,17,5,5.666666667,10.0,3.5,1,0,0,0,1,0,18,0.833333333,0.166666667,0,0,0,0.0,0,1.0,0,1,83.33333333,0,0.0,0.0,0,0,0,100.0,0,0,0,1,1,0,362,3,0,0,1,0,0
314,26,17,1,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,1,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,31,0.677419355,0.322580645,0,0,0,0.4,0,0.3,0,0,100.0,0,0.0,100.0,0,0,0,53.33333333,0,0,0,0,1,1,0,-1,483429,0,0,4,1
315,29,21,1,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,23,0.434782609,0.565217391,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,100.0,0,0,0,50.0,0,0,0,1,0,0,114,1346,504286,0,0,2,1
316,25,7,0,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,4,2,5,4,5,3.666666667,4.0,3.5,1,0,0,0,0,0,18,0.222222222,0.7777777779999999,0,4,0,0.0,0,0.0,0,1,14.28571429,0,0.0,0.0,0,0,0,100.0,0,0,0,0,1,1,0,-1,70339,0,0,3,1
317,47,28,1,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,4,3,3,5,20,20,5,8.25,11.5,5.0,0,0,0,0,0,0,499,0.951903808,0.048096192,0,0,0,0.25,0,0.25,0,0,100.0,0,97.72727273,2.272727273,0,0,0,76.76767677,0,0,0,1,0,0,388,5090,55262,0,0,5,1
318,47,39,1,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.085106383,0.102564103,0,0,0,0,0,2,0,0,0,0,1,0,4,0,6,6,0,11,11,0,8.0,8.0,0.0,0,0,0,0,0,0,23,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,3,0,276,819,0,0,1,2,0
319,61,18,1,2,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,1,0,0,2,0,6,1,3,3,9,12,5,12,7.333333333,4.0,10.66666667,0,0,0,0,0,0,22,0.727272727,0.272727273,0,0,0,0.0,0,0.0,0,1,60.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,26,5452,125976,0,1,3,1
320,73,14,1,2,4,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0.109589041,0.0,0,0,0,0,0,2,0,0,0,0,0,0,11,5,1,3,1,10,6,10,4.545454545,4.5,4.555555556,0,0,0,0,0,0,20,0.45,0.55,0,0,0,0.181818182,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,58.82352941,0,0,0,0,0,0,1167,5406,9301,0,1,6,1
321,140,32,1,2,3,0,1,0,0,1,4,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0.028571429,0.0,0,0,0,0,0,2,1,0,1,0,1,0,15,1,1,2,1,46,14,46,7.466666667,8.666666667000001,7.166666667,0,0,0,0,0,0,26,0.115384615,0.884615385,0,0,0,0.0,0,0.086956522,0,1,7.692307692000001,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,382,8018,0,0,1,4,0
322,31,22,1,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,15,15,0,9.0,9.0,0.0,0,0,0,0,0,0,220,0.8136363640000001,0.186363636,0,0,0,0.048780488,0,0.0,0,1,5.263157895,0,0.0,0.0,0,0,0,16.66666667,0,0,0,0,1,0,0,-1,0,0,0,1,1
323,34,25,1,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,18,18,0,10.5,10.5,0.0,0,0,0,0,0,0,6,0.166666667,0.833333333,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,20.0,0,0,0,1,0,1,0,-1,0,0,0,2,1
324,44,15,1,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,6,3,1,3,1,7,7,7,4.5,5.0,4.25,0,1,0,0,0,0,320,0.73125,0.26875,0,1,0,0.058139535,0,0.023255814,0,1,77.77777778,0,37.0,63.0,0,0,0,73.68421053,0,0,0,0,1,0,60,9283,124,0,0,7,1
325,44,16,1,2,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,2,4,9,9,8,5.6,5.5,5.666666667,0,1,0,0,0,0,354,0.960451977,0.039548023,0,0,0,0.357142857,0,0.214285714,0,0,100.0,0,100.0,0.0,0,0,0,68.18181818,0,0,0,0,1,0,902,7133,12,0,0,7,1
326,78,16,1,2,6,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0.102564103,0.0,0,0,0,0,0,2,0,0,0,0,0,0,11,5,2,3,2,9,8,9,5.0,5.5,4.888888889,0,0,0,0,0,0,259,0.544401544,0.455598456,0,1,0,0.144067797,0,0.06779661,0,1,4.761904762,0,0.0,100.0,0,0,0,98.8372093,0,0,0,1,0,0,507,6068,4211,0,0,4,1
327,38,15,1,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,1,0,0,3,1,1,0,0,0,0,6,3,3,3,3,5,4,5,3.833333333,3.333333333,4.333333333,0,0,0,0,0,0,335,0.970149254,0.029850746,0,0,0,0.5,0,0.3,0,0,94.73684211,0,98.64864865,1.351351351,0,0,0,89.74358974,0,0,0,0,0,0,118,3899,207904,0,0,4,1
328,132,28,1,3,13,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.045454545,0.0,0,0,0,0,0,3,0,0,0,0,1,0,17,6,2,3,2,20,20,12,6.176470588,11.5,5.466666667,0,0,0,0,0,0,86,0.627906977,0.3720930229999999,0,0,0,0.21875,0,0.1875,1,0,83.33333333,0,100.0,0.0,0,0,0,46.15384615,0,0,0,1,0,0,218,2703,73113,0,0,4,1
329,46,20,1,3,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,1,0.043478261,0.0,0,0,0,0,0,3,0,0,0,0,1,0,4,0,4,4,6,10,8,10,7.0,6.0,8.0,1,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,3,1,0,-1,0,0,1,0,0
330,149,33,1,5,1,0,1,0,0,1,0,0,2,3,0,1,0,0,0,2,0,0,0,0,1,0.120805369,0.0,0,0,0,0,0,3,0,0,1,0,0,0,9,5,1,1,4,67,16,67,14.33333333,6.5,20.6,0,0,0,0,0,0,19,0.6315789470000001,0.3684210529999999,0,1,0,0.0,0,0.0,0,0,33.33333333,0,33.33333333,66.66666667,0,0,0,100.0,0,0,0,1,0,0,231,5613,8028573,0,1,5,0
331,57,25,1,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.192982456,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,3,3,18,3,18,18,6,7.6,18.0,5.0,0,0,0,0,0,0,4,0.75,0.25,0,0,0,1.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,1,0,-1,0,0,1,0,0
332,116,15,1,1,14,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.0517241379999999,0.0,0,0,0,0,0,1,0,0,1,0,0,0,18,0,1,11,1,11,11,9,4.833333333,11.0,4.470588235,0,0,0,0,0,0,269,0.416356877,0.583643123,0,2,0,0.0063694269999999,0,0.0,0,1,20.0,0,7.142857143,92.85714286,0,0,0,20.75471698,0,0,0,1,0,0,232,4151,3231,0,0,6,1
333,83,28,1,4,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.108433735,0.0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,2,5,2,9,9,7,5.545454545,7.333333333,4.875,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,587,7448,385,0,1,8,1
334,28,21,1,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.1785714289999999,0.238095238,0,0,0,0,1,2,0,0,1,0,0,0,2,2,7,7,0,9,9,0,8.0,8.0,0.0,0,0,0,0,0,0,36,0.75,0.25,0,1,0,0.0,0,0.0,0,1,72.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,50,7621,56198,0,1,6,0
335,63,31,1,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,1,0,5,0,6,10,6,16,16,10,9.6,13.0,7.333333333,0,0,0,0,0,0,113,0.637168142,0.3628318579999999,0,1,0,0.024390244,0,0.024390244,0,1,50.0,0,4.545454545,95.45454545,0,0,0,85.45454545,0,0,0,1,1,0,130,7618,2192,0,0,5,1
336,80,25,1,3,7,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.075,0.0,0,0,0,0,0,3,0,0,0,0,1,0,8,4,4,6,4,14,14,11,7.75,10.0,7.0,0,0,0,0,0,0,78,0.384615385,0.615384615,0,2,0,0.1041666669999999,0,0.375,0,1,25.0,0,92.85714286,7.142857143,0,0,0,54.41176471,0,0,0,0,2,0,1928,4646,2792,0,0,6,1
337,33,25,1,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,6,6,0,8,8,0,6.666666667,6.666666667,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,3,0,311,784,2745991,0,1,0,0
338,24,15,1,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,3,3,0,4,4,0,3.5,3.5,0.0,0,0,0,0,0,0,67,0.835820896,0.164179104,0,1,0,0.181818182,0,0.0,0,1,46.66666667,0,92.30769231,7.692307692000001,0,0,0,100.0,0,0,0,1,1,0,1213,4996,179875,0,0,4,1
