,age,EdType,maritalstatus,occupation,relationship,race,gender,capitalgain,capitalloss,hoursperweek,SalStat,target
532,23,0,1,7,4,1,0,0,0,40,0,2
533,60,0,1,9,4,0,1,0,0,42,0,4
534,45,0,3,13,0,0,1,0,0,40,1,5
535,63,4,0,11,0,0,0,0,0,20,0,0
536,41,0,1,3,1,1,0,0,0,35,0,0
537,47,0,0,0,4,0,0,0,0,40,0,0
538,44,0,0,3,4,0,1,0,0,40,0,0
539,51,1,3,2,0,0,0,3325,0,40,0,0
540,46,6,1,4,0,0,1,0,1504,40,0,0
541,41,4,2,6,2,0,1,0,0,40,0,0
542,50,0,2,3,2,0,1,0,0,30,0,4
543,47,0,2,0,2,0,1,0,0,50,1,0
544,35,0,1,5,0,0,1,0,0,45,0,0
545,56,0,2,5,2,0,1,0,0,55,1,0
546,45,8,0,2,0,0,1,0,0,45,0,0
547,48,6,0,5,4,0,1,0,0,58,1,1
548,40,1,2,6,2,0,1,2580,0,40,0,0
549,39,6,2,5,2,0,1,15024,0,50,1,3
550,20,1,1,11,1,0,1,0,0,40,0,0
551,50,13,2,2,2,0,1,0,1902,65,1,0
552,38,0,2,2,5,0,0,0,0,40,1,6
553,23,6,1,2,1,0,0,0,0,60,0,5
554,31,0,1,11,1,0,1,0,0,16,0,0
555,58,6,2,0,2,0,1,0,0,40,0,0
556,66,0,5,6,0,1,1,0,0,40,0,0
557,39,0,2,5,2,0,1,0,0,40,1,3
558,54,0,2,3,2,0,1,15024,0,52,1,4
559,26,1,2,4,2,0,1,0,0,50,0,0
560,51,0,0,6,0,0,0,0,0,40,0,0
561,34,4,1,8,1,0,1,0,0,40,0,0
562,50,0,2,6,2,0,1,3103,0,40,1,0
563,42,1,2,2,2,0,1,0,0,44,1,0
564,38,8,2,2,2,0,1,0,0,25,0,0
565,48,14,2,12,2,0,1,0,0,40,0,0
566,33,4,2,10,5,0,0,0,0,40,1,0
567,51,0,3,11,4,0,0,0,0,32,0,0
568,22,0,0,3,0,0,1,0,0,40,0,0
569,19,0,1,7,1,0,1,0,0,30,0,2
570,41,1,1,3,0,0,1,0,0,50,0,0
571,48,8,2,2,2,0,1,0,0,35,1,5
572,42,0,5,4,0,0,0,0,0,30,0,0
573,34,1,2,11,2,0,1,0,0,40,0,0
574,23,0,1,6,4,1,0,0,0,40,0,0
575,56,0,2,11,2,0,1,0,0,50,0,0
576,45,0,2,5,2,0,1,0,0,55,1,0
577,48,9,2,0,5,0,0,0,0,40,0,0
578,48,8,4,4,0,3,1,0,0,50,0,3
579,31,4,1,0,0,0,0,0,0,40,0,0
580,20,5,1,11,1,0,1,0,1719,20,0,6
581,27,1,1,4,0,0,1,0,0,40,0,0
582,32,0,1,11,0,1,0,0,0,40,0,0
583,76,14,3,7,0,0,1,0,0,2,0,2
584,19,0,1,7,4,0,1,0,2001,40,0,2
585,37,0,1,11,0,0,1,0,0,75,0,0
586,34,0,0,14,4,1,0,0,0,30,0,0
587,34,3,2,7,5,0,0,0,0,8,0,2
588,90,0,1,11,0,0,0,0,0,40,0,0
589,23,1,1,6,1,1,0,0,0,40,0,0
590,43,1,0,0,0,0,0,0,0,40,0,0
591,44,6,2,5,2,0,1,7688,0,60,1,0
592,24,1,1,10,0,0,0,0,0,37,0,0
593,28,12,0,2,4,0,1,0,0,55,0,0
594,64,5,1,7,0,0,0,0,0,20,0,2
595,23,1,2,11,2,0,1,0,0,40,0,0
596,20,1,1,4,0,0,0,0,0,50,0,0
597,36,6,2,2,2,0,1,0,1902,50,1,0
598,61,0,2,6,2,0,1,0,0,40,0,0
599,53,6,2,4,2,0,1,0,0,40,1,4
600,30,6,2,0,2,0,1,7298,0,40,1,0
601,52,1,2,4,2,0,1,0,0,55,1,4
602,38,1,0,3,0,0,1,0,0,40,0,0
603,32,6,2,4,2,0,1,0,0,40,0,0
604,30,10,2,8,2,0,1,0,0,75,0,4
605,41,4,0,3,0,0,0,0,0,40,0,0
606,49,8,2,2,2,0,1,0,1902,40,1,5
607,45,0,2,3,2,0,1,0,0,47,1,0
608,43,0,2,5,2,0,1,0,0,35,0,4
609,61,0,2,6,2,0,1,3471,0,40,0,0
610,54,0,2,11,2,0,1,0,0,32,0,0
611,34,5,5,11,4,0,0,0,0,40,0,0
612,49,1,2,4,2,0,1,0,0,80,1,0
613,38,1,1,11,1,0,1,0,0,40,0,0
614,35,12,2,2,2,0,1,0,1977,80,1,0
615,36,10,2,8,2,0,1,0,0,40,0,0
616,30,6,2,5,2,0,1,0,0,50,0,0
617,36,5,0,10,0,0,0,0,0,60,0,0
618,22,6,1,2,1,0,0,0,0,20,0,5
619,38,0,2,3,2,0,1,0,1902,40,1,0
620,37,0,2,3,2,0,1,0,0,50,1,0
621,48,13,2,2,5,0,0,0,1902,46,1,6
622,17,3,1,0,1,0,1,0,0,15,0,0
623,19,1,1,3,1,0,1,0,0,20,0,4
624,27,6,1,4,0,1,0,0,1590,40,0,0
625,22,6,1,4,1,3,1,0,0,50,0,0
626,49,0,2,3,2,0,1,0,0,40,0,0
627,43,4,2,2,5,0,0,0,0,40,1,6
628,43,6,5,2,4,0,0,0,0,40,0,0
629,19,0,0,5,0,0,0,0,0,35,0,5
630,58,0,2,9,2,0,1,0,0,60,0,4
631,41,1,2,13,2,0,1,0,0,40,1,5
632,31,1,2,0,2,0,1,0,0,40,0,0
633,30,4,2,8,2,0,1,0,0,40,0,0
634,32,0,2,13,2,0,1,0,0,40,0,0
635,29,6,1,5,0,0,1,0,0,35,0,0
636,42,1,2,5,2,0,1,7298,0,52,1,0
637,38,0,0,3,1,0,1,0,0,28,0,0
638,41,5,2,2,2,0,1,0,0,40,1,1
639,44,6,1,4,0,0,1,0,0,50,1,4
640,31,13,4,2,0,3,1,0,0,60,0,0
641,34,0,0,3,0,0,1,0,0,40,0,0
642,21,1,1,0,1,0,1,0,0,40,0,0
643,22,6,1,2,1,3,1,0,0,20,0,4
644,62,9,2,6,2,0,1,0,0,40,0,0
645,19,0,1,7,1,0,0,0,0,40,0,2
646,29,0,2,4,5,0,0,0,1977,25,1,3
647,43,1,0,2,4,0,0,0,0,40,0,0
648,68,14,2,7,2,0,1,0,0,8,0,2
649,45,6,2,6,2,0,1,0,0,60,1,3
650,39,2,2,5,2,0,1,0,1651,40,0,3
651,41,6,2,5,2,1,1,0,0,50,0,0
652,34,5,2,2,5,0,0,0,0,25,1,4
653,34,0,0,0,4,0,0,0,0,33,0,5
654,31,6,1,2,0,0,1,0,0,47,0,0
655,29,0,1,12,1,0,1,0,0,25,0,0
656,41,6,2,3,2,0,1,3103,0,40,1,0
657,41,4,2,8,2,0,1,0,0,55,0,0
658,35,8,2,4,2,0,1,0,0,45,1,3
659,33,6,2,4,5,0,0,0,0,45,1,0
660,37,6,1,0,0,0,1,0,0,38,0,6
661,69,0,2,4,5,0,0,0,0,40,0,0
662,34,0,0,12,1,0,0,0,0,40,0,0
663,36,1,2,3,2,0,1,0,0,40,0,0
664,41,0,2,8,2,0,1,0,0,50,0,0
665,58,6,2,2,5,0,0,0,0,40,1,5
666,53,6,2,2,2,3,1,0,0,40,0,0
667,29,1,2,10,2,0,1,0,0,40,0,0
668,45,0,0,10,0,0,0,4865,0,40,0,1
669,34,1,2,5,2,0,1,0,0,38,0,6
670,36,6,2,10,2,0,1,0,0,40,0,0
671,48,1,0,11,4,1,0,0,0,35,0,0
672,20,4,1,0,1,0,0,0,0,40,0,0
673,35,0,2,8,2,0,1,0,0,50,1,0
674,63,0,3,12,0,1,1,0,0,40,0,1
675,41,1,0,11,4,0,1,0,0,45,0,4
676,28,6,2,2,2,0,1,0,0,45,0,0
677,30,1,1,6,0,1,0,0,0,40,0,0
678,34,0,0,7,0,0,0,0,0,40,0,2
679,31,0,1,11,4,0,0,0,0,40,0,0
680,37,4,1,0,1,0,0,0,0,38,0,0
681,42,1,0,7,4,0,1,0,0,40,0,2
682,31,1,2,5,2,0,1,0,0,50,1,0
683,46,8,2,5,2,0,1,0,0,45,1,4
684,35,0,2,0,2,1,1,0,0,60,1,1
685,27,0,2,3,2,0,1,0,0,53,0,0
686,41,7,2,3,2,0,1,0,0,35,0,0
687,19,1,1,11,1,0,0,0,0,20,0,0
688,20,1,1,4,0,0,1,0,0,45,0,0
689,59,0,3,4,4,0,0,0,0,40,0,1
690,40,6,1,11,0,0,1,0,0,37,0,0
691,56,1,2,4,2,0,1,0,0,60,0,4
692,33,8,2,2,2,0,1,15024,0,44,1,0
693,30,1,1,5,0,0,0,0,0,60,0,3
694,46,0,2,6,2,0,1,0,0,50,0,0
695,61,0,2,5,2,0,1,0,0,35,1,3
696,50,0,2,5,2,0,1,7298,0,40,1,3
697,25,0,1,11,1,0,1,0,0,30,0,0
698,40,1,0,0,4,0,0,0,0,39,0,0
699,51,0,2,3,2,0,1,0,0,54,0,0
700,43,0,2,13,2,0,1,0,0,40,0,6
701,34,1,2,9,2,0,1,0,0,54,0,0
702,46,0,2,5,2,0,1,0,0,45,1,0
703,28,8,2,2,5,0,0,0,0,50,1,6
704,20,0,1,12,1,0,1,0,0,28,0,0
705,44,4,2,3,2,0,1,3411,0,40,0,0
706,51,0,3,8,4,0,1,0,0,40,0,0
707,33,6,2,4,2,0,1,0,0,60,1,0
708,54,5,2,10,2,0,1,0,0,40,1,0
709,50,6,2,2,5,0,0,0,1977,40,1,0
710,33,0,0,0,0,1,0,0,0,40,0,0
711,65,6,2,0,2,0,1,10605,0,20,1,0
712,22,1,1,7,1,0,0,0,0,8,0,2
713,88,12,2,2,2,0,1,0,0,40,0,4
714,40,0,0,8,0,0,1,0,0,40,0,0
715,51,0,0,0,0,0,0,0,0,43,0,0
716,50,3,0,11,0,1,0,0,0,40,0,0
717,25,8,2,9,0,0,1,0,0,99,1,0
718,20,4,1,11,0,0,1,0,0,30,0,0
719,47,0,2,11,2,0,1,0,0,40,0,0
720,58,1,2,7,2,0,1,0,0,40,1,2
721,22,4,1,0,1,0,0,0,0,30,0,0
722,50,0,2,2,2,0,1,0,0,48,1,6
723,47,0,1,0,4,0,0,0,0,40,0,0
724,24,3,1,11,0,3,1,0,0,45,0,5
725,50,0,2,7,2,0,1,0,0,40,1,2
726,40,6,0,5,0,0,0,0,0,45,1,0
727,36,6,2,2,2,0,1,0,0,40,0,0
728,32,0,2,0,2,0,1,0,0,40,0,0
729,44,0,2,3,2,0,1,0,0,40,0,0
730,51,8,2,7,2,0,1,0,0,40,0,2
731,59,1,1,5,1,1,0,0,0,40,0,1
732,65,0,2,3,2,0,1,0,0,30,0,0
733,24,6,1,0,0,0,0,0,0,65,0,6
734,27,6,1,2,1,0,1,0,0,35,0,5
735,51,4,0,11,0,0,1,0,0,40,0,0
736,48,1,2,3,2,0,1,0,0,40,1,0
737,39,0,2,8,2,0,1,0,0,60,0,0
738,28,6,2,10,2,0,1,0,0,40,0,0
739,19,1,1,11,1,0,0,0,0,25,0,0
740,49,6,0,2,0,1,0,0,0,40,0,5
741,51,5,2,2,2,0,1,0,0,60,0,5
742,59,8,2,2,2,0,1,0,0,55,0,0
743,18,0,1,6,1,0,0,0,0,40,0,0
744,45,0,2,0,2,1,1,0,0,80,1,1
745,30,6,2,2,2,0,1,0,0,50,1,5
746,37,6,0,3,0,0,1,0,0,35,0,0
747,44,6,1,11,0,0,1,0,0,40,1,0
748,33,1,2,3,2,1,1,0,0,40,0,0
749,61,8,2,4,2,0,1,0,0,40,1,3
750,61,0,2,13,2,0,1,0,0,40,0,5
751,38,6,2,4,2,0,1,0,0,42,1,0
752,22,1,1,7,1,0,1,0,0,30,0,2
753,36,0,2,6,2,0,1,0,0,45,0,0
754,44,1,2,4,2,0,1,5178,0,60,1,3
755,37,1,5,0,1,0,1,0,0,62,0,0
756,31,1,0,3,4,0,0,0,0,20,0,0
757,54,13,2,2,2,0,1,15024,0,45,1,0
758,20,1,1,11,1,0,1,0,0,16,0,0
759,63,6,3,7,0,0,0,0,0,40,1,2
760,48,1,2,3,2,2,1,7688,0,40,1,4
761,33,0,0,7,0,3,0,0,0,41,0,2
762,31,6,0,5,0,0,1,4650,0,45,0,0
763,38,12,2,2,2,0,1,0,0,40,1,0
764,45,0,2,3,2,0,1,0,0,40,1,4
765,48,0,2,3,2,0,1,0,0,40,0,0
766,53,1,2,3,2,0,1,0,0,40,0,0
767,55,0,3,0,1,0,0,0,0,40,0,0
768,29,0,1,0,0,0,0,0,0,40,0,0
769,36,6,2,2,2,0,1,0,0,60,1,0
770,42,1,2,9,2,0,1,0,0,60,0,4
771,50,0,0,0,4,0,0,0,0,40,0,0
772,75,12,2,2,2,0,1,0,0,35,0,4
773,46,6,2,2,2,0,1,0,1902,40,1,0
774,52,0,0,0,4,0,0,0,0,40,0,1
775,27,6,1,0,0,0,0,0,0,40,0,0
776,43,0,2,3,2,0,1,0,0,45,0,0
777,31,3,5,11,0,1,0,0,0,42,0,0
778,23,1,1,4,0,0,0,0,0,30,0,0
779,34,0,1,4,0,0,0,0,0,24,0,0
780,41,0,2,4,3,0,0,0,0,40,0,4
781,31,0,1,11,1,0,0,0,0,30,0,0
782,42,1,1,0,1,0,0,0,0,40,0,0
783,35,8,1,2,0,0,1,0,0,45,1,0
784,55,0,5,0,0,0,0,0,0,25,0,0
785,36,0,3,5,0,0,0,0,0,40,0,6
786,65,0,2,5,2,0,1,0,0,59,1,4
787,38,1,1,11,0,0,1,0,0,12,0,5
788,62,1,3,11,0,0,0,0,0,20,0,0
789,54,12,2,2,2,0,1,99999,0,60,1,3
790,49,0,0,0,0,0,1,0,0,40,0,0
791,34,0,2,0,5,0,0,0,0,40,0,0
792,32,0,1,12,1,0,0,0,0,40,0,0
793,51,8,2,5,2,0,1,15024,0,50,1,3
794,48,1,2,5,2,0,1,0,0,60,0,4
795,52,0,0,0,0,0,0,0,0,43,0,1
796,28,1,1,8,0,0,1,0,1762,40,0,4
797,29,0,2,3,2,3,1,0,0,40,0,0
798,38,6,1,0,0,0,0,0,0,50,0,0
799,57,0,2,4,2,0,1,0,0,50,1,0
800,43,6,2,2,2,0,1,0,0,40,1,1
801,37,1,5,0,0,0,1,0,0,40,0,6
802,30,0,2,3,2,0,1,0,0,40,0,0
803,53,0,2,8,2,0,1,0,0,48,1,0
804,69,4,3,7,0,0,0,0,0,1,0,2
805,73,0,3,11,0,0,0,0,0,37,0,0
806,22,1,1,3,1,0,1,0,0,35,0,3
807,31,0,1,4,0,0,0,0,0,45,0,0
808,38,6,2,2,2,0,1,0,1887,40,1,0
809,50,1,2,3,2,0,1,0,0,35,0,4
810,37,1,2,0,2,0,1,0,0,37,0,0
811,44,6,0,13,0,0,1,0,0,40,0,5
812,47,6,1,5,4,1,0,0,0,45,0,0
813,27,1,2,11,2,0,1,0,0,40,0,0
814,28,5,1,11,0,0,0,0,0,80,0,0
815,25,0,1,10,0,1,0,0,0,40,0,0
816,20,1,1,11,4,0,0,0,0,40,0,0
817,51,6,2,0,2,0,1,0,0,40,1,5
818,46,6,2,4,2,0,1,0,1977,40,1,0
819,67,6,2,13,2,0,1,6514,0,7,1,0
820,47,0,2,8,2,0,1,0,0,35,0,0
821,42,0,2,4,2,0,1,0,0,40,0,0
822,52,0,1,4,0,0,1,0,1876,50,0,0
823,42,5,0,2,4,3,0,0,0,40,1,1
824,65,0,2,7,2,0,1,0,0,40,1,2
825,21,1,1,9,1,1,1,0,0,10,0,0
826,50,0,2,0,5,0,0,5178,0,40,1,0
827,46,1,2,8,2,0,1,0,0,40,0,0
828,47,6,2,4,2,0,1,15024,0,50,1,4
829,57,9,2,11,2,0,1,0,0,40,0,0
830,37,6,1,5,0,0,1,0,0,45,0,0
831,50,0,2,3,2,0,1,0,0,40,0,0
832,58,10,2,7,2,0,1,0,0,40,0,2
833,63,7,3,11,4,0,0,0,0,30,0,4
834,39,0,2,8,2,0,1,0,0,65,0,0
835,46,8,2,2,2,1,1,0,0,35,0,0
836,36,0,2,12,2,0,1,0,0,40,0,0
837,26,11,2,3,2,0,1,0,1628,50,0,0
838,21,1,1,11,0,0,1,0,0,57,0,0
839,41,5,2,10,2,0,1,0,0,40,0,0
840,44,1,1,11,1,1,1,0,0,40,0,5
841,22,0,2,3,2,0,1,0,0,40,0,0
842,29,1,1,1,0,1,1,0,0,60,0,1
843,29,0,1,11,4,1,0,0,0,40,0,0
844,58,1,2,8,5,0,0,0,0,40,1,3
845,36,12,2,2,2,0,1,0,0,50,0,4
846,30,4,2,5,2,0,1,0,0,48,0,0
847,37,6,2,6,2,0,1,0,0,43,1,0
848,29,4,1,6,0,0,1,0,0,40,0,0
849,26,11,1,0,1,0,0,0,0,40,0,0
850,43,0,2,4,2,0,1,0,0,45,0,0
851,49,0,2,3,5,0,0,0,0,40,1,0
852,45,6,2,5,2,0,1,0,0,40,0,1
853,28,6,1,2,0,0,0,0,0,40,0,0
854,20,1,1,7,0,0,0,0,0,25,0,2
855,51,0,0,0,4,0,0,0,0,40,0,0
856,32,1,2,12,2,0,1,0,0,50,1,0
857,24,0,1,6,1,0,0,0,0,40,0,0
858,35,13,2,2,2,0,1,7298,0,40,1,0
859,35,5,1,7,0,0,1,0,0,55,0,2
860,41,6,2,2,2,0,1,0,0,40,1,6
861,48,6,2,3,2,0,1,0,0,45,1,0
862,61,0,3,0,4,0,0,1471,0,35,0,5
863,20,1,1,0,1,0,1,0,0,30,0,0
864,27,0,1,4,0,0,1,0,0,50,1,0
865,55,1,2,8,2,0,1,0,0,24,1,0
866,39,0,2,0,2,0,1,0,0,40,1,0
867,17,9,1,7,1,0,1,0,0,20,0,2
868,52,0,3,11,4,3,0,0,0,40,1,0
869,24,0,1,4,1,1,0,0,0,20,0,0
870,29,3,1,11,4,1,0,0,0,40,0,0
871,25,0,1,6,3,0,1,0,0,40,0,0
872,20,1,1,6,0,0,0,0,0,40,0,0
873,23,0,1,6,0,1,1,0,0,35,0,0
874,57,12,2,2,2,0,1,0,0,60,0,0
875,51,4,2,2,2,0,1,0,0,40,1,0
876,33,1,1,2,0,0,0,3674,0,16,0,0
877,39,6,1,2,0,0,1,0,0,40,0,0
878,40,0,2,5,2,0,1,0,0,40,1,0
879,71,6,0,10,1,0,0,2329,0,16,0,0
880,38,1,2,5,2,0,1,0,0,40,0,6
881,28,12,1,2,4,0,1,0,0,40,0,6
882,57,8,4,2,0,0,0,0,0,40,0,0
883,47,1,0,0,0,0,1,0,0,40,0,0
884,59,0,1,0,1,0,1,0,0,40,0,6
885,26,0,1,4,0,4,1,0,0,40,0,0
886,35,6,1,0,1,0,0,0,0,40,0,0
887,61,6,2,5,2,0,1,0,0,50,1,3
888,17,3,1,7,1,0,0,0,0,30,0,2
889,62,14,2,7,2,0,1,3411,0,50,0,2
890,34,1,1,2,0,0,1,0,0,50,1,0
891,32,6,2,3,2,0,1,7688,0,50,1,3
892,42,0,5,4,1,0,0,0,0,40,0,0
893,39,1,2,3,2,0,1,0,0,40,0,0
894,58,11,0,6,0,1,1,0,0,40,0,0
895,61,0,2,9,2,0,1,0,1848,60,1,4
896,40,9,1,3,3,1,1,0,0,55,0,0
897,31,6,1,10,0,0,1,0,0,37,0,0
898,36,0,1,4,0,0,1,0,0,50,0,0
899,23,1,1,6,1,0,1,0,0,40,0,0
900,33,0,1,3,0,0,1,0,0,41,0,0
901,52,0,2,3,2,0,1,0,0,40,1,0
902,22,0,1,11,0,0,0,0,0,24,0,0
903,51,1,0,4,4,0,0,0,0,40,0,0
904,31,4,1,5,0,0,0,0,0,40,0,1
905,49,0,0,5,4,0,0,0,0,40,0,3
906,49,0,2,6,5,1,0,0,0,40,0,0
907,53,1,3,0,0,1,0,0,0,40,0,1
908,52,0,2,5,2,3,1,99999,0,40,1,0
909,20,9,1,12,1,0,1,0,0,40,0,0
910,26,5,1,11,1,1,1,0,0,40,0,0
911,61,0,2,7,2,0,1,0,0,6,0,2
912,43,8,1,11,0,0,0,0,0,30,0,0
913,46,6,2,4,2,0,1,0,0,52,0,3
914,43,4,1,0,0,0,0,0,0,35,0,5
915,41,0,0,4,4,1,0,0,0,40,0,0
916,44,0,2,8,2,0,1,0,0,55,0,4
917,54,0,2,9,2,0,1,0,0,40,0,0
918,65,8,2,4,2,0,1,20051,0,40,1,0
919,32,6,0,5,4,0,0,0,0,40,0,0
920,25,1,5,0,1,0,1,0,0,40,0,0
921,23,6,1,4,0,0,1,0,0,50,0,0
922,25,6,1,2,0,0,1,0,0,45,0,5
923,19,1,1,12,1,0,1,0,0,50,0,0
924,37,0,2,5,2,0,1,0,0,60,0,4
925,45,1,1,6,1,0,1,0,0,45,0,0
926,37,0,1,4,0,1,1,0,0,44,0,0
927,40,1,0,5,3,0,1,0,1564,70,1,4
928,19,1,1,7,1,0,1,0,0,40,0,2
929,17,3,1,11,1,0,1,0,0,5,0,0
930,27,6,1,10,0,0,0,0,0,40,0,0
931,59,0,0,4,4,0,0,0,1762,30,0,0
932,19,0,1,0,4,1,0,0,0,40,0,1
933,43,9,1,6,0,1,1,0,0,40,0,0
934,42,9,1,8,4,0,1,0,0,40,1,0
935,54,0,2,8,2,1,1,5013,0,40,0,0
936,54,8,2,4,2,0,1,0,0,50,0,4
937,51,9,2,12,2,0,1,2105,0,45,0,0
938,50,0,2,8,2,0,1,0,0,60,1,0
939,40,0,1,0,0,0,0,0,0,40,0,0
940,55,5,2,10,2,0,1,0,0,25,0,0
941,50,0,0,0,0,0,0,0,0,40,0,0
942,31,0,2,3,2,0,1,0,0,50,0,0
943,42,0,0,7,4,1,0,0,0,32,0,2
944,24,0,2,11,2,0,1,0,0,45,1,0
945,30,3,0,4,1,0,1,0,0,40,0,0
946,39,5,2,3,5,0,0,0,0,50,1,5
947,37,0,0,8,0,0,1,0,0,50,0,0
948,33,0,2,8,2,0,1,0,0,40,0,0
949,48,0,3,11,4,0,0,0,0,40,0,0
950,43,0,2,11,2,3,1,0,0,78,0,3
951,39,6,2,2,2,0,1,0,0,40,1,0
952,53,1,2,5,2,0,1,0,0,45,1,0
953,52,9,2,5,2,0,1,0,0,60,0,4
954,28,1,2,0,2,3,1,0,0,20,0,6
955,32,0,1,11,0,0,1,0,0,52,0,0
956,31,6,2,4,2,1,1,0,0,90,1,0
957,31,6,2,2,5,0,0,0,0,40,1,0
958,47,1,1,0,0,0,0,0,0,40,0,0
959,19,1,1,7,1,0,1,0,0,50,0,2
960,40,4,2,12,2,1,1,0,0,40,0,0
961,40,5,1,0,1,0,0,0,0,45,0,0
962,41,3,0,11,0,0,1,0,0,40,0,0
963,53,0,2,0,2,1,1,0,0,40,0,1
964,46,3,0,6,4,2,1,0,0,43,0,0
965,45,6,2,9,2,0,1,4386,0,35,1,3
966,39,2,2,11,5,1,0,3411,0,34,0,0
967,19,0,1,6,0,0,1,0,0,40,0,0
968,57,0,2,8,2,0,1,0,1887,40,1,0
969,49,4,2,6,5,0,0,0,0,40,0,0
970,59,0,0,5,0,0,0,0,0,40,0,0
971,32,4,0,4,0,0,1,0,0,50,1,0
972,18,1,1,7,1,0,0,594,0,15,0,2
973,35,1,1,13,0,1,1,0,0,40,0,6
974,58,9,2,8,5,0,0,0,0,40,0,3
975,28,6,1,11,0,0,1,0,0,43,0,0
976,36,5,2,0,5,0,0,0,0,40,1,1
977,41,8,0,2,4,0,0,0,0,35,0,4
978,47,0,2,4,2,0,1,0,0,40,1,0
979,50,0,2,3,2,0,1,0,1672,60,0,3
980,61,0,2,7,2,0,1,0,0,16,0,2
981,36,0,2,5,2,0,1,0,0,50,1,0
982,38,4,0,3,0,0,1,0,0,40,0,0
983,56,0,2,11,2,0,1,0,1902,60,1,4
984,50,4,2,8,2,0,1,0,0,45,0,0
985,45,1,2,4,2,0,1,5013,0,40,0,4
986,44,0,2,5,2,0,1,0,0,66,0,4
987,51,1,2,5,2,0,1,0,0,45,1,0
988,44,1,2,5,2,0,1,0,0,50,1,3
989,25,0,0,3,0,0,1,0,0,50,0,0
990,60,3,3,8,4,1,1,0,0,40,0,0
991,17,9,1,7,1,0,1,1055,0,30,0,2
992,49,8,2,5,2,0,1,0,0,50,1,3
993,46,0,2,3,2,1,1,0,0,60,1,0
994,56,0,3,0,4,1,0,0,0,38,0,0
995,25,0,0,3,0,0,1,3325,0,45,0,0
996,22,1,1,8,0,0,1,0,0,40,0,0
997,76,0,3,7,0,1,0,0,0,2,0,2
998,41,12,2,2,2,0,1,0,0,60,1,3
999,48,0,2,5,2,0,1,7688,0,40,1,3
1000,46,9,1,6,0,1,1,0,0,40,0,0
1001,30,1,1,3,0,0,1,0,0,40,1,0
1002,39,0,2,8,2,0,1,0,0,40,1,0
1003,40,9,0,3,0,2,1,0,0,40,0,0
1004,70,0,2,0,2,1,1,0,0,40,0,1
1005,35,1,2,3,2,0,1,0,2051,45,0,0
1006,49,8,0,5,0,0,0,0,0,75,0,0
1007,24,4,1,13,0,0,1,0,0,60,0,0
1008,40,5,2,2,2,0,1,7298,0,36,1,0
1009,61,12,2,8,2,0,1,0,0,5,1,0
1010,25,6,1,2,1,3,1,0,0,40,0,0
1011,28,6,1,2,0,0,0,0,0,40,0,5
1012,69,8,2,2,2,0,1,0,0,11,0,6
1013,22,1,1,12,1,0,0,0,0,36,0,0
1014,47,0,2,0,2,0,1,0,0,38,0,0
1015,38,0,0,11,4,0,0,0,0,48,0,0
1016,26,4,1,0,1,0,0,0,0,40,0,0
1017,17,3,1,0,1,3,0,0,0,24,0,0
1018,33,1,1,11,0,0,1,0,0,35,0,4
1019,43,0,4,3,0,0,1,0,0,40,0,4
1020,58,4,2,3,2,0,1,0,0,40,1,0
1021,53,0,2,4,2,0,1,99999,0,40,1,3
1022,26,0,1,3,0,0,1,0,0,25,0,0
1023,43,6,2,2,2,1,1,0,0,40,1,5
1024,31,9,2,9,2,0,1,2105,0,40,0,0
1025,30,0,1,0,4,0,1,0,2001,42,0,0
1026,25,0,1,11,1,0,0,0,0,25,0,0
1027,57,0,0,0,4,0,0,0,0,40,0,1
1028,37,8,0,5,4,0,1,0,0,60,1,0
1029,32,1,2,4,2,0,1,0,0,48,0,0
1030,26,0,0,5,0,0,0,0,0,41,0,0
1031,45,0,2,0,2,0,1,0,0,40,1,0
1032,53,0,2,0,2,0,1,15024,0,35,1,6
1033,27,0,1,12,3,2,1,0,0,40,0,0
1034,28,3,2,3,2,0,1,0,0,50,1,3
1035,32,3,0,4,0,0,1,0,0,43,1,0
1036,35,6,0,4,0,0,0,0,1980,65,0,0
1037,36,1,2,5,2,0,1,0,0,55,1,4
1038,19,1,1,0,0,0,1,0,0,40,0,0
1039,37,6,2,5,2,0,1,0,0,80,1,3
1040,49,1,0,6,0,0,1,3325,0,45,0,0
1041,20,1,1,11,0,0,1,0,0,45,0,0
1042,64,6,2,5,2,0,1,15024,0,55,1,3
1043,60,8,2,7,2,0,1,0,0,40,0,2
1044,32,5,2,3,2,0,1,0,0,42,0,0
1045,58,0,2,5,2,0,1,0,0,40,0,6
1046,42,0,2,4,2,0,1,0,0,50,0,0
1047,20,1,1,0,0,1,0,0,0,14,0,0
1048,42,1,2,0,2,1,1,0,0,40,0,6
1049,25,1,4,2,4,1,1,0,0,40,0,0
1050,30,4,2,2,2,0,1,15024,0,65,1,4
1051,37,6,2,2,2,0,1,0,0,35,1,3
1052,66,4,2,2,2,0,1,0,0,50,0,4
1053,59,6,2,5,2,0,1,0,0,40,1,3
1054,44,6,0,11,0,3,1,0,0,40,0,0
1055,46,0,2,0,2,0,1,0,0,58,1,0
1056,59,6,2,0,5,0,0,2885,0,30,0,0
1057,25,6,1,5,1,0,1,0,1340,40,0,0
1058,17,2,1,11,1,1,1,0,0,9,0,5
1059,47,6,2,13,2,0,1,0,0,40,0,5
1060,47,2,0,11,0,0,0,0,0,40,0,6
1061,30,1,0,5,4,0,0,0,0,40,0,0
1062,20,1,1,9,1,0,0,0,0,40,0,0
