,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,target
2663,531,1,0,1,20,34,0,0,2
2664,531,1,1,1,5,34,0,2,0
2665,531,1,1,1,20,32,0,0,0
2666,531,1,1,1,45,25,0,1,0
2667,531,1,1,1,25,23,0,0,1
2668,577,1,0,1,20,11,0,2,0
2669,577,1,0,1,40,28,0,1,0
2670,577,1,0,1,40,29,0,2,0
2671,577,1,0,1,30,28,0,1,2
2672,577,1,1,1,5,25,0,2,0
2673,577,1,1,1,40,27,0,2,0
2674,577,1,1,1,20,37,0,1,1
2675,577,1,1,1,25,35,0,1,1
2676,577,1,1,1,25,29,0,1,1
2677,626,1,0,1,15,29,0,0,0
2678,626,1,0,1,40,28,0,0,0
2679,626,1,0,1,40,39,0,1,0
2680,625,1,1,1,10,41,0,0,0
2681,625,1,1,1,20,41,0,1,0
2682,625,1,1,1,40,17,0,1,0
2683,625,1,1,1,60,32,0,0,0
2684,625,1,1,1,60,35,0,2,0
2685,625,1,1,1,5,35,0,0,1
2686,625,1,1,1,65,34,0,0,1
2687,677,1,0,1,10,26,0,0,0
2688,677,1,0,1,40,16,0,1,0
2689,677,1,0,1,60,27,0,1,0
2690,677,1,1,1,25,32,0,1,0
2691,677,1,1,1,25,32,0,1,0
2692,677,1,1,1,30,6,0,1,0
2693,677,1,1,1,40,25,0,0,0
2694,677,1,1,1,30,30,0,2,1
2695,677,1,1,1,45,34,0,1,1
2696,677,1,1,1,10,32,0,1,2
2697,731,1,0,1,10,30,0,2,1
2698,732,1,1,1,15,36,0,1,0
2699,731,1,1,1,15,37,0,2,0
2700,732,1,1,1,25,28,0,1,0
2701,731,1,1,1,30,25,0,2,0
2702,731,1,1,1,80,27,0,1,0
2703,731,1,1,1,20,27,0,0,1
2704,789,1,0,1,20,32,0,1,0
2705,789,1,0,1,25,35,0,1,0
2706,789,1,0,1,50,33,0,1,0
2707,789,1,0,1,20,40,0,0,1
2708,790,1,0,1,40,33,0,0,1
2709,790,1,0,1,40,34,0,1,1
2710,789,1,0,1,40,41,0,1,2
2711,790,1,1,1,30,33,0,1,0
2712,789,1,1,1,60,33,0,1,0
2713,851,1,0,1,60,37,0,2,0
2714,851,1,0,1,75,35,0,0,0
2715,851,1,0,1,25,35,0,1,1
2716,851,1,0,1,30,36,0,1,2
2717,851,1,1,1,15,26,0,1,0
2718,850,1,1,1,30,15,0,2,0
2719,851,1,1,1,30,25,0,0,0
2720,851,1,1,1,60,27,0,0,0
2721,851,1,1,1,20,40,0,1,1
2722,850,1,1,1,40,36,0,1,1
2723,851,1,1,1,20,24,0,0,2
2724,915,1,0,1,20,37,0,0,0
2725,915,1,0,1,20,37,0,0,0
2726,916,1,0,1,25,43,0,0,0
2727,915,1,0,1,60,43,0,0,0
2728,916,1,0,1,20,42,0,1,1
2729,915,1,0,1,40,38,0,2,1
2730,915,1,0,1,60,45,0,1,1
2731,916,1,1,1,15,38,0,1,0
2732,915,1,1,1,25,25,0,1,0
2733,915,1,1,1,35,36,0,1,0
2734,916,1,1,1,35,37,0,0,0
2735,915,1,1,1,40,45,0,0,0
2736,984,1,0,1,5,47,0,2,0
2737,984,1,0,1,15,33,0,0,0
2738,984,1,0,1,20,39,0,2,0
2739,984,1,0,1,30,39,0,0,0
2740,984,1,0,1,20,35,0,1,1
2741,984,1,1,1,20,20,0,1,0
2742,984,1,1,1,20,43,0,2,0
2743,984,1,1,1,25,41,0,1,0
2744,984,1,1,1,40,37,0,1,0
2745,984,1,1,1,30,41,0,1,1
2746,1056,1,0,1,10,40,0,1,0
2747,1056,1,0,1,25,49,0,1,0
2748,1056,1,0,1,50,20,0,1,0
2749,1056,1,0,1,70,47,0,1,0
2750,1056,1,1,1,25,42,0,1,0
2751,1056,1,1,1,40,42,0,1,0
2752,1056,1,1,1,40,44,0,0,0
2753,1056,1,1,1,50,40,0,1,0
2754,1056,1,1,1,20,40,0,1,1
2755,1132,1,0,1,15,38,0,0,0
2756,1132,1,0,1,20,16,0,0,0
2757,1132,1,0,1,20,29,0,1,0
2758,1132,1,0,1,35,40,0,2,0
2759,1132,1,0,1,35,43,0,1,0
2760,1132,1,0,1,35,46,0,0,0
2761,1132,1,0,1,60,46,0,0,0
2762,1132,1,1,1,15,26,0,1,0
2763,1132,1,1,1,30,17,0,0,0
2764,1132,1,1,1,40,42,0,1,0
2765,1132,1,1,1,45,44,0,1,0
2766,1132,1,1,1,25,40,0,1,1
2767,1132,1,1,1,40,40,0,1,2
2768,1212,1,0,1,10,37,0,2,0
2769,1212,1,0,1,20,10,0,2,0
2770,1212,1,0,1,25,10,0,2,0
2771,1212,1,0,1,35,44,0,1,0
2772,1212,1,0,1,40,20,0,0,0
2773,1212,1,0,1,25,42,0,1,1
2774,1212,1,0,1,40,42,0,1,1
2775,1212,1,0,1,30,43,0,1,1
2776,1212,1,1,1,40,47,0,2,0
2777,1212,1,1,1,60,46,0,2,0
2778,1212,1,1,1,70,35,0,0,0
2779,1212,1,1,1,80,47,0,2,0
2780,1212,1,1,1,20,38,0,1,1
2781,1212,1,1,1,40,44,0,0,1
2782,1212,1,1,1,40,48,0,1,1
2783,1297,1,0,1,40,30,0,1,0
2784,1296,1,0,1,50,46,0,0,0
2785,1296,1,0,1,60,45,0,2,1
2786,1296,1,1,1,20,28,0,1,0
2787,1296,1,1,1,20,29,0,1,0
2788,1297,1,1,1,25,29,0,1,0
2789,1297,1,1,1,30,40,0,2,0
2790,1296,1,1,1,40,50,0,0,0
2791,1296,1,1,1,30,50,0,1,1
2792,1296,1,1,1,20,52,0,0,2
2793,1385,1,0,1,10,18,0,1,0
2794,1385,1,0,1,10,40,0,1,1
2795,1385,1,0,1,20,49,0,1,1
2796,1385,1,0,1,40,47,0,0,2
2797,1385,1,0,1,20,30,0,0,2
2798,1385,1,1,1,10,41,0,1,0
2799,1385,1,1,1,15,39,0,0,0
2800,1385,1,1,1,40,48,0,1,0
2801,1385,1,1,1,60,41,0,0,0
2802,1385,1,1,1,30,46,0,2,1
2803,1385,1,1,1,50,25,0,2,1
2804,1385,1,1,1,50,25,0,0,2
2805,1478,1,0,1,15,52,0,1,0
2806,1478,1,0,1,25,45,0,1,2
2807,1478,1,1,1,15,34,0,1,0
2808,1478,1,1,1,35,34,0,0,0
2809,1478,1,1,1,60,49,0,2,0
2810,1478,1,1,1,20,49,0,2,1
2811,1478,1,1,1,40,46,0,1,1
2812,1478,1,1,1,35,54,0,1,1
2813,1478,1,1,1,30,40,0,0,1
2814,1478,1,1,1,30,40,0,0,2
2815,1576,1,0,1,5,43,0,2,0
2816,1576,1,0,1,20,51,0,2,0
2817,1575,1,0,1,20,51,0,2,1
2818,1576,1,1,1,10,22,0,1,0
2819,1576,1,1,1,10,35,0,1,0
2820,1576,1,1,1,15,35,0,0,0
2821,1575,1,1,1,25,43,0,2,0
2822,1576,1,1,1,30,43,0,1,0
2823,1575,1,1,1,30,43,0,1,0
2824,1575,1,1,1,15,43,0,1,1
2825,1576,1,1,1,40,55,0,1,1
2826,1678,1,0,1,30,49,0,1,0
2827,1678,1,0,1,15,47,0,0,1
2828,1678,1,0,1,15,37,0,2,2
2829,1678,1,0,1,60,46,0,0,2
2830,1678,1,1,1,20,40,0,0,0
2831,1678,1,1,1,25,54,0,2,0
2832,1678,1,1,1,60,55,0,1,0
2833,1678,1,1,1,10,46,0,1,1
2834,1678,1,1,1,40,48,0,0,2
2835,1786,1,0,1,10,47,0,1,0
2836,1786,1,0,1,15,47,0,0,0
2837,1785,1,0,1,25,47,0,1,0
2838,1786,1,0,1,30,50,0,2,0
2839,1785,1,0,1,20,48,0,0,1
2840,1785,1,0,1,25,51,0,1,1
2841,1786,1,0,1,20,51,0,0,2
2842,1785,1,0,1,20,51,0,0,2
2843,1785,1,1,1,10,45,0,1,0
2844,1785,1,1,1,20,17,0,0,0
2845,1786,1,1,1,15,50,0,1,1
2846,1786,1,1,1,10,47,0,1,1
2847,1898,1,0,1,15,50,0,0,0
2848,1898,1,0,1,40,30,0,1,1
2849,1898,1,0,1,10,55,0,1,1
2850,1898,1,0,1,60,50,0,2,1
2851,1898,1,0,1,20,46,0,1,2
2852,1898,1,1,1,5,40,0,1,0
2853,1898,1,1,1,40,40,0,1,0
2854,1898,1,1,1,20,46,0,0,1
2855,1898,1,1,1,30,40,0,1,1
2856,2016,1,0,1,20,36,0,1,0
2857,2016,1,0,1,40,47,0,0,0
2858,2015,1,0,1,35,47,0,0,1
2859,2015,1,0,1,25,52,0,0,1
2860,2015,1,0,1,20,53,0,0,2
2861,2015,1,0,1,40,51,0,0,2
2862,2016,1,1,1,25,51,0,2,0
2863,2016,1,1,1,30,48,0,0,0
2864,2015,1,1,1,5,57,0,1,1
2865,2016,1,1,1,15,53,0,2,1
2866,2016,1,1,1,20,43,0,0,1
2867,2138,1,0,1,10,60,0,1,0
2868,2139,1,0,1,5,51,0,1,1
2869,2139,1,0,1,30,52,0,2,1
2870,2138,1,0,1,10,40,0,0,2
2871,2138,1,1,1,5,40,0,1,0
2872,2139,1,1,1,10,54,0,1,0
2873,2138,1,1,1,15,47,0,0,0
2874,2139,1,1,1,15,53,0,2,0
2875,2138,1,1,1,20,40,0,1,0
2876,2138,1,1,1,20,48,0,1,0
2877,2139,1,1,1,30,42,0,1,0
2878,2138,1,1,1,20,43,0,1,1
2879,2267,1,0,1,20,43,0,1,0
2880,2267,1,0,1,20,54,0,1,0
2881,2267,1,0,1,15,54,0,0,1
2882,2267,1,0,1,20,44,0,2,1
2883,2267,1,0,1,30,57,0,0,1
2884,2267,1,0,1,15,45,0,1,2
2885,2267,1,1,1,35,45,0,1,0
2886,2267,1,1,1,35,57,0,1,0
2887,2267,1,1,1,20,40,0,1,1
2888,2267,1,1,1,20,53,0,1,2
2889,2402,1,0,1,10,18,0,0,0
2890,2401,1,0,1,15,35,0,0,0
2891,2401,1,0,1,30,55,0,1,1
2892,2402,1,0,1,15,55,0,1,1
2893,2401,1,0,1,25,56,0,1,1
2894,2401,1,1,1,10,57,0,0,0
2895,2402,1,1,1,35,50,0,2,0
2896,2401,1,1,1,40,50,0,0,0
2897,2402,1,1,1,60,55,0,0,1
2898,2542,1,0,1,5,56,0,0,0
2899,2542,1,0,1,15,60,0,1,0
2900,2542,1,0,1,20,63,0,1,0
2901,2541,1,0,1,30,55,0,2,1
2902,2542,1,0,1,10,53,0,0,1
2903,2542,1,1,1,30,50,0,1,0
2904,2688,1,0,1,5,36,0,0,0
2905,2688,1,0,1,10,57,0,0,0
2906,2688,1,0,1,10,62,0,1,0
2907,2688,1,0,1,15,56,0,1,0
2908,2688,1,0,1,10,56,0,1,1
2909,2687,1,0,1,20,55,0,0,1
2910,2688,1,0,1,25,55,0,1,1
2911,2688,1,1,1,15,61,0,1,0
2912,2687,1,1,1,25,55,0,1,2
2913,2840,1,0,1,15,60,0,1,1
2914,2840,1,0,1,20,61,0,0,1
2915,2840,1,0,1,20,57,0,0,2
2916,2840,1,1,1,15,25,0,1,0
2917,2840,1,1,1,15,57,0,2,2
2918,2999,1,0,1,5,57,0,1,0
2919,2999,1,0,1,20,57,0,1,0
2920,2999,1,1,1,5,30,0,2,0
2921,2999,1,1,1,20,55,0,1,2
2922,3165,1,0,1,40,60,0,0,1
2923,3165,1,0,1,20,60,0,1,2
2924,3165,1,1,1,15,56,0,0,0
2925,3164,1,1,1,15,57,0,0,0
2926,3164,1,1,1,5,58,0,1,1
2927,3165,1,1,1,10,57,0,1,1
2928,3165,1,1,1,10,65,0,1,1
2929,3337,1,0,1,10,65,0,0,0
2930,3336,1,0,1,20,55,0,1,0
2931,3336,1,0,1,10,58,0,0,1
2932,3337,1,1,1,15,57,0,0,1
2933,3337,1,1,1,5,50,0,1,1
2934,3337,1,1,1,5,55,0,1,1
2935,3516,1,0,1,10,58,0,1,0
2936,3516,1,0,1,10,58,0,1,0
2937,3516,1,0,1,20,61,0,2,0
2938,3515,1,0,1,20,62,0,1,0
2939,3515,1,1,1,5,59,0,1,0
2940,3516,1,1,1,20,65,0,1,1
2941,3702,1,0,1,25,58,0,0,1
2942,3702,1,0,1,15,66,0,0,1
2943,3702,1,1,1,10,54,0,1,1
2944,3895,1,1,1,10,54,0,1,0
2945,4096,1,0,1,20,58,0,0,0
2946,150,0,0,1,15,20,0,1,0
2947,150,0,0,1,15,20,0,1,0
2948,150,0,0,1,60,19,0,2,0
2949,150,0,1,1,15,13,0,1,0
2950,151,0,1,1,15,19,0,1,0
2951,168,0,0,1,40,16,0,0,0
2952,168,0,1,1,5,20,0,1,0
2953,188,0,0,1,30,10,0,0,0
2954,188,0,1,1,15,10,0,2,0
2955,188,0,1,1,20,14,0,1,0
2956,209,0,0,1,5,19,0,1,0
2957,209,0,0,1,15,19,0,1,0
2958,209,0,0,1,25,19,0,0,0
2959,209,0,1,1,5,18,0,1,0
2960,209,0,1,1,15,28,0,1,0
2961,232,0,0,1,25,16,0,0,0
2962,232,0,1,1,5,18,0,2,0
2963,232,0,1,1,15,6,0,1,0
2964,232,0,1,1,15,8,0,1,0
2965,232,0,1,1,20,6,0,0,0
2966,256,0,1,1,20,21,0,0,0
2967,283,0,1,1,15,24,0,0,0
2968,311,0,0,1,30,6,0,1,0
2969,311,0,1,1,5,6,0,1,0
2970,311,0,1,1,5,27,0,2,0
2971,311,0,1,1,10,27,0,0,0
2972,311,0,1,1,20,5,0,1,0
2973,312,0,1,1,20,32,0,1,0
2974,342,0,0,1,35,23,0,0,0
2975,342,0,0,1,40,24,0,1,0
2976,342,0,0,1,40,28,0,0,1
2977,342,0,1,1,10,14,0,2,0
2978,342,0,1,1,30,27,0,2,0
2979,375,0,0,1,15,10,0,2,0
2980,375,0,0,1,15,22,0,2,0
2981,375,0,0,1,30,29,0,1,0
2982,375,0,1,1,5,29,0,0,0
2983,410,0,0,1,20,23,0,1,0
2984,410,0,0,1,60,33,0,1,1
2985,410,0,0,1,40,26,0,0,1
2986,410,0,1,1,15,10,0,0,0
2987,411,0,1,1,20,12,0,0,0
2988,410,0,1,1,40,21,0,1,0
2989,410,0,1,1,20,19,0,1,1
2990,448,0,0,1,10,6,0,1,0
2991,448,0,0,1,10,12,0,0,0
2992,448,0,0,1,20,11,0,1,0
2993,448,0,1,1,5,12,0,2,0
2994,448,0,1,1,30,12,0,0,0
2995,448,0,1,1,20,26,0,1,1
2996,448,0,1,1,20,22,0,1,1
2997,488,0,0,1,5,32,0,1,0
2998,488,0,0,1,20,7,0,2,0
2999,489,0,0,1,60,23,0,2,0
3000,488,0,0,1,40,27,0,1,1
3001,488,0,1,1,15,25,0,1,0
3002,488,0,1,1,15,25,0,0,0
3003,488,0,1,1,15,29,0,0,0
3004,488,0,1,1,20,21,0,1,0
3005,488,0,1,1,20,35,0,0,0
3006,488,0,1,1,30,9,0,1,0
3007,488,0,1,1,40,24,0,1,0
3008,531,0,0,1,5,30,0,1,0
3009,531,0,0,1,20,22,0,1,0
3010,531,0,0,1,20,28,0,0,0
3011,531,0,0,1,30,27,0,1,1
3012,531,0,1,1,10,13,0,0,0
3013,531,0,1,1,40,25,0,0,0
3014,531,0,1,1,20,32,0,0,1
3015,531,0,1,1,30,32,0,0,2
3016,577,0,0,1,5,32,0,0,0
3017,577,0,0,1,15,32,0,1,0
3018,577,0,0,1,40,32,0,1,0
3019,577,0,1,1,10,34,0,1,0
3020,577,0,1,1,25,35,0,1,0
3021,625,0,0,1,10,13,0,1,0
3022,625,0,0,1,20,34,0,1,0
3023,625,0,0,1,35,23,0,1,0
3024,625,0,0,1,40,38,0,0,0
3025,625,0,0,1,30,32,0,1,1
3026,626,0,1,1,5,19,0,0,0
3027,625,0,1,1,5,37,0,0,0
3028,625,0,1,1,15,36,0,2,0
3029,625,0,1,1,20,34,0,1,0
3030,625,0,1,1,20,37,0,1,0
3031,677,0,0,1,10,11,0,2,0
3032,677,0,0,1,20,16,0,2,0
3033,677,0,0,1,30,26,0,1,0
3034,677,0,1,1,5,31,0,2,0
3035,677,0,1,1,10,15,0,1,0
3036,677,0,1,1,10,36,0,2,0
3037,677,0,1,1,25,18,0,1,0
3038,677,0,1,1,25,24,0,0,0
3039,677,0,1,1,40,27,0,1,0
3040,677,0,1,1,20,34,0,0,1
3041,677,0,1,1,30,29,0,1,1
3042,732,0,0,1,30,32,0,1,0
3043,732,0,0,1,60,36,0,0,0
3044,732,0,0,1,20,30,0,1,1
3045,732,0,0,1,40,29,0,1,2
3046,732,0,1,1,40,30,0,2,0
3047,732,0,1,1,40,33,0,1,0
3048,731,0,1,1,80,27,0,1,0
3049,731,0,1,1,20,30,0,2,1
3050,789,0,0,1,10,5,0,0,0
3051,789,0,0,1,15,41,0,1,0
3052,789,0,0,1,20,13,0,1,0
3053,789,0,0,1,20,29,0,0,0
3054,790,0,0,1,40,31,0,1,0
3055,789,0,0,1,25,37,0,1,1
3056,789,0,0,1,40,35,0,0,1
3057,790,0,0,1,5,32,0,1,1
3058,789,0,0,1,10,30,0,1,2
3059,790,0,1,1,25,42,0,1,0
3060,790,0,1,1,30,42,0,2,0
3061,789,0,1,1,40,32,0,1,1
3062,851,0,0,1,5,27,0,1,0
3063,851,0,0,1,20,18,0,1,0
3064,850,0,0,1,20,22,0,1,0
3065,851,0,0,1,20,23,0,1,0
3066,851,0,0,1,20,25,0,1,0
3067,850,0,0,1,25,30,0,0,0
3068,851,0,0,1,10,19,0,1,1
3069,851,0,0,1,40,32,0,1,1
3070,851,0,1,1,25,32,0,1,0
3071,850,0,1,1,30,24,0,1,0
3072,915,0,0,1,10,9,0,1,0
3073,915,0,0,1,20,32,0,1,0
3074,915,0,0,1,20,32,0,0,0
3075,915,0,0,1,15,40,0,0,1
3076,916,0,0,1,20,27,0,1,1
3077,915,0,1,1,5,6,0,0,0
3078,916,0,1,1,10,36,0,1,0
3079,915,0,1,1,30,26,0,2,0
3080,915,0,1,1,40,15,0,0,0
3081,915,0,1,1,60,31,0,1,0
3082,915,0,1,1,10,32,0,1,1
3083,916,0,1,1,20,30,0,0,1
3084,915,0,1,1,10,37,0,1,1
3085,984,0,0,1,60,40,0,1,0
3086,984,0,0,1,40,40,0,2,2
3087,984,0,1,1,20,11,0,0,0
3088,984,0,1,1,20,14,0,0,0
3089,984,0,1,1,20,30,0,0,0
3090,984,0,1,1,30,6,0,2,0
3091,984,0,1,1,40,22,0,1,0
3092,984,0,1,1,45,40,0,1,0
3093,984,0,1,1,60,41,0,1,0
3094,984,0,1,1,15,38,0,0,1
3095,1056,0,0,1,5,36,0,1,0
3096,1056,0,0,1,10,46,0,0,0
3097,1056,0,0,1,30,43,0,1,0
3098,1056,0,0,1,50,39,0,1,0
3099,1056,0,1,1,15,39,0,1,0
3100,1056,0,1,1,20,42,0,0,0
3101,1056,0,1,1,20,42,0,2,0
3102,1056,0,1,1,30,25,0,1,0
3103,1056,0,1,1,20,39,0,0,1
3104,1056,0,1,1,30,39,0,1,1
3105,1056,0,1,1,40,46,0,1,1
3106,1056,0,1,1,20,27,0,0,1
3107,1056,0,1,1,20,35,0,0,2
3108,1132,0,0,1,5,18,0,0,0
3109,1132,0,0,1,20,23,0,1,0
3110,1132,0,0,1,30,20,0,1,0
3111,1132,0,0,1,25,37,0,1,1
3112,1132,0,1,1,5,12,0,1,0
3113,1132,0,1,1,15,28,0,1,0
3114,1132,0,1,1,20,38,0,1,0
3115,1132,0,1,1,25,25,0,0,0
3116,1132,0,1,1,30,13,0,1,0
3117,1132,0,1,1,30,27,0,1,0
3118,1132,0,1,1,20,12,0,0,1
3119,1212,0,0,1,10,12,0,0,0
3120,1212,0,0,1,20,47,0,0,0
3121,1212,0,0,1,30,30,0,2,0
3122,1212,0,1,1,10,44,0,2,0
3123,1212,0,1,1,20,9,0,2,0
3124,1212,0,1,1,20,21,0,1,0
3125,1212,0,1,1,10,44,0,0,1
3126,1212,0,1,1,30,43,0,1,2
3127,1296,0,0,1,20,21,0,0,0
3128,1296,0,0,1,20,40,0,2,0
3129,1296,0,0,1,20,45,0,0,0
3130,1296,0,0,1,30,45,0,1,0
3131,1296,0,0,1,35,46,0,0,0
3132,1296,0,0,1,20,43,0,0,1
3133,1296,0,1,1,5,28,0,0,0
3134,1296,0,1,1,40,41,0,1,0
3135,1296,0,1,1,40,36,0,1,1
3136,1296,0,1,1,25,36,0,0,1
3137,1385,0,0,1,20,29,0,1,0
3138,1385,0,0,1,20,49,0,0,0
3139,1385,0,0,1,25,37,0,0,0
3140,1385,0,0,1,25,43,0,1,0
3141,1385,0,0,1,35,35,0,0,0
3142,1385,0,0,1,40,44,0,0,1
3143,1385,0,0,1,20,44,0,1,1
3144,1385,0,0,1,40,45,0,0,1
3145,1385,0,0,1,20,41,0,2,1
3146,1385,0,1,1,40,39,0,2,0
3147,1478,0,0,1,5,46,0,1,0
3148,1478,0,0,1,20,13,0,1,0
3149,1478,0,0,1,25,33,0,1,0
3150,1478,0,0,1,25,41,0,1,0
3151,1478,0,0,1,30,47,0,0,1
3152,1478,0,0,1,10,44,0,1,1
3153,1478,0,0,1,20,45,0,0,1
3154,1478,0,0,1,10,47,0,0,1
3155,1478,0,1,1,20,22,0,1,0
3156,1478,0,1,1,40,43,0,1,0
3157,1575,0,0,1,10,46,0,0,0
3158,1576,0,0,1,25,47,0,1,0
3159,1576,0,0,1,30,30,0,2,1
3160,1575,0,1,1,10,38,0,2,0
3161,1576,0,1,1,25,35,0,0,0
3162,1576,0,1,1,30,49,0,0,0
3163,1678,0,0,1,30,32,0,1,0
3164,1678,0,0,1,30,41,0,2,0
3165,1678,0,0,1,30,52,0,1,0
3166,1678,0,0,1,40,24,0,1,0
3167,1678,0,0,1,40,47,0,2,1
3168,1678,0,1,1,10,47,0,0,0
3169,1678,0,1,1,15,30,0,2,0
3170,1678,0,1,1,20,40,0,1,0
3171,1678,0,1,1,20,29,0,0,0
3172,1678,0,1,1,25,29,0,1,0
3173,1678,0,1,1,25,40,0,2,0
3174,1785,0,0,1,15,35,0,2,0
3175,1785,0,0,1,50,46,0,0,0
3176,1785,0,0,1,20,44,0,2,1
3177,1785,0,0,1,15,49,0,1,1
3178,1785,0,1,1,10,28,0,2,0
3179,1785,0,1,1,10,28,0,0,0
3180,1785,0,1,1,35,45,0,2,0
3181,1786,0,1,1,20,30,0,1,1
3182,1785,0,1,1,20,45,0,1,1
3183,1786,0,1,1,50,48,0,1,2
3184,1898,0,0,1,20,42,0,2,0
3185,1898,0,0,1,20,42,0,1,0
3186,1898,0,0,1,20,51,0,1,0
3187,1898,0,0,1,25,42,0,1,0
3188,1898,0,0,1,20,50,0,2,1
3189,1898,0,0,1,40,56,0,1,2
3190,1898,0,1,1,10,26,0,2,0
3191,1898,0,1,1,10,50,0,1,0
3192,1898,0,1,1,20,34,0,1,0
3193,1898,0,1,1,25,34,0,0,0
3194,1898,0,1,1,25,40,0,0,0
3195,1898,0,1,1,10,50,0,0,1
3196,2015,0,0,1,10,17,0,1,0
3197,2016,0,0,1,30,37,0,0,0
3198,2015,0,0,1,20,39,0,1,1
3199,2016,0,0,1,20,45,0,2,1
3200,2015,0,0,1,20,50,0,1,1
3201,2016,0,1,1,5,25,0,2,0
3202,2016,0,1,1,5,49,0,1,0
3203,2015,0,1,1,20,49,0,1,0
3204,2015,0,1,1,30,50,0,1,1
3205,2015,0,1,1,20,50,0,2,1
3206,2016,0,1,1,20,49,0,2,2
3207,2138,0,0,1,40,42,0,2,0
3208,2139,0,1,1,30,48,0,1,0
3209,2139,0,1,1,20,37,0,0,1
3210,2267,0,0,1,5,37,0,2,0
3211,2267,0,0,1,10,20,0,0,0
3212,2267,0,0,1,15,56,0,0,0
3213,2267,0,0,1,20,29,0,1,0
3214,2267,0,0,1,20,39,0,0,0
3215,2267,0,0,1,20,42,0,1,0
3216,2267,0,0,1,20,53,0,1,0
3217,2267,0,0,1,30,40,0,2,0
3218,2267,0,0,1,40,40,0,1,0
3219,2267,0,0,1,5,53,0,0,1
3220,2267,0,0,1,30,53,0,2,1
3221,2267,0,1,1,10,29,0,1,0
3222,2267,0,1,1,10,44,0,1,0
3223,2267,0,1,1,20,32,0,1,0
3224,2267,0,1,1,20,48,0,1,0
3225,2401,0,0,1,20,54,0,1,1
3226,2401,0,0,1,10,40,0,2,1
3227,2401,0,1,1,30,54,0,0,0
3228,2401,0,1,1,40,50,0,2,0
3229,2541,0,0,1,30,45,0,2,0
3230,2542,0,0,1,40,50,0,2,0
3231,2542,0,1,1,10,50,0,1,0
3232,2688,0,0,1,20,54,0,1,0
3233,2688,0,1,1,10,30,0,1,0
3234,2687,0,1,1,15,43,0,0,0
3235,2687,0,1,1,40,43,0,1,0
3236,2840,0,0,1,10,43,0,0,0
3237,2840,0,0,1,15,53,0,0,0
3238,2840,0,1,1,20,53,0,2,0
3239,2999,0,0,1,5,33,0,2,0
3240,2999,0,0,1,5,42,0,1,0
3241,2999,0,1,1,15,66,0,0,0
3242,2999,0,1,1,30,45,0,1,1
3243,3164,0,0,1,20,35,0,1,0
3244,3164,0,0,1,30,45,0,0,0
3245,3164,0,1,1,10,38,0,2,0
3246,3165,0,1,1,15,61,0,0,1
3247,3337,0,0,1,35,61,0,0,1
3248,3337,0,0,1,20,40,0,1,2
3249,3336,0,1,1,10,30,0,0,0
3250,3515,0,0,1,10,35,0,1,0
3251,3516,0,0,1,10,42,0,0,1
3252,3896,0,0,1,10,40,0,1,0
3253,3895,0,0,1,20,38,0,1,0
3254,3895,0,0,1,30,50,0,0,0
3255,3896,0,0,1,20,34,0,0,1
3256,4096,0,0,1,20,40,0,1,0
3257,4096,0,0,1,10,45,0,0,1
3258,256,1,0,2,20,22,8,0,0
3259,256,1,0,2,20,22,0,1,0
3260,283,1,0,2,20,13,11,0,0
3261,283,1,0,2,20,22,1,1,0
3262,283,1,0,2,20,25,5,2,0
3263,311,1,0,2,20,17,0,0,0
3264,342,1,0,2,15,10,0,1,0
3265,342,1,0,2,20,10,3,2,0
3266,342,1,0,2,20,15,9,1,0
3267,342,1,0,2,30,20,1,0,0
3268,342,1,0,2,50,30,5,1,0
3269,375,1,0,2,40,23,5,2,0
3270,375,1,0,2,15,16,12,1,0
3271,375,1,0,2,20,16,2,0,0
3272,375,1,0,2,25,16,8,0,0
3273,375,1,0,2,30,15,12,1,0
3274,410,1,0,2,10,15,15,0,0
3275,410,1,0,2,20,14,10,0,0
3276,410,1,0,2,20,14,10,2,0
3277,411,1,0,2,20,15,14,1,0
3278,410,1,0,2,20,22,8,0,0
3279,411,1,0,2,20,24,3,2,0
3280,411,1,0,2,20,24,4,0,0
3281,411,1,0,2,30,15,8,2,0
3282,410,1,0,2,30,23,5,0,0
3283,411,1,0,2,40,9,15,1,0
3284,410,1,0,2,40,17,10,0,0
3285,448,1,0,2,15,20,6,1,0
3286,448,1,0,2,15,25,7,2,0
3287,448,1,0,2,20,29,1,1,0
3288,448,1,0,2,30,16,14,0,0
3289,448,1,0,2,30,20,11,1,0
3290,448,1,0,2,30,30,3,1,0
3291,448,1,0,2,30,30,4,1,0
3292,448,1,0,2,30,34,4,2,0
3293,448,1,0,2,40,10,11,1,0
3294,448,1,0,2,40,20,3,1,0
3295,489,1,0,2,10,20,11,1,0
3296,488,1,0,2,10,25,6,2,0
3297,488,1,0,2,15,21,5,0,0
3298,488,1,0,2,20,12,12,1,0
3299,489,1,0,2,30,24,17,2,0
3300,488,1,0,2,30,24,3,1,0
3301,488,1,0,2,40,16,13,2,0
3302,488,1,0,2,40,26,7,1,0
3303,488,1,0,2,40,31,0,1,0
3304,488,1,0,2,40,34,1,0,0
3305,488,1,0,2,60,17,16,0,0
3306,488,1,0,2,20,21,17,1,1
3307,531,1,0,2,40,21,9,0,0
