,EmpID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Zip,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,EmploymentStatus,Department,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,DaysLateLast30,Absences,target
222,10164,0,1,1,5,3,0,47001,0,19,2451,0,0,0,0,0,0,0,14.0,2,1,3.66,3,0,0,15,0
223,10124,1,0,1,6,3,0,61844,0,3,40220,1,1,0,0,1,0,4,21.0,7,1,4.2,5,0,0,9,1
224,10187,2,0,5,5,3,0,46799,1,19,1742,1,2,1,0,3,1,0,20.0,2,1,3.17,4,0,0,14,0
225,10225,0,1,1,5,3,0,59472,0,19,2109,0,0,0,0,0,0,0,18.0,3,1,4.8,3,0,0,14,0
226,10262,2,0,5,5,3,0,46430,1,19,2474,1,2,0,0,0,1,0,20.0,1,1,4.5,5,0,0,16,0
227,10131,1,1,5,1,3,1,83363,1,23,2045,0,1,1,0,1,1,2,2.0,4,1,4.15,4,0,0,4,1
228,10239,1,0,1,3,3,0,95920,0,4,2110,1,1,0,0,1,0,1,13.0,1,1,4.4,4,6,0,10,1
229,10152,2,1,5,5,3,0,61729,1,19,2478,0,2,0,0,0,1,0,22.0,1,1,3.8,5,0,0,19,0
230,10140,1,1,1,6,3,0,61809,0,3,83706,0,1,0,0,0,0,4,17.0,6,1,3.98,3,0,0,4,1
231,10058,2,1,5,5,3,0,45115,1,19,2176,0,2,0,1,0,1,0,16.0,0,1,5.0,4,0,0,11,0
233,10230,2,0,5,5,3,0,64971,1,20,1902,1,2,1,0,1,1,0,14.0,2,1,4.5,4,0,0,10,0
234,10224,1,1,5,5,3,0,55578,1,20,2138,0,1,0,0,0,1,0,20.0,1,1,4.2,5,0,0,13,1
235,10047,1,1,5,5,3,0,50428,1,19,1420,0,1,0,0,1,1,0,11.0,1,1,5.0,3,0,0,11,1
236,10285,1,0,4,5,2,0,61422,1,19,1460,1,1,0,0,0,2,0,19.0,1,2,3.6,3,0,4,16,1
237,10020,4,1,1,5,4,0,63353,0,19,1730,0,3,0,0,0,0,0,12.0,3,0,3.6,5,0,0,4,0
238,10162,1,0,1,3,3,0,89883,0,9,1886,1,1,0,0,0,0,1,4.0,3,1,3.69,5,6,0,15,1
239,10149,0,0,5,3,3,0,120000,1,29,2703,1,0,0,1,0,1,1,4.0,0,1,3.88,3,7,0,12,0
240,10086,0,0,1,3,3,0,150290,0,7,2056,1,0,0,0,1,0,1,13.0,1,1,4.94,3,5,0,17,0
241,10054,3,0,1,5,3,0,60627,0,19,1886,1,4,0,0,0,0,0,14.0,7,1,5.0,4,0,0,8,0
242,10065,0,1,5,5,3,0,53180,1,19,2155,0,0,0,0,0,1,0,20.0,2,1,5.0,5,0,0,4,0
243,10198,0,1,1,3,3,0,140920,0,13,2481,0,0,0,0,0,0,1,5.0,1,1,3.6,5,7,0,13,0
244,10222,2,1,5,3,3,1,148999,1,13,1915,0,2,0,0,1,1,1,5.0,4,1,4.3,4,6,0,8,0
245,10126,1,0,1,4,3,0,86214,0,24,2132,1,1,0,0,0,0,2,10.0,1,1,4.2,3,6,0,2,1
246,10295,0,0,2,5,2,1,47750,0,19,1801,1,0,0,0,1,0,0,18.0,4,2,2.6,4,0,5,4,0
247,10260,0,1,5,5,3,0,46428,1,19,2148,0,0,0,0,0,1,0,22.0,2,1,4.6,5,0,0,7,0
248,10233,1,1,1,5,3,0,57975,0,20,2062,0,1,0,0,0,0,0,18.0,6,1,4.1,3,0,0,13,1
249,10229,2,1,5,3,3,0,88527,1,9,2452,0,2,0,0,1,1,1,4.0,0,1,4.2,3,5,0,2,0
250,10169,1,0,1,5,3,0,56147,0,19,2154,1,1,0,0,1,0,0,16.0,0,1,3.51,3,0,0,2,1
252,10179,1,0,1,3,3,0,50750,0,15,1773,1,1,0,0,0,0,1,7.0,0,1,3.31,3,6,0,7,1
253,10091,1,0,1,5,3,0,52087,0,19,2149,1,1,0,0,0,0,0,11.0,0,1,4.81,4,0,0,15,1
254,10178,1,1,1,3,3,0,87826,0,9,2110,0,1,0,1,0,0,1,4.0,3,1,3.32,3,7,0,16,1
255,10039,0,0,1,1,3,0,51920,0,2,2330,1,0,0,0,0,0,3,1.0,7,1,5.0,3,5,0,2,0
256,10095,0,0,5,5,3,0,63878,1,20,1851,1,0,0,0,0,1,0,22.0,6,1,4.68,4,0,0,20,0
257,10027,0,1,1,5,4,0,60656,0,20,2045,0,0,0,0,0,0,0,16.0,1,0,4.3,3,0,0,4,0
258,10291,2,1,1,6,2,1,72992,0,21,1886,0,2,0,0,1,0,4,15.0,4,2,2.4,4,0,2,16,0
259,10153,1,0,5,1,3,1,55000,1,2,1844,1,1,0,0,1,1,3,1.0,4,1,3.8,4,4,0,17,1
260,10157,0,0,1,5,3,0,58939,0,19,2130,1,0,0,0,0,0,0,19.0,3,1,3.73,3,0,0,16,0
261,10119,1,0,1,3,3,0,66593,0,14,2360,1,1,0,0,1,0,1,6.0,0,1,4.3,3,5,0,19,1
262,10180,1,1,2,3,3,0,87565,0,28,1545,0,1,0,0,3,0,1,7.0,0,1,3.27,4,5,0,13,1
263,10302,1,0,1,5,1,0,64021,0,19,2093,1,1,0,0,0,0,0,12.0,1,3,2.4,2,1,6,20,1
264,10090,1,0,1,5,3,0,65714,0,18,2451,1,1,0,0,0,0,0,2.0,0,1,4.83,5,0,0,15,1
265,10030,2,0,5,5,4,0,62425,1,19,2359,1,2,0,0,0,1,0,14.0,0,0,4.1,4,0,0,16,0
266,10278,2,0,1,5,3,0,47961,0,19,2050,1,2,0,0,2,0,0,20.0,2,1,4.1,4,0,0,9,0
267,10307,1,1,1,6,1,0,58273,0,3,89139,0,1,0,0,0,0,4,21.0,7,3,1.81,2,0,3,5,1
268,10147,0,1,1,1,3,0,63003,0,1,2703,0,0,0,0,0,0,3,1.0,1,1,3.9,5,5,0,9,0
269,10266,1,1,1,5,3,0,61355,0,19,2301,0,1,0,0,3,0,0,18.0,0,1,4.7,3,0,0,4,1
270,10241,1,0,1,6,3,0,60120,0,3,59102,1,1,0,0,1,0,4,17.0,1,1,4.1,4,0,0,18,1
271,10158,1,0,1,5,3,0,63682,0,18,1776,1,1,0,0,1,0,0,2.0,1,1,3.73,4,0,0,12,1
272,10117,1,1,1,5,3,0,63025,0,19,2747,0,1,0,1,0,0,0,22.0,2,1,4.36,5,0,0,10,1
273,10209,0,0,1,5,3,0,59238,0,19,2718,1,0,1,0,3,0,0,16.0,1,1,3.4,5,0,0,13,0
274,10024,0,1,1,4,4,0,92989,0,24,2140,0,0,0,0,0,0,2,10.0,0,0,4.5,5,5,0,1,0
275,10173,1,1,1,3,3,0,90100,0,4,2134,0,1,0,0,0,0,1,13.0,1,1,3.4,3,6,0,14,1
276,10221,1,0,5,5,3,1,60754,1,19,1801,1,1,2,0,1,1,0,39.0,4,1,4.5,5,0,0,11,1
277,10146,1,0,5,5,3,0,72202,1,20,2129,1,1,0,0,0,1,0,16.0,2,1,3.93,3,0,0,3,1
278,10161,0,0,1,6,3,0,58370,0,3,97756,1,0,0,0,1,0,4,21.0,1,1,3.69,3,0,0,18,0
279,10141,0,0,5,5,3,0,48413,1,19,2066,1,0,0,0,0,1,0,11.0,1,1,3.98,4,0,0,1,0
280,10268,4,1,5,5,3,0,67176,1,20,2472,0,3,0,0,0,1,0,39.0,8,1,4.1,4,0,0,15,0
281,10123,2,0,1,5,3,0,56339,0,19,2093,1,2,0,0,1,0,0,12.0,1,1,4.21,5,0,0,4,0
282,10013,3,1,1,6,4,0,64397,0,3,58782,0,4,0,0,0,0,4,21.0,1,0,4.1,3,0,0,6,0
283,10287,0,0,1,5,2,0,63025,0,19,2021,1,0,0,0,0,0,0,14.0,0,2,2.44,5,0,4,18,0
284,10044,1,1,5,3,3,0,75281,1,15,1420,0,1,0,0,0,1,1,7.0,6,1,5.0,3,5,0,11,1
285,10102,0,1,5,4,3,1,100416,1,24,2451,0,0,2,0,1,1,2,10.0,4,1,4.6,3,4,0,9,0
286,10270,0,0,5,5,3,0,74813,1,20,1778,1,0,0,0,0,1,0,11.0,0,1,4.4,3,0,0,5,0
287,10045,1,1,1,3,3,0,76029,0,15,2343,0,1,1,0,0,0,1,7.0,3,1,5.0,4,7,0,8,1
288,10205,1,0,1,6,3,0,57859,0,3,85006,1,1,0,0,2,0,4,17.0,1,1,2.81,3,0,0,16,1
289,10014,2,1,5,5,4,0,58523,1,19,2171,0,2,0,0,0,1,0,20.0,0,0,4.5,5,0,0,15,0
290,10144,2,1,1,5,3,0,88976,0,17,2169,0,2,0,0,0,0,0,2.0,3,1,3.93,3,0,0,19,0
291,10253,0,1,1,6,3,0,55875,0,3,4063,0,0,0,0,3,0,4,17.0,7,1,4.5,4,0,0,11,0
292,10118,1,1,4,3,3,0,113999,1,8,1960,0,1,0,0,1,2,1,4.0,3,1,4.33,3,7,0,9,1
293,10022,1,0,4,5,4,0,49773,1,19,2747,1,1,0,0,0,2,0,18.0,2,0,4.3,5,0,0,18,1
294,10183,0,0,2,5,3,0,62068,0,19,2124,1,0,0,0,0,0,0,22.0,0,1,3.21,3,0,0,7,0
295,10190,0,1,1,5,3,0,66541,0,20,2459,0,0,0,0,1,0,0,19.0,3,1,3.11,5,0,0,4,0
296,10274,1,0,5,5,3,1,80512,1,18,2478,1,1,0,0,1,1,0,2.0,4,1,4.5,3,0,0,5,1
297,10293,0,0,5,5,2,0,50274,1,19,1887,1,0,0,0,0,1,0,16.0,6,2,2.5,3,0,6,13,0
298,10172,0,1,1,3,3,0,84903,0,22,1887,0,0,0,0,3,0,1,13.0,1,1,3.42,4,7,0,17,0
299,10127,4,0,1,3,3,0,107226,0,28,2453,1,3,0,0,3,0,1,7.0,3,1,4.2,4,8,0,7,0
300,10072,0,1,5,5,3,0,58371,1,19,2030,0,0,0,1,0,1,0,39.0,0,1,5.0,5,0,0,11,0
301,10048,1,1,5,5,3,0,55140,1,19,2324,0,1,1,0,0,1,0,11.0,7,1,5.0,3,0,0,7,1
302,10204,2,0,5,5,3,0,58062,1,19,1876,1,2,0,0,0,1,0,19.0,2,1,3.6,5,0,0,9,0
303,10264,0,0,5,5,3,1,59728,1,19,2109,1,0,0,1,1,1,0,19.0,4,1,4.3,4,0,0,16,0
304,10033,0,1,5,5,4,0,70507,1,20,2045,0,0,0,0,0,1,0,12.0,0,0,5.0,3,0,0,7,0
305,10174,0,0,1,5,3,0,60446,0,20,2302,1,0,0,0,0,0,0,14.0,0,1,3.4,4,0,0,14,0
306,10135,0,1,1,5,3,0,65893,0,20,1810,0,0,0,0,0,0,0,20.0,0,1,4.07,4,0,0,13,0
307,10301,0,0,5,5,1,0,48513,1,19,2458,1,0,0,0,3,1,0,12.0,2,3,3.2,2,0,5,4,0
308,10010,0,0,1,3,4,0,220450,0,6,2067,1,0,0,0,0,0,1,2.0,3,0,4.6,5,6,0,16,0
309,10043,0,0,1,3,3,0,89292,0,9,2148,1,0,0,0,0,0,1,4.0,3,1,5.0,3,5,0,11,0
310,10271,4,0,1,5,3,0,45046,0,19,1730,1,3,0,0,3,0,0,14.0,0,1,4.5,5,0,0,2,0
