,attr196,attr197,attr198,attr199,attr200,attr201,attr202,attr203,attr204,attr205,attr206,attr207,attr208,attr209,attr210,attr211,attr212,attr213,attr214,attr215,attr216,attr217,attr218,attr219,attr220,attr221,attr222,attr223,attr224,attr225,attr226,attr227,attr228,attr229,attr230,attr231,attr232,attr233,attr234,attr235,attr236,attr237,attr238,attr239,attr240,attr241,attr242,attr243,attr244,attr245,attr246,attr247,attr248,attr249,attr250,attr251,attr252,attr253,attr254,attr255,attr256,attr257,attr258,attr259,attr260,attr261,attr262,attr263,attr264,attr265,attr266,attr267,attr268,attr269,attr270,attr271,attr272,attr273,attr274,attr275,attr276,attr277,attr278,attr279,attr280,attr281,attr282,attr283,attr284,attr285,attr286,attr287,attr288,attr289,attr290,attr291,attr292,attr293,attr294,target
195,0.028586,0.31146,0.318964,0.314166,0.314669,0.311002,0.306092,0.302704,0.32753,0.326087,0.325975,0.324745,0.322531,0.322139,0.30749,0.326668,0.318427,0.321278,0.338321,0.320675,0.312343,0.304415,0.415392,0.472602,0.475823,0.507727,0.457897,0.373345,0.365305,0.557166,0.562288,0.564267,0.614991,0.570328,0.550859,0.534756,0.675233,0.675199,0.689479,0.724504,0.752628,0.853809,0.861883,0.670815,0.639974,0.65233,0.717581,0.806842,0.793378,0.784062,0.001411,0.001412,0.001865,0.001955,0.001724,0.000882,0.000567,0.000397,0.0,3.3e-05,0.000371,0.000877,0.000953,0.000793,0.006188,0.003883,0.002905,0.046917,0.01336,0.002618,0.001279,0.065307,0.160574,0.196316,0.179228,0.168946,0.019307,0.023796,0.124253,0.139353,0.150006,0.207489,0.183594,0.278457,0.148158,0.072837,0.003443,0.020468,0.091306,0.073176,0.045959,0.086566,0.026668,0.012078,0.033805,0.051885,0.077726,0.030864,0.193321,1
196,0.01986,0.023036,0.002449,0.01021,0.0139,0.020565,0.01683,0.027219,0.176429,0.160471,0.164329,0.161511,0.227523,0.074566,0.057524,0.103854,0.109389,0.208837,0.335995,0.410404,0.380815,0.36375,0.037473,0.068807,0.1875,0.428789,0.526783,0.429113,0.390779,0.141573,0.328838,0.483394,0.529645,0.532027,0.406401,0.431573,0.423309,0.499653,0.504719,0.544977,0.491087,0.413714,0.497842,0.507258,0.503221,0.519626,0.509114,0.438808,0.43485,0.393418,0.057188,0.046627,0.051342,0.068047,0.04946,0.035098,0.023823,0.012026,0.010719,0.022077,0.083935,0.165321,0.05069,0.062357,0.093755,0.085497,0.200254,0.195619,0.05341,0.067286,0.143818,0.008028,0.021869,0.202179,0.182792,0.047564,0.092602,0.033001,0.102108,0.2558,0.029356,0.018907,0.171674,0.052069,0.028195,0.092179,0.008074,0.002501,0.04219,0.193199,0.042439,0.071891,0.004426,0.001211,0.000952,0.038321,0.321381,0.064149,0.45145,1
197,0.021549,0.172314,0.179996,0.186997,0.197911,0.194143,0.186851,0.183072,0.426899,0.351897,0.336834,0.344382,0.326244,0.32101,0.315016,0.711632,0.666723,0.580638,0.44677,0.430354,0.445988,0.430242,0.695853,0.633722,0.666096,0.588656,0.496086,0.487833,0.462739,0.7257,0.720399,0.658537,0.694087,0.534443,0.489075,0.480184,0.775329,0.708971,0.69081,0.648293,0.615014,0.505647,0.509852,0.745527,0.685834,0.682244,0.696111,0.621791,0.563383,0.53432,0.017821,0.020094,0.021637,0.028869,0.023602,0.022015,0.019963,0.484269,0.178412,0.086149,0.083225,0.026663,0.021407,0.016012,0.082148,0.139141,0.148138,0.037673,0.010906,0.004984,0.009217,0.069332,0.162662,0.064042,0.184038,0.020698,0.017849,0.003921,0.055473,0.068989,0.112174,0.077055,0.032546,0.011165,0.01219,0.04167,0.113476,0.111674,0.153302,0.127482,0.005143,0.009436,0.097604,0.102147,0.093244,0.150358,0.221667,0.156518,0.053709,0
198,0.101842,0.347714,0.353977,0.274814,0.254909,0.246668,0.239421,0.22012,0.5938,0.601326,0.550456,0.493425,0.433877,0.341128,0.312612,0.455661,0.416163,0.359982,0.321357,0.313495,0.33141,0.414095,0.362274,0.395721,0.438831,0.468252,0.462326,0.515276,0.455594,0.568002,0.58812,0.590446,0.417662,0.591553,0.590457,0.484747,0.57054,0.468085,0.515823,0.498267,0.583892,0.553554,0.572274,0.566023,0.493928,0.496422,0.545156,0.533336,0.622339,0.623021,0.270101,0.250608,0.032536,0.004197,0.001815,0.00358,0.002418,0.011295,0.017376,0.03174,0.156973,0.21347,0.171799,0.13298,0.135202,0.111556,0.137759,0.058428,0.061583,0.143728,0.164212,0.0341,0.094936,0.282977,0.073569,0.175459,0.176685,0.061522,0.037601,0.027074,0.225592,0.547646,0.024276,0.078732,0.140673,0.053978,0.220719,0.395843,0.17147,0.133927,0.070696,0.1018,0.124807,0.023832,0.110806,0.075533,0.454468,0.029797,0.086759,1
199,0.002709,0.129864,0.137838,0.145162,0.147656,0.151302,0.291823,0.769145,0.160874,0.163144,0.175669,0.207696,0.245695,0.443438,0.539598,0.390488,0.45121,0.481851,0.455437,0.497339,0.397265,0.54416,0.472927,0.716631,0.729133,0.724325,0.674495,0.0,0.325427,0.645632,0.701277,0.681115,0.767188,0.739097,0.350868,0.475063,0.67587,0.691414,0.672683,0.793132,0.672918,0.365047,0.731235,0.684872,0.676116,0.671598,0.689233,0.730967,0.639728,0.734836,0.002716,0.001644,0.002858,0.0031,0.002232,0.624798,0.099162,0.023922,0.0349,0.035943,0.035548,0.077173,0.244189,0.075931,0.075038,0.13268,0.190976,0.415071,0.377443,0.379118,0.507634,0.064267,0.125632,0.176826,0.057865,0.297294,0.366827,0.214345,0.310577,0.137263,0.090715,0.445285,0.374311,0.8554,0.635947,0.12937,0.028006,0.001615,0.321138,0.40834,0.696931,0.811819,0.003027,0.001197,0.001012,0.035839,0.077905,0.346549,0.077662,1
200,0.000176,0.015824,0.057792,0.096406,0.123748,0.15337,0.185599,0.198034,0.10382,0.230229,0.332953,0.331969,0.371354,0.422046,0.454151,0.470813,0.509226,0.534979,0.545446,0.568628,0.521873,0.469863,0.228552,0.333859,0.446871,0.511686,0.490808,0.442823,0.466452,0.0104,0.108774,0.274244,0.514146,0.539855,0.500235,0.484959,0.0,0.029679,0.314658,0.548477,0.520185,0.494409,0.49631,0.141271,0.267568,0.546073,0.554325,0.513285,0.530227,0.528382,0.008346,0.007245,0.005559,0.003852,0.007436,0.012831,0.015022,0.041694,0.467533,0.537242,0.402091,0.339786,0.348362,0.331879,0.103454,0.054266,0.074156,0.046527,0.067978,0.108987,0.222641,0.529023,0.38186,0.092507,0.049341,0.041807,0.09133,0.028518,0.046748,0.138226,0.113334,0.039635,0.029671,0.050269,0.001538,0.046718,0.057167,0.669788,0.036042,0.058883,0.004463,0.002236,0.401406,0.736897,0.172458,0.003192,0.030422,0.004995,0.002626,1
201,0.128288,0.228194,0.265756,0.323526,0.287473,0.293109,0.285639,0.277576,0.250034,0.170804,0.130524,0.210693,0.25047,0.240562,0.231627,0.298958,0.283078,0.294887,0.302782,0.301821,0.289307,0.277923,0.44885,0.446681,0.416309,0.401414,0.377181,0.363269,0.352981,0.686628,0.671542,0.706723,0.662071,0.612475,0.557826,0.489019,0.728115,0.698873,0.693069,0.738884,0.763095,0.781871,0.731884,0.617888,0.641517,0.683989,0.739019,0.756095,0.762167,0.729446,0.082067,0.078977,0.076917,0.103236,0.09914,0.102595,0.094564,0.18684,0.191339,0.291291,0.095212,0.002938,0.003026,0.002333,0.008074,0.008821,0.01282,0.008626,0.004081,0.005429,0.005212,0.12742,0.115482,0.107649,0.034147,0.020723,0.019771,0.013967,0.032243,0.060617,0.141836,0.18543,0.228643,0.190891,0.065692,0.024546,0.037628,0.080344,0.033772,0.039387,0.020087,0.058213,0.109418,0.145332,0.106671,0.02078,0.004343,0.007733,0.056203,1
202,0.00373,0.20471,0.254138,0.279768,0.294552,0.303576,0.291868,0.260601,0.296509,0.425792,0.476908,0.43381,0.385735,0.375593,0.347793,0.574846,0.673141,0.709932,0.704979,0.615383,0.50993,0.374732,0.56704,0.624474,0.601606,0.632861,0.632045,0.493413,0.32356,0.659566,0.629317,0.632179,0.684212,0.633107,0.403415,0.303129,0.682882,0.67105,0.665806,0.680265,0.680455,0.677089,0.51626,0.727679,0.714607,0.703279,0.693259,0.705683,0.73355,0.76617,0.01699,0.008809,0.007138,0.006111,0.006689,0.00687,0.013248,0.013151,0.416896,0.446441,0.242934,0.014464,0.0072,0.011894,0.426736,0.22202,0.21448,0.109463,0.137583,0.116263,0.052437,0.21974,0.090182,0.090249,0.047143,0.124543,0.293548,0.456248,0.004841,0.003234,0.006646,0.023025,0.242573,0.050654,0.04866,0.0046,0.005844,0.009149,0.003403,0.012243,0.182067,0.30683,0.003675,0.005227,0.003287,0.002844,0.027689,0.031817,0.032996,1
203,0.022834,0.266215,0.283716,0.295804,0.301899,0.339081,0.483528,0.579665,0.349336,0.438831,0.448448,0.368357,0.458166,0.552044,0.550892,0.399166,0.531636,0.528874,0.420905,0.528359,0.578178,0.538334,0.475655,0.534208,0.547113,0.41821,0.494498,0.579129,0.531613,0.503232,0.529992,0.522052,0.419787,0.469203,0.507806,0.504048,0.615003,0.632358,0.635702,0.531502,0.609713,0.696927,0.675613,0.689938,0.748211,0.683787,0.541521,0.640443,0.755793,0.761093,0.017709,0.004656,0.006653,0.004888,0.108128,0.198035,0.026582,0.01642,0.097508,0.124901,0.014034,0.173637,0.049528,0.025149,0.075791,0.106343,0.095674,0.004045,0.127446,0.053313,0.014493,0.030024,0.050693,0.131056,0.001241,0.088594,0.069833,0.012247,0.023274,0.029729,0.062453,0.019818,0.113573,0.126601,0.032416,0.146197,0.130279,0.174049,0.252852,0.166353,0.190195,0.148491,0.02137,0.024951,0.17152,0.094463,0.133115,0.056809,0.079125,0
204,0.003334,0.034241,0.023651,0.019749,0.019816,0.014616,0.001599,0.0,0.187589,0.189692,0.189904,0.191738,0.195719,0.190765,0.176988,0.379104,0.311851,0.31231,0.314915,0.324018,0.309648,0.277498,0.500626,0.337236,0.279824,0.259561,0.218454,0.190788,0.168456,0.518351,0.490506,0.41188,0.26683,0.175926,0.139616,0.097524,0.483651,0.466955,0.459183,0.434503,0.385635,0.272555,0.16377,0.458792,0.480307,0.466698,0.457159,0.45679,0.467604,0.420894,0.022828,0.023913,0.023523,0.025182,0.033938,0.035443,0.03538,0.030078,0.031883,0.033166,0.034172,0.040394,0.037943,0.039609,0.318266,0.0096,0.007997,0.007873,0.016222,0.014748,0.003969,0.118993,0.223191,0.084795,0.106837,0.137142,0.198071,0.319753,0.006489,0.005257,0.070409,0.102765,0.09321,0.154929,0.169725,0.004189,0.005161,0.004613,0.012684,0.04957,0.226625,0.145477,0.030296,0.008197,0.013421,0.019928,0.009423,0.009417,0.040171,1
205,0.065301,0.078469,0.046598,0.063708,0.054717,0.04312,0.024557,0.0,0.372886,0.420189,0.436751,0.327172,0.241524,0.1424,0.088511,0.653874,0.593364,0.355531,0.10949,0.066492,0.041577,0.0,0.763833,0.713858,0.672314,0.462147,0.146269,0.082439,0.021236,0.746176,0.758678,0.733662,0.699298,0.552346,0.255211,0.100264,0.753847,0.700819,0.796363,0.750168,0.816492,0.704833,0.380714,0.672661,0.729882,0.718935,0.7153,0.732253,0.802659,0.688227,0.023454,0.039586,0.043637,0.034971,0.014797,0.017441,0.028533,0.301815,0.238601,0.233249,0.340153,0.262914,0.112829,0.089813,0.157309,0.22732,0.989537,0.064869,0.036969,0.015739,0.022395,0.05759,0.112241,0.168693,0.723162,0.058947,0.015314,0.012893,0.047483,0.086579,0.261963,0.355266,0.900996,0.314882,0.06697,0.016893,0.154513,0.109046,0.102003,0.039152,0.364792,0.31389,0.331683,0.33798,0.364,0.183058,0.099018,0.031159,0.16975,1
206,0.012115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060141,0.112095,0.062399,0.06628,0.086565,0.071905,0.064748,0.100968,0.11176,0.107421,0.197318,0.0,0.0,0.0,0.262849,0.494163,0.494968,0.517892,0.068908,0.292494,0.521571,0.54151,0.549774,0.596898,0.649993,0.530696,0.493894,0.551977,0.577295,0.582707,0.581432,0.570339,0.544295,0.543288,0.583412,0.600141,0.595914,0.603138,0.583345,0.025606,0.035061,0.038563,0.053154,0.115822,0.13737,1.0,0.01003,0.010795,0.030533,0.098047,0.17205,0.175007,0.172478,0.014161,0.014153,0.014677,0.137238,0.127333,0.133149,0.605042,0.262799,0.307444,0.486616,0.810181,0.164378,0.108539,0.066052,0.624584,0.675504,0.073226,0.012623,0.016197,0.033616,0.062465,0.002193,0.138021,0.025486,0.023735,0.023134,0.03384,0.051507,0.029836,0.04622,0.034206,0.038178,0.037997,0.046138,0.043221,1
207,0.001092,0.316917,0.316548,0.318539,0.336464,0.351248,0.341799,0.320216,0.350644,0.344359,0.352579,0.366579,0.368369,0.371947,0.360709,0.39694,0.394905,0.387379,0.396303,0.396806,0.395621,0.377617,0.430075,0.431931,0.429001,0.442376,0.45424,0.453133,0.457864,0.620136,0.608684,0.570552,0.552368,0.62992,0.579218,0.607108,0.671475,0.673488,0.662015,0.670994,0.690497,0.639258,0.606213,0.686225,0.698593,0.689233,0.696737,0.721428,0.730274,0.737475,0.002368,0.001856,0.003392,0.001942,0.002341,0.002175,0.001673,0.003407,0.004361,0.00428,0.001294,0.001059,0.003178,0.003579,0.002847,0.003009,0.002254,0.002236,0.00203,0.003942,0.002108,0.014053,0.019843,0.022553,0.022501,0.042229,0.025245,0.05776,0.096677,0.12073,0.113657,0.104865,0.202091,0.070947,0.087309,0.008638,0.012521,0.006277,0.003337,0.009865,0.085506,0.150894,0.006936,0.006309,0.004361,0.010942,0.020734,0.022157,0.015487,1
208,0.005796,0.0,0.0,0.0,0.0,0.003031,0.0,0.050221,0.0,0.0,0.006508,0.162305,0.27175,0.341754,0.355117,0.0,0.0,0.009718,0.17247,0.292606,0.381799,0.404377,0.236234,0.474123,0.625526,0.789385,0.727858,0.644547,0.605934,0.529466,0.480017,0.492239,0.523707,0.503668,0.597535,0.883778,0.545167,0.464081,0.530819,0.502136,0.500011,0.403684,0.404869,0.467772,0.492787,0.495549,0.491591,0.489701,0.475085,0.409532,0.01121,0.017169,0.011787,0.012942,0.011354,0.01255,0.227841,0.004912,0.003416,0.028021,0.308278,0.359601,0.333305,0.196869,0.304622,0.365253,0.2814,0.321748,0.871297,1.0,0.208802,0.710518,1.0,1.0,1.0,1.0,0.886827,1.0,0.282874,0.237233,0.115405,0.437612,0.013462,0.8596,1.0,0.140931,0.089509,0.169723,0.000568,0.000135,0.231695,0.203005,0.019948,0.001659,0.001756,0.003578,0.003405,0.005792,0.130762,1
209,0.011449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221372,0.18797,0.137715,0.127706,0.057468,0.087314,0.126197,0.647019,0.647656,0.673264,0.660527,0.537686,0.456667,0.4218,0.728652,0.716922,0.679527,0.402051,0.252046,0.230173,0.193997,0.51182,0.433463,0.523718,0.428207,0.323425,0.268351,0.227523,0.660315,0.586643,0.447844,0.568472,0.465602,0.411746,0.352322,0.668724,0.734121,0.721887,0.661825,0.57025,0.537518,0.483002,0.017254,0.019358,0.017316,0.016887,0.014443,0.018201,0.016746,1.0,0.835313,0.503208,0.463825,0.070796,0.272553,0.733391,0.047832,0.142707,0.093642,0.071383,0.344597,0.356142,0.313138,0.005089,0.003829,0.017544,0.088912,0.027721,0.042356,0.008635,0.725092,0.774819,0.787779,0.134326,0.017143,0.015375,0.012965,1.0,1.0,0.812705,0.080087,0.032015,0.03375,0.030755,0.044421,0.044432,0.023006,0.012477,0.010136,0.012652,0.027512,1
210,3.5e-05,0.25369,0.300244,0.355911,0.402543,0.60562,0.522757,0.503959,0.391304,0.462113,0.468722,0.470757,0.488124,0.520934,0.615014,0.563898,0.476941,0.49915,0.528695,0.494588,0.513184,0.516148,0.544809,0.496925,0.529388,0.482533,0.489354,0.541969,0.53716,0.604379,0.519715,0.471697,0.459877,0.465971,0.493156,0.489734,0.648361,0.557781,0.488247,0.452608,0.468286,0.46587,0.470791,0.647399,0.594986,0.501219,0.463175,0.474526,0.473609,0.473106,0.015445,0.054618,0.237107,0.410037,0.665216,0.600891,0.651523,0.188311,0.09327,0.136049,0.105306,0.129451,0.097794,0.49321,0.087313,0.05176,0.056555,0.089226,0.039937,0.102181,0.066349,0.060105,0.058781,0.502906,0.049538,0.004721,0.154584,0.117682,0.106684,0.037948,0.002485,0.00145,0.001964,0.02341,0.043218,0.314964,0.135465,0.126935,0.001461,0.001592,0.001729,0.001512,0.320959,0.204056,0.13355,0.00148,0.000912,0.001078,0.00116,1
211,0.203294,0.047001,0.055981,0.063339,0.064166,0.068684,0.075438,0.083445,0.262905,0.15157,0.14807,0.116199,0.117854,0.129361,0.13795,0.636496,0.615808,0.58236,0.546878,0.505904,0.466843,0.378299,0.55787,0.529701,0.428968,0.361804,0.313227,0.28366,0.235966,0.573616,0.55115,0.564837,0.569333,0.554795,0.549942,0.390376,0.575763,0.577518,0.524076,0.517624,0.512849,0.524915,0.503154,0.568483,0.567823,0.545827,0.552436,0.530976,0.555265,0.549472,0.009721,0.007495,0.004892,0.005155,0.004315,0.007743,0.008591,0.930644,0.291728,0.122282,0.001462,0.002532,0.004245,0.004061,0.07262,0.063027,0.13972,0.50196,0.31051,0.429298,0.43356,0.070232,0.273403,0.182906,0.175478,0.130875,0.177678,0.147475,0.125992,0.065375,0.090151,0.160126,0.096415,0.165612,0.572635,0.081103,0.131099,0.179845,0.166978,0.174778,0.072856,0.167145,0.162387,0.038155,0.032478,0.038847,0.083548,0.073687,0.040955,1
212,0.03839,0.05399,0.23128,0.500682,0.292975,0.330459,0.299998,0.512603,0.10193,0.101885,0.500593,0.214394,0.493771,0.077776,0.323537,0.245829,0.195361,0.220366,0.188126,0.320429,0.321424,0.45622,0.351583,0.377941,0.390454,0.382045,0.36829,0.448403,0.526928,0.385344,0.398618,0.408906,0.415325,0.411836,0.439368,0.605934,0.206544,0.226706,0.252874,0.268932,0.262402,0.314323,0.596987,0.275318,0.289106,0.356985,0.439971,0.510143,0.562019,0.675322,0.072002,0.522965,0.407668,0.577876,1.0,1.0,0.081591,0.018125,0.154579,0.80992,0.535629,0.645271,0.319656,0.642962,0.113078,0.083359,0.189431,0.170907,0.267636,0.412075,0.574234,0.022739,0.013323,0.056034,0.045958,0.065129,0.27358,0.625248,0.033202,0.024803,0.02043,0.017228,0.026518,0.102826,0.43858,0.109284,0.073487,0.061564,0.068658,0.063757,0.169037,0.326755,0.007457,0.026958,0.082522,0.210679,0.158561,0.137293,0.061807,1
213,0.000246,0.283492,0.331645,0.350868,0.358338,0.34928,0.3264,0.286646,0.181651,0.261116,0.345847,0.336811,0.347949,0.257951,0.254999,0.210794,0.253534,0.279701,0.285326,0.286265,0.264873,0.217246,0.281446,0.334809,0.299047,0.330336,0.377784,0.333948,0.288692,0.285852,0.337169,0.436706,0.347804,0.363292,0.295972,0.273461,0.399792,0.409398,0.399255,0.39533,0.369107,0.363717,0.34701,0.401973,0.448996,0.45225,0.465949,0.467514,0.467402,0.450002,0.146242,0.127176,0.130671,0.104284,0.133848,0.176327,0.176387,0.03114,0.04222,0.079947,0.164048,0.181805,0.051401,0.109381,0.018225,0.015362,0.015542,0.029673,0.027817,0.0282,0.011017,0.021593,0.071651,0.035225,0.026537,0.039764,0.049999,0.015445,0.037066,0.053445,0.115631,0.045927,0.037661,0.022998,0.010156,0.08228,0.050963,0.098353,0.054656,0.031511,0.043547,0.064559,0.019408,0.010103,0.019432,0.004509,0.00186,0.001913,0.00405,1
214,0.000663,0.178509,0.209362,0.228842,0.315531,0.342302,0.334485,0.202999,0.186684,0.202395,0.199946,0.258521,0.308083,0.277632,0.249665,0.243637,0.21785,0.242765,0.263744,0.263889,0.261988,0.238158,0.538413,0.559134,0.487576,0.383711,0.309872,0.299953,0.279724,0.655562,0.568192,0.528829,0.550367,0.583948,0.519279,0.433295,0.591899,0.596551,0.599783,0.633801,0.653192,0.668143,0.653862,0.673622,0.681741,0.684939,0.684749,0.682188,0.67625,0.661847,0.087152,0.080111,0.128669,0.148879,0.139735,0.094607,0.114432,0.059866,0.079014,0.100461,0.073966,0.062871,0.046518,0.031417,0.077271,0.057673,0.024641,0.044888,0.04798,0.026211,0.010569,0.129535,0.10962,0.255368,0.187275,0.022721,0.05283,0.015438,0.037669,0.1181,0.082968,0.084866,0.089703,0.143001,0.107503,0.092156,0.134455,0.171765,0.123333,0.046582,0.004765,0.01299,0.001931,0.001728,0.001662,0.001853,0.001663,0.00202,0.001741,1
215,0.000258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029232,0.030585,0.025295,0.019424,0.028572,0.019816,0.018194,0.012368,0.009326,0.006128,0.0,0.014504,0.0,0.0,0.060029,0.131475,0.102691,0.415381,0.437835,0.064323,0.064502,0.168322,0.456745,0.586509,0.608796,0.424685,0.205806,0.229625,0.503444,0.558307,0.594628,0.59399,0.563205,0.54709,0.57451,0.00218,0.002368,0.002906,0.002401,0.003988,0.00362,0.00269,0.004201,0.005003,0.003619,0.002618,0.004265,0.00478,0.006271,0.002259,0.001547,0.001827,0.00183,0.00152,0.001031,0.001125,0.037237,0.037176,0.035545,0.033485,0.067663,0.029605,0.026164,0.031917,0.286597,0.254625,0.90644,0.55228,0.026474,0.021591,0.006797,0.330767,0.075351,0.027326,0.545141,0.132551,0.244277,0.274801,0.098085,0.009206,0.008532,0.050772,0.05773,0.002809,1
216,0.001148,0.055589,0.055298,0.070194,0.080292,0.198202,0.123748,0.086766,0.103663,0.098944,0.141685,0.220534,0.110038,0.108729,0.114321,0.124698,0.121019,0.114924,0.343554,0.131698,0.146124,0.27364,0.162171,0.168434,0.173868,0.677022,0.739734,0.525105,0.488907,0.368067,0.240327,0.233416,0.482879,0.763688,0.736536,0.644055,0.411567,0.334832,0.238459,0.331432,0.69951,0.693706,0.525709,0.564479,0.508074,0.427603,0.540045,0.604636,0.553364,0.532407,0.005684,0.006016,0.028474,0.051517,0.202488,0.106046,0.008055,0.00335,0.003571,0.189958,0.644509,0.002343,0.002371,0.003346,0.005532,0.0084,0.007609,1.0,0.076812,0.073126,0.306225,0.007191,0.013251,0.027949,0.653517,0.410977,1.0,0.442023,0.438089,0.042963,0.016813,1.0,0.018266,0.01726,0.065306,0.261347,0.117229,0.04598,0.424562,0.014719,0.007256,0.127935,0.3651,0.232688,0.052073,0.044636,0.061172,0.027099,0.022541,1
217,0.009738,0.088209,0.114701,0.008823,0.0,0.0,0.0,0.0,0.088545,0.13966,0.083468,0.0,0.0,0.0,0.0,0.083669,0.161154,0.247283,0.08387,0.127684,0.172269,0.36101,0.11526,0.191134,0.299651,0.383286,0.583635,0.54047,0.534029,0.318964,0.447788,0.57555,0.577653,0.578883,0.586017,0.482924,0.269581,0.339674,0.436997,0.515018,0.533895,0.516998,0.496142,0.335548,0.332103,0.363907,0.471943,0.53839,0.539631,0.534789,0.005584,0.011866,0.009282,0.003204,0.008024,0.003852,0.012725,0.009759,0.024833,0.067156,0.01898,0.010465,0.006564,0.049767,0.038163,0.048451,0.023437,0.061382,0.408716,0.554329,0.426598,0.042121,0.070342,0.141089,0.48763,0.119472,0.109033,0.104746,0.152429,0.253862,0.113521,0.141447,0.129682,0.087423,0.14876,0.020045,0.05169,0.049217,0.023864,0.049565,0.013228,0.029274,0.009094,0.004825,0.010771,0.023573,0.013778,0.015093,0.009947,0
218,0.002039,0.052916,0.024982,0.0,0.0,0.0,0.0,0.0,0.171184,0.156054,0.127382,0.0,0.0,0.0,0.0,0.379853,0.355251,0.297314,0.18939,0.116199,0.075293,0.047538,0.447922,0.596193,0.608338,0.553453,0.37169,0.298332,0.25605,0.415526,0.432982,0.393228,0.377807,0.329117,0.312657,0.306719,0.67436,0.720992,0.710089,0.704252,0.671553,0.663043,0.664732,0.696077,0.687567,0.675277,0.668724,0.662093,0.659197,0.674103,0.0054,0.008061,0.009774,0.005155,0.019433,0.015602,0.022628,0.324791,0.339398,0.373848,0.01126,0.013791,0.011529,0.015229,0.096505,0.146385,0.401912,0.283847,0.071797,0.049321,0.047613,0.28611,0.700416,0.732133,0.697296,0.189371,0.034066,0.029121,0.099915,0.163368,0.048535,0.178239,0.116332,0.101143,0.139564,0.088475,0.156638,0.116353,0.130252,0.092125,0.01865,0.021606,0.005135,0.006298,0.005772,0.005168,0.004129,0.007944,0.011392,1
219,0.001563,0.428889,0.437958,0.427704,0.441895,0.438372,0.462303,0.553856,0.497394,0.502572,0.50189,0.496869,0.488862,0.479066,0.496086,0.431338,0.457383,0.449007,0.43835,0.43618,0.4809,0.495013,0.357533,0.389851,0.403952,0.40828,0.412194,0.460637,0.434056,0.419541,0.418199,0.439468,0.461263,0.466128,0.488336,0.458244,0.358819,0.403739,0.487844,0.526223,0.53432,0.534018,0.532307,0.491166,0.521202,0.532765,0.542774,0.543255,0.533,0.541633,0.027376,0.018857,0.036222,0.009767,0.002875,0.025527,0.075456,0.002094,0.000886,0.001313,0.001634,0.005249,0.02308,0.031745,0.092564,0.051427,0.045886,0.026896,0.004508,0.0494,0.004398,0.006313,0.002787,0.001856,0.001348,0.000373,0.020419,0.016899,0.019248,0.008289,0.01159,0.022777,0.040992,0.027684,0.048314,0.003917,0.023062,0.017322,0.019482,0.004841,0.005513,0.01402,0.026752,0.003458,0.001793,0.002041,0.004246,0.002603,0.005365,0
220,0.003287,0.163099,0.163457,0.151481,0.155987,0.199488,0.299908,0.176988,0.26532,0.257112,0.251644,0.238817,0.333803,0.535717,0.321066,0.383286,0.385657,0.388665,0.383353,0.377237,0.431059,0.551429,0.454979,0.453603,0.461218,0.463164,0.570775,0.595623,0.665314,0.410348,0.410516,0.436158,0.553263,0.647846,0.632962,0.559056,0.312847,0.324264,0.357946,0.378243,0.488638,0.55352,0.520039,0.326948,0.336006,0.370628,0.409107,0.431573,0.500302,0.481079,0.014687,0.01729,0.010235,0.010094,0.178229,0.763447,0.044496,0.003075,0.007175,0.01312,0.009403,0.315979,0.448145,0.144855,0.022042,0.018617,0.018121,0.024444,0.024698,0.187335,0.206411,0.003905,0.004392,0.003908,0.004664,0.262543,0.183345,0.161664,0.054405,0.045827,0.077461,0.194903,0.120476,0.078545,0.019847,0.003215,0.007371,0.00724,0.010216,0.03214,0.035847,0.013744,0.006351,0.00771,0.007823,0.004828,0.013541,0.013001,0.029589,1
221,0.00093,0.373848,0.290045,0.231694,0.174405,0.170323,0.257571,0.303051,0.369163,0.315184,0.34446,0.259248,0.198056,0.349716,0.391248,0.30891,0.315307,0.250302,0.170089,0.169507,0.447475,0.51655,0.425904,0.335402,0.176038,0.184839,0.39769,0.47267,0.476639,0.177905,0.16197,0.149658,0.327809,0.402174,0.42738,0.420133,0.284543,0.274032,0.23241,0.255703,0.284241,0.313171,0.317432,0.279679,0.284074,0.255513,0.27695,0.299852,0.311963,0.323414,0.056655,0.045147,0.089861,0.085269,0.179058,0.308372,0.473354,0.015113,0.020767,0.022694,0.121274,0.203101,0.18669,0.286513,0.067968,0.047371,0.059637,0.191239,0.277455,0.256748,0.02,0.053576,0.141936,0.07123,0.260598,0.353373,0.114809,0.070896,0.085026,0.082797,0.049379,0.397943,0.129946,0.076562,0.037628,0.002294,0.008344,0.024709,0.018961,0.017764,0.022175,0.025397,0.025419,0.025398,0.023105,0.015275,0.007989,0.00653,0.006191,1
