,Unnamed: 0,Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,target
803,803,1,1,37,1,2,308,2,0,2,1,5,2,5,5,2,2,3,1,5,5,0,3.0,0
804,804,0,1,33,1,1,731,2,1,1,4,3,1,2,3,4,4,4,5,4,3,0,0.0,0
805,805,1,0,58,1,0,229,4,5,5,5,4,4,1,4,4,4,4,1,4,4,63,75.0,1
806,806,1,0,26,0,2,908,3,4,3,4,2,3,2,2,2,3,5,1,1,2,0,0.0,0
807,807,0,0,49,1,1,2537,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0.0,1
808,808,1,0,22,1,2,304,5,1,1,1,5,5,5,5,5,5,4,2,1,5,0,0.0,1
809,809,0,0,50,1,1,189,0,5,0,1,5,5,4,3,3,3,3,4,3,5,56,61.0,1
810,810,0,1,22,1,1,447,0,1,0,2,2,0,2,2,3,2,4,3,4,2,0,0.0,1
811,811,1,0,41,1,2,373,5,2,2,2,5,5,5,5,2,5,4,3,2,5,0,0.0,1
812,812,1,0,11,0,1,1020,2,2,2,3,2,2,1,2,1,1,4,3,4,2,2,0.0,0
813,813,1,0,59,1,2,1562,5,1,1,1,1,4,1,5,5,5,5,1,5,4,35,27.0,1
814,814,1,0,41,1,1,2139,3,3,3,3,2,5,5,4,4,5,4,5,4,4,19,23.0,1
815,815,1,0,56,0,2,409,3,5,5,5,4,5,4,4,4,5,4,5,4,5,36,38.0,0
816,816,1,0,31,1,1,2918,4,4,4,4,5,4,5,5,5,2,5,3,5,5,12,6.0,1
817,817,0,0,27,1,1,3657,3,3,4,3,5,5,5,5,4,3,4,4,5,5,31,33.0,1
818,818,1,1,56,1,1,179,4,4,4,4,4,4,4,4,3,4,4,3,5,4,0,0.0,0
819,819,1,0,38,1,1,2318,1,0,0,3,5,3,3,2,2,0,1,4,2,3,0,0.0,0
820,820,0,0,56,0,2,220,3,3,3,1,2,3,2,2,1,3,5,3,3,2,29,22.0,0
821,821,1,0,56,1,1,431,3,4,4,4,4,2,3,3,3,3,3,4,3,2,0,5.0,0
822,822,0,1,25,1,2,495,4,5,4,4,3,4,3,3,3,3,3,4,3,3,0,0.0,0
823,823,1,0,47,1,1,528,2,2,2,2,5,5,4,4,4,4,4,4,4,4,0,0.0,1
824,824,0,0,72,1,0,1204,2,4,4,4,2,2,2,2,2,1,3,1,3,2,55,34.0,0
825,825,0,0,43,1,1,1371,4,4,4,4,3,4,4,3,3,4,3,5,3,5,4,3.0,1
826,826,0,0,27,0,2,391,2,5,2,5,1,2,1,1,3,4,5,4,5,1,1,0.0,0
827,827,0,0,39,1,1,1724,0,3,0,1,1,2,3,4,4,4,4,3,4,4,0,0.0,1
828,828,1,0,11,0,2,2378,2,4,2,1,3,2,3,3,4,2,4,5,1,3,0,0.0,0
829,829,0,1,21,1,2,187,3,4,3,4,4,3,4,4,3,4,5,5,4,4,71,66.0,0
830,830,0,0,43,1,0,1190,5,1,1,1,5,5,5,5,5,2,3,4,3,5,118,100.0,1
831,831,1,0,47,1,1,3391,1,1,1,1,4,4,4,5,5,5,5,2,5,1,0,14.0,1
832,832,0,0,40,0,2,733,1,2,1,3,3,1,3,3,4,5,3,4,2,3,0,0.0,0
833,833,1,0,52,1,1,458,3,3,3,3,4,2,3,4,4,4,4,4,4,1,3,12.0,1
834,834,0,1,38,1,1,271,1,1,1,3,5,1,5,5,4,4,3,3,4,5,0,0.0,0
835,835,0,0,66,1,1,2243,0,0,0,4,2,5,5,4,4,4,4,3,4,4,0,0.0,1
836,836,1,0,44,1,1,1788,3,3,3,3,3,3,4,5,5,5,5,5,5,5,0,0.0,1
837,837,1,0,42,0,2,468,2,4,2,1,1,2,5,1,1,2,1,2,1,3,0,0.0,0
838,838,0,1,39,1,1,689,1,1,1,3,3,1,3,3,3,5,4,3,5,3,1,0.0,0
839,839,1,0,55,1,1,1849,3,3,3,3,5,4,5,3,3,3,3,4,3,5,0,0.0,1
840,840,1,0,8,0,0,794,2,4,2,4,5,2,5,5,4,2,4,4,5,5,11,7.0,0
841,841,1,0,50,1,1,3455,0,5,0,4,2,5,5,4,4,4,4,3,4,3,0,0.0,1
842,842,1,0,58,1,1,1958,1,1,1,1,2,1,1,5,5,5,5,4,5,5,13,18.0,1
843,843,1,0,41,1,1,502,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,0.0,1
844,844,1,0,18,0,2,447,2,3,2,3,3,2,3,3,4,5,3,1,3,3,0,0.0,0
845,845,0,0,30,0,2,163,3,5,3,5,5,3,5,5,2,1,2,5,2,5,0,2.0,0
846,846,1,0,19,0,2,601,2,4,2,2,1,2,1,1,3,2,4,3,4,1,46,39.0,0
847,847,0,1,25,1,1,403,2,5,2,5,4,2,4,4,3,2,4,5,5,4,20,1.0,0
848,848,0,0,58,0,2,631,3,1,2,2,1,2,1,1,1,1,3,4,2,1,0,0.0,0
849,849,0,0,23,1,1,1448,1,1,1,1,3,4,3,3,3,2,5,4,5,3,0,0.0,1
850,850,1,0,49,0,2,1013,3,3,3,3,5,2,2,4,4,3,4,3,4,4,31,22.0,0
851,851,1,0,18,0,2,581,3,5,3,3,2,3,2,2,5,3,4,3,5,2,56,56.0,0
852,852,1,0,26,0,2,403,3,4,2,3,2,2,2,2,3,5,4,5,5,2,53,36.0,0
853,853,1,0,50,1,2,421,4,4,4,4,2,3,4,4,4,4,4,4,4,1,27,20.0,1
854,854,1,0,32,1,1,3066,4,4,4,4,5,5,5,5,5,4,5,3,4,5,0,0.0,1
855,855,1,0,70,1,2,315,5,5,5,5,1,5,4,5,5,5,5,4,5,5,0,0.0,1
856,856,0,0,14,0,2,377,3,5,3,2,1,3,1,1,4,5,4,5,4,1,0,0.0,0
857,857,0,0,56,1,1,1886,1,1,1,1,4,5,4,5,5,5,5,4,5,5,0,0.0,1
858,858,1,0,70,1,1,1810,3,5,5,5,5,4,3,5,5,4,3,4,5,3,0,12.0,0
859,859,0,0,22,0,2,253,3,5,0,2,2,0,2,2,5,3,5,4,2,2,113,103.0,0
860,860,1,0,37,1,2,320,5,5,5,5,5,5,5,5,1,2,4,1,3,5,0,0.0,1
861,861,1,0,24,1,1,1013,3,3,3,3,3,3,3,3,1,1,2,2,2,3,25,13.0,1
862,862,1,0,33,0,2,2602,1,4,1,4,1,3,3,4,4,5,4,3,5,3,1,13.0,0
863,863,1,0,37,0,2,761,2,5,2,3,3,2,4,3,4,5,4,4,5,3,2,0.0,0
864,864,0,0,70,0,2,2173,1,5,1,3,4,1,4,4,4,5,4,5,4,4,30,55.0,0
865,865,0,1,36,1,2,292,1,0,1,4,1,1,1,1,1,5,4,1,3,1,5,1.0,0
866,866,0,0,32,0,2,612,1,5,1,4,4,1,4,4,5,2,5,2,4,4,67,93.0,0
867,867,1,0,8,0,2,594,3,1,4,2,3,4,4,3,3,1,3,4,3,3,37,46.0,0
868,868,0,0,26,1,2,1085,4,5,2,5,4,3,3,4,3,5,4,1,3,4,94,86.0,0
869,869,1,0,51,1,1,3993,1,1,1,1,4,5,4,4,4,4,4,3,4,4,8,0.0,1
870,870,0,0,47,1,0,449,1,1,1,1,1,1,1,1,1,2,3,4,3,1,0,0.0,0
871,871,1,0,36,0,2,226,2,5,2,4,2,2,2,2,3,3,4,4,4,2,0,0.0,0
872,872,0,0,25,1,1,1947,3,4,5,5,3,2,3,3,3,3,4,4,4,3,0,0.0,0
873,873,0,0,51,1,1,2248,1,1,1,1,3,4,5,5,5,5,5,5,5,5,1,8.0,1
874,874,1,0,49,0,2,1023,1,4,1,4,1,2,2,2,2,1,2,3,2,3,0,0.0,0
875,875,0,0,44,1,1,783,1,1,1,1,5,5,5,2,2,2,2,5,2,3,3,4.0,1
876,876,0,0,31,1,1,1076,5,5,5,5,4,4,4,4,2,2,5,5,4,4,13,44.0,1
877,877,0,0,27,1,1,3534,5,5,5,5,4,4,4,4,4,4,5,5,5,4,0,0.0,1
878,878,1,1,27,1,2,589,2,0,2,2,3,2,3,3,4,2,2,3,5,3,0,0.0,0
879,879,0,0,52,1,1,3885,2,2,2,2,2,5,5,5,5,5,5,5,5,4,0,0.0,1
880,880,0,0,55,1,2,667,1,1,1,1,1,1,1,1,4,1,3,4,3,1,25,27.0,0
881,881,1,0,64,0,2,277,2,2,2,2,5,3,3,1,1,2,1,3,1,1,8,1.0,0
882,882,1,0,8,0,2,354,3,2,3,4,3,3,3,3,2,4,4,1,3,3,0,0.0,0
883,883,1,0,37,1,1,145,3,5,5,5,4,3,4,3,3,3,3,4,3,1,0,0.0,0
884,884,0,0,44,0,2,547,3,5,3,3,1,3,1,1,1,4,1,2,2,1,28,31.0,0
885,885,0,0,41,0,2,1182,3,5,3,4,2,3,2,2,5,3,5,5,4,2,0,0.0,0
886,886,1,0,37,0,2,679,2,4,2,3,3,2,3,3,4,3,5,4,4,3,10,20.0,0
887,887,1,0,59,0,2,1471,1,5,1,1,2,4,4,3,3,1,3,4,3,3,0,44.0,0
888,888,1,0,43,0,2,372,4,0,4,3,4,4,4,4,4,4,4,3,4,4,0,0.0,0
889,889,1,1,25,1,1,1318,5,1,5,1,4,5,4,4,4,2,3,3,4,4,8,0.0,1
890,890,1,0,54,1,1,737,4,4,4,4,3,5,4,5,5,5,5,5,5,3,0,3.0,1
891,891,0,0,58,0,2,589,4,1,4,4,4,4,4,4,1,3,4,2,4,4,29,17.0,0
892,892,0,0,46,1,2,954,2,2,2,2,2,2,2,2,5,4,2,2,4,2,0,0.0,1
893,893,1,0,39,1,2,399,4,2,2,2,4,4,4,4,4,3,1,5,2,4,0,0.0,1
894,894,1,0,58,1,1,2475,2,2,3,2,4,5,5,4,4,4,4,4,4,5,0,0.0,1
895,895,0,0,10,1,2,868,2,4,4,4,2,3,2,3,1,4,3,2,2,2,315,307.0,0
896,896,1,0,16,1,1,3494,3,1,1,1,3,3,3,3,1,2,3,2,4,3,0,0.0,0
897,897,0,0,43,1,1,488,4,4,4,4,5,1,1,4,4,4,4,3,4,4,0,0.0,1
898,898,1,0,63,0,2,487,2,5,2,3,3,4,5,3,3,2,3,4,3,5,0,0.0,0
899,899,1,0,25,0,2,588,1,3,1,1,4,1,4,4,1,2,1,3,5,4,0,0.0,0
900,900,0,0,47,1,1,393,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0,0.0,1
901,901,1,0,23,1,1,190,1,1,1,1,2,1,2,4,2,3,3,2,1,2,158,156.0,0
902,902,1,0,58,1,0,862,4,2,2,2,4,3,3,4,4,4,4,1,4,2,0,3.0,0
903,903,1,0,49,0,0,332,3,5,3,2,5,4,5,4,4,3,4,3,4,4,0,0.0,0
904,904,1,0,49,1,1,3465,1,1,1,1,1,4,3,1,1,1,1,3,1,4,0,0.0,0
905,905,1,0,16,0,2,337,2,4,3,2,3,3,1,3,4,5,2,5,5,3,2,0.0,0
906,906,0,1,40,1,2,639,1,3,1,1,4,1,4,4,2,4,1,2,1,4,0,0.0,0
907,907,0,0,58,1,2,950,5,4,4,4,5,5,5,5,3,2,4,3,4,5,0,25.0,1
908,908,0,0,27,0,2,689,3,2,3,4,3,3,3,3,4,2,4,2,4,3,0,0.0,0
909,909,1,1,29,1,1,589,4,4,4,3,4,4,4,4,4,5,3,1,4,4,6,2.0,0
910,910,0,0,43,1,1,125,2,2,2,2,5,2,2,5,5,5,5,5,5,5,0,0.0,1
911,911,0,0,58,1,1,2415,2,2,2,2,4,4,5,4,4,4,4,3,4,3,19,19.0,1
912,912,0,0,46,1,2,451,5,5,5,5,5,5,5,5,5,1,1,3,2,5,88,74.0,1
913,913,1,0,38,1,1,1947,5,5,5,5,3,5,5,5,5,5,5,3,5,5,0,0.0,1
914,914,1,0,15,0,2,2153,1,4,1,1,3,1,1,3,5,2,4,4,5,3,38,2.0,0
915,915,1,0,49,1,2,612,5,1,1,1,3,2,1,5,5,5,5,3,5,2,0,7.0,1
916,916,0,0,49,1,1,163,2,1,5,1,4,2,3,3,3,3,2,1,3,4,0,0.0,0
917,917,1,0,42,0,2,587,4,4,3,3,4,4,5,3,3,3,3,4,3,3,1,0.0,0
918,918,1,0,63,1,0,1947,1,5,5,5,3,1,3,1,1,1,1,3,1,1,0,0.0,0
919,919,1,0,33,0,2,546,3,4,4,4,5,4,5,5,1,5,3,1,5,5,80,76.0,0
920,920,1,0,55,1,2,1438,2,3,3,3,1,4,3,2,2,2,2,4,2,3,65,91.0,0
921,921,0,0,29,0,2,1192,1,5,1,2,3,1,3,3,4,3,4,5,5,3,0,0.0,0
922,922,1,0,25,0,2,594,3,3,3,3,4,3,1,4,4,1,2,1,2,4,0,9.0,0
923,923,0,0,45,1,2,170,4,5,5,5,4,4,4,4,3,1,3,3,4,4,0,0.0,1
924,924,0,0,70,0,2,679,0,2,0,3,1,0,1,1,3,1,2,3,2,1,0,0.0,1
925,925,1,1,25,1,1,978,5,5,5,1,4,5,4,4,4,5,5,4,4,4,0,0.0,1
926,926,1,0,67,0,2,143,3,1,3,4,2,3,3,2,2,3,2,3,2,2,64,109.0,0
927,927,0,0,45,1,1,2337,1,1,1,1,4,4,5,4,4,4,4,3,4,3,1,10.0,1
928,928,1,0,39,1,1,2358,2,2,2,2,5,5,4,2,2,2,2,5,2,4,1,4.0,1
929,929,0,0,41,1,1,602,2,4,4,4,2,3,3,2,2,2,2,1,2,3,0,0.0,0
930,930,1,0,56,1,1,189,0,5,0,4,5,4,4,5,5,5,5,5,5,4,111,109.0,1
931,931,0,0,11,0,2,301,2,2,2,4,1,2,1,1,1,3,3,4,3,1,2,0.0,0
932,932,0,0,19,1,1,528,4,5,5,5,4,4,4,4,3,4,4,2,3,4,0,0.0,0
933,933,1,1,22,1,2,214,4,3,3,1,5,3,5,5,5,5,5,4,5,5,2,0.0,1
934,934,1,1,27,1,2,163,3,3,3,2,2,3,2,2,5,1,1,2,3,2,0,0.0,0
935,935,1,0,29,0,2,1024,5,5,5,1,4,5,4,4,3,2,4,3,5,4,26,22.0,1
936,936,1,0,34,0,2,280,2,5,2,3,3,2,3,3,4,2,5,5,4,3,0,0.0,0
937,937,0,0,21,0,2,605,2,4,2,4,1,2,1,1,3,4,4,5,4,1,32,33.0,0
938,938,1,0,51,1,2,833,1,2,2,2,3,3,3,1,1,1,1,3,1,4,0,0.0,0
939,939,1,0,52,1,1,3895,4,4,4,4,4,4,4,4,4,4,4,4,4,3,24,5.0,1
940,940,0,1,34,1,1,304,1,0,0,1,2,0,2,2,5,5,4,5,4,2,74,77.0,0
941,941,0,0,40,1,1,429,3,1,2,1,5,4,3,3,3,3,3,4,3,2,25,25.0,0
942,942,1,0,33,1,0,874,2,1,1,1,2,2,2,2,2,1,3,3,4,2,0,9.0,0
943,943,0,0,26,1,1,3434,0,4,0,5,1,1,1,1,4,2,4,4,2,1,0,0.0,1
944,944,1,0,56,0,2,1972,4,2,4,3,5,3,3,3,3,4,3,3,3,2,0,0.0,0
945,945,1,0,28,0,2,1085,2,5,2,3,4,2,3,4,4,4,5,3,5,4,17,51.0,0
946,946,0,0,53,0,2,214,2,2,2,3,4,2,4,4,3,4,2,4,2,4,0,0.0,0
947,947,0,0,56,0,2,378,3,4,3,4,1,3,1,1,3,3,4,3,4,1,34,33.0,0
948,948,0,0,23,0,2,130,1,4,1,3,5,1,3,5,2,4,3,4,3,5,0,9.0,0
949,949,0,0,27,1,2,680,2,5,5,5,2,3,2,2,3,2,4,2,3,2,0,0.0,0
950,950,0,0,38,1,2,308,2,1,3,1,2,2,2,2,2,3,2,3,2,2,0,15.0,0
951,951,1,0,23,0,2,1749,2,1,2,4,1,2,1,1,3,4,3,1,4,1,8,0.0,0
952,952,0,0,41,0,2,337,2,5,5,3,3,5,3,3,3,3,4,3,5,3,66,65.0,0
953,953,0,0,31,1,1,2342,1,1,1,1,4,4,4,4,3,2,4,3,4,4,8,11.0,1
954,954,1,0,42,1,1,1346,5,5,5,5,5,4,5,5,5,5,5,5,5,3,2,0.0,1
955,955,1,0,52,0,2,316,3,5,3,2,4,3,1,4,4,3,4,5,4,2,112,101.0,0
956,956,1,0,16,1,2,1056,5,3,3,3,5,4,5,5,5,3,5,2,5,5,0,0.0,1
957,957,0,1,29,1,1,224,3,3,3,4,3,3,3,3,5,3,5,2,2,3,0,3.0,0
958,958,1,0,35,1,1,1834,5,5,5,5,5,4,4,5,5,5,5,5,5,5,10,0.0,1
959,959,0,0,29,0,2,488,1,5,1,3,2,1,2,2,4,4,4,3,5,2,0,0.0,0
960,960,0,1,21,1,2,534,3,5,3,3,3,3,3,3,3,2,4,3,4,3,26,34.0,0
961,961,0,0,38,1,1,1642,1,3,3,3,1,1,1,4,4,2,2,1,2,1,156,155.0,0
962,962,1,0,48,0,2,337,4,4,4,4,2,5,5,5,5,4,5,5,5,4,4,0.0,0
963,963,0,0,61,0,2,333,2,4,2,2,5,2,5,5,3,3,4,4,4,5,4,1.0,0
964,964,1,0,52,1,0,257,5,2,5,2,3,3,4,5,5,5,5,4,5,2,0,0.0,1
965,965,0,0,52,0,2,733,3,5,3,3,1,3,1,1,4,4,3,4,4,1,13,2.0,0
966,966,0,0,33,0,0,262,3,1,3,3,3,3,3,3,4,2,3,1,3,3,4,16.0,0
967,967,0,0,39,1,2,420,4,2,2,2,4,4,4,4,2,4,4,4,4,4,9,2.0,0
968,968,1,1,26,1,2,895,1,2,2,3,2,2,4,2,2,5,5,2,5,2,0,0.0,0
969,969,0,0,58,1,1,158,2,2,2,2,2,4,4,1,1,1,2,3,1,2,0,0.0,0
970,970,0,1,24,1,2,177,5,0,4,5,1,4,1,1,1,1,3,5,5,1,0,0.0,1
971,971,0,0,45,1,1,2176,4,4,4,4,3,5,4,5,5,5,5,3,5,4,0,0.0,1
972,972,1,0,28,0,2,1416,1,5,1,1,3,1,3,3,4,2,3,5,4,3,1,0.0,0
973,973,0,0,30,1,1,390,4,4,4,4,5,5,5,5,5,2,5,4,5,5,10,11.0,1
974,974,0,0,34,0,0,153,1,3,1,3,3,1,3,3,2,3,4,3,3,3,0,0.0,0
975,975,0,0,49,1,1,2538,4,4,4,4,2,1,3,3,3,5,3,2,3,5,0,4.0,1
976,976,1,0,58,1,1,2342,5,5,5,5,5,3,4,5,5,5,5,4,5,3,0,0.0,1
977,977,0,0,41,1,1,2285,4,4,4,4,1,4,3,5,5,5,5,3,5,1,0,1.0,1
978,978,1,0,58,1,1,3944,0,0,0,4,4,4,5,1,1,1,1,3,1,4,0,0.0,1
979,979,1,1,21,1,1,185,0,5,0,5,3,0,3,3,5,4,4,4,5,3,0,0.0,1
980,980,1,0,27,0,1,1426,3,4,3,2,1,3,1,1,2,3,3,3,2,1,12,21.0,0
981,981,1,0,49,1,2,302,5,4,4,4,1,5,4,5,5,5,5,1,5,4,30,19.0,1
982,982,0,0,13,0,1,861,2,1,2,4,2,2,2,2,3,1,4,2,3,2,0,7.0,0
983,983,1,0,27,1,1,347,3,3,3,3,4,4,4,4,3,5,4,3,4,4,43,38.0,1
984,984,0,0,28,1,1,1680,4,4,4,4,5,5,5,5,4,1,5,5,4,5,0,14.0,1
985,985,0,0,17,0,1,160,1,5,1,4,1,1,2,1,3,4,4,3,4,1,0,0.0,0
986,986,1,1,54,1,2,1209,2,2,2,3,4,2,4,4,4,4,3,3,3,4,0,2.0,0
987,987,0,0,59,1,0,590,3,3,3,3,3,3,3,3,2,4,2,2,2,3,0,0.0,0
988,988,1,1,24,1,0,391,3,5,3,2,3,3,3,3,5,2,5,2,5,3,0,0.0,0
989,989,0,0,27,1,1,2072,2,2,2,2,4,4,4,4,2,3,4,1,5,4,6,13.0,1
990,990,1,0,29,1,0,737,4,2,2,2,4,4,4,4,3,2,1,4,2,4,0,0.0,1
991,991,0,0,40,1,1,258,2,2,2,2,5,4,4,4,4,4,4,5,4,3,62,60.0,1
992,992,1,0,26,0,2,1073,2,2,2,4,3,2,3,3,3,2,4,4,3,3,16,0.0,0
993,993,0,0,60,1,1,1587,3,3,3,3,4,5,5,4,4,4,4,4,4,4,0,0.0,1
994,994,1,0,26,1,1,4243,2,2,2,2,4,4,4,3,5,4,4,4,5,4,26,0.0,1
995,995,0,0,28,1,1,1091,2,2,2,2,4,4,4,4,5,2,2,2,5,4,0,0.0,1
996,996,0,0,53,0,2,2075,1,5,2,4,5,2,1,5,5,3,4,3,5,5,45,19.0,0
997,997,0,0,48,0,2,284,2,5,3,4,5,3,5,5,3,3,2,1,2,5,0,0.0,0
998,998,1,0,46,1,0,448,2,3,3,3,2,5,4,1,1,2,1,5,1,5,0,0.0,1
999,999,1,0,50,1,1,1744,5,5,5,5,5,3,5,5,5,4,5,4,5,4,0,0.0,1
1000,1000,0,1,27,1,1,1089,2,2,2,1,1,2,1,1,4,5,4,5,4,1,0,7.0,0
1001,1001,1,0,55,0,2,419,2,4,3,3,3,1,4,1,1,3,2,3,1,4,0,0.0,0
1002,1002,0,0,28,1,1,1942,4,4,3,4,5,5,5,5,1,2,5,5,4,5,0,0.0,1
1003,1003,1,1,56,0,2,589,1,5,1,3,3,1,4,3,4,1,1,5,4,3,7,12.0,0
1004,1004,1,0,51,1,1,2246,5,5,5,5,4,5,5,3,3,4,3,3,3,5,41,32.0,1
1005,1005,1,0,42,1,1,1086,4,4,5,4,5,4,4,4,4,4,4,4,4,4,0,0.0,1
1006,1006,0,1,21,1,2,594,1,5,1,2,3,1,3,3,4,4,4,4,4,3,0,0.0,0
1007,1007,1,1,62,1,0,316,4,4,4,4,4,4,4,4,2,1,4,2,3,4,0,0.0,0
1008,1008,1,0,42,1,2,899,3,5,5,5,3,1,3,3,3,3,3,5,3,5,0,0.0,1
1009,1009,0,0,8,0,2,2106,2,2,2,4,3,2,3,3,2,5,4,1,3,3,7,32.0,0
1010,1010,1,0,35,0,2,954,4,0,4,3,2,4,2,2,5,3,4,2,1,2,23,32.0,0
1011,1011,1,0,37,1,1,258,2,2,2,2,5,3,1,4,4,4,4,2,4,1,0,0.0,1
1012,1012,0,0,69,0,1,337,3,2,3,3,5,2,3,1,1,3,1,2,1,3,14,0.0,0
1013,1013,0,1,34,1,2,936,1,1,1,2,1,1,1,1,1,4,4,5,1,1,0,0.0,0
1014,1014,0,0,7,0,1,2521,4,2,4,3,4,1,1,4,3,3,3,1,4,1,0,0.0,0
1015,1015,1,0,20,0,2,255,3,5,3,4,5,3,5,5,5,2,5,4,4,5,0,0.0,0
1016,1016,1,0,30,1,1,630,2,2,2,2,2,2,2,2,5,4,5,5,5,2,0,13.0,1
1017,1017,1,0,57,1,2,837,2,1,1,1,2,3,4,2,2,2,2,4,2,3,7,1.0,0
1018,1018,1,1,12,1,2,1269,3,3,3,4,4,3,4,4,4,4,4,1,4,4,18,19.0,0
1019,1019,0,0,57,1,1,229,3,3,3,3,2,3,2,4,4,4,4,5,4,2,0,0.0,1
1020,1020,0,0,22,1,2,323,4,1,1,1,4,4,5,4,2,3,1,4,4,4,28,45.0,1
1021,1021,0,0,29,1,1,588,3,3,3,3,5,5,5,5,5,5,4,3,4,5,0,0.0,1
1022,1022,0,0,43,1,1,980,5,5,5,5,2,4,4,5,5,5,5,3,5,3,4,0.0,1
1023,1023,0,1,24,1,1,1138,4,4,4,4,5,4,4,5,3,2,4,4,5,5,0,0.0,1
1024,1024,1,0,52,1,2,594,4,4,4,4,3,2,4,4,4,4,4,4,4,5,2,0.0,1
1025,1025,1,0,52,1,1,1927,1,1,1,1,3,3,4,4,4,4,4,3,4,4,3,0.0,1
1026,1026,0,0,60,1,2,224,3,5,5,5,3,3,3,3,3,3,3,1,4,3,0,0.0,0
1027,1027,0,0,45,1,1,1968,5,5,5,5,4,5,4,3,3,3,3,5,3,3,0,0.0,1
1028,1028,0,0,41,1,2,317,4,5,5,5,5,4,5,5,2,4,3,1,1,5,0,0.0,1
1029,1029,0,0,23,0,2,1460,2,4,2,4,1,2,1,1,4,2,4,4,4,1,0,17.0,0
1030,1030,1,1,23,1,2,196,5,0,5,1,5,1,3,5,2,4,4,3,4,3,154,154.0,1
1031,1031,1,0,42,0,2,135,4,0,4,4,5,4,5,2,2,4,2,3,2,3,0,0.0,0
1032,1032,0,0,35,0,2,395,1,4,1,1,4,1,2,4,5,4,5,3,5,4,23,33.0,0
1033,1033,0,0,37,0,0,819,2,3,2,2,4,2,4,4,2,1,3,1,3,4,6,7.0,0
1034,1034,1,0,25,1,1,2582,4,4,4,4,4,4,4,4,4,3,1,1,2,4,0,0.0,1
1035,1035,0,0,57,1,1,651,1,4,5,4,4,1,2,1,1,1,1,3,1,2,0,0.0,0
1036,1036,0,0,51,0,2,302,4,5,4,1,5,4,5,5,3,4,4,5,4,5,37,29.0,0
1037,1037,1,0,16,0,2,447,3,5,3,2,3,3,3,3,4,2,5,4,4,3,19,15.0,0
1038,1038,0,0,46,0,0,289,3,4,3,3,3,3,3,3,5,4,4,4,4,3,0,0.0,0
1039,1039,1,0,9,0,1,253,2,5,2,4,3,2,1,3,3,2,3,1,5,3,0,0.0,0
1040,1040,1,1,34,1,2,833,2,2,2,4,2,2,2,2,3,1,3,2,3,2,46,41.0,0
1041,1041,1,1,37,1,2,399,1,3,1,4,2,1,2,2,2,4,3,2,3,2,0,0.0,0
1042,1042,1,0,54,0,2,315,1,5,1,2,3,4,5,2,2,1,2,4,2,3,0,0.0,0
1043,1043,1,0,49,0,0,427,4,4,5,1,2,4,5,3,3,5,3,5,3,3,0,0.0,0
1044,1044,0,1,39,1,1,689,1,1,1,3,1,1,1,1,3,2,5,4,4,1,4,3.0,0
1045,1045,1,0,70,0,0,413,2,4,1,4,2,3,4,1,1,1,3,2,1,3,20,20.0,0
1046,1046,1,0,41,1,1,2097,2,2,2,2,2,4,4,4,4,4,4,4,4,4,55,43.0,1
1047,1047,1,0,17,1,2,594,5,5,5,5,5,5,3,5,4,1,1,3,5,5,0,5.0,1
1048,1048,0,1,21,1,2,101,1,2,1,4,1,1,1,1,2,5,4,4,3,1,0,0.0,0
1049,1049,1,0,53,1,1,302,2,1,1,1,5,4,4,2,2,2,2,1,2,2,2,0.0,0
1050,1050,1,0,39,1,1,1930,2,2,2,2,2,5,5,4,4,3,4,4,4,3,0,0.0,1
1051,1051,0,0,55,1,1,2153,2,1,1,1,4,2,3,2,2,2,2,2,2,3,44,43.0,0
1052,1052,1,0,80,1,2,1064,4,3,4,4,4,5,2,4,4,4,4,4,4,5,0,0.0,1
1053,1053,1,0,46,1,1,1235,5,5,5,5,3,4,5,3,3,3,3,5,3,4,0,0.0,1
1054,1054,1,0,18,0,2,236,4,4,4,4,2,4,2,2,1,5,4,3,4,2,14,2.0,0
1055,1055,0,1,25,1,2,569,3,2,3,2,3,3,3,3,4,1,3,4,3,3,0,0.0,0
1056,1056,1,0,34,1,1,3169,2,3,3,3,3,3,3,2,2,2,2,4,2,4,1,0.0,0
1057,1057,1,0,15,0,1,1189,1,5,2,1,3,2,2,3,4,5,5,5,4,3,7,0.0,0
1058,1058,1,0,69,0,2,419,1,4,1,3,1,1,4,4,2,3,4,4,4,4,150,147.0,0
1059,1059,1,0,47,1,1,414,1,1,1,1,5,5,4,4,4,4,4,5,4,4,3,2.0,1
1060,1060,0,0,69,0,2,700,3,5,3,2,5,3,5,5,4,4,2,5,1,5,0,0.0,0
1061,1061,0,0,57,1,1,3902,1,1,1,1,5,5,5,5,5,5,5,4,5,3,55,53.0,1
1062,1062,0,0,59,1,1,2511,1,1,1,1,5,4,5,4,4,5,4,4,4,4,0,1.0,1
1063,1063,0,1,18,1,2,163,3,5,3,3,5,3,5,5,3,2,2,3,3,5,0,1.0,0
