,top-left-square,top-middle-square,top-right-square,middle-left-square,middle-middle-square,middle-right-square,bottom-left-square,bottom-middle-square,bottom-right-square,target
630,0,0,1,0,0,2,1,2,0,1
631,0,0,1,0,0,0,1,1,2,1
632,0,0,1,0,0,0,1,2,1,1
633,0,0,1,0,0,0,2,1,0,1
634,0,0,1,0,0,1,1,1,0,1
635,0,0,1,0,0,1,1,0,1,1
636,0,0,1,0,0,1,1,2,2,1
637,0,0,1,0,1,2,1,0,0,1
638,0,0,1,0,1,0,1,1,0,1
639,0,0,1,0,1,0,2,2,0,1
640,0,0,1,1,2,0,0,2,0,1
641,0,0,1,1,0,2,1,1,2,1
642,0,0,1,1,0,2,1,2,1,1
643,0,0,1,1,0,0,0,1,2,1
644,0,0,1,1,0,0,0,2,1,1
645,0,0,1,1,0,0,2,1,1,1
646,0,0,1,1,0,1,1,1,1,1
647,0,0,1,1,1,0,0,1,0,1
648,0,0,1,2,2,2,1,0,0,1
649,0,0,1,2,2,0,0,0,0,1
650,0,0,1,2,2,0,2,2,0,1
651,0,0,1,2,0,2,1,1,0,1
652,0,0,1,2,0,2,1,0,1,1
653,0,0,1,2,0,2,1,2,2,1
654,0,0,1,2,0,0,0,1,0,1
655,0,0,1,2,0,0,1,1,1,1
656,0,0,1,2,0,1,1,1,2,1
657,0,0,1,2,0,1,1,2,1,1
658,0,0,1,2,1,0,0,2,0,1
659,0,0,1,2,1,0,2,1,0,1
660,0,0,2,0,2,0,1,0,0,1
661,0,0,2,0,0,2,1,0,0,1
662,0,0,2,0,1,1,1,0,0,1
663,0,0,2,1,2,2,1,0,0,1
664,0,0,2,1,0,0,0,1,0,1
665,0,0,2,1,0,0,0,0,1,1
666,0,0,2,1,0,0,0,2,2,1
667,0,0,2,1,0,0,1,1,1,1
668,0,0,2,1,0,0,2,1,2,1
669,0,0,2,1,0,0,2,2,1,1
670,0,0,2,2,2,1,1,0,0,1
671,0,0,2,2,1,2,1,0,0,1
672,0,1,0,0,2,1,1,0,0,1
673,0,1,0,0,0,2,1,0,2,1
674,0,1,0,0,0,2,2,0,0,1
675,0,1,0,0,0,0,2,0,1,1
676,0,1,0,0,0,1,1,0,1,1
677,0,1,0,0,0,1,2,0,2,1
678,0,1,0,0,1,2,1,0,0,1
679,0,1,0,1,0,2,0,0,2,1
680,0,1,0,1,0,0,0,1,2,1
681,0,1,0,1,0,0,0,2,1,1
682,0,1,0,1,0,0,2,1,1,1
683,0,1,0,1,0,1,0,0,1,1
684,0,1,0,2,2,2,1,0,0,1
685,0,1,0,2,0,2,0,0,0,1
686,0,1,0,2,0,2,2,0,2,1
687,0,1,0,2,0,0,0,0,1,1
688,0,1,0,2,0,1,0,0,2,1
689,0,1,0,2,0,1,2,0,1,1
690,0,1,1,0,2,0,2,1,0,1
691,0,1,1,0,0,2,1,1,2,1
692,0,1,1,0,0,2,1,2,1,1
693,0,1,1,0,0,2,2,0,1,1
694,0,1,1,0,0,1,1,1,1,1
695,0,1,1,2,2,0,0,1,0,1
696,0,1,1,2,0,2,0,0,1,1
697,0,1,1,2,0,2,1,1,1,1
698,0,1,2,0,0,2,1,0,1,1
699,0,1,2,0,0,2,2,0,2,1
700,0,1,2,0,0,1,2,0,1,1
701,0,1,2,1,0,2,0,0,1,1
702,0,1,2,2,0,2,0,0,2,1
703,0,1,2,2,0,2,2,0,1,1
704,0,1,2,2,0,1,0,0,1,1
705,0,2,0,0,2,0,1,0,0,1
706,0,2,0,0,0,2,1,0,0,1
707,0,2,0,0,1,1,1,0,0,1
708,0,2,0,1,2,2,1,0,0,1
709,0,2,0,1,0,0,0,1,0,1
710,0,2,0,1,0,0,0,0,1,1
711,0,2,0,1,0,0,0,2,2,1
712,0,2,0,1,0,0,1,1,1,1
713,0,2,0,1,0,0,2,1,2,1
714,0,2,0,1,0,0,2,2,1,1
715,0,2,0,2,2,1,1,0,0,1
716,0,2,0,2,1,2,1,0,0,1
717,0,2,1,0,2,0,1,1,0,1
718,0,2,1,0,2,0,2,2,0,1
719,0,2,1,0,0,2,1,1,0,1
720,0,2,1,0,0,2,1,0,1,1
721,0,2,1,0,0,2,1,2,2,1
722,0,2,1,0,0,0,1,1,1,1
723,0,2,1,0,0,1,1,1,2,1
724,0,2,1,0,0,1,1,2,1,1
725,0,2,1,0,1,0,2,1,0,1
726,0,2,1,1,2,0,0,1,0,1
727,0,2,1,1,0,2,1,1,1,1
728,0,2,1,2,2,0,0,2,0,1
729,0,2,1,2,2,0,2,1,0,1
730,0,2,1,2,0,2,1,1,2,1
731,0,2,1,2,0,2,1,2,1,1
732,0,2,1,2,0,1,1,1,1,1
733,0,2,1,2,1,0,0,1,0,1
734,0,2,2,0,2,1,1,0,0,1
735,0,2,2,0,1,2,1,0,0,1
736,0,2,2,1,0,0,0,1,2,1
737,0,2,2,1,0,0,0,2,1,1
738,0,2,2,1,0,0,2,1,1,1
739,0,2,2,2,2,2,1,0,0,1
740,1,0,0,0,2,1,1,0,0,1
741,1,0,0,0,0,2,1,2,0,1
742,1,0,0,0,0,2,2,0,0,1
743,1,0,0,0,0,0,0,2,0,1
744,1,0,0,0,0,0,2,1,0,1
745,1,0,0,0,0,1,0,0,0,1
746,1,0,0,0,0,1,1,1,0,1
747,1,0,0,0,0,1,2,2,0,1
748,1,0,0,0,1,2,1,0,0,1
749,1,0,0,1,2,2,1,0,2,1
750,1,0,0,1,2,2,1,2,0,1
751,1,0,0,1,2,0,1,2,1,1
752,1,0,0,1,2,1,1,0,1,1
753,1,0,0,1,2,1,1,2,2,1
754,1,0,0,1,0,2,0,2,0,1
755,1,0,0,1,0,2,1,1,2,1
756,1,0,0,1,0,2,2,1,0,1
757,1,0,0,1,0,0,0,1,2,1
758,1,0,0,1,0,0,0,2,1,1
759,1,0,0,1,0,0,2,1,1,1
760,1,0,0,1,0,1,0,1,0,1
761,1,0,0,1,0,1,1,1,1,1
762,1,0,0,1,1,2,1,1,0,1
763,1,0,0,1,1,2,1,2,2,1
764,1,0,0,1,1,0,1,1,1,1
765,1,0,0,1,1,1,1,1,2,1
766,1,0,0,1,1,1,1,2,1,1
767,1,0,0,2,2,2,1,0,0,1
768,1,0,0,2,0,2,0,0,0,1
769,1,0,0,2,0,2,1,1,0,1
770,1,0,0,2,0,2,2,2,0,1
771,1,0,0,2,0,0,0,1,0,1
772,1,0,0,2,0,1,0,2,0,1
773,1,0,0,2,0,1,2,1,0,1
774,1,0,1,0,2,0,0,2,0,1
775,1,0,1,0,0,2,0,2,0,1
776,1,0,1,0,0,2,1,1,2,1
777,1,0,1,0,0,2,1,2,1,1
778,1,0,1,0,0,2,2,1,0,1
779,1,0,1,0,0,1,0,1,0,1
780,1,0,1,0,0,1,1,1,1,1
781,1,0,1,0,1,0,0,1,0,1
782,1,0,1,1,2,2,1,2,1,1
783,1,0,1,1,1,2,1,1,1,1
784,1,0,1,2,0,2,0,1,0,1
785,1,0,1,2,0,2,1,1,1,1
786,1,0,2,0,0,2,0,0,0,1
787,1,0,2,0,0,2,1,1,0,1
788,1,0,2,0,0,2,2,2,0,1
789,1,0,2,0,0,0,0,1,0,1
790,1,0,2,0,0,1,0,2,0,1
791,1,0,2,0,0,1,2,1,0,1
792,1,0,2,1,2,2,1,0,1,1
793,1,0,2,1,2,2,1,2,2,1
794,1,0,2,1,2,1,1,2,1,1
795,1,0,2,1,0,2,0,1,0,1
796,1,0,2,1,0,2,1,1,1,1
797,1,0,2,1,1,2,1,1,2,1
798,1,0,2,1,1,2,1,2,1,1
799,1,0,2,1,1,1,1,1,1,1
800,1,0,2,2,0,2,0,2,0,1
801,1,0,2,2,0,2,2,1,0,1
802,1,0,2,2,0,1,0,1,0,1
803,1,1,0,0,0,2,0,0,2,1
804,1,1,0,0,0,2,0,2,0,1
805,1,1,0,0,0,2,2,1,0,1
806,1,1,0,0,0,1,0,1,0,1
807,1,1,0,0,0,1,0,0,1,1
808,1,1,0,1,2,2,1,1,2,1
809,1,1,0,1,2,1,1,1,1,1
810,1,1,0,2,0,2,0,1,0,1
811,1,1,1,0,2,0,0,1,2,1
812,1,1,1,0,2,0,0,2,1,1
813,1,1,1,0,2,0,2,1,1,1
814,1,1,1,0,2,1,0,1,0,1
815,1,1,1,0,2,1,0,0,1,1
816,1,1,1,0,2,1,0,2,2,1
817,1,1,1,0,2,1,1,1,1,1
818,1,1,1,0,2,1,2,1,2,1
819,1,1,1,0,2,1,2,2,1,1
820,1,1,1,0,0,2,0,1,2,1
821,1,1,1,0,0,2,0,2,1,1
822,1,1,1,0,0,2,2,1,1,1
823,1,1,1,0,1,2,0,1,0,1
824,1,1,1,0,1,2,0,0,1,1
825,1,1,1,0,1,2,0,2,2,1
826,1,1,1,0,1,2,1,1,1,1
827,1,1,1,0,1,2,2,1,2,1
828,1,1,1,0,1,2,2,2,1,1
829,1,1,1,0,1,1,0,1,2,1
830,1,1,1,0,1,1,0,2,1,1
831,1,1,1,0,1,1,2,1,1,1
832,1,1,1,1,2,2,0,1,2,1
833,1,1,1,1,2,2,0,2,1,1
834,1,1,1,1,2,2,2,1,1,1
835,1,1,1,2,2,2,0,1,0,1
836,1,1,1,2,2,2,0,0,1,1
837,1,1,1,2,2,2,0,2,2,1
838,1,1,1,2,2,2,1,1,1,1
839,1,1,1,2,2,2,2,1,2,1
840,1,1,1,2,2,2,2,2,1,1
841,1,1,1,2,2,1,0,1,2,1
842,1,1,1,2,2,1,0,2,1,1
843,1,1,1,2,2,1,2,1,1,1
844,1,1,1,2,1,2,0,1,2,1
845,1,1,1,2,1,2,0,2,1,1
846,1,1,1,2,1,2,2,1,1,1
847,1,1,2,0,0,2,0,1,0,1
848,1,1,2,0,0,2,0,0,1,1
849,1,1,2,1,2,2,1,1,1,1
850,1,2,0,0,0,2,0,0,0,1
851,1,2,0,0,0,2,1,1,0,1
852,1,2,0,0,0,2,2,2,0,1
853,1,2,0,0,0,0,0,1,0,1
854,1,2,0,0,0,1,0,2,0,1
855,1,2,0,0,0,1,2,1,0,1
856,1,2,0,1,2,2,1,1,0,1
857,1,2,0,1,2,2,1,2,2,1
858,1,2,0,1,2,0,1,1,1,1
859,1,2,0,1,2,1,1,1,2,1
860,1,2,0,1,2,1,1,2,1,1
861,1,2,0,1,0,2,0,1,0,1
862,1,2,0,1,1,2,1,1,2,1
863,1,2,0,1,1,1,1,1,1,1
864,1,2,0,2,0,2,0,2,0,1
865,1,2,0,2,0,2,2,1,0,1
866,1,2,0,2,0,1,0,1,0,1
867,1,2,1,0,2,0,0,1,0,1
868,1,2,1,0,0,2,0,1,0,1
869,1,2,1,0,0,2,1,1,1,1
870,1,2,1,1,2,2,1,1,1,1
871,1,2,2,0,0,2,0,2,0,1
872,1,2,2,0,0,2,2,1,0,1
873,1,2,2,0,0,1,0,1,0,1
874,1,2,2,1,2,2,1,1,2,1
875,1,2,2,1,2,2,1,2,1,1
876,1,2,2,1,2,1,1,1,1,1
877,1,2,2,1,1,2,1,1,1,1
878,1,2,2,2,0,2,0,1,0,1
879,2,0,0,0,2,0,1,0,0,1
880,2,0,0,0,0,2,1,0,0,1
881,2,0,0,0,1,1,1,0,0,1
882,2,0,0,1,2,2,1,0,0,1
883,2,0,0,1,0,0,0,1,0,1
884,2,0,0,1,0,0,0,0,1,1
885,2,0,0,1,0,0,0,2,2,1
886,2,0,0,1,0,0,1,1,1,1
887,2,0,0,1,0,0,2,1,2,1
888,2,0,0,1,0,0,2,2,1,1
889,2,0,0,2,2,1,1,0,0,1
890,2,0,0,2,1,2,1,0,0,1
891,2,0,1,0,2,0,0,0,0,1
892,2,0,1,0,2,0,2,2,0,1
893,2,0,1,0,0,2,1,1,0,1
894,2,0,1,0,0,2,1,0,1,1
895,2,0,1,0,0,2,1,2,2,1
896,2,0,1,0,0,0,0,1,0,1
897,2,0,1,0,0,0,1,1,1,1
898,2,0,1,0,0,1,1,1,2,1
899,2,0,1,0,0,1,1,2,1,1
900,2,0,1,0,1,0,0,2,0,1
901,2,0,1,0,1,0,2,1,0,1
902,2,0,1,1,0,2,1,1,1,1
903,2,0,1,2,2,0,0,2,0,1
904,2,0,1,2,0,2,1,1,2,1
905,2,0,1,2,0,2,1,2,1,1
906,2,0,1,2,0,1,1,1,1,1
907,2,0,1,2,1,0,0,1,0,1
908,2,0,2,0,2,1,1,0,0,1
909,2,0,2,0,1,2,1,0,0,1
910,2,0,2,1,0,0,0,1,2,1
911,2,0,2,1,0,0,0,2,1,1
912,2,0,2,1,0,0,2,1,1,1
913,2,0,2,2,2,2,1,0,0,1
914,2,1,0,0,0,2,0,0,0,1
915,2,1,0,0,0,2,2,0,2,1
916,2,1,0,0,0,0,0,0,1,1
917,2,1,0,0,0,1,0,0,2,1
918,2,1,0,0,0,1,2,0,1,1
919,2,1,0,2,0,2,0,0,2,1
920,2,1,0,2,0,1,0,0,1,1
921,2,1,1,0,2,0,0,1,0,1
922,2,1,1,0,0,2,0,0,1,1
923,2,1,1,0,0,2,1,1,1,1
924,2,1,2,0,0,2,0,0,2,1
925,2,1,2,0,0,2,2,0,1,1
926,2,1,2,0,0,1,0,0,1,1
927,2,1,2,2,0,2,0,0,1,1
928,2,2,0,0,2,1,1,0,0,1
929,2,2,0,0,1,2,1,0,0,1
930,2,2,0,1,0,0,0,1,2,1
931,2,2,0,1,0,0,0,2,1,1
932,2,2,0,1,0,0,2,1,1,1
933,2,2,0,2,2,2,1,0,0,1
934,2,2,1,0,2,0,0,2,0,1
935,2,2,1,0,2,0,2,1,0,1
936,2,2,1,0,0,2,1,1,2,1
937,2,2,1,0,0,2,1,2,1,1
938,2,2,1,0,0,1,1,1,1,1
939,2,2,1,0,1,0,0,1,0,1
940,2,2,1,2,2,0,0,1,0,1
941,2,2,1,2,0,2,1,1,1,1
942,0,0,1,1,2,2,0,0,0,1
943,0,0,1,1,0,2,0,1,0,1
944,0,0,1,1,0,2,0,0,1,1
945,0,1,0,0,2,0,1,1,0,1
946,0,1,0,0,0,2,1,1,0,1
947,0,1,0,0,0,0,1,1,1,1
948,0,1,0,1,2,2,1,1,0,1
949,0,1,0,1,0,2,0,1,0,1
950,0,1,1,1,2,2,0,1,0,1
951,1,0,0,0,2,0,1,0,1,1
952,1,0,0,0,0,0,0,0,1,1
953,1,0,0,0,0,0,1,1,1,1
954,1,0,1,0,2,0,0,0,1,1
955,1,0,1,0,0,2,0,0,1,1
956,1,0,1,1,2,2,0,0,1,1
957,1,1,0,0,2,0,1,1,1,1
