,id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,target
408,409,5007,124.7248074,51.90747401,0.90928407,5145,79.84428847,0.7947619048,291.523,0.7403580559,2.402829454,0
409,410,5658,133.0157281,55.34858972,0.9093162967,5827,84.87631792,0.746339533,312.248,0.7292450275,2.403236086,0
410,411,5454,130.6999931,54.37499282,0.9093513275,5624,83.33215752,0.5542682927,311.871,0.7046525242,2.403678351,0
411,412,5259,127.6522495,53.0920322,0.9094051163,5372,81.82888711,0.6531296572,297.14,0.7484982629,2.404357946,0
412,413,6212,140.3828578,58.3242352,0.9096089337,6405,88.93460548,0.6668813741,336.803,0.6881599737,2.406938681,0
413,414,4280,115.3967443,47.9325942,0.9096515674,4426,73.82049344,0.6257309942,274.231,0.715188526,2.407479634,0
414,415,4705,120.9747517,50.21689738,0.9097747427,4794,77.3989151,0.5726630964,278.623,0.7616151311,2.409044724,0
415,416,5813,134.4930235,55.81961637,0.9098044132,5904,86.03104947,0.528983529,311.005,0.7552234119,2.409422211,0
416,417,5270,128.1784256,53.1936825,0.9098227069,5379,81.9144212,0.5253189793,297.276,0.7493777287,2.40965505,0
417,418,6133,138.3324882,57.40293611,0.9098380503,6293,88.36729105,0.6278665029,320.388,0.7508105145,2.409850393,0
418,419,4879,123.9306004,51.41678314,0.9098744611,5012,78.81710309,0.665984166,291.224,0.7229135362,2.410314159,0
419,420,6207,139.2741572,57.78159612,0.9098776639,6323,88.89880682,0.7527285957,320.825,0.7578010515,2.410354967,0
420,421,6875,146.3717849,60.71394419,0.9099159504,7035,93.56025796,0.5618666231,340.726,0.7441697579,2.41084296,0
421,422,5463,130.9643735,54.28666365,0.9100425966,5629,83.40088508,0.5986849315,306.634,0.7301304278,2.412459428,0
422,423,7236,150.429964,62.34924866,0.910061336,7453,95.9852142,0.5532110092,367.844,0.6720182527,2.412698905,0
423,424,5104,126.4068098,52.38486049,0.9100880854,5210,80.61398536,0.7880191447,294.219,0.7409332757,2.413040879,0
424,425,5943,136.3800864,56.49175078,0.9101754853,6121,86.98771531,0.6015182186,321.893,0.7207630748,2.414159316,0
425,426,5006,125.3132385,51.87272624,0.9103021193,5170,79.8363148,0.7496256364,292.789,0.7338227921,2.415782774,0
426,427,5718,133.3679075,55.20183645,0.9103194246,5826,85.32516462,0.5938928126,307.776,0.7585505244,2.416004902,0
427,428,7365,152.1134913,62.94989207,0.9103518898,7657,96.83702415,0.8049180328,365.062,0.6944633927,2.416421796,0
428,429,5994,137.0297517,56.68285423,0.9104343327,6334,87.36016158,0.5236763935,348.74,0.6193313672,2.417481504,0
429,430,6334,141.1434891,58.36184935,0.9105072827,6511,89.80367073,0.7120053957,329.128,0.7347815817,2.418420435,0
430,431,6676,144.4331141,59.71033765,0.9105442193,6832,92.19624288,0.6105166895,336.166,0.7423669328,2.418896288,0
431,432,5753,134.1673184,55.46048507,0.9105640237,5951,85.5859048,0.7209273183,317.55,0.7169353652,2.41915155,0
432,433,5516,131.609712,54.4026735,0.9105660199,5664,83.80447082,0.8008130081,305.036,0.7449582377,2.419177285,0
433,434,6445,142.3807955,58.78110107,0.9108016122,6583,90.58713411,0.5947766704,328.178,0.7519931036,2.422220627,0
434,435,5642,132.723628,54.7883112,0.9108217032,5809,84.75622403,0.5438596491,322.853,0.6801947777,2.422480727,0
435,436,5170,127.1641483,52.48567756,0.9108490744,5277,81.13352233,0.752,294.451,0.7493321044,2.422835222,0
436,437,5296,129.1812458,53.3142954,0.9108628178,5506,82.11623852,0.5725405405,311.647,0.6852230115,2.42301328,0
437,438,5551,133.1994688,54.92936825,0.9110099879,5669,84.06992752,0.5250165516,311.51,0.7188480612,2.424922642,0
438,439,7453,153.583387,63.32285358,0.9110468913,7720,97.41383027,0.5440145985,366.62,0.6968008617,2.425402178,0
439,440,5983,136.8780111,56.43017494,0.9110634422,6094,87.27996446,0.8012588724,315.431,0.7556490163,2.425617344,0
440,441,5572,133.084582,54.86535794,0.9110665516,5775,84.22879996,0.7425373134,318.914,0.6884522161,2.425657774,0
441,442,4765,122.1619579,50.3440607,0.9111344841,4935,77.89086231,0.7389888337,286.264,0.730700321,2.426541607,0
442,443,6468,142.9495008,58.90687675,0.9111468886,6721,90.7486274,0.603358209,340.6,0.7006329986,2.426703106,0
443,444,5698,133.4361583,54.97468691,0.9111872688,5796,85.17581186,0.5519713262,305.628,0.766559782,2.427229072,0
444,445,4205,114.4543656,47.13968338,0.9112451271,4307,73.17084314,0.5478113601,267.246,0.7398666249,2.427983334,0
445,446,6542,144.267473,59.41414409,0.9112592188,6785,91.26627582,0.7624708625,338.258,0.7184958275,2.428167151,0
446,447,6328,141.3583591,58.21163627,0.9112734068,6474,89.76112655,0.54693172,331.893,0.7219051649,2.428352271,0
447,448,5743,134.5195056,55.31763147,0.9115343822,5890,85.51148873,0.6616359447,314.233,0.7308783492,2.43176546,0
448,449,5326,130.2207659,53.54299328,0.9115582632,5510,82.34849006,0.7528979361,305.582,0.7167298435,2.432078558,0
449,450,4662,121.9966621,50.15451213,0.911584027,4794,77.04442068,0.6121323529,282.244,0.7354153601,2.432416486,0
450,451,5964,137.1638147,56.36935775,0.9116516789,6089,87.14126832,0.631913541,316.144,0.7498555514,2.43330455,0
451,452,4933,125.003672,51.36408785,0.911680136,5037,79.25207047,0.5505580357,290.047,0.736858714,2.433678416,0
452,453,5642,133.4399856,54.82410069,0.9117020002,5769,84.75622403,0.6319444444,309.718,0.7391116599,2.433965791,0
453,454,7313,151.6017657,62.26812033,0.9117548614,7583,96.49456353,0.5527171038,390.125,0.6038066254,2.434661025,0
454,455,6416,142.5335656,58.50998343,0.9118607408,6559,90.38310085,0.5588363383,331.296,0.7345846257,2.436055477,0
455,456,6290,141.4124755,58.04315267,0.9118818253,6444,89.49121039,0.7112166441,329.747,0.7269403962,2.43633347,0
456,457,3940,112.1203439,46.01282025,0.9119111038,4048,70.82770508,0.5037718962,264.418,0.7081480341,2.436719665,0
457,458,5490,131.6302887,53.97675659,0.9120570445,5623,83.6067288,0.5329062318,312.898,0.704655156,2.438647615,0
458,459,6745,147.0057745,60.26176523,0.912117939,6977,92.67146664,0.5286050157,343.706,0.7174928719,2.439453507,0
459,460,4831,123.4969179,50.62414147,0.9121204429,4941,78.42844025,0.6883727558,286.116,0.7415878603,2.439486662,0
460,461,5495,131.4621525,53.85539635,0.9122361957,5573,83.64479242,0.5399960692,302.958,0.7523375017,2.441020983,0
461,462,4177,115.0649959,47.12533466,0.9122858561,4260,72.92682345,0.5355128205,268.297,0.7291933613,2.441680186,0
462,463,5166,128.7618704,52.72642645,0.9123155535,5381,81.10212998,0.5989565217,302.11,0.7112693002,2.442074669,0
463,464,3602,107.780575,44.12313831,0.9123642769,3737,67.72155373,0.5550932347,255.912,0.6911499337,2.442722324,0
464,465,5730,134.5617589,55.08209826,0.912379958,5831,85.41465092,0.5321816662,309.111,0.7535907617,2.442930883,0
465,466,5931,136.6195076,55.92340017,0.9123833271,6055,86.89984891,0.5537815126,314.352,0.7542326566,2.442975699,0
466,467,6278,141.0651834,57.73350774,0.912414083,6426,89.40580441,0.525092004,333.722,0.7083721854,2.44338494,0
467,468,5000,125.9189141,51.5104279,0.9125002367,5117,79.78845608,0.6664001066,293.922,0.7273035043,2.44453248,0
468,469,5553,132.2525025,54.08801741,0.9125454175,5668,84.08507116,0.5598911071,302.542,0.7623706888,2.445134964,0
469,470,5905,136.8870215,55.97868866,0.9125609122,6108,86.70916625,0.5443399705,318.86,0.7298433957,2.445341696,0
470,471,5783,134.9710615,55.19301256,0.9125680899,5937,85.80876579,0.5949588477,316.683,0.7246254039,2.44543748,0
471,472,6095,139.5753817,57.06421701,0.9126053789,6250,88.0931043,0.5374779541,323.807,0.7304846729,2.445935282,0
472,473,6525,144.4487392,59.0196392,0.9127201152,6709,91.1476167,0.8091517857,338.191,0.7169127237,2.447469031,0
473,474,6392,142.4027871,58.145802,0.9128391831,6507,90.21389677,0.5144052793,331.417,0.7313025147,2.449063942,0
474,475,5521,132.3942597,54.05568063,0.9128508279,5678,83.84244466,0.5291355185,311.235,0.7162271037,2.449220104,0
475,476,3929,112.4289564,45.89775233,0.9128756107,4059,70.72876481,0.7531148169,261.858,0.7200459298,2.449552554,0
476,477,5844,135.8156503,55.44460968,0.9128771767,5971,86.26014085,0.6515050167,317.21,0.7298377642,2.449573567,0
477,478,4758,123.0018106,50.20161732,0.9129205922,4870,77.83362868,0.7358490566,287.727,0.7222259131,2.450156332,0
478,479,5085,126.6010653,51.66611058,0.9129364702,5213,80.46379984,0.5418797954,296.2,0.728334216,2.450369573,0
479,480,6789,146.7290182,59.85390462,0.9130170546,6927,92.97323953,0.6520361122,340.02,0.7379156934,2.451452735,0
480,481,4890,123.9603486,50.55859111,0.9130440344,5010,78.90590202,0.5361842105,289.5,0.7331985324,2.451815722,0
481,482,4823,123.4962215,50.35078641,0.9131109564,4942,78.3634757,0.6440972222,288.779,0.7267681887,2.452716836,0
482,483,5457,131.8083893,53.72745253,0.9131526087,5545,83.355073,0.5357879234,303.999,0.7420266577,2.453278224,0
483,484,4738,123.0033869,50.13791447,0.9131542849,4844,77.66987166,0.5031860663,284.343,0.7364102725,2.453300825,0
484,485,5825,136.0519648,55.44610788,0.9131890291,5949,86.1198023,0.5495283019,312.386,0.750106052,2.453769434,0
485,486,6073,138.5717146,56.46244162,0.9132230204,6361,87.93397384,0.5737906274,359.911,0.589145961,2.454228167,0
486,487,7281,152.0684401,61.93266284,0.9133085406,7443,96.2832131,0.7672286617,354.483,0.7281319199,2.455383527,0
487,488,5308,131.152746,53.38772664,0.9133990772,5513,82.20921787,0.6481074481,307.129,0.7071297789,2.456608555,0
488,489,5921,136.7764526,55.66036397,0.9134530846,6085,86.82655898,0.53380815,326.626,0.6974344896,2.457340248,0
489,490,6275,141.0341403,57.38530573,0.9134774021,6467,89.38444016,0.6302732021,332.61,0.7127758713,2.45766993,0
490,491,5602,133.6566273,54.36164284,0.9135501381,5816,84.45524217,0.5570249577,321.778,0.6798925345,2.458656883,0
491,492,4770,123.4300431,50.18648304,0.9136069047,4913,77.93171773,0.7050997783,288.273,0.7213072669,2.45942803,0
492,493,5816,136.5709394,55.50969084,0.9136716166,6004,86.05324626,0.6626409935,321.354,0.7077287556,2.460308053,0
493,494,6177,142.0806537,57.74622982,0.9136807021,6386,88.6837114,0.725,344.138,0.6554237953,2.460431687,0
494,495,5349,130.3923317,52.9861638,0.9137132755,5463,82.52610693,0.761965812,301.307,0.7403959239,2.46087511,0
495,496,4028,113.3307374,46.05036728,0.9137236958,4133,71.61430644,0.5517808219,263.151,0.7309527031,2.461017015,0
496,497,5261,129.8095836,52.73574362,0.913759914,5423,81.84444541,0.5916554206,298.992,0.7395355051,2.461510443,0
497,498,5657,133.9713999,54.38703038,0.913890843,5762,84.86881703,0.6907203907,307.377,0.7524078321,2.463296836,0
498,499,5619,134.6662091,54.66357193,0.9139090609,5761,84.58329032,0.5134320175,313.296,0.7193813855,2.463545729,0
499,500,6679,146.5902286,59.47327096,0.9140014056,6851,92.2169557,0.5879401408,342.99,0.7134415377,2.464808581,0
500,501,6616,145.3227386,58.95153668,0.9140243112,6762,91.78100472,0.5316191241,338.205,0.726850867,2.465122145,0
501,502,3780,110.526367,44.83370231,0.9140337824,3922,69.37467462,0.5641791045,260.098,0.7021463432,2.465251839,0
502,503,7419,153.7521765,62.36240967,0.9140491563,7629,97.19137916,0.633885851,364.293,0.7025117341,2.465462405,0
503,504,2947,98.25357731,39.84355839,0.9140872206,3096,61.25550537,0.5017024174,228.483,0.7093853494,2.465983995,0
504,505,5753,135.5966905,54.97388948,0.9141296155,5976,85.5859048,0.5368607689,324.599,0.686135489,2.466565342,0
505,506,4041,114.0357278,46.23159879,0.9141335078,4093,71.72977764,0.8865730584,261.799,0.740905379,2.466618737,0
506,507,5479,132.37029,53.66382538,0.9141363504,5569,83.52292778,0.8200868134,305.798,0.7362781003,2.466657736,0
507,508,6353,142.8945698,57.92866234,0.9141418698,6546,89.9382612,0.5577699737,330.66,0.7301723725,2.466733462,0
508,509,4649,122.2751429,49.56778539,0.9141486741,4797,76.9369264,0.5869949495,287.802,0.7053128479,2.46682683,0
509,510,4753,122.9356199,49.83165997,0.9141626297,4839,77.79272174,0.5388888889,282.175,0.7501370408,2.467018358,0
510,511,6827,147.4684448,59.76043555,0.9142093674,7075,93.23307553,0.5336929331,366.42,0.6389714093,2.467660141,0
511,512,5870,137.2760562,55.62069633,0.9142395666,5981,86.45181391,0.5385321101,318.513,0.7270991552,2.468075109,0
512,513,5590,135.2488748,54.76758028,0.914343584,5843,84.36473822,0.7301462905,314.076,0.7121183378,2.469506122,0
513,514,6137,140.5523231,56.88359072,0.9144430079,6291,88.39610334,0.7884121274,331.509,0.7017385587,2.470876422,0
514,515,5196,128.7727389,52.09173863,0.9145271243,5285,81.33727727,0.5779112446,294.312,0.7538120343,2.472037646,0
515,516,4728,123.1738361,49.81573088,0.9145670303,4807,77.58786353,0.5945674044,286.092,0.7258985089,2.472589158,0
516,517,4904,125.103985,50.5819799,0.9146178146,5027,79.01877452,0.6060306476,291.285,0.7263134456,2.47329158,0
517,518,5083,127.7561877,51.64838203,0.91463835,5253,80.44797453,0.5842528736,301.515,0.7026064437,2.473575796,0
518,519,5930,137.8066123,55.70828794,0.9146486448,6068,86.89252269,0.6129198966,316.748,0.7427399681,2.473718318,0
519,520,6116,141.01624,56.99509238,0.9146821353,6334,88.24473387,0.7532019704,332.336,0.6958611076,2.474182146,0
520,521,4671,121.7418321,49.19387965,0.9147220517,4772,77.11875202,0.7077272727,284.139,0.727039549,2.474735333,0
521,522,5586,134.3049082,54.26863314,0.9147279055,5726,84.33454866,0.5586,313.655,0.7135203522,2.474816491,0
522,523,5675,135.0512385,54.55678571,0.9147717858,5866,85.00373178,0.7562633262,313.96,0.7234809315,2.475425133,0
523,524,5902,137.5491499,55.56515763,0.9147740713,6047,86.68713741,0.8128356976,318.508,0.7310858514,2.475456846,0
524,525,5218,129.9608883,52.47350167,0.9148632666,5347,81.50928747,0.6470734127,303.606,0.7113662205,2.476695554,0
525,526,6160,140.931278,56.89267327,0.9148954389,6318,88.5615921,0.69174621,325.886,0.7288852619,2.477142836,0
526,527,6810,147.8781231,59.6911026,0.9149131879,7005,93.11692274,0.5491935484,344.075,0.7228542501,2.477389706,0
527,528,6400,143.2335151,57.80892777,0.914935905,6558,90.27033337,0.5246761764,336.418,0.7106101211,2.477705791,0
528,529,4006,113.6801266,45.87348801,0.9149658458,4107,71.41846831,0.6503246753,264.679,0.7185911078,2.478122583,0
529,530,7016,149.6529103,60.38906563,0.9149675143,7156,94.51480649,0.6864970646,346.611,0.7338626111,2.478145816,0
530,531,5252,130.3705312,52.60620119,0.9149739216,5401,81.77440974,0.5166748647,299.733,0.7346245884,2.478235041,0
531,532,5834,137.0238434,55.26944786,0.915042946,6000,86.18630694,0.5370029455,314.336,0.7419729013,2.479196893,0
532,533,6229,142.307252,57.3803994,0.9151053342,6386,89.05621328,0.5197763685,331.871,0.7107053537,2.480067296,0
533,534,6473,144.3218769,58.1692195,0.9151770836,6633,90.78369663,0.5306607641,339.214,0.7069162009,2.48106951,0
534,535,6052,138.9560689,56.00128239,0.9151936825,6222,87.78180748,0.527821385,335.062,0.6774206487,2.481301552,0
535,536,6505,144.2948729,58.1461796,0.9152141804,6619,91.00781966,0.7783893742,330.607,0.7478819909,2.481588194,0
536,537,5257,129.8935446,52.31921911,0.9152944596,5389,81.81332585,0.6538557214,298.925,0.7393045264,2.482711838,0
537,538,3530,106.3510544,42.8353821,0.9152996998,3664,67.04129767,0.6921568627,251.388,0.7019327146,2.48278524,0
538,539,4815,124.1809291,50.01604483,0.9153023133,4915,78.29845725,0.7158786798,285.643,0.7415816658,2.482821852,0
539,540,6205,140.6417264,56.64189546,0.9153149027,6343,88.88448332,0.5488721805,323.879,0.7433375475,2.482998233,0
540,541,5276,130.8674751,52.70306578,0.9153228318,5452,81.96103854,0.5110422317,302.594,0.7240924617,2.483109345,0
541,542,4299,117.165695,47.18428079,0.9153258057,4408,73.98416589,0.7435143549,270.997,0.7356112167,2.483151021,0
542,543,4894,124.9071951,50.30030121,0.9153314098,5018,78.93816778,0.6337736338,289.068,0.7359931862,2.483229565,0
543,544,6587,145.4608363,58.56612987,0.9153651333,6737,91.57963137,0.5337060444,338.46,0.7225748264,2.483702383,0
544,545,5526,133.405068,53.71051368,0.9153706252,5698,83.88040131,0.5339130435,310.201,0.721662864,2.48377941,0
545,546,4596,122.2725979,49.208184,0.9154434893,4722,76.49711725,0.5448079659,284.908,0.7115093244,2.484802078,0
546,547,4861,125.2146524,50.38100804,0.9154827912,4984,78.67157954,0.57903514,288.771,0.7325349185,2.48535425,0
547,548,6524,145.5922267,58.53690551,0.9156130365,6742,91.14063194,0.5278317152,342.736,0.6979179507,2.487186937,0
548,549,6915,149.3654499,60.05026287,0.9156239349,7157,93.83203851,0.6130319149,352.591,0.6989717176,2.487340484,0
549,550,7049,151.1442467,60.76536184,0.9156240542,7331,94.73682257,0.6997220568,360.637,0.6810779361,2.487342165,0
550,551,5876,137.6265905,55.3221779,0.9156515065,6038,86.49598583,0.5641321045,320.545,0.7186437241,2.487729076,0
551,552,5730,135.7118085,54.52592004,0.9157374212,5878,85.41465092,0.6021437579,316.542,0.71862414,2.488941193,0
552,553,4624,122.9447909,49.36302028,0.9158565743,4800,76.72978336,0.5220139986,292.361,0.6798119775,2.490625376,0
553,554,6260,141.8180575,56.93291578,0.9158807658,6387,89.27754225,0.8247694335,325.752,0.7413273375,2.490967757,0
554,555,6646,146.5263077,58.78943358,0.9159812764,6822,91.9888581,0.551260783,345.25,0.7006527428,2.492391893,0
555,556,4958,126.2233144,50.62973441,0.9160288512,5138,79.45263786,0.5555182073,308.106,0.6563206592,2.493066888,0
556,557,6694,147.98873,59.34556201,0.9160718971,6949,92.32045013,0.7163955479,345.354,0.7052881565,2.493678128,0
557,558,5747,135.6910308,54.40962874,0.9160860363,5901,85.54126293,0.6456577913,318.849,0.7103639977,2.493879006,0
558,559,5999,138.9315425,55.69963117,0.9161155971,6154,87.39659049,0.751754386,324.455,0.7161100744,2.494299148,0
559,560,5424,132.7722078,53.22816772,0.9161225139,5569,83.10265514,0.5968309859,307.502,0.7208313315,2.494397487,0
560,561,5568,134.3380701,53.84783873,0.9161488343,5686,84.19856166,0.7694859038,313.456,0.7121244812,2.494771811,0
561,562,6183,141.4283702,56.6701436,0.9162099475,6311,88.7267722,0.7803862173,327.531,0.7242763231,2.495641642,0
562,563,6752,147.9204962,59.26608277,0.9162260494,6946,92.71954166,0.5584780811,345.629,0.7102675083,2.495870983,0
563,564,7430,154.8081999,62.0246503,0.9162290769,7628,97.26340431,0.7936338389,358.313,0.7272329492,2.495914111,0
564,565,6369,143.2598624,57.39426449,0.9162397257,6575,90.05144452,0.5948444943,333.462,0.7197611671,2.496065829,0
565,566,4984,127.2100678,50.96356297,0.9162420112,5094,79.66069226,0.5898922949,294.096,0.7241185319,2.496098395,0
566,567,5079,129.1933976,51.75072708,0.9162670806,5244,80.41631456,0.4790605546,306.4,0.679846013,2.496455701,0
567,568,4997,126.7786428,50.77792449,0.9162861464,5148,79.76451595,0.5801021593,296.694,0.713348391,2.496727546,0
568,569,5465,132.7830023,53.17649509,0.916306954,5575,83.41615019,0.6066156066,301.762,0.7541729151,2.497024336,0
569,570,6610,146.688151,58.74219492,0.9163158559,6777,91.73937754,0.5425593039,341.561,0.7119914374,2.497151344,0
570,571,6774,148.3140267,59.30771619,0.9165677867,6948,92.87047257,0.5355787476,342.663,0.7249709938,2.500754307,0
571,572,4663,122.5412052,48.98226911,0.9166369393,4748,77.05268326,0.562145871,279.395,0.7506509177,2.501746191,0
572,573,6464,144.4549575,57.73582473,0.9166545287,6651,90.72056226,0.7848470131,339.953,0.7028674891,2.501998684,0
573,574,4621,123.5895532,49.39447396,0.9166610775,4756,76.70488861,0.4936965812,292.048,0.6808279235,2.50209271,0
574,575,6268,143.3564711,57.29217906,0.9166685255,6446,89.33457039,0.5499692902,332.107,0.7141390685,2.502199662,0
575,576,5432,132.6350048,52.99574004,0.9167067245,5533,83.1639177,0.5105263158,304.496,0.736218017,2.502748423,0
576,577,4999,126.9098,50.70687546,0.9167111808,5101,79.78047684,0.7841568627,289.183,0.7511859963,2.502812465,0
577,578,4683,123.5491846,49.35020496,0.9167603315,4852,77.21774918,0.6962533452,292.88,0.6860481382,2.503519178,0
578,579,6586,146.5619763,58.53113622,0.9167937599,6721,91.57267956,0.5216220497,339.927,0.7162427971,2.504000192,0
579,580,5810,137.2690216,54.78418019,0.916907045,5996,86.00884696,0.5657254138,320.554,0.7105319238,2.505632487,0
580,581,5854,137.8404414,55.01023568,0.916913356,6065,86.33391162,0.5322785961,341.106,0.63224276,2.50572352,0
581,582,5785,136.9679302,54.63140182,0.9170106472,5911,85.82360262,0.5420727136,314.435,0.7352778173,2.507128239,0
582,583,5841,138.3063357,55.16306151,0.917017504,6009,86.23799731,0.7158088235,324.356,0.6976750598,2.507227335,0
583,584,5349,131.3511307,52.38894706,0.9170176765,5488,82.52610693,0.5426049909,307.067,0.7128795719,2.507229828,0
584,585,6417,143.8288398,57.36528616,0.9170187417,6590,90.39014415,0.5641814665,336.391,0.7126120593,2.507245224,0
585,586,3216,101.8976178,40.62535426,0.9170866391,3321,63.9901428,0.7843902439,232.201,0.7495450365,2.508227181,0
586,587,6422,144.0433192,57.42806131,0.9170874752,6566,90.4253524,0.6574529075,332.387,0.7304527119,2.508239281,0
587,588,4882,125.9750471,50.19954785,0.917173535,5008,78.8413309,0.662325329,292.466,0.7172273932,2.509485693,0
588,589,5463,133.0015346,52.99886898,0.9171756582,5622,83.40088508,0.5269097222,311.79,0.7061820926,2.50951647,0
589,590,4940,128.222132,51.07463768,0.9172424619,5154,79.30828047,0.4992925005,295.416,0.7113261688,2.510485395,0
590,591,5824,137.9834459,54.95432266,0.9172693142,6014,86.11240972,0.7786096257,324.298,0.6958933553,2.5108752,0
591,592,6010,140.9597139,56.13807465,0.9172742389,6249,87.47668069,0.5429087624,333.439,0.6792842521,2.51094671,0
592,593,4530,121.2224735,48.26264061,0.9173277974,4639,75.94586979,0.6971375808,279.258,0.7299562297,2.511724844,0
593,594,6505,145.8239382,58.05606816,0.9173314345,6714,91.00781966,0.5169262556,348.6,0.6726705268,2.511777714,0
594,595,5590,135.4439395,53.9184297,0.9173478002,5757,84.36473822,0.7930202866,311.47,0.7240844587,2.512015656,0
595,596,6263,142.5397271,56.73577964,0.9173702928,6422,89.29893207,0.5490007013,331.14,0.7177430351,2.512342794,0
596,597,7209,153.2751552,60.98572871,0.917435741,7401,95.80596995,0.5625,359.523,0.7008604151,2.513295462,0
597,598,6965,150.8176601,60.00703819,0.9174383077,7242,94.17066119,0.5207476636,357.466,0.6849541534,2.513332847,0
598,599,5793,138.3582376,55.0106447,0.9175606978,6005,85.88292428,0.5113877119,326.112,0.6845100561,2.515117544,0
599,600,6375,144.7761203,57.56214408,0.9175613665,6639,90.09385161,0.5194752282,346.781,0.6661613993,2.515127306,0
600,601,6967,150.6745057,59.88961464,0.9176122404,7112,94.18418077,0.5939471441,346.653,0.7285607129,2.515870349,0
601,602,5445,133.4108294,53.02753775,0.9176127817,5606,83.26337323,0.5414139405,309.895,0.7124897318,2.515878259,0
602,603,5195,130.3107843,51.78671405,0.9176414712,5307,81.32944999,0.5377846791,297.993,0.7351624071,2.5162976,0
603,604,4764,125.4171939,49.83205007,0.9176756728,4921,77.88268865,0.5238042881,294.587,0.6898496709,2.516797799,0
604,605,5427,132.3312733,52.57681136,0.917683564,5547,83.12563389,0.5180412371,308.283,0.7175803414,2.516913253,0
605,606,6043,140.5019426,55.81903343,0.9176961463,6178,87.71651252,0.7876694473,325.075,0.7186134076,2.517097376,0
606,607,5598,135.3101668,53.75348675,0.91770556,5737,84.42508497,0.7766370699,315.854,0.7051313045,2.517235159,0
607,608,5645,135.2831452,53.7414814,0.9177096261,5741,84.77875459,0.5550639135,308.943,0.7432194924,2.51729468,0
608,609,6237,142.2896668,56.52457757,0.9177104097,6375,89.11338306,0.54140625,332.001,0.711060943,2.517306151,0
609,610,5037,128.398398,51.00578016,0.9177120621,5129,80.08312923,0.8030931122,296.634,0.7193495209,2.517330342,0
610,611,6890,150.4133559,59.74224503,0.9177376561,7161,93.66226809,0.5145631068,375.725,0.6133225034,2.517705115,0
611,612,4762,124.4988132,49.44918208,0.9177381456,4873,77.86633876,0.5622195986,288.225,0.7203373924,2.517712284,0
612,613,4712,123.9814467,49.24215197,0.9177435192,4819,77.45646994,0.6097308489,286.156,0.7231184341,2.517790993,0
613,614,5572,134.1251872,53.26446044,0.9177645456,5686,84.22879996,0.7674931129,308.6,0.7352400033,2.518099049,0
614,615,6870,149.9093668,59.5136993,0.9178195309,7054,93.52622986,0.5520289273,347.473,0.7150303454,2.518905202,0
615,616,5911,139.5166018,55.38613859,0.9178246623,6142,86.75320714,0.5280979183,336.417,0.6563189683,2.518980477,0
616,617,6213,143.3917544,56.91392766,0.9178566095,6405,88.94176348,0.59002849,331.361,0.711063577,2.519449286,0
617,618,6283,143.3975154,56.90849866,0.917879875,6441,89.44140014,0.5433241093,332.719,0.7132170546,2.51979087,0
618,619,6769,148.9817592,59.08208686,0.9180033527,6977,92.83619164,0.6100396539,352.178,0.685819663,2.521606245,0
619,620,5674,136.1776945,53.98868025,0.9180530384,5797,84.99624213,0.6374564656,316.21,0.7130959914,2.522337903,0
620,621,6553,146.1940538,57.95157917,0.9180771484,6758,91.34297311,0.5532759203,342.064,0.7037773605,2.522693185,0
621,622,5778,137.6146985,54.54579283,0.9180925682,5877,85.77166251,0.5373883929,319.025,0.7134079864,2.522920492,0
622,623,3956,113.6621332,45.04987866,0.9180999017,4019,70.97137197,0.8070175439,260.684,0.7315388485,2.52302862,0
623,624,4793,125.2034046,49.62037795,0.9181132543,4916,78.11937748,0.6493700041,290.961,0.7114554846,2.523225534,0
624,625,4509,121.7037869,48.22893401,0.9181291505,4623,75.76963183,0.5693181818,280.839,0.7184147881,2.523460023,0
625,626,6267,142.993113,56.65885934,0.9181491805,6389,89.32744386,0.6176209717,330.477,0.7210860263,2.52375559,0
626,627,6811,149.1532372,59.09323668,0.9181679249,7017,93.12375926,0.532109375,354.033,0.6828624845,2.524032285,0
627,628,5564,134.6542506,53.34665368,0.9181750021,5701,84.16831249,0.7070784089,309.04,0.7320952601,2.52413678,0
628,629,6092,141.2794298,55.96801809,0.9181852826,6281,88.07142162,0.640993266,327.838,0.7122806977,2.524288597,0
629,630,5827,137.7412634,54.56435011,0.9181916068,5970,86.13458555,0.6513525598,317.698,0.7254807954,2.524382003,0
630,631,5418,133.2098609,52.75798343,0.9182282402,5594,83.05667856,0.691954023,313.555,0.6925025927,2.524923286,0
631,632,6842,150.2088431,59.48420055,0.9182462077,7094,93.33544324,0.7174916107,351.499,0.6958966507,2.525188903,0
632,633,6120,142.153141,56.29361541,0.9182475629,6353,88.27358616,0.5289084781,336.821,0.677895833,2.525208941,0
633,634,5228,131.0208327,51.88219359,0.9182572782,5358,81.58735404,0.563362069,300.052,0.7297135171,2.525352604,0
634,635,5105,129.2831441,51.18479901,0.9182882863,5237,80.62188212,0.8113477432,295.252,0.7359018829,2.525811308,0
635,636,6991,151.1082747,59.8139246,0.918321705,7133,94.34626467,0.531190639,350.981,0.7131517498,2.526305968,0
636,637,5662,136.0909334,53.86024255,0.9183511411,5844,84.90631486,0.7569518717,317.822,0.7043877856,2.526741933,0
637,638,4527,121.2142956,47.95466,0.9184147903,4632,75.92071798,0.5803846154,277.938,0.7364181816,2.527685435,0
