,A1,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A15,target
364,0,2.0,0,0,10,8,0.165,1,0,2.0,0,0,1300.0,1
365,0,1.25,0,0,2,0,13.875,1,0,1.0,1,0,112.0,1
366,1,6.165,0,0,11,0,0.165,1,1,0.0,0,0,1000.0,1
367,0,1.71,1,1,2,0,0.165,1,1,0.0,0,1,0.0,1
368,1,11.5,1,1,5,1,3.0,1,1,0.0,1,0,16.0,1
369,0,0.75,1,1,3,9,0.75,1,1,0.0,1,0,2.0,1
370,0,2.5,1,1,0,0,7.0,1,1,0.0,1,0,0.0,1
371,0,13.0,0,0,10,8,0.0,1,1,0.0,1,0,1110.0,1
372,1,4.585,0,0,5,1,1.0,1,1,0.0,1,1,0.0,1
373,0,1.54,0,0,0,0,0.125,1,1,0.0,0,0,0.0,1
374,2,0.585,0,0,11,0,0.04,1,1,0.0,0,0,1004.0,1
375,1,0.5,1,1,10,8,1.0,1,1,0.0,0,0,0.0,1
376,0,14.5,0,0,7,0,0.125,1,1,0.0,0,0,286.0,1
377,0,0.835,1,1,6,0,2.0,1,1,0.0,1,1,0.0,1
378,0,1.335,0,0,9,2,0.125,1,1,0.0,1,0,4500.0,1
379,0,0.25,0,0,9,2,4.0,1,1,0.0,1,1,0.0,1
380,0,5.0,0,0,9,2,2.25,1,1,0.0,1,0,0.0,1
381,1,7.0,0,0,6,0,0.165,1,1,0.0,0,0,0.0,1
382,1,2.5,1,1,9,2,4.5,1,1,0.0,0,0,456.0,1
383,1,4.25,1,1,12,3,5.0,1,1,0.0,1,0,4.0,1
384,0,11.46,0,0,5,0,1.585,1,1,0.0,1,0,1212.0,1
385,0,5.5,1,1,6,0,1.5,1,1,0.0,1,0,0.0,1
386,0,1.5,1,1,11,0,0.54,1,1,0.0,1,0,67.0,1
387,0,0.0,0,0,6,0,0.5,1,1,0.0,1,1,0.0,1
388,0,14.585,0,0,9,2,0.0,1,1,0.0,1,0,0.0,1
389,0,0.17,0,0,2,0,0.085,1,1,0.0,0,1,0.0,1
390,0,7.0,0,0,10,0,1.0,1,1,0.0,0,0,0.0,1
391,0,5.0,0,0,9,2,0.21,1,1,0.0,0,0,0.0,1
392,0,12.5,0,0,11,2,0.25,1,1,0.0,1,0,0.0,1
393,0,0.54,0,0,2,0,1.0,1,1,0.0,1,0,1.0,1
394,0,1.25,1,1,0,0,0.25,1,1,0.0,0,0,195.0,1
395,1,1.625,0,0,7,0,0.54,1,1,0.0,1,0,0.0,1
396,0,2.04,1,1,8,1,0.04,1,1,0.0,0,0,1.0,1
397,1,0.585,1,1,12,3,0.125,1,1,0.0,0,0,87.0,1
398,0,12.5,1,1,5,1,1.25,1,1,0.0,1,0,17.0,1
399,0,2.085,0,0,6,0,0.085,1,1,0.0,0,0,0.0,1
400,0,5.085,1,1,13,0,0.29,1,1,0.0,0,0,184.0,1
401,0,0.375,0,0,6,0,0.29,1,1,0.0,0,0,140.0,1
402,1,6.5,0,0,9,2,3.085,1,1,0.0,1,0,0.0,1
403,1,0.335,0,0,1,0,0.75,1,1,0.0,0,1,0.0,1
404,0,5.085,1,1,9,2,1.085,1,1,0.0,1,0,0.0,1
405,1,6.0,0,0,12,3,0.0,1,1,0.0,0,1,0.0,1
406,1,8.125,1,1,5,0,0.165,1,0,2.0,0,0,18.0,1
407,1,0.665,1,1,6,0,1.0,1,0,1.0,0,0,2.0,1
408,0,3.125,0,0,0,0,0.085,1,0,1.0,0,0,6.0,1
409,0,0.25,0,0,1,0,0.335,1,0,4.0,0,0,8.0,1
410,0,2.835,0,0,12,3,0.0,1,0,5.0,0,0,146.0,1
411,0,3.0,0,0,6,0,1.25,1,0,1.0,0,0,22.0,1
412,1,0.79,0,0,9,0,0.085,1,1,0.0,0,0,0.0,1
413,0,1.5,0,0,9,2,0.0,1,1,0.0,0,1,0.0,1
414,0,0.46,0,0,5,0,0.125,1,1,0.0,1,0,55.0,1
415,1,1.25,1,1,12,3,3.25,1,1,0.0,0,0,0.0,1
416,0,0.125,1,1,5,0,0.125,1,1,0.0,0,0,70.0,1
417,0,1.79,0,0,6,0,0.54,1,1,0.0,1,0,1.0,1
418,0,0.705,0,0,6,0,0.375,1,0,2.0,0,0,500.0,1
419,1,2.54,1,1,12,3,0.0,1,1,0.0,1,0,60.0,1
420,0,2.5,0,0,9,0,1.0,1,1,0.0,1,0,0.0,1
421,0,1.085,0,0,1,0,1.5,1,1,0.0,0,0,7.0,1
422,0,1.25,0,0,0,0,1.75,1,1,0.0,0,0,0.0,1
423,0,0.835,0,0,4,0,1.165,1,1,0.0,0,0,0.0,1
424,0,2.165,0,0,6,0,1.5,1,1,0.0,0,2,0.0,1
425,0,1.25,0,0,6,0,0.25,1,1,0.0,0,0,0.0,1
426,1,2.04,0,0,0,0,0.25,1,1,0.0,1,0,50.0,1
427,0,0.835,0,0,10,0,0.04,1,1,0.0,0,0,5.0,1
428,0,2.29,0,0,12,3,0.29,1,1,0.0,0,0,3.0,1
429,0,0.335,1,1,4,0,0.085,1,1,0.0,0,0,0.0,1
430,0,3.0,1,1,12,3,1.5,1,1,0.0,0,0,4.0,1
431,0,3.165,1,1,6,0,0.165,1,1,0.0,0,0,1058.0,1
432,0,1.54,0,0,5,0,0.085,1,1,0.0,1,0,0.0,1
433,0,1.0,0,0,11,0,0.5,1,1,0.0,0,0,0.0,1
434,0,2.71,0,0,6,0,2.415,1,1,0.0,1,0,0.0,1
435,0,0.0,1,1,12,3,0.0,1,0,4.0,0,0,1.0,1
436,0,0.585,0,0,12,3,0.0,1,0,3.0,0,0,769.0,1
437,1,0.165,0,0,12,3,0.0,1,1,0.0,1,1,27.0,1
438,1,1.25,0,0,12,3,0.0,1,0,1.0,0,0,300.0,1
439,0,0.875,0,0,5,0,0.375,1,0,2.0,1,0,3.0,1
440,0,0.0,0,0,5,0,1.0,1,0,11.0,0,1,0.0,1
441,0,5.0,0,0,12,3,0.0,1,0,2.0,0,0,1.0,1
442,0,2.71,1,1,2,0,0.125,1,1,0.0,1,1,0.0,1
443,0,3.0,0,0,5,0,0.04,1,1,0.0,1,0,40.0,1
444,1,0.0,1,1,13,3,0.0,1,1,0.0,0,0,0.0,1
445,1,11.25,0,0,12,3,0.0,1,1,0.0,0,0,5200.0,1
446,0,0.125,0,0,6,0,0.165,1,1,0.0,0,0,0.0,1
447,1,1.665,0,0,12,3,0.0,1,1,0.0,0,0,1.0,1
448,0,1.125,0,0,12,3,0.0,1,0,1.0,0,0,19.0,1
449,0,7.0,0,0,6,0,0.5,1,1,0.0,0,0,0.0,1
450,0,3.0,1,1,9,2,7.0,1,1,0.0,0,0,1.0,1
451,0,1.625,0,0,6,0,1.5,1,1,0.0,0,0,316.0,1
452,0,4.25,0,0,1,0,3.5,1,1,0.0,0,0,50.0,1
453,2,0.665,0,0,0,0,0.25,1,1,0.0,1,0,0.0,1
454,0,1.5,0,0,7,0,3.75,1,1,0.0,1,0,350.0,1
455,0,18.125,0,0,0,0,0.085,1,1,0.0,0,0,3552.0,1
456,0,0.0,2,2,14,6,0.0,1,1,0.0,0,2,0.0,1
457,0,0.75,1,1,6,0,0.04,1,1,0.0,0,0,0.0,1
458,0,5.5,0,0,9,2,5.0,1,1,0.0,0,0,687.0,1
459,0,0.29,1,1,6,0,1.5,1,1,0.0,1,0,0.0,1
460,1,2.415,1,1,6,0,0.0,1,1,0.0,0,0,0.0,1
461,0,0.875,0,0,2,0,0.085,1,0,4.0,0,0,1950.0,1
462,0,0.5,0,0,6,0,0.125,1,1,0.0,0,0,0.0,1
463,1,0.29,0,0,12,3,0.0,1,0,10.0,0,0,18.0,1
464,1,1.835,0,0,13,4,0.0,1,0,1.0,0,0,53.0,1
465,1,3.0,0,0,2,0,2.79,1,0,1.0,1,0,10.0,1
466,0,3.085,0,0,6,0,2.5,1,0,2.0,1,0,41.0,1
467,1,1.375,0,0,0,1,0.04,1,0,3.0,0,0,33.0,1
468,0,2.335,0,0,5,0,0.75,1,1,0.0,0,0,0.0,1
469,0,4.085,0,0,9,1,0.415,1,1,0.0,1,0,0.0,1
470,1,11.665,0,0,5,1,0.085,1,1,0.0,0,0,5.0,1
471,0,4.125,1,1,9,1,0.04,1,1,0.0,0,0,100.0,1
472,0,6.5,0,0,9,0,0.125,1,1,0.0,0,0,100.0,1
473,0,4.0,1,1,9,0,1.0,1,1,0.0,1,0,1000.0,1
474,0,0.415,0,0,6,0,0.125,1,1,0.0,0,0,44.0,1
475,0,2.0,0,0,7,0,0.75,1,1,0.0,1,0,0.0,1
476,0,0.835,0,0,9,1,0.085,1,1,0.0,1,0,5.0,1
477,0,2.5,1,1,9,1,10.0,1,1,0.0,1,1,0.0,1
478,0,11.5,0,0,9,0,0.415,1,1,0.0,0,0,0.0,1
479,2,2.71,1,1,14,6,0.085,1,1,0.0,0,1,0.0,1
480,1,0.5,0,0,9,0,0.165,1,0,6.0,1,0,35.0,1
481,0,3.165,1,1,5,0,0.415,1,0,1.0,1,0,80.0,1
482,1,9.5,0,0,11,0,1.75,1,0,10.0,1,0,10.0,1
483,0,0.415,1,1,6,0,0.04,1,0,2.0,0,0,6.0,1
484,0,1.08,0,0,2,0,1.165,1,1,0.0,0,1,0.0,1
485,0,19.0,1,1,12,3,0.04,1,0,2.0,0,0,351.0,1
486,0,0.125,1,1,5,0,0.085,1,1,0.0,0,0,2100.0,1
487,0,13.335,1,1,11,0,0.04,1,1,0.0,1,0,475.0,1
488,0,3.54,1,1,12,3,0.0,1,1,0.0,1,0,1.0,1
489,2,1.0,0,0,1,0,0.125,1,1,0.0,1,0,0.0,1
492,1,0.75,0,0,1,1,2.75,0,0,1.0,0,0,892.0,0
493,0,0.875,0,0,1,0,4.625,0,0,2.0,1,0,2000.0,0
494,0,9.5,0,0,2,0,6.5,0,0,14.0,0,0,4607.0,0
495,1,11.835,0,0,6,1,6.0,0,1,0.0,0,0,0.0,0
496,1,4.415,1,1,6,1,3.0,0,1,0.0,0,0,0.0,0
497,0,9.5,0,0,0,0,1.5,0,1,0.0,0,0,2206.0,0
498,1,0.875,0,0,8,1,1.04,0,1,0.0,1,0,5860.0,0
499,0,9.25,0,0,6,0,1.665,0,0,3.0,1,0,28.0,0
500,0,0.5,0,0,6,0,1.46,0,0,5.0,1,0,0.0,0
501,0,7.0,0,0,6,0,1.625,0,0,3.0,0,0,1391.0,0
502,0,4.0,0,0,8,0,5.0,0,0,3.0,1,0,2279.0,0
503,0,5.0,0,0,4,0,3.5,0,0,10.0,1,0,0.0,0
504,1,0.165,0,0,12,3,0.0,0,0,1.0,0,0,100.0,0
505,0,5.125,0,0,8,0,4.75,0,0,2.0,0,0,7.0,0
506,1,3.75,0,0,6,0,1.085,0,0,1.0,1,0,0.0,0
507,0,19.5,0,0,6,0,7.0,0,0,16.0,0,0,5000.0,0
508,1,9.0,0,0,11,0,0.75,0,0,2.0,0,0,591.0,0
509,1,3.0,0,0,1,1,1.835,0,0,19.0,0,0,500.0,0
510,1,12.0,0,0,6,0,2.0,0,0,1.0,0,0,19.0,0
511,0,4.79,1,1,0,0,2.25,0,0,1.0,1,0,300.0,0
512,0,4.0,1,1,0,0,1.75,0,0,2.0,1,0,1000.0,0
513,1,4.0,0,0,13,4,0.0,0,1,0.0,0,0,960.0,0
514,1,0.0,0,0,6,0,2.5,0,1,0.0,0,0,0.0,0
515,0,9.96,0,0,10,8,0.0,0,1,0.0,0,0,0.0,0
516,0,2.54,1,1,6,1,2.585,0,1,0.0,0,0,0.0,0
517,0,10.5,0,0,8,0,6.5,0,1,0.0,0,0,0.0,0
518,1,5.0,0,0,11,0,4.0,0,0,4.0,0,0,99.0,0
519,0,0.75,0,0,6,0,1.75,0,0,5.0,1,0,690.0,0
520,1,0.375,0,0,1,0,0.585,0,0,4.0,0,0,0.0,0
521,0,1.71,0,0,8,0,0.125,0,0,5.0,1,0,0.0,0
522,2,7.5,0,0,5,0,1.5,0,0,1.0,0,0,234.0,0
523,1,5.29,0,0,10,8,2.25,0,0,5.0,1,0,500.0,0
524,0,3.0,0,0,2,0,1.29,0,0,1.0,0,0,800.0,0
525,1,8.5,0,0,1,0,1.75,0,0,10.0,0,0,990.0,1
526,1,1.665,0,0,1,0,2.415,0,1,0.0,1,0,0.0,1
527,0,1.5,0,0,6,0,2.5,0,1,0.0,1,0,0.0,1
528,0,1.75,0,0,5,0,0.21,0,1,0.0,0,0,0.0,1
529,1,0.335,0,0,9,2,1.0,0,1,0.0,1,0,2197.0,1
530,1,7.08,0,0,5,1,6.75,0,0,3.0,1,0,50.0,1
531,0,25.21,0,0,1,1,0.21,0,0,1.0,0,0,90.0,1
532,1,2.085,0,0,6,1,2.75,0,1,0.0,1,0,1.0,1
533,1,0.67,0,0,11,1,1.75,0,1,0.0,0,0,0.0,1
534,0,2.25,0,0,9,2,0.75,0,1,0.0,0,0,0.0,1
535,0,0.835,0,0,12,3,0.0,0,1,0.0,0,0,1.0,1
536,0,2.5,0,0,11,0,7.5,0,1,0.0,1,0,0.0,1
537,1,1.585,1,1,12,3,0.0,0,1,0.0,0,0,0.0,1
538,1,1.25,0,0,12,3,0.0,0,1,0.0,0,0,0.0,1
539,0,3.165,0,0,8,1,3.75,0,1,0.0,1,0,0.0,1
540,0,1.75,0,0,0,2,0.25,0,1,0.0,1,0,0.0,1
541,0,5.5,0,0,14,6,0.54,0,1,0.0,0,0,340.0,1
542,0,1.5,1,1,4,0,2.0,0,1,0.0,1,0,20.0,1
543,0,3.0,0,0,9,2,1.0,0,1,0.0,0,0,200.0,1
544,0,10.0,1,1,5,1,0.835,0,1,0.0,1,0,0.0,1
545,0,3.79,0,0,0,0,1.165,0,1,0.0,1,0,0.0,1
546,0,1.04,1,1,9,2,0.5,0,0,10.0,1,0,28.0,1
547,0,11.0,1,1,7,0,1.5,0,1,0.0,0,1,0.0,1
548,0,0.46,1,1,0,0,2.625,0,0,6.0,1,0,347.0,1
549,0,1.5,0,0,7,1,1.875,0,0,6.0,0,0,327.0,0
550,0,1.0,0,0,8,0,0.75,0,0,7.0,1,0,4071.0,0
551,0,12.0,0,0,2,0,16.0,0,1,0.0,0,1,0.0,0
552,0,22.29,0,0,10,5,12.75,0,0,1.0,1,0,109.0,0
553,0,10.0,0,0,9,2,0.0,0,0,11.0,0,0,1249.0,0
554,0,15.0,0,0,3,9,5.375,0,0,9.0,1,0,134.0,0
555,0,3.335,0,0,0,0,4.0,0,0,14.0,0,0,1344.0,0
556,1,11.25,1,1,8,1,0.75,0,0,4.0,0,0,321.0,0
557,0,0.42,0,0,6,1,0.21,0,0,6.0,0,0,948.0,0
558,0,4.5,0,0,0,0,7.5,0,0,2.0,1,0,0.0,0
559,1,1.46,0,0,0,0,1.085,0,0,16.0,0,0,2079.0,0
560,0,0.04,0,0,8,1,0.04,0,1,0.0,0,0,3000.0,0
561,1,2.29,0,0,1,1,2.29,0,0,7.0,1,0,2384.0,0
562,1,12.33,0,0,4,1,3.5,0,0,6.0,0,0,458.0,0
563,0,1.125,0,0,8,1,1.25,0,1,0.0,0,0,5298.0,0
564,0,1.5,0,0,6,1,1.415,0,1,0.0,0,0,200.0,0
565,0,12.335,0,0,1,1,1.585,0,1,0.0,1,0,0.0,0
566,0,5.04,0,0,1,1,12.75,0,1,0.0,1,0,0.0,0
567,1,3.0,0,0,11,0,0.04,0,1,0.0,0,0,0.0,0
568,0,11.5,0,0,0,1,2.125,0,0,11.0,1,0,284.0,0
569,1,2.875,0,0,8,1,0.875,0,1,0.0,0,0,0.0,0
570,0,0.375,1,1,6,0,0.375,0,0,8.0,1,0,162.0,0
571,1,0.915,0,0,11,0,0.75,0,0,4.0,0,0,1583.0,0
572,0,2.75,0,0,0,0,1.75,0,0,5.0,1,0,58.0,0
573,0,3.0,1,1,7,0,1.085,0,0,8.0,1,0,1.0,0
574,0,0.54,1,1,8,0,0.04,0,0,1.0,1,0,59.0,0
575,1,14.0,0,0,12,3,0.0,0,0,11.0,1,0,1400.0,0
576,1,10.0,0,0,6,1,1.0,0,0,4.0,0,0,1465.0,0
577,0,0.165,1,1,6,1,3.25,0,0,1.0,1,0,8000.0,0
578,0,0.5,0,0,6,0,1.75,0,0,11.0,0,0,540.0,0
579,0,6.0,0,0,6,0,1.0,0,0,3.0,0,0,0.0,0
580,0,1.625,0,0,6,0,1.5,0,0,10.0,0,0,4700.0,0
581,0,6.0,0,0,2,0,1.29,0,0,5.0,1,0,1097.0,0
582,0,0.83,0,0,8,0,1.335,0,0,8.0,1,0,3290.0,0
583,0,0.04,0,0,10,0,0.04,1,0,1.0,0,1,0.0,0
584,0,4.25,0,0,2,0,0.125,0,1,0.0,1,0,0.0,0
585,0,9.0,1,1,0,1,5.25,0,1,0.0,1,0,0.0,0
586,1,15.0,1,1,10,5,0.0,0,1,0.0,0,0,13212.0,0
587,0,17.75,0,0,12,3,0.0,0,1,0.0,1,0,0.0,0
588,0,20.0,0,0,8,1,17.5,0,0,9.0,1,0,1000.0,0
589,0,15.0,0,0,6,0,8.5,0,0,9.0,0,0,0.0,0
590,0,1.75,1,1,6,0,1.0,0,0,5.0,1,0,5777.0,0
591,0,0.58,0,0,6,0,0.29,0,0,7.0,1,0,5124.0,0
592,0,6.5,0,0,4,0,3.125,0,0,8.0,0,0,1200.0,0
593,0,0.75,0,0,6,1,4.25,0,0,3.0,1,0,150.0,0
594,0,0.0,2,2,14,6,0.0,1,1,0.0,0,2,0.0,0
595,0,5.25,0,0,0,0,0.085,1,1,0.0,1,0,6.0,0
596,0,0.21,0,0,5,0,0.085,0,1,0.0,1,0,0.0,0
597,0,0.75,0,0,6,2,0.25,0,1,0.0,0,0,23.0,0
598,1,3.0,0,0,6,0,2.375,0,0,8.0,1,0,4159.0,0
599,1,6.0,0,0,11,0,2.5,0,0,3.0,0,0,918.0,0
600,2,0.125,0,0,1,0,1.0,1,0,1.0,0,0,768.0,0
601,0,2.415,0,0,6,0,2.0,0,0,11.0,1,0,3000.0,0
602,1,0.46,0,0,5,0,0.54,0,0,4.0,0,0,500.0,0
603,2,1.75,1,1,14,6,0.0,1,1,0.0,1,0,1.0,1
604,0,1.25,1,1,5,0,0.25,1,1,0.0,0,0,0.0,1
605,0,0.25,0,0,1,0,0.125,1,1,0.0,0,0,0.0,1
606,0,0.585,0,0,6,1,0.085,0,1,0.0,0,0,0.0,1
607,1,1.75,1,1,5,0,1.25,1,1,0.0,1,0,0.0,1
608,0,0.04,0,0,6,0,0.04,1,1,0.0,0,0,0.0,0
609,0,3.5,0,0,5,0,0.5,1,1,0.0,1,0,0.0,1
610,0,0.04,1,1,7,0,4.25,1,1,0.0,1,0,0.0,1
611,0,4.165,0,0,8,2,0.085,1,1,0.0,1,0,0.0,1
612,0,1.25,1,1,5,0,0.125,1,1,0.0,0,0,4.0,1
613,0,3.25,1,1,1,1,5.085,1,0,2.0,1,0,1.0,1
614,0,0.79,0,0,0,0,0.29,1,0,1.0,0,0,283.0,1
615,0,10.915,0,0,6,2,0.585,1,0,2.0,1,0,7.0,1
616,1,4.415,0,0,6,0,0.125,1,1,0.0,0,0,0.0,1
617,0,1.25,0,0,6,1,0.25,1,0,2.0,1,0,108.0,1
618,0,0.75,0,0,9,0,1.585,1,0,1.0,1,0,9.0,1
619,0,14.0,1,1,12,3,0.0,1,0,2.0,0,0,1.0,1
620,0,4.75,0,0,2,0,2.0,1,0,1.0,1,0,68.0,1
621,0,10.415,1,1,11,0,0.125,0,1,0.0,0,0,375.0,1
622,0,2.25,0,0,9,0,0.125,1,1,0.0,0,0,10.0,1
623,0,0.165,0,0,6,4,2.25,1,1,0.0,1,1,0.0,0
624,1,0.0,2,2,14,6,0.0,1,1,0.0,0,2,0.0,0
625,0,0.0,0,0,1,0,0.665,1,1,0.0,0,0,1.0,1
626,0,0.79,1,1,4,0,0.665,1,1,0.0,0,0,0.0,1
627,0,12.0,0,0,6,0,2.085,1,1,0.0,0,1,0.0,1
628,0,7.835,1,1,9,2,0.165,1,1,0.0,1,0,0.0,1
629,0,2.54,0,0,12,3,0.0,1,1,0.0,0,0,1000.0,1
630,0,13.0,0,0,7,1,0.5,1,1,0.0,0,0,0.0,1
631,1,0.665,0,0,0,0,1.665,1,1,0.0,0,0,5.0,1
632,1,1.25,0,0,1,0,0.25,1,1,0.0,1,0,809.0,1
633,1,0.29,0,0,2,1,0.125,1,0,1.0,1,0,108.0,1
634,1,1.5,0,0,12,3,0.0,1,1,0.0,0,0,0.0,1
635,0,2.165,1,1,5,3,0.0,1,1,0.0,0,0,0.0,1
636,1,0.71,0,0,0,0,0.25,1,0,1.0,1,0,4.0,1
637,0,2.46,0,0,6,9,0.96,1,0,2.0,1,0,587.0,1
638,0,0.5,1,1,2,0,0.5,1,1,0.0,1,0,0.0,1
639,0,9.585,0,0,11,0,0.79,1,1,0.0,0,0,350.0,1
640,0,3.625,0,0,11,0,0.25,1,1,0.0,1,0,0.0,1
641,0,0.75,0,0,5,0,1.5,1,1,0.0,1,0,0.0,1
642,0,2.75,0,0,9,2,2.5,1,1,0.0,1,0,200.0,1
643,2,2.25,1,1,4,0,3.5,1,1,0.0,1,0,141.0,1
644,0,0.75,1,1,11,0,3.5,1,1,0.0,1,0,0.0,1
645,1,7.0,0,0,11,1,3.0,1,1,0.0,0,0,0.0,1
646,0,0.42,1,1,0,0,0.29,1,1,0.0,1,0,2.0,1
647,0,2.665,0,0,4,0,0.165,1,1,0.0,1,0,501.0,1
648,1,8.5,0,0,6,0,0.165,1,1,0.0,0,0,351.0,1
649,0,9.0,0,0,11,0,0.25,1,1,0.0,1,0,0.0,1
650,0,0.335,0,0,5,1,3.5,1,1,0.0,1,0,0.0,1
651,1,3.75,0,0,12,3,0.0,1,0,6.0,0,0,200.0,1
652,0,3.75,0,0,9,2,1.0,1,1,0.0,0,0,2.0,1
653,1,7.625,0,0,1,0,0.125,1,0,1.0,1,0,160.0,1
654,1,0.415,0,0,9,0,0.335,1,1,0.0,1,1,0.0,1
655,0,11.5,0,0,9,0,0.5,0,1,0.0,1,0,68.0,1
656,1,0.83,0,0,1,0,0.415,1,0,1.0,1,0,11.0,1
657,1,5.0,1,1,12,3,0.0,1,1,0.0,0,0,0.0,1
658,0,3.25,0,0,6,1,2.29,1,0,1.0,1,0,21.0,1
659,1,1.665,0,0,11,0,0.25,1,1,0.0,0,0,390.0,1
660,1,0.375,0,0,6,0,1.0,1,1,0.0,0,0,18.0,1
661,1,3.75,0,0,6,0,0.25,1,0,1.0,1,0,154.0,1
662,0,9.0,0,0,11,0,0.085,1,1,0.0,0,0,0.0,1
663,0,3.5,0,0,6,0,0.165,1,1,0.0,0,0,0.0,1
664,1,1.5,0,0,0,0,0.875,1,1,0.0,1,0,0.0,1
665,0,4.0,1,1,4,0,1.5,1,1,0.0,1,0,0.0,1
666,0,1.5,1,1,0,0,0.04,1,1,0.0,0,1,0.0,1
667,0,0.04,1,1,2,0,0.04,1,1,0.0,0,0,0.0,1
668,1,11.75,0,0,6,0,0.25,1,1,0.0,1,0,0.0,1
669,1,0.54,0,0,6,0,1.75,1,0,1.0,1,0,5.0,1
670,0,0.5,0,0,7,1,0.085,1,1,0.0,1,1,0.0,1
671,0,2.04,1,1,12,3,1.5,1,1,0.0,0,0,1.0,1
672,0,5.835,0,0,0,0,5.5,1,1,0.0,0,0,150.0,1
673,0,12.835,0,0,4,0,0.5,1,1,0.0,0,0,2.0,1
674,1,0.835,0,0,11,0,0.5,1,1,0.0,1,0,117.0,1
675,2,2.0,1,1,10,1,2.0,1,1,0.0,0,0,17.0,1
676,1,2.5,0,0,9,1,0.21,1,1,0.0,0,0,246.0,1
677,1,1.04,0,0,11,0,0.665,1,1,0.0,0,0,237.0,1
678,1,10.665,0,0,1,1,0.085,1,0,12.0,1,0,3.0,1
679,0,7.25,0,0,2,0,0.04,1,0,1.0,0,0,1.0,1
680,1,10.21,0,0,12,3,0.0,1,1,0.0,0,0,50.0,1
681,1,1.25,0,0,6,0,0.0,1,1,0.0,0,0,0.0,1
682,0,0.29,0,0,5,0,0.29,1,1,0.0,0,0,364.0,1
683,0,1.0,1,1,7,1,3.0,1,1,0.0,0,0,537.0,1
684,0,3.29,0,0,9,0,0.335,1,1,0.0,1,0,2.0,1
685,0,0.75,1,1,7,0,0.585,1,1,0.0,0,0,3.0,1
686,0,3.29,0,0,2,0,3.5,1,1,0.0,1,1,0.0,1
687,0,10.085,1,1,10,1,1.25,1,1,0.0,0,0,0.0,1
688,1,0.75,0,0,6,0,2.0,1,0,2.0,1,0,394.0,1
689,1,13.5,1,1,12,3,2.0,1,0,1.0,1,0,1.0,1
690,0,0.205,0,0,11,0,0.04,1,1,0.0,0,0,750.0,1
691,0,3.375,0,0,6,1,8.29,1,1,0.0,1,0,0.0,1
