,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,target
285,3,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,1,1
286,1,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1
287,1,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
288,0,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,4,1
289,3,2,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,0,1
290,0,2,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1
291,1,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
292,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
293,1,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
294,0,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1
295,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2,1
296,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
297,0,2,3,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,0,0,1,1
298,3,0,1,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,3,3,1
299,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,0,2,2,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,2,1,1
301,1,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
302,0,0,1,0,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3,1
303,1,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
304,0,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
305,0,2,0,0,3,0,0,1,3,1,2,0,0,1,1,0,0,0,0,1,4,3,1
306,1,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
307,0,0,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2,1
308,3,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,4,1,1
309,0,2,2,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1
310,0,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
311,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0
312,0,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
313,0,2,2,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,3,3,1
314,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1
315,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
316,0,0,1,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3,1
317,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
318,0,2,2,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,3,3,1
319,3,0,2,0,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3,1
320,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
321,3,2,1,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3,1
322,0,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
323,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
324,0,1,0,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,0,4,1
325,1,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
326,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1
327,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0
328,1,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1
329,1,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1
330,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0
331,1,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
332,1,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,2,1
333,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
334,0,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1
335,0,2,0,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,0,0,4,3,1
336,0,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,1,1
337,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
338,0,2,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1
339,0,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,4,1,1
340,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
341,1,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
342,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1
343,3,2,1,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,3,3,1
344,1,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
345,0,2,0,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,2,1,1
346,0,2,1,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,3,3,1
347,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1
348,3,0,3,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1
349,0,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,1
350,3,0,3,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,1,2,1,1
351,3,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,0,4,1
352,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
353,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
354,0,1,1,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,4,1
355,2,2,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1
356,3,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,4,4,1
357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0,1,1,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,4,4,1
359,0,1,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1
360,0,2,0,1,3,0,1,1,5,1,0,0,1,0,0,0,0,0,1,1,0,1,1
361,0,2,0,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,0,2,1,1
362,3,0,0,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,2,1,1
363,3,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,4,1
364,0,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1
365,3,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1
366,0,1,1,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,0,4,1
367,0,2,1,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,2,3,3,1
368,1,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1
369,0,2,3,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
370,0,1,1,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,0,1,1
371,3,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,4,1,1
372,0,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
373,2,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1
374,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
375,1,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
376,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
377,1,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1
378,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
379,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
380,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,2,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1
382,0,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
383,1,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1
384,0,2,0,0,3,0,0,1,1,1,2,0,0,1,0,0,0,0,0,1,4,3,1
385,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
386,0,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,4,1
387,0,0,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1
388,1,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1
389,0,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,2,1
390,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1
391,0,0,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1
392,1,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
393,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
394,3,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,1,1
395,0,2,3,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,1,2,1,1
396,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1
397,0,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1
398,0,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
399,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,1,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1
401,1,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1
402,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0
403,1,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1
404,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
405,0,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
406,1,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
407,0,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,1
408,0,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
409,0,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,4,1
410,0,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1
411,0,0,0,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1
412,0,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,4,1
413,0,1,1,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,4,1,1
414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
415,1,1,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1
416,0,2,2,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,0,2,3,3,1
417,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
419,3,2,3,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,1,2,1,1
420,0,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
421,1,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1
422,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
423,3,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,1,1
424,0,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1
425,0,0,2,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,3,3,1
426,3,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,4,1
427,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1
428,0,0,2,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,0,2,1,1
429,3,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1
430,0,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
431,0,1,1,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,1,1
432,1,0,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
433,1,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
434,3,0,2,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,3,3,1
435,1,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1
436,0,2,1,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3,1
437,0,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2,1
438,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1
439,0,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,4,4,1
440,0,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
441,0,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1
442,0,1,1,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,4,4,1
443,0,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1
444,0,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1
445,0,1,0,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,1,1
446,0,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
447,3,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,1,1
448,1,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
449,0,2,0,0,3,0,0,1,1,1,2,0,0,1,1,0,0,0,0,1,4,3,1
450,0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
451,1,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1
452,1,0,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1
453,0,2,1,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,3,3,1
454,1,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2,1
455,0,0,3,1,3,0,1,1,5,1,0,0,1,0,0,0,0,0,1,0,2,1,1
456,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
457,1,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
458,3,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,4,4,1
459,3,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,4,1
460,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
461,3,1,1,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,1,1
462,1,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
463,0,1,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,2,1
464,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
465,3,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,4,1,1
466,0,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1
467,0,0,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1
468,1,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1
469,3,1,1,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,0,4,1
470,0,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1
471,0,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1
472,3,2,2,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3,1
473,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
474,3,0,1,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,3,3,1
475,3,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
476,0,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,0,1
477,1,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1
478,0,0,2,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,3,3,1
479,1,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
480,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
481,1,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
482,3,0,2,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,0,2,3,3,1
483,3,2,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1
484,3,0,2,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3,1
485,3,1,1,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,4,1,1
486,0,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1
487,2,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,0,1
488,0,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,4,1
489,0,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,4,1
490,3,2,1,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3,1
491,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
493,3,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,0,4,1
494,0,1,1,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,1,1
495,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1
496,3,2,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,1,2,1,1
497,3,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,0,1,1
498,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
499,1,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1
500,0,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1
501,1,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1
502,0,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1
503,1,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
504,1,1,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1
505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0
506,0,0,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1
507,3,0,0,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,1,2,1,1
508,0,2,2,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,3,3,1
509,3,2,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1
510,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1
511,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
512,0,2,2,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3,1
513,2,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1
514,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
515,0,2,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,1,2,1,1
516,0,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,4,4,1
517,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
518,0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
519,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
520,0,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1
521,1,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
522,3,1,1,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,4,4,1
523,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
524,3,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
525,1,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1
526,3,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,0,4,1
527,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
528,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
529,3,1,1,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,4,1
530,0,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,4,1
531,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
532,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
533,3,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,4,1
534,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
535,0,2,2,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
536,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
537,2,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1
538,0,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,1
539,3,0,2,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,2,3,3,1
540,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
541,3,2,3,1,3,0,1,1,3,1,0,0,1,0,0,0,0,0,1,0,0,1,1
542,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
543,0,1,1,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,1,1
544,3,2,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1
545,0,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
546,1,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,1
547,3,2,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1
548,0,2,1,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,0,2,3,3,1
549,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2,1
550,3,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1
551,0,2,3,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,1,0,1,1
552,0,1,1,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,4,1
553,3,0,2,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,3,3,1
554,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
555,3,1,1,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,4,4,1
556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
557,0,2,2,0,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3,1
558,0,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1
559,0,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2,1
560,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
561,0,0,1,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3,1
562,0,0,1,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3,1
563,0,2,2,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
564,1,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1
565,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0
566,0,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1
567,3,0,3,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
569,1,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1
570,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
571,3,2,1,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,3,3,1
572,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
