,duration_ms,energy,key,mode,time_signature,acousticness,danceability,instrumentalness,liveness,loudness,speechiness,valence,tempo,target
6640,129604,0.514,10,0,4,0.0114,0.782,0.789,0.0837,-3.898,0.0636,0.37,150.124,0
6641,165000,0.447,9,1,4,4.39e-05,0.8340000000000001,0.8370000000000001,0.0719,-13.012,0.358,0.344,119.996,0
6642,186000,0.508,11,0,4,0.000133,0.813,0.918,0.0947,-12.09,0.15,0.377,119.981,0
6643,177110,0.71,1,1,3,0.159,0.612,0.0,0.236,-5.814,0.408,0.398,111.553,0
6644,279173,0.263,7,1,3,0.613,0.364,0.0,0.0852,-12.648,0.0396,0.345,96.058,0
6645,95137,0.287,0,1,4,0.852,0.741,0.0,0.114,-7.872999999999998,0.0311,0.552,99.717,0
6646,208615,0.5329999999999999,5,0,4,0.0639,0.77,0.00262,0.0927,-8.217,0.197,0.211,130.095,0
6647,196286,0.639,4,0,4,0.4,0.562,2.88e-05,0.107,-6.474,0.078,0.0597,139.638,0
6648,364377,0.809,0,0,4,0.0103,0.6940000000000001,0.748,0.107,-8.722000000000001,0.0538,0.536,133.27700000000002,0
6649,224940,0.8320000000000001,8,1,4,0.0369,0.77,0.0,0.0735,-4.646,0.242,0.63,133.033,0
6650,118763,0.156,4,0,3,0.931,0.7240000000000001,0.8059999999999999,0.112,-21.068,0.196,0.313,97.108,0
6651,60000,0.6459999999999999,0,1,5,0.487,0.205,0.916,0.354,-24.454,0.0663,0.0396,111.83,0
6652,226286,0.759,6,0,4,0.0767,0.585,0.0,0.15,-5.617999999999999,0.0603,0.186,139.966,0
6653,151771,0.1369999999999999,0,1,4,0.00227,0.6859999999999999,0.0,0.156,-17.185,0.0427,0.341,95.01,0
6654,144248,0.341,0,1,4,0.00427,0.708,0.403,0.119,-12.675999999999998,0.095,0.134,120.004,0
6655,169872,0.84,4,0,4,0.0268,0.7879999999999999,0.000307,0.1369999999999999,-5.162000000000001,0.0464,0.769,109.977,0
6656,189767,0.669,0,1,4,0.014,0.685,3.67e-05,0.16,-5.388999999999999,0.0676,0.495,171.954,0
6657,193247,0.499,10,1,4,0.0673,0.7020000000000001,1.41e-05,0.101,-5.952000000000001,0.197,0.0713,153.95,0
6658,248947,0.895,11,0,4,0.58,0.847,0.0,0.136,-4.308,0.283,0.8759999999999999,124.013,0
6659,681274,0.672,2,1,4,0.431,0.527,0.0,0.14,-5.73,0.292,0.475,92.17,0
6660,209562,0.409,5,0,4,0.708,0.7390000000000001,0.0,0.119,-8.067,0.0461,0.271,101.983,0
6661,268235,0.804,4,0,4,0.0755,0.5720000000000001,1.15e-06,0.508,-8.562999999999999,0.267,0.44,76.282,0
6662,241224,0.644,7,0,4,0.316,0.8079999999999999,0.0,0.0658,-6.388,0.0371,0.967,107.01,0
6663,271191,0.838,0,0,4,0.132,0.504,0.0,0.616,-7.362999999999999,0.352,0.624,95.803,0
6664,194900,0.8740000000000001,9,1,4,3.3100000000000005e-05,0.25,0.0632,0.226,-7.198,0.056,0.443,200.202,0
6665,152000,0.436,9,0,4,0.3720000000000001,0.853,0.000681,0.158,-8.458,0.369,0.36,110.209,0
6666,140802,0.662,1,1,4,0.0322,0.617,0.155,0.36,-13.358,0.0327,0.87,123.662,0
6667,210000,0.922,9,0,4,0.00176,0.612,0.0275,0.276,-3.1660000000000004,0.0483,0.534,127.99,0
6668,160635,0.348,2,1,5,0.0209,0.6890000000000001,0.00295,0.107,-13.21,0.461,0.418,111.531,0
6669,99082,0.524,0,1,5,0.00054,0.752,0.318,0.0386,-8.039,0.151,0.944,130.226,0
6670,218400,0.924,10,0,4,0.00425,0.216,0.0125,0.438,-4.738,0.477,0.38,76.995,0
6671,267042,0.872,0,1,4,0.0104,0.54,0.0,0.0802,-6.502999999999999,0.0448,0.298,142.089,0
6672,358095,0.6,8,0,4,0.0199,0.732,0.889,0.467,-8.509,0.0646,0.0729,125.973,0
6673,262500,0.7340000000000001,7,1,4,0.00126,0.848,0.0,0.23,-6.7170000000000005,0.202,0.398,111.074,0
6674,133697,0.423,8,1,4,0.135,0.636,0.88,0.126,-17.967,0.0317,0.326,116.461,0
6675,228981,0.506,7,1,4,0.5479999999999999,0.528,0.708,0.127,-7.706,0.0361,0.152,130.034,0
6676,162238,0.0399,11,0,4,0.909,0.452,0.823,0.121,-35.194,0.0614,0.422,123.925,0
6677,245740,0.245,11,1,3,0.877,0.5870000000000001,0.8220000000000001,0.244,-31.789,0.0619,0.856,119.991,0
6678,118245,0.216,9,1,4,0.885,0.597,1.55e-05,0.401,-27.497,0.0586,0.491,119.818,0
6679,112113,0.112,1,1,4,0.8909999999999999,0.5479999999999999,0.813,0.142,-29.582,0.0697,0.962,123.992,0
6680,146013,0.1689999999999999,8,1,4,0.131,0.557,4.28e-05,0.251,-28.165,0.042,0.387,120.003,0
6681,167451,0.218,3,0,4,0.8009999999999999,0.477,0.884,0.177,-26.123,0.0427,0.918,119.843,0
6682,167451,0.238,7,0,4,0.555,0.48,0.00743,0.209,-26.193,0.04,0.447,119.74,0
6683,222539,0.706,9,0,4,0.0748,0.616,7.85e-05,0.385,-7.374,0.0327,0.442,115.027,0
6684,189000,0.523,8,0,4,0.0535,0.59,5.11e-05,0.136,-8.136000000000001,0.0503,0.429,159.963,0
6685,184320,0.139,1,1,3,0.336,0.326,0.746,0.111,-24.787,0.0423,0.0755,187.5,0
6686,184000,0.162,7,1,4,0.0535,0.433,0.4,0.178,-27.994,0.469,0.0438,167.915,0
6687,140733,0.6659999999999999,4,0,4,1.4499999999999997e-05,0.645,0.847,0.282,-14.272,0.0541,0.389,123.616,0
6688,285597,0.38,4,0,4,0.6659999999999999,0.662,7.41e-06,0.119,-15.677,0.0391,0.348,119.923,0
6689,132316,0.4370000000000001,10,0,4,0.115,0.5379999999999999,0.946,0.179,-15.024,0.0363,0.306,123.567,0
6690,110817,0.345,6,0,3,0.0843,0.5579999999999999,0.0186,0.405,-15.736,0.0734,0.5,119.926,0
6691,130596,0.804,11,0,3,9.1e-05,0.402,0.885,0.177,-15.07,0.088,0.334,180.194,0
6692,42027,0.5429999999999999,5,0,3,0.762,0.701,0.0,0.158,-6.848,0.337,0.975,99.202,0
6693,162733,0.6659999999999999,7,1,4,0.0682,0.818,0.0,0.0422,-7.973,0.25,0.685,98.035,0
6694,231947,0.5920000000000001,4,0,4,0.0163,0.636,1.78e-06,0.684,-9.351,0.314,0.39,90.172,0
6695,142787,0.752,5,1,4,0.0345,0.688,0.875,0.0988,-9.944,0.036,0.964,124.28,0
6696,298538,0.643,9,1,4,0.102,0.777,0.000663,0.0829,-6.869,0.045,0.73,92.34,0
6697,232500,0.8759999999999999,2,1,4,0.507,0.591,0.0,0.402,-6.8420000000000005,0.0584,0.629,95.001,0
6698,170720,0.996,1,0,5,0.6779999999999999,0.394,0.947,0.913,-22.81,0.0568,0.00433,120.36,0
6699,3532867,0.823,6,0,4,0.0116,0.456,0.0408,0.536,-4.622,0.0608,0.347,127.949,0
6700,253388,0.755,2,0,4,0.557,0.847,0.0,0.0938,-4.598,0.042,0.94,135.009,0
6701,254720,0.733,8,0,4,0.665,0.802,6.08e-05,0.0825,-8.001,0.0451,0.943,122.061,0
6702,194400,0.884,4,0,4,0.000419,0.5329999999999999,0.0,0.4970000000000001,-5.617000000000001,0.099,0.155,99.952,0
6703,236681,0.622,0,1,4,0.0728,0.775,0.0,0.104,-4.381,0.215,0.943,140.01,0
6704,236250,0.69,8,0,4,0.182,0.5670000000000001,0.0,0.11,-6.99,0.133,0.498,120.11,0
6705,213022,0.346,1,1,4,0.0697,0.649,0.8540000000000001,0.181,-19.432,0.037,0.445,94.998,0
6706,309600,0.954,4,0,4,0.0011,0.759,0.922,0.0522,-5.9110000000000005,0.0422,0.377,125.016,0
6707,202036,0.6809999999999999,9,0,4,0.259,0.626,0.0,0.0764,-7.451,0.0374,0.705,139.987,0
6708,227368,0.654,9,0,4,0.0271,0.632,8.120000000000001e-05,0.318,-10.67,0.0267,0.626,95.009,0
6709,208119,0.84,2,1,4,0.128,0.8220000000000001,0.0,0.296,-6.017,0.179,0.863,85.016,0
6710,246547,0.482,1,1,5,0.773,0.591,0.0,0.627,-13.822,0.444,0.733,129.056,0
6711,216828,0.57,1,1,4,0.0691,0.7190000000000001,0.00387,0.125,-8.538,0.0427,0.0788,140.023,0
6712,183424,0.595,6,0,4,0.34,0.722,0.0,0.149,-7.876,0.0713,0.62,92.0,0
6713,110263,0.474,2,1,4,0.138,0.758,0.0,0.281,-8.937999999999997,0.301,0.465,160.02100000000004,0
6714,220568,0.998,6,0,4,0.125,0.182,0.988,0.851,-19.576,0.0496,1e-05,104.232,0
6715,149269,0.00274,0,0,3,0.113,0.201,0.7070000000000001,0.109,-28.122,0.0606,0.0396,120.856,0
6716,239348,0.7070000000000001,7,1,4,0.0629,0.716,0.0,0.118,-8.182,0.0654,0.127,129.977,0
6717,207744,0.759,9,1,4,0.0116,0.54,0.0,0.0965,-5.327999999999999,0.28,0.439,179.99599999999995,0
6718,603971,0.713,5,0,4,0.126,0.56,0.04,0.134,-8.562999999999999,0.029,0.7390000000000001,160.033,0
6719,82077,0.351,3,0,4,0.00127,0.645,0.937,0.182,-16.748,0.0346,0.757,119.965,0
6720,248000,0.901,1,1,4,0.00215,0.256,0.381,0.417,-4.875,0.0473,0.121,130.97,0
6721,177359,0.341,9,1,4,0.603,0.84,0.0,0.183,-9.935,0.32,0.499,120.003,0
6722,234123,0.594,7,1,4,0.612,0.7070000000000001,2.51e-06,0.171,-5.912999999999999,0.224,0.361,82.001,0
6723,204375,0.6629999999999999,10,0,4,0.0288,0.932,1.42e-05,0.0688,-4.675,0.328,0.563,127.929,0
6724,264621,0.422,9,1,4,0.568,0.736,4.35e-05,0.0878,-11.234000000000002,0.588,0.258,77.595,0
6725,100676,0.378,7,1,3,0.0166,0.872,0.721,0.0754,-17.662,0.178,0.74,130.02200000000002,0
6726,66226,0.434,1,1,5,0.00288,0.439,0.919,0.176,-10.884,0.471,0.0887,207.145,0
6727,224573,0.959,2,1,4,0.000852,0.753,0.339,0.574,-3.588,0.185,0.163,128.023,0
6728,264266,0.513,5,1,4,0.134,0.7759999999999999,0.0,0.106,-9.44,0.31,0.163,123.972,0
6729,200072,0.397,6,1,5,0.769,0.294,2.19e-05,0.0883,-11.659,0.0328,0.122,122.941,0
6730,151771,0.7040000000000001,8,1,4,0.0134,0.7909999999999999,0.0,0.1689999999999999,-7.397,0.29,0.207,155.02200000000005,0
6731,97646,0.45,2,1,3,0.00572,0.7340000000000001,0.89,0.111,-16.678,0.245,0.92,130.175,0
6732,143455,0.479,6,0,4,0.27,0.8909999999999999,0.000545,0.0687,-7.338999999999999,0.0624,0.9,109.989,0
6733,306260,0.909,4,0,4,0.00601,0.809,0.8959999999999999,0.114,-13.048,0.0834,0.693,125.0,0
6734,98325,0.429,10,0,4,0.383,0.654,0.953,0.111,-12.299,0.0758,0.977,130.00799999999998,0
6735,98090,0.27,10,1,4,0.0125,0.8079999999999999,0.957,0.0733,-16.741,0.131,0.998,130.03,0
6736,100467,0.377,8,1,5,0.654,0.7829999999999999,0.856,0.131,-13.436,0.0856,0.961,130.07299999999998,0
6737,186040,0.672,5,0,3,0.239,0.445,0.0273,0.158,-7.2970000000000015,0.0442,0.36,96.634,0
6738,221077,0.603,0,1,4,0.604,0.754,0.382,0.162,-7.376,0.0299,0.43,130.015,0
6739,401714,0.915,3,0,4,0.000268,0.346,0.779,0.0771,-6.837999999999999,0.078,0.192,169.97799999999995,0
6740,126893,0.748,1,1,4,0.0195,0.628,0.138,0.324,-12.263,0.0441,0.833,123.68,0
6741,147737,0.384,9,1,4,0.966,0.598,0.939,0.1,-15.099,0.0463,0.35,130.026,0
6742,226427,0.71,2,1,4,0.00875,0.436,0.0,0.246,-7.97,0.0422,0.594,173.05900000000003,0
6743,109740,0.679,10,0,4,0.00272,0.6459999999999999,0.00038,0.105,-7.451,0.151,0.345,140.084,0
6744,71419,0.269,0,1,1,0.857,0.698,0.3229999999999999,0.118,-13.345999999999998,0.3,0.777,163.908,0
6745,224743,0.754,9,1,4,0.0283,0.419,0.00761,0.193,-6.021,0.0555,0.557,164.399,0
6746,150296,0.306,1,1,4,0.000127,0.632,0.86,0.625,-15.525,0.0629,0.467,116.406,0
6747,142000,0.618,1,1,3,0.132,0.46,0.879,0.124,-11.255999999999998,0.0283,0.267,97.509,0
6748,58733,0.929,11,0,4,0.018,0.524,0.65,0.223,-7.806,0.0572,0.197,114.98,0
6749,201432,0.69,8,0,4,0.00695,0.818,7.340000000000001e-05,0.122,-9.529,0.14,0.867,127.008,0
6750,252020,0.5920000000000001,2,1,4,0.303,0.7809999999999999,0.883,0.118,-14.148,0.0619,0.1369999999999999,119.98,0
6751,265525,0.254,4,0,4,0.606,0.7190000000000001,0.621,0.277,-11.915,0.0561,0.0675,124.97,0
6752,125460,0.698,1,1,4,0.173,0.423,0.0,0.15,-3.531,0.1669999999999999,0.0897,84.17299999999999,0
6753,244560,0.738,6,1,4,0.31,0.501,0.0,0.098,-4.7330000000000005,0.284,0.341,179.84,0
6754,190943,0.7240000000000001,6,0,4,0.131,0.7809999999999999,2.17e-05,0.0922,-6.0760000000000005,0.0473,0.407,121.997,0
6755,217600,0.998,11,0,4,0.036,0.8079999999999999,0.0159,0.49,0.0,0.16,0.281,150.028,0
6756,84010,0.868,8,1,4,0.403,0.7040000000000001,1.35e-06,0.33,-7.287000000000001,0.396,0.862,81.25,0
6757,164987,0.0937,7,1,4,0.505,0.452,0.952,0.3720000000000001,-26.227,0.055,0.319,97.918,0
6758,179207,0.155,10,1,4,0.8440000000000001,0.343,0.875,0.128,-36.458,0.0533,0.8290000000000001,98.985,0
6759,134647,0.0334,8,0,4,0.8909999999999999,0.3720000000000001,0.905,0.194,-36.759,0.0486,0.341,119.678,0
6760,138612,0.153,7,0,4,0.608,0.61,0.949,0.355,-31.845,0.0609,0.858,127.989,0
6761,176420,0.892,10,0,4,0.000158,0.465,0.00103,0.0969,-7.864,0.0785,0.54,176.05700000000004,0
6762,141740,0.665,1,1,4,0.192,0.722,0.938,0.348,-16.883,0.0493,0.966,123.588,0
6763,224000,0.899,8,0,4,0.165,0.619,0.000348,0.131,-4.015,0.139,0.205,150.007,0
6764,130123,0.58,2,1,4,0.0131,0.736,0.81,0.306,-15.124,0.0588,0.564,123.655,0
6765,69773,0.417,5,0,4,0.7290000000000001,0.42,0.0,0.482,-9.672,0.088,0.6579999999999999,81.642,0
6766,88720,0.502,5,1,4,0.0204,0.894,0.0008869999999999,0.243,-8.7,0.0891,0.654,100.522,0
6767,192973,0.706,10,0,4,0.0492,0.787,0.0,0.425,-7.551,0.34,0.868,91.066,0
6768,273497,0.451,7,0,4,0.131,0.743,0.121,0.106,-8.927999999999997,0.0479,0.117,117.986,0
6769,110821,0.62,5,0,4,0.00235,0.674,0.0406,0.163,-7.2429999999999986,0.0313,0.623,120.081,0
6770,352792,0.7979999999999999,7,0,4,0.00916,0.711,0.0179,0.141,-6.664,0.0277,0.833,123.018,0
6771,231172,0.792,0,1,4,0.303,0.642,0.00028,0.6,-6.8370000000000015,0.0602,0.397,81.67699999999998,0
6772,525886,0.563,1,1,4,0.0441,0.465,0.441,0.147,-7.9,0.0563,0.504,108.456,0
6773,228304,0.7290000000000001,9,1,4,0.171,0.898,0.0,0.0851,-7.651,0.142,0.655,135.98,0
6774,259160,0.56,6,0,4,0.279,0.506,0.0,0.139,-8.804,0.0675,0.537,151.536,0
6775,201177,0.667,4,0,4,0.00491,0.609,0.000423,0.274,-6.985,0.0531,0.366,102.031,0
6776,185000,0.754,6,0,4,0.295,0.703,0.0,0.1,-6.407,0.327,0.356,100.089,0
6777,189675,0.903,2,1,4,0.12,0.621,0.00158,0.316,-2.839,0.0317,0.8009999999999999,117.955,0
6778,156108,0.475,2,1,4,6.440000000000001e-05,0.76,0.86,0.0689,-8.288,0.0406,0.861,187.065,0
6779,169861,0.6890000000000001,10,0,4,0.385,0.584,0.0,0.219,-6.41,0.0465,0.488,92.011,0
6780,209398,0.769,0,1,4,0.0013,0.376,3.19e-06,0.5770000000000001,-8.264,0.0564,0.7809999999999999,116.68,0
6781,132255,0.055,2,0,1,0.95,0.5579999999999999,0.856,0.0769,-16.996,0.444,0.6890000000000001,167.68200000000004,0
6782,218619,0.769,10,1,4,0.0367,0.718,0.961,0.0396,-7.021,0.0517,0.871,115.069,0
6783,222354,0.999,11,1,3,0.263,0.335,0.986,0.937,-22.509,0.0339,0.0019,96.444,0
6784,144548,0.794,7,1,4,0.00802,0.149,0.883,0.143,-22.555,0.0676,0.0208,77.94,0
6785,176640,0.884,10,0,4,0.143,0.792,1.64e-06,0.633,-4.171,0.101,0.804,124.944,0
6786,111273,0.488,8,1,4,0.8079999999999999,0.524,0.935,0.185,-14.65,0.0408,0.341,140.077,0
6787,138319,0.248,0,0,4,0.727,0.727,8.609999999999999e-05,0.113,-17.451,0.114,0.109,109.958,0
6788,206907,0.924,11,1,4,0.000315,0.436,0.0,0.107,-4.254,0.0429,0.431,95.586,0
6789,107546,0.648,0,0,4,1.49e-06,0.977,0.0146,0.0504,-14.824000000000002,0.43,0.259,130.035,0
6790,204789,0.609,2,1,4,0.00285,0.4970000000000001,0.0,0.353,-6.3870000000000005,0.0873,0.469,148.39700000000005,0
6791,96183,0.337,2,0,4,0.13,0.764,0.94,0.0915,-13.329,0.371,0.913,130.145,0
6792,213600,0.589,0,1,4,0.159,0.78,0.0,0.145,-8.326,0.0602,0.358,100.055,0
6793,195001,0.608,1,1,4,0.0533,0.7709999999999999,0.0,0.0664,-5.35,0.0369,0.3670000000000001,129.925,0
6794,189623,0.632,9,1,4,0.491,0.542,0.346,0.225,-6.933,0.0366,0.282,148.779,0
6795,230423,0.341,1,0,4,0.523,0.633,0.0,0.112,-14.914,0.504,0.322,83.01799999999999,0
6796,199873,0.358,6,0,3,0.000874,0.606,0.8390000000000001,0.267,-15.154000000000002,0.0404,0.346,116.427,0
6797,359681,0.747,10,0,4,0.305,0.809,0.248,0.0629,-6.584,0.0577,0.853,138.077,0
6798,179103,0.831,11,1,4,0.123,0.917,0.0,0.0854,-5.87,0.28,0.363,93.023,0
6799,295000,0.7440000000000001,5,1,4,0.344,0.7070000000000001,9.88e-06,0.208,-6.381,0.0682,0.514,118.998,0
6800,218089,0.7,10,1,4,0.496,0.782,0.753,0.091,-9.568,0.0495,0.19,120.016,0
6801,178757,0.66,8,1,4,0.0413,0.745,0.000629,0.0987,-5.648,0.0584,0.299,163.959,0
6802,224222,0.7879999999999999,9,0,4,0.103,0.7240000000000001,0.0,0.0991,-7.614,0.0485,0.7609999999999999,134.871,0
6803,217339,0.45,11,0,4,0.7959999999999999,0.581,0.0,0.103,-8.92,0.518,0.569,95.06,0
6804,150532,0.388,1,1,4,0.8290000000000001,0.88,0.8640000000000001,0.154,-17.301,0.0907,0.961,116.435,0
6805,131930,0.584,10,1,4,0.343,0.871,0.0,0.0964,-6.017,0.179,0.485,95.983,0
6806,184633,0.617,7,0,5,0.828,0.561,0.0564,0.113,-7.322,0.272,0.493,129.061,0
6807,176054,0.6659999999999999,6,0,4,0.066,0.83,0.0,0.228,-8.309,0.09,0.292,122.013,0
6808,170443,0.379,7,1,4,0.754,0.675,0.000221,0.112,-9.468,0.0518,0.511,126.887,0
6809,205000,0.475,9,0,4,0.0835,0.557,3.03e-06,0.452,-7.912000000000001,0.0256,0.384,93.031,0
6810,167196,0.262,7,0,4,0.765,0.547,2.14e-06,0.117,-12.236,0.0293,0.434,85.23299999999998,0
6811,202510,0.287,7,0,3,0.7040000000000001,0.573,0.875,0.105,-30.527,0.0366,0.762,144.005,0
6812,110650,0.111,0,0,4,0.882,0.388,0.853,0.15,-32.026,0.0508,0.936,142.95,0
6813,151049,0.139,7,1,4,0.726,0.5720000000000001,0.0323,0.469,-27.243,0.0567,0.253,119.793,0
6814,185083,0.223,10,1,4,0.7,0.517,0.281,0.315,-26.721,0.0393,0.551,97.913,0
6815,270419,0.878,5,0,4,0.0045299999999999,0.3229999999999999,0.8959999999999999,0.116,-9.209,0.17,0.138,119.937,0
6816,198662,0.757,1,1,4,0.0884,0.8490000000000001,0.0,0.116,-5.525,0.309,0.855,105.928,0
6817,186008,0.542,11,1,4,0.132,0.597,1.6100000000000002e-05,0.121,-6.17,0.0265,0.197,79.991,0
6818,130253,0.599,5,1,4,0.657,0.648,2.15e-06,0.636,-8.646,0.573,0.5660000000000001,106.482,0
6819,280556,0.7440000000000001,7,1,4,0.078,0.634,0.0,0.148,-7.901,0.0308,0.904,110.968,0
6820,232299,0.469,4,1,4,0.8,0.59,0.247,0.0902,-11.13,0.0296,0.523,125.189,0
6821,276088,0.331,10,1,4,0.124,0.67,0.0005549999999999,0.0601,-12.875,0.029,0.149,128.137,0
6822,228125,0.395,9,1,3,0.578,0.435,4.43e-06,0.133,-6.603,0.0298,0.287,184.183,0
6823,240014,0.597,10,0,5,0.5710000000000001,0.422,0.000225,0.103,-6.355,0.166,0.385,195.54,0
6824,199250,0.609,0,1,4,0.102,0.596,4.18e-06,0.0999,-6.372000000000001,0.0318,0.158,145.019,0
6825,212600,0.732,8,1,4,0.151,0.612,0.00149,0.102,-4.966,0.025,0.655,115.09,0
6826,171300,0.574,9,0,4,0.000286,0.7,0.143,0.108,-6.994,0.0544,0.526,100.017,0
6827,207429,0.835,11,0,4,0.0814,0.416,0.000183,0.108,-5.521,0.0438,0.392,140.017,0
6828,242330,0.763,10,0,4,0.151,0.568,1.31e-06,0.171,-6.476,0.0409,0.0835,102.972,0
6829,77006,0.903,2,1,4,0.000565,0.489,0.684,0.283,-12.063,0.0334,0.527,116.439,0
6830,194638,0.648,9,1,4,0.0404,0.609,0.0001419999999999,0.375,-8.439,0.0316,0.711,127.972,0
6831,232051,0.983,3,1,4,0.321,0.361,2.35e-06,0.332,-1.3769999999999998,0.0517,0.375,140.273,0
6832,218463,0.406,5,0,4,0.848,0.703,0.00829,0.0876,-9.235,0.0287,0.667,148.033,0
6833,132255,0.0148,0,1,3,0.961,0.6659999999999999,0.8059999999999999,0.154,-25.446,0.233,0.5379999999999999,70.143,0
6834,204150,0.0167,3,1,4,0.996,0.335,0.956,0.112,-28.626,0.0417,0.033,100.098,0
6835,210492,0.5539999999999999,2,0,4,0.0287,0.633,0.0219,0.103,-6.5470000000000015,0.0264,0.304,141.972,0
6836,201182,0.154,4,0,3,0.967,0.234,0.000471,0.107,-9.151,0.0441,0.0791,180.175,0
6837,158314,0.6920000000000001,2,0,4,0.0169,0.593,0.0805,0.396,-6.305,0.0424,0.7859999999999999,172.045,0
6838,269924,0.618,1,0,4,0.0247,0.7090000000000001,0.000123,0.126,-8.91,0.079,0.512,82.027,0
6839,251115,0.907,7,0,4,0.161,0.507,0.5720000000000001,0.508,-5.606,0.0309,0.342,109.975,0
6840,297435,0.6,1,1,4,0.119,0.7759999999999999,0.0,0.114,-8.081,0.0863,0.581,137.988,0
6841,213038,0.6459999999999999,8,0,4,0.3,0.628,0.0,0.0884,-4.5710000000000015,0.0433,0.565,79.006,0
6842,196803,0.6759999999999999,7,1,4,0.574,0.562,0.0,0.378,-5.901,0.0289,0.8170000000000001,163.793,0
6843,97346,0.578,1,1,4,0.097,0.857,0.000993,0.103,-9.091,0.0965,0.4270000000000001,158.045,0
6844,219794,0.615,1,1,4,0.0507,0.659,0.0,0.0805,-7.305,0.0399,0.333,147.99200000000005,0
6845,151531,0.386,10,1,4,0.29,0.841,1.5399999999999998e-05,0.122,-16.265,0.0689,0.97,120.011,0
6846,86094,0.476,1,1,3,2.19e-06,0.691,0.962,0.0668,-12.45,0.212,0.229,184.081,0
6847,246912,0.532,5,1,4,0.181,0.8340000000000001,0.0,0.212,-9.918,0.0892,0.769,94.996,0
6848,245760,0.674,0,1,4,0.000221,0.594,0.116,0.103,-10.045,0.044,0.311,124.998,0
6849,115480,0.359,1,1,4,0.0254,0.6990000000000001,0.7979999999999999,0.185,-18.221,0.112,0.5710000000000001,143.381,0
6850,227520,0.774,8,1,4,0.103,0.7859999999999999,0.0,0.107,-5.085,0.0626,0.7559999999999999,92.039,0
6851,183529,0.555,0,0,4,0.448,0.8320000000000001,0.000389,0.0988,-6.295,0.126,0.473,101.916,0
6852,99971,0.468,5,1,4,0.00021,0.8759999999999999,0.901,0.095,-13.037,0.24,0.762,130.0,0
6853,499200,0.481,4,0,4,0.0625,0.77,0.888,0.0879,-14.541,0.0426,0.179,125.014,0
6854,186800,0.61,7,1,4,0.00985,0.716,0.0108,0.418,-9.852,0.109,0.316,140.001,0
6855,419161,0.957,1,1,4,0.0546,0.8290000000000001,0.000203,0.0598,-3.62,0.0984,0.68,118.084,0
6856,259200,0.909,5,0,4,0.015,0.42,0.00561,0.0844,-3.674,0.176,0.197,75.138,0
6857,101695,0.547,5,1,4,0.532,0.659,0.0,0.263,-9.039,0.0542,0.961,139.213,0
6858,171155,0.652,1,1,4,0.17,0.763,0.0,0.371,-7.034,0.221,0.208,133.905,0
6859,66000,0.213,1,1,3,0.0497,0.244,0.847,0.344,-44.493,0.0818,0.0398,66.47399999999999,0
6860,52000,0.435,10,0,0,0.113,0.0,0.448,0.865,-43.574,0.0,0.0,0.0,0
6861,52000,0.851,2,1,4,0.444,0.387,0.8009999999999999,0.456,-33.488,0.0591,0.0186,79.583,0
6862,50000,0.5,1,1,4,0.389,0.364,0.7909999999999999,0.368,-42.45399999999999,0.0409,0.0276,85.413,0
6863,36000,0.503,10,0,5,0.746,0.358,0.8109999999999999,0.36,-41.01300000000001,0.0398,0.0294,98.012,0
6864,38000,0.4270000000000001,5,1,3,0.191,0.507,0.913,0.407,-34.53,0.078,0.0394,58.058,0
6865,62000,0.923,10,0,4,0.6729999999999999,0.429,0.882,0.841,-34.859,0.0684,0.0128,46.894,0
6866,42000,0.825,5,1,4,0.12,0.165,0.879,0.338,-30.47300000000001,0.0513,0.0279,61.04600000000001,0
6867,64000,0.94,9,1,3,0.596,0.244,0.511,0.737,-26.805,0.0388,1e-05,59.459,0
6868,34000,0.935,9,1,4,0.8690000000000001,0.153,0.655,0.967,-34.231,0.0384,1e-05,174.17,0
6869,44000,0.5870000000000001,4,0,4,0.148,0.0901,0.967,0.892,-41.604,0.0456,1e-05,88.059,0
6870,369416,0.6,7,1,4,0.000241,0.753,0.534,0.0343,-5.556,0.0544,0.196,130.013,0
6871,150731,0.46,1,1,4,0.887,0.87,0.855,0.0854,-16.164,0.0455,0.967,116.494,0
6872,228908,0.7659999999999999,1,1,4,0.0592,0.7609999999999999,0.0532,0.457,-6.803999999999999,0.0917,0.449,123.995,0
6873,434000,0.691,6,1,4,0.305,0.534,0.879,0.088,-9.052,0.0374,0.725,96.017,0
6874,229982,0.54,8,1,4,0.53,0.779,3.2299999999999986e-05,0.226,-13.544,0.295,0.825,119.946,0
6875,137267,0.662,1,0,4,0.557,0.86,0.0,0.121,-7.121,0.246,0.526,112.115,0
6876,202297,0.397,10,1,4,0.541,0.605,0.0,0.0876,-7.075,0.0308,0.49,147.873,0
6877,244000,0.159,10,1,4,0.923,0.679,1.36e-05,0.0737,-17.262999999999998,0.0405,0.443,135.11,0
6878,322573,0.0137,10,1,4,0.8220000000000001,0.638,0.923,0.0807,-33.393,0.0595,0.332,110.015,0
6879,168000,0.911,3,0,4,0.00678,0.6559999999999999,0.6729999999999999,0.0585,-6.595,0.0295,0.346,119.971,0
6880,150697,0.175,8,1,4,0.573,0.655,0.00373,0.252,-19.55,0.0317,0.193,116.421,0
6881,205076,0.505,2,0,4,0.674,0.7909999999999999,0.0,0.255,-6.76,0.168,0.36,98.04,0
6882,220760,0.407,0,1,1,0.272,0.274,0.716,0.131,-9.847,0.0396,0.0396,78.236,0
