,Estimated_Insects_Count,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Kharif,Rabi,Alluvial,Black-Cotton,Insecticides,Bactericides,Herbicides,Summer,Monsoon,Winter,target
13598,789,15,15,23,0,1,1,0,0,0,1,1,0,0,0
13599,789,20,15,8,0,1,1,0,0,0,1,0,1,0,0
13600,790,20,23,15,0,1,1,0,0,0,1,0,1,0,0
13601,789,20,28,9,0,1,1,0,0,0,1,0,1,0,0
13602,789,25,19,19,0,1,1,0,0,0,1,0,1,0,0
13603,789,30,20,19,0,1,1,0,0,0,1,1,0,0,0
13604,789,30,14,10,0,1,1,0,0,0,1,0,0,1,0
13605,789,40,14,23,0,1,1,0,0,0,1,0,1,0,0
13606,790,40,29,11,0,1,1,0,0,0,1,0,1,0,0
13607,789,40,29,5,0,1,1,0,0,0,1,1,0,0,0
13608,790,40,29,13,0,1,1,0,0,0,1,0,1,0,0
13609,789,60,26,14,0,1,1,0,0,0,1,0,1,0,0
13610,789,20,31,2,0,1,1,0,0,0,1,0,0,1,1
13611,851,5,26,6,0,1,1,0,0,0,1,0,1,0,0
13612,851,5,37,3,0,1,1,0,0,0,1,1,0,0,0
13613,851,10,12,24,0,1,1,0,0,0,1,0,1,0,0
13614,851,10,15,19,0,1,1,0,0,0,1,0,1,0,0
13615,850,10,27,12,0,1,1,0,0,0,1,0,0,1,0
13616,851,10,27,19,0,1,1,0,0,0,1,0,1,0,0
13617,851,15,30,14,0,1,1,0,0,0,1,0,1,0,0
13618,851,15,30,9,0,1,1,0,0,0,1,0,1,0,0
13619,851,20,19,13,0,1,1,0,0,0,1,0,1,0,0
13620,851,20,24,10,0,1,1,0,0,0,1,1,0,0,0
13621,851,25,28,10,0,1,1,0,0,0,1,0,0,1,0
13622,851,30,15,18,0,1,1,0,0,0,1,0,0,1,0
13623,851,40,16,16,0,1,1,0,0,0,1,0,0,1,0
13624,851,40,19,20,0,1,1,0,0,0,1,0,1,0,0
13625,851,40,27,14,0,1,1,0,0,0,1,0,1,0,0
13626,851,40,36,2,0,1,1,0,0,0,1,0,1,0,0
13627,851,45,36,1,0,1,1,0,0,0,1,1,0,0,0
13628,851,50,25,6,0,1,1,0,0,0,1,0,1,0,0
13629,851,60,22,18,0,1,1,0,0,0,1,0,1,0,0
13630,851,60,39,0,0,1,1,0,0,0,1,0,1,0,0
13631,915,20,17,17,0,1,1,0,0,0,1,0,1,0,0
13632,915,20,18,16,0,1,1,0,0,0,1,0,1,0,0
13633,915,20,40,5,0,1,1,0,0,0,1,1,0,0,0
13634,915,20,41,0,0,1,1,0,0,0,1,1,0,0,0
13635,915,30,21,25,0,1,1,0,0,0,1,0,0,1,0
13636,915,30,10,7,0,1,1,0,0,0,1,1,0,0,0
13637,916,40,10,1,0,1,1,0,0,0,1,0,0,1,0
13638,916,40,27,7,0,1,1,0,0,0,1,0,1,0,0
13639,915,40,27,2,0,1,1,0,0,0,1,0,0,1,0
13640,916,40,28,13,0,1,1,0,0,0,1,0,1,0,0
13641,915,50,15,20,0,1,1,0,0,0,1,0,1,0,0
13642,915,50,18,18,0,1,1,0,0,0,1,1,0,0,0
13643,915,55,30,9,0,1,1,0,0,0,1,0,1,0,0
13644,915,60,5,17,0,1,1,0,0,0,1,0,1,0,0
13645,915,60,29,10,0,1,1,0,0,0,1,1,0,0,0
13646,915,70,28,11,0,1,1,0,0,0,1,0,0,1,0
13647,915,15,25,15,0,1,1,0,0,0,1,0,1,0,1
13648,984,20,21,14,0,1,1,0,0,0,1,1,0,0,0
13649,984,10,16,21,0,1,1,0,0,0,1,0,1,0,0
13650,984,15,21,18,0,1,1,0,0,0,1,0,1,0,0
13651,984,15,25,2,0,1,1,0,0,0,1,0,1,0,0
13652,984,15,32,3,0,1,1,0,0,0,1,0,1,0,0
13653,984,20,17,22,0,1,1,0,0,0,1,1,0,0,0
13654,984,20,20,16,0,1,1,0,0,0,1,1,0,0,0
13655,984,20,21,21,0,1,1,0,0,0,1,0,1,0,0
13656,984,20,23,18,0,1,1,0,0,0,1,0,0,1,0
13657,984,20,27,11,0,1,1,0,0,0,1,0,1,0,0
13658,984,20,31,6,0,1,1,0,0,0,1,1,0,0,0
13659,984,25,20,21,0,1,1,0,0,0,1,0,1,0,0
13660,984,30,18,16,0,1,1,0,0,0,1,1,0,0,0
13661,984,30,24,16,0,1,1,0,0,0,1,0,0,1,0
13662,984,30,24,18,0,1,1,0,0,0,1,0,1,0,0
13663,984,30,27,9,0,1,1,0,0,0,1,0,1,0,0
13664,984,30,28,13,0,1,1,0,0,0,1,0,1,0,0
13665,984,30,30,5,0,1,1,0,0,0,1,1,0,0,0
13666,984,30,33,14,0,1,1,0,0,0,1,0,0,1,0
13667,984,40,15,23,0,1,1,0,0,0,1,0,1,0,0
13668,984,40,19,19,0,1,1,0,0,0,1,0,1,0,0
13669,984,40,22,18,0,1,1,0,0,0,1,0,0,1,0
13670,984,40,23,14,0,1,1,0,0,0,1,0,0,1,0
13671,984,40,40,1,0,1,1,0,0,0,1,0,1,0,0
13672,984,50,22,16,0,1,1,0,0,0,1,0,0,1,0
13673,984,70,29,10,0,1,1,0,0,0,1,0,0,1,0
13674,984,30,37,6,0,1,1,0,0,0,1,0,0,1,1
13675,984,40,40,0,0,1,1,0,0,0,1,0,1,0,1
13676,1056,10,19,22,0,1,1,0,0,0,1,0,1,0,0
13677,1056,10,22,15,0,1,1,0,0,0,1,1,0,0,0
13678,1056,10,29,12,0,1,1,0,0,0,1,1,0,0,0
13679,1056,15,37,8,0,1,1,0,0,0,1,0,1,0,0
13680,1056,20,14,20,0,1,1,0,0,0,1,1,0,0,0
13681,1056,20,21,19,0,1,1,0,0,0,1,0,0,1,0
13682,1056,20,33,4,0,1,1,0,0,0,1,0,1,0,0
13683,1056,20,33,11,0,1,1,0,0,0,1,1,0,0,0
13684,1056,20,42,5,0,1,1,0,0,0,1,0,1,0,0
13685,1056,25,28,12,0,1,1,0,0,0,1,1,0,0,0
13686,1056,30,21,17,0,1,1,0,0,0,1,0,1,0,0
13687,1056,30,32,3,0,1,1,0,0,0,1,0,1,0,0
13688,1056,35,21,20,0,1,1,0,0,0,1,1,0,0,0
13689,1056,40,21,16,0,1,1,0,0,0,1,0,0,1,0
13690,1056,50,7,25,0,1,1,0,0,0,1,0,1,0,0
13691,1056,50,39,3,0,1,1,0,0,0,1,1,0,0,0
13692,1056,60,36,8,0,1,1,0,0,0,1,0,0,1,0
13693,1056,80,19,20,0,1,1,0,0,0,1,0,1,0,0
13694,1056,40,17,6,0,1,1,0,0,0,1,0,1,0,1
13695,1132,10,17,22,0,1,1,0,0,0,1,0,1,0,0
13696,1132,10,21,18,0,1,1,0,0,0,1,0,0,1,0
13697,1132,10,23,3,0,1,1,0,0,0,1,0,1,0,0
13698,1132,10,23,1,0,1,1,0,0,0,1,0,1,0,0
13699,1132,15,23,18,0,1,1,0,0,0,1,0,1,0,0
13700,1132,15,41,4,0,1,1,0,0,0,1,0,1,0,0
13701,1132,20,7,23,0,1,1,0,0,0,1,0,1,0,0
13702,1132,20,23,23,0,1,1,0,0,0,1,0,0,1,0
13703,1132,20,23,26,0,1,1,0,0,0,1,0,1,0,0
13704,1132,20,32,18,0,1,1,0,0,0,1,1,0,0,0
13705,1132,20,32,9,0,1,1,0,0,0,1,0,1,0,0
13706,1132,20,34,5,0,1,1,0,0,0,1,1,0,0,0
13707,1132,30,30,0,0,1,1,0,0,0,1,0,1,0,0
13708,1132,30,42,0,0,1,1,0,0,0,1,1,0,0,0
13709,1132,40,25,15,0,1,1,0,0,0,1,1,0,0,0
13710,1132,60,33,11,0,1,1,0,0,0,1,0,0,1,0
13711,1132,95,28,13,0,1,1,0,0,0,1,1,0,0,0
13712,1132,20,28,10,0,1,1,0,0,0,1,0,1,0,1
13713,1132,20,15,18,0,1,1,0,0,0,1,0,1,0,1
13714,1132,20,30,13,0,1,1,0,0,0,1,1,0,0,1
13715,1212,10,22,29,0,1,1,0,0,0,1,1,0,0,0
13716,1212,10,22,14,0,1,1,0,0,0,1,0,1,0,0
13717,1212,10,29,13,0,1,1,0,0,0,1,0,0,1,0
13718,1212,10,31,15,0,1,1,0,0,0,1,0,1,0,0
13719,1212,15,40,24,0,1,1,0,0,0,1,0,1,0,0
13720,1212,15,40,4,0,1,1,0,0,0,1,0,1,0,0
13721,1212,20,18,19,0,1,1,0,0,0,1,1,0,0,0
13722,1212,20,19,24,0,1,1,0,0,0,1,0,1,0,0
13723,1212,20,19,25,0,1,1,0,0,0,1,1,0,0,0
13724,1212,20,21,19,0,1,1,0,0,0,1,0,1,0,0
13725,1212,20,25,12,0,1,1,0,0,0,1,1,0,0,0
13726,1212,20,28,21,0,1,1,0,0,0,1,1,0,0,0
13727,1212,20,37,2,0,1,1,0,0,0,1,1,0,0,0
13728,1212,20,42,6,0,1,1,0,0,0,1,0,0,1,0
13729,1212,30,23,14,0,1,1,0,0,0,1,1,0,0,0
13730,1212,30,37,7,0,1,1,0,0,0,1,0,0,1,0
13731,1212,40,17,21,0,1,1,0,0,0,1,1,0,0,0
13732,1212,40,28,16,0,1,1,0,0,0,1,0,1,0,0
13733,1212,40,29,7,0,1,1,0,0,0,1,1,0,0,0
13734,1212,40,29,14,0,1,1,0,0,0,1,0,0,1,0
13735,1212,40,29,21,0,1,1,0,0,0,1,0,1,0,0
13736,1212,40,39,3,0,1,1,0,0,0,1,0,1,0,0
13737,1212,40,39,1,0,1,1,0,0,0,1,1,0,0,0
13738,1212,60,27,20,0,1,1,0,0,0,1,1,0,0,0
13739,1212,60,38,9,0,1,1,0,0,0,1,0,1,0,0
13740,1212,20,34,7,0,1,1,0,0,0,1,0,1,0,1
13741,1212,60,37,12,0,1,1,0,0,0,1,0,0,1,2
13742,1296,5,15,0,0,1,1,0,0,0,1,1,0,0,0
13743,1296,10,39,15,0,1,1,0,0,0,1,0,1,0,0
13744,1296,10,39,5,0,1,1,0,0,0,1,0,0,1,0
13745,1296,20,17,28,0,1,1,0,0,0,1,0,1,0,0
13746,1296,20,21,29,0,1,1,0,0,0,1,1,0,0,0
13747,1297,20,25,18,0,1,1,0,0,0,1,0,0,1,0
13748,1297,20,25,19,0,1,1,0,0,0,1,1,0,0,0
13749,1297,20,26,18,0,1,1,0,0,0,1,0,1,0,0
13750,1296,20,36,8,0,1,1,0,0,0,1,1,0,0,0
13751,1296,25,19,5,0,1,1,0,0,0,1,0,1,0,0
13752,1296,30,34,12,0,1,1,0,0,0,1,1,0,0,0
13753,1296,30,42,0,0,1,1,0,0,0,1,1,0,0,0
13754,1296,40,25,19,0,1,1,0,0,0,1,0,1,0,0
13755,1297,40,30,4,0,1,1,0,0,0,1,1,0,0,0
13756,1296,40,34,6,0,1,1,0,0,0,1,1,0,0,0
13757,1297,40,38,10,0,1,1,0,0,0,1,1,0,0,0
13758,1296,40,44,1,0,1,1,0,0,0,1,1,0,0,0
13759,1297,40,44,2,0,1,1,0,0,0,1,0,1,0,0
13760,1296,50,37,9,0,1,1,0,0,0,1,0,1,0,0
13761,1296,60,17,18,0,1,1,0,0,0,1,0,0,1,0
13762,1296,60,33,10,0,1,1,0,0,0,1,0,0,1,0
13763,1296,60,33,16,0,1,1,0,0,0,1,0,1,0,0
13764,1296,60,40,4,0,1,1,0,0,0,1,1,0,0,0
13765,1297,40,40,3,0,1,1,0,0,0,1,0,1,0,1
13766,1296,20,40,3,0,1,1,0,0,0,1,1,0,0,1
13767,1297,20,41,1,0,1,1,0,0,0,1,0,0,1,1
13768,1385,15,23,18,0,1,1,0,0,0,1,0,0,1,0
13769,1385,10,24,21,0,1,1,0,0,0,1,1,0,0,0
13770,1385,10,33,9,0,1,1,0,0,0,1,0,1,0,0
13771,1385,15,27,16,0,1,1,0,0,0,1,0,1,0,0
13772,1385,15,33,6,0,1,1,0,0,0,1,0,1,0,0
13773,1385,20,12,25,0,1,1,0,0,0,1,1,0,0,0
13774,1385,20,39,6,0,1,1,0,0,0,1,0,0,1,0
13775,1385,25,13,28,0,1,1,0,0,0,1,1,0,0,0
13776,1385,25,35,6,0,1,1,0,0,0,1,0,1,0,0
13777,1385,25,43,2,0,1,1,0,0,0,1,0,1,0,0
13778,1385,40,17,26,0,1,1,0,0,0,1,0,1,0,0
13779,1385,40,25,20,0,1,1,0,0,0,1,1,0,0,0
13780,1385,40,26,16,0,1,1,0,0,0,1,1,0,0,0
13781,1385,40,35,16,0,1,1,0,0,0,1,1,0,0,0
13782,1385,40,39,7,0,1,1,0,0,0,1,0,0,1,0
13783,1385,40,39,1,0,1,1,0,0,0,1,0,1,0,0
13784,1385,45,33,12,0,1,1,0,0,0,1,0,1,0,0
13785,1385,50,20,24,0,1,1,0,0,0,1,0,1,0,0
13786,1385,50,33,14,0,1,1,0,0,0,1,1,0,0,0
13787,1385,50,33,15,0,1,1,0,0,0,1,0,1,0,0
13788,1385,55,31,12,0,1,1,0,0,0,1,1,0,0,0
13789,1385,60,36,9,0,1,1,0,0,0,1,0,1,0,0
13790,1385,20,36,9,0,1,1,0,0,0,1,0,1,0,1
13791,1385,30,18,24,0,1,1,0,0,0,1,1,0,0,1
13792,1385,15,19,24,0,1,1,0,0,0,1,0,0,1,1
13793,1478,15,18,27,0,1,1,0,0,0,1,0,1,0,0
13794,1478,10,18,22,0,1,1,0,0,0,1,0,1,0,0
13795,1478,10,20,12,0,1,1,0,0,0,1,0,0,1,0
13796,1478,10,22,30,0,1,1,0,0,0,1,1,0,0,0
13797,1478,10,36,10,0,1,1,0,0,0,1,1,0,0,0
13798,1478,20,21,8,0,1,1,0,0,0,1,0,1,0,0
13799,1478,20,23,23,0,1,1,0,0,0,1,1,0,0,0
13800,1478,20,27,3,0,1,1,0,0,0,1,0,1,0,0
13801,1478,20,29,2,0,1,1,0,0,0,1,1,0,0,0
13802,1478,20,32,6,0,1,1,0,0,0,1,0,1,0,0
13803,1478,20,35,17,0,1,1,0,0,0,1,0,1,0,0
13804,1478,20,40,16,0,1,1,0,0,0,1,1,0,0,0
13805,1478,20,40,7,0,1,1,0,0,0,1,0,1,0,0
13806,1478,30,30,11,0,1,1,0,0,0,1,1,0,0,0
13807,1478,30,33,12,0,1,1,0,0,0,1,1,0,0,0
13808,1478,30,37,8,0,1,1,0,0,0,1,0,0,1,0
13809,1478,30,38,14,0,1,1,0,0,0,1,1,0,0,0
13810,1478,40,13,32,0,1,1,0,0,0,1,1,0,0,0
13811,1478,40,17,27,0,1,1,0,0,0,1,0,0,1,0
13812,1478,40,33,27,0,1,1,0,0,0,1,0,0,1,0
13813,1478,40,33,17,0,1,1,0,0,0,1,0,1,0,0
13814,1478,40,33,6,0,1,1,0,0,0,1,0,1,0,0
13815,1478,45,33,7,0,1,1,0,0,0,1,0,1,0,0
13816,1478,60,18,14,0,1,1,0,0,0,1,1,0,0,0
13817,1478,80,15,27,0,1,1,0,0,0,1,0,1,0,0
13818,1478,15,37,5,0,1,1,0,0,0,1,0,1,0,1
13819,1478,60,45,5,0,1,1,0,0,0,1,0,0,1,1
13820,1478,40,46,3,0,1,1,0,0,0,1,0,1,0,1
13821,1576,20,20,28,0,1,1,0,0,0,1,0,1,0,0
13822,1576,10,10,23,0,1,1,0,0,0,1,0,1,0,0
13823,1576,10,34,12,0,1,1,0,0,0,1,1,0,0,0
13824,1576,10,34,13,0,1,1,0,0,0,1,0,1,0,0
13825,1576,20,16,33,0,1,1,0,0,0,1,0,1,0,0
13826,1576,20,18,31,0,1,1,0,0,0,1,1,0,0,0
13827,1576,20,43,1,0,1,1,0,0,0,1,0,1,0,0
13828,1576,20,48,1,0,1,1,0,0,0,1,0,1,0,0
13829,1576,30,18,15,0,1,1,0,0,0,1,0,1,0,0
13830,1576,30,22,23,0,1,1,0,0,0,1,1,0,0,0
13831,1576,40,8,33,0,1,1,0,0,0,1,0,1,0,0
13832,1576,40,24,23,0,1,1,0,0,0,1,0,1,0,0
13833,1576,40,27,3,0,1,1,0,0,0,1,0,1,0,0
13834,1575,40,41,19,0,1,1,0,0,0,1,0,0,1,0
13835,1576,40,41,6,0,1,1,0,0,0,1,1,0,0,0
13836,1575,50,41,1,0,1,1,0,0,0,1,0,0,1,0
13837,1575,70,41,11,0,1,1,0,0,0,1,0,1,0,0
13838,1575,80,22,25,0,1,1,0,0,0,1,1,0,0,0
13839,1576,20,19,29,0,1,1,0,0,0,1,0,1,0,1
13840,1576,25,36,13,0,1,1,0,0,0,1,1,0,0,2
13841,1678,5,15,29,0,1,1,0,0,0,1,1,0,0,0
13842,1678,10,15,14,0,1,1,0,0,0,1,0,1,0,0
13843,1678,10,19,26,0,1,1,0,0,0,1,0,1,0,0
13844,1678,10,28,20,0,1,1,0,0,0,1,0,0,1,0
13845,1678,10,20,24,0,1,1,0,0,0,1,0,1,0,0
13846,1678,15,20,25,0,1,1,0,0,0,1,0,1,0,0
13847,1678,15,18,14,0,1,1,0,0,0,1,0,1,0,0
13848,1678,20,18,27,0,1,1,0,0,0,1,1,0,0,0
13849,1678,20,31,16,0,1,1,0,0,0,1,0,1,0,0
13850,1678,20,39,2,0,1,1,0,0,0,1,1,0,0,0
13851,1678,30,22,21,0,1,1,0,0,0,1,0,0,1,0
13852,1678,30,30,15,0,1,1,0,0,0,1,1,0,0,0
13853,1678,30,35,8,0,1,1,0,0,0,1,0,1,0,0
13854,1678,30,35,15,0,1,1,0,0,0,1,0,0,1,0
13855,1678,30,37,9,0,1,1,0,0,0,1,0,0,1,0
13856,1678,30,39,10,0,1,1,0,0,0,1,1,0,0,0
13857,1678,40,18,28,0,1,1,0,0,0,1,0,1,0,0
13858,1678,40,25,19,0,1,1,0,0,0,1,0,0,1,0
13859,1678,50,25,21,0,1,1,0,0,0,1,0,1,0,0
13860,1678,50,38,11,0,1,1,0,0,0,1,1,0,0,0
13861,1678,25,38,9,0,1,1,0,0,0,1,1,0,0,1
13862,1678,20,45,11,0,1,1,0,0,0,1,0,1,0,1
13863,1678,40,22,25,0,1,1,0,0,0,1,1,0,0,1
13864,1678,40,26,19,0,1,1,0,0,0,1,0,1,0,1
13865,1785,5,33,15,0,1,1,0,0,0,1,0,1,0,0
13866,1785,10,33,2,0,1,1,0,0,0,1,0,0,1,0
13867,1785,15,44,6,0,1,1,0,0,0,1,1,0,0,0
13868,1785,20,13,30,0,1,1,0,0,0,1,0,1,0,0
13869,1786,20,23,5,0,1,1,0,0,0,1,0,1,0,0
13870,1785,20,26,27,0,1,1,0,0,0,1,0,1,0,0
13871,1785,20,31,10,0,1,1,0,0,0,1,0,0,1,0
13872,1785,20,38,8,0,1,1,0,0,0,1,0,0,1,0
13873,1786,20,39,1,0,1,1,0,0,0,1,1,0,0,0
13874,1786,20,50,5,0,1,1,0,0,0,1,0,0,1,0
13875,1785,25,47,5,0,1,1,0,0,0,1,0,1,0,0
13876,1785,25,47,2,0,1,1,0,0,0,1,0,1,0,0
13877,1785,30,23,29,0,1,1,0,0,0,1,0,0,1,0
13878,1785,40,36,12,0,1,1,0,0,0,1,0,1,0,0
13879,1785,40,37,11,0,1,1,0,0,0,1,0,1,0,0
13880,1785,20,19,29,0,1,1,0,0,0,1,0,1,0,1
13881,1785,5,22,25,0,1,1,0,0,0,1,0,0,1,1
13882,1785,40,35,5,0,1,1,0,0,0,1,0,1,0,2
13883,1786,30,23,21,0,1,1,0,0,0,1,0,1,0,2
13884,1898,30,40,6,0,1,1,0,0,0,1,0,0,1,0
13885,1898,10,22,27,0,1,1,0,0,0,1,1,0,0,0
13886,1898,10,25,18,0,1,1,0,0,0,1,1,0,0,0
13887,1898,10,40,4,0,1,1,0,0,0,1,0,0,1,0
13888,1898,20,22,25,0,1,1,0,0,0,1,1,0,0,0
13889,1898,20,22,26,0,1,1,0,0,0,1,0,1,0,0
13890,1898,20,29,19,0,1,1,0,0,0,1,1,0,0,0
13891,1898,20,49,15,0,1,1,0,0,0,1,0,1,0,0
13892,1898,20,49,0,0,1,1,0,0,0,1,0,0,1,0
13893,1898,30,22,20,0,1,1,0,0,0,1,1,0,0,0
13894,1898,30,23,25,0,1,1,0,0,0,1,0,1,0,0
13895,1898,30,23,26,0,1,1,0,0,0,1,0,1,0,0
13896,1898,30,46,1,0,1,1,0,0,0,1,1,0,0,0
13897,1898,40,34,14,0,1,1,0,0,0,1,0,1,0,0
13898,1898,40,36,13,0,1,1,0,0,0,1,0,0,1,0
13899,1898,40,41,14,0,1,1,0,0,0,1,1,0,0,0
13900,1898,40,42,0,0,1,1,0,0,0,1,0,1,0,0
13901,1898,40,46,4,0,1,1,0,0,0,1,0,0,1,0
13902,1898,60,40,10,0,1,1,0,0,0,1,0,0,1,0
13903,1898,20,45,6,0,1,1,0,0,0,1,0,1,0,1
13904,1898,80,40,14,0,1,1,0,0,0,1,1,0,0,1
13905,1898,20,45,10,0,1,1,0,0,0,1,0,1,0,1
13906,1898,10,34,13,0,1,1,0,0,0,1,0,0,1,1
13907,1898,50,42,6,0,1,1,0,0,0,1,0,0,1,1
13908,1898,40,35,15,0,1,1,0,0,0,1,1,0,0,1
13909,1898,40,50,1,0,1,1,0,0,0,1,0,0,1,1
13910,2015,10,12,20,0,1,1,0,0,0,1,0,0,1,0
13911,2015,15,21,30,0,1,1,0,0,0,1,0,1,0,0
13912,2015,15,28,20,0,1,1,0,0,0,1,0,1,0,0
13913,2016,20,21,34,0,1,1,0,0,0,1,0,1,0,0
13914,2015,20,21,32,0,1,1,0,0,0,1,1,0,0,0
13915,2015,20,32,15,0,1,1,0,0,0,1,1,0,0,0
13916,2016,20,32,22,0,1,1,0,0,0,1,1,0,0,0
13917,2015,20,36,13,0,1,1,0,0,0,1,0,1,0,0
13918,2015,20,37,9,0,1,1,0,0,0,1,1,0,0,0
13919,2015,20,39,11,0,1,1,0,0,0,1,0,1,0,0
13920,2016,30,27,23,0,1,1,0,0,0,1,0,1,0,0
13921,2016,30,29,29,0,1,1,0,0,0,1,1,0,0,0
13922,2016,35,15,29,0,1,1,0,0,0,1,0,1,0,0
13923,2015,40,28,18,0,1,1,0,0,0,1,0,0,1,0
13924,2016,40,30,12,0,1,1,0,0,0,1,0,1,0,0
13925,2015,60,39,8,0,1,1,0,0,0,1,0,1,0,0
13926,2015,60,41,15,0,1,1,0,0,0,1,0,1,0,2
13927,2138,20,45,5,0,1,1,0,0,0,1,0,1,0,0
13928,2138,60,38,15,0,1,1,0,0,0,1,0,1,0,0
13929,2138,15,26,30,0,1,1,0,0,0,1,0,1,0,0
13930,2139,15,46,6,0,1,1,0,0,0,1,0,0,1,0
13931,2138,20,10,27,0,1,1,0,0,0,1,1,0,0,0
13932,2139,20,25,21,0,1,1,0,0,0,1,0,1,0,0
13933,2138,20,37,11,0,1,1,0,0,0,1,0,1,0,0
13934,2139,20,40,4,0,1,1,0,0,0,1,0,0,1,0
13935,2138,20,40,6,0,1,1,0,0,0,1,0,1,0,0
13936,2138,20,48,6,0,1,1,0,0,0,1,0,1,0,0
13937,2139,25,29,19,0,1,1,0,0,0,1,0,1,0,0
13938,2139,25,46,1,0,1,1,0,0,0,1,0,1,0,0
13939,2138,30,36,16,0,1,1,0,0,0,1,0,0,1,0
13940,2138,30,50,8,0,1,1,0,0,0,1,0,1,0,0
13941,2139,30,52,3,0,1,1,0,0,0,1,0,1,0,0
13942,2138,40,48,6,0,1,1,0,0,0,1,0,1,0,0
13943,2138,60,45,8,0,1,1,0,0,0,1,0,0,1,0
13944,2139,20,45,8,0,1,1,0,0,0,1,0,1,0,1
13945,2138,30,35,13,0,1,1,0,0,0,1,0,0,1,1
13946,2138,20,41,13,0,1,1,0,0,0,1,1,0,0,1
13947,2138,20,42,8,0,1,1,0,0,0,1,0,1,0,1
13948,2139,40,40,18,0,1,1,0,0,0,1,0,1,0,1
13949,2139,20,36,12,0,1,1,0,0,0,1,0,1,0,1
13950,2139,40,50,20,0,1,1,0,0,0,1,0,1,0,1
13951,2139,20,50,6,0,1,1,0,0,0,1,0,0,1,2
13952,2267,10,8,24,0,1,1,0,0,0,1,0,1,0,0
13953,2267,10,32,17,0,1,1,0,0,0,1,0,1,0,0
13954,2267,20,36,20,0,1,1,0,0,0,1,0,0,1,0
13955,2267,25,22,17,0,1,1,0,0,0,1,0,1,0,0
13956,2267,30,16,35,0,1,1,0,0,0,1,1,0,0,0
13957,2267,30,17,31,0,1,1,0,0,0,1,0,0,1,0
13958,2267,30,21,27,0,1,1,0,0,0,1,0,1,0,0
13959,2267,30,42,2,0,1,1,0,0,0,1,0,1,0,0
13960,2267,40,38,10,0,1,1,0,0,0,1,0,0,1,0
13961,2267,40,40,5,0,1,1,0,0,0,1,1,0,0,0
13962,2267,40,45,4,0,1,1,0,0,0,1,1,0,0,0
13963,2267,40,23,0,0,1,1,0,0,0,1,0,1,0,0
13964,2267,45,23,34,0,1,1,0,0,0,1,0,0,1,0
13965,2267,50,26,9,0,1,1,0,0,0,1,0,0,1,0
13966,2267,60,26,17,0,1,1,0,0,0,1,0,1,0,0
13967,2267,20,34,20,0,1,1,0,0,0,1,0,0,1,1
13968,2267,10,28,19,0,1,1,0,0,0,1,0,1,0,1
13969,2267,30,32,19,0,1,1,0,0,0,1,1,0,0,1
13970,2267,70,30,24,0,1,1,0,0,0,1,0,1,0,1
13971,2267,10,48,24,0,1,1,0,0,0,1,0,1,0,1
13972,2401,10,48,2,0,1,1,0,0,0,1,1,0,0,0
13973,2402,15,40,10,0,1,1,0,0,0,1,0,0,1,0
13974,2402,20,10,10,0,1,1,0,0,0,1,0,1,0,0
13975,2401,20,13,25,0,1,1,0,0,0,1,0,0,1,0
13976,2402,20,22,30,0,1,1,0,0,0,1,0,1,0,0
13977,2401,20,26,27,0,1,1,0,0,0,1,0,0,1,0
13978,2401,30,50,15,0,1,1,0,0,0,1,0,0,1,0
13979,2401,30,50,0,0,1,1,0,0,0,1,1,0,0,0
13980,2401,35,41,15,0,1,1,0,0,0,1,0,0,1,0
13981,2401,40,16,33,0,1,1,0,0,0,1,1,0,0,0
13982,2401,30,25,16,0,1,1,0,0,0,1,1,0,0,1
13983,2401,20,16,38,0,1,1,0,0,0,1,0,0,1,1
13984,2401,20,42,12,0,1,1,0,0,0,1,0,0,1,1
13985,2401,40,17,32,0,1,1,0,0,0,1,1,0,0,1
13986,2401,40,41,12,0,1,1,0,0,0,1,0,1,0,1
13987,2401,40,46,6,0,1,1,0,0,0,1,0,1,0,1
13988,2401,20,40,12,0,1,1,0,0,0,1,1,0,0,2
13989,2401,30,49,5,0,1,1,0,0,0,1,0,1,0,2
13990,2542,10,16,41,0,1,1,0,0,0,1,0,1,0,0
13991,2541,15,30,14,0,1,1,0,0,0,1,0,1,0,0
13992,2541,20,53,0,0,1,1,0,0,0,1,0,0,1,0
13993,2541,25,33,23,0,1,1,0,0,0,1,0,1,0,0
13994,2541,30,44,9,0,1,1,0,0,0,1,0,0,1,0
13995,2542,50,30,20,0,1,1,0,0,0,1,0,0,1,0
13996,2541,60,53,5,0,1,1,0,0,0,1,0,1,0,0
13997,2542,20,15,40,0,1,1,0,0,0,1,1,0,0,1
13998,2541,25,46,12,0,1,1,0,0,0,1,0,1,0,1
13999,2542,20,46,11,0,1,1,0,0,0,1,0,1,0,1
14000,2541,25,38,15,0,1,1,0,0,0,1,0,1,0,1
14001,2541,40,30,21,0,1,1,0,0,0,1,0,1,0,1
14002,2688,5,13,32,0,1,1,0,0,0,1,1,0,0,0
14003,2688,15,20,32,0,1,1,0,0,0,1,0,1,0,0
14004,2687,15,45,7,0,1,1,0,0,0,1,0,1,0,0
14005,2688,20,50,12,0,1,1,0,0,0,1,0,1,0,0
14006,2688,20,53,4,0,1,1,0,0,0,1,0,0,1,0
14007,2688,40,25,21,0,1,1,0,0,0,1,1,0,0,0
14008,2688,40,40,3,0,1,1,0,0,0,1,0,0,1,0
