,Price,Rank,Combination,Dry,Normal,Oily,Moisturizer,Cleanser,Treatment,Face Mask,Eye cream,Sun protect,target
462,38,4.6,1,1,1,1,0,1,0,0,0,0,0
463,75,4.1,1,1,1,1,0,1,0,0,0,0,0
464,36,4.3,1,0,1,1,0,1,0,0,0,0,1
465,17,4.2,0,0,0,0,0,1,0,0,0,0,1
466,33,4.3,0,0,0,0,0,1,0,0,0,0,1
467,7,4.4,0,0,0,0,0,1,0,0,0,0,1
468,24,4.4,0,0,0,0,0,1,0,0,0,0,1
469,23,4.3,0,0,0,0,0,1,0,0,0,0,1
470,10,4.3,0,0,0,0,0,1,0,0,0,0,1
471,50,4.4,0,0,0,0,0,1,0,0,0,0,1
472,60,4.3,1,1,1,1,0,1,0,0,0,0,0
473,26,4.1,0,0,0,0,0,1,0,0,0,0,1
474,30,4.5,1,1,1,1,0,1,0,0,0,0,0
475,16,4.1,0,1,0,0,0,1,0,0,0,0,0
476,18,4.3,1,1,1,1,0,1,0,0,0,0,0
477,26,4.5,1,1,1,1,0,1,0,0,0,0,0
478,28,4.3,0,0,0,1,0,1,0,0,0,0,0
479,40,4.3,1,1,1,1,0,1,0,0,0,0,0
480,26,3.7,1,1,1,1,0,1,0,0,0,0,0
481,24,4.2,1,1,1,1,0,1,0,0,0,0,0
482,38,4.2,1,1,1,1,0,1,0,0,0,0,0
483,29,3.6,1,1,1,1,0,1,0,0,0,0,0
484,30,4.6,1,1,1,1,0,1,0,0,0,0,1
485,28,4.3,0,0,0,0,0,1,0,0,0,0,1
486,30,4.4,0,0,0,0,0,1,0,0,0,0,1
487,38,4.4,1,1,1,1,0,1,0,0,0,0,0
488,39,4.5,0,0,0,0,0,1,0,0,0,0,1
489,32,4.2,1,0,1,1,0,1,0,0,0,0,1
490,30,4.5,1,1,1,1,0,1,0,0,0,0,0
491,38,4.4,0,0,0,0,0,1,0,0,0,0,1
492,7,4.9,0,0,0,0,0,1,0,0,0,0,1
493,15,2.8,0,0,0,0,0,1,0,0,0,0,1
494,8,4.5,1,0,0,1,0,1,0,0,0,0,1
495,34,4.8,1,1,1,1,0,1,0,0,0,0,0
496,42,4.4,1,1,1,1,0,1,0,0,0,0,1
497,28,4.4,1,1,1,1,0,1,0,0,0,0,0
498,4,4.6,0,0,0,0,0,1,0,0,0,0,1
499,34,4.5,1,1,1,1,0,1,0,0,0,0,0
500,8,4.3,0,0,0,0,0,1,0,0,0,0,1
501,45,4.3,1,1,1,1,0,1,0,0,0,0,0
502,95,4.3,1,1,1,1,0,1,0,0,0,0,0
503,30,4.4,0,0,0,0,0,1,0,0,0,0,1
504,9,4.3,1,1,1,1,0,1,0,0,0,0,1
505,16,4.5,0,0,0,0,0,1,0,0,0,0,1
506,38,4.4,1,1,1,1,0,1,0,0,0,0,0
507,30,4.3,1,1,1,1,0,1,0,0,0,0,0
508,73,4.3,0,0,0,0,0,1,0,0,0,0,1
509,24,4.4,0,0,0,0,0,1,0,0,0,0,1
510,70,4.5,1,1,1,1,0,1,0,0,0,0,0
511,55,4.2,1,1,1,1,0,1,0,0,0,0,0
512,33,4.6,0,0,0,0,0,1,0,0,0,0,1
513,26,4.3,0,0,0,0,0,1,0,0,0,0,1
514,38,4.6,0,0,0,0,0,1,0,0,0,0,1
515,42,4.5,1,1,1,1,0,1,0,0,0,0,0
516,26,4.3,1,1,1,1,0,1,0,0,0,0,0
517,26,4.1,0,0,0,0,0,1,0,0,0,0,1
518,29,4.3,1,1,1,1,0,1,0,0,0,0,0
519,8,4.5,0,0,0,0,0,1,0,0,0,0,1
520,34,4.5,0,0,0,0,0,1,0,0,0,0,1
521,9,3.4,0,0,0,0,0,1,0,0,0,0,1
522,42,4.2,0,0,0,0,0,1,0,0,0,0,1
523,22,4.3,0,0,0,0,0,1,0,0,0,0,1
524,39,4.5,0,0,0,0,0,1,0,0,0,0,1
525,39,4.4,1,1,1,1,0,1,0,0,0,0,0
526,20,4.7,1,1,1,1,0,1,0,0,0,0,0
527,22,4.6,1,1,1,1,0,1,0,0,0,0,0
528,21,4.1,0,0,0,0,0,1,0,0,0,0,1
529,26,4.2,0,0,0,0,0,1,0,0,0,0,1
530,16,4.5,0,0,0,0,0,1,0,0,0,0,1
531,55,0.0,1,1,1,1,0,1,0,0,0,0,1
532,30,4.5,0,0,0,0,0,1,0,0,0,0,1
533,24,3.9,1,1,1,1,0,1,0,0,0,0,0
534,23,0.0,0,0,0,0,0,1,0,0,0,0,1
535,55,4.4,1,0,1,0,0,1,0,0,0,0,1
536,38,4.3,0,0,0,0,0,1,0,0,0,0,1
537,28,4.5,0,0,0,0,0,1,0,0,0,0,1
538,27,4.1,1,1,1,1,0,1,0,0,0,0,0
539,35,4.0,1,1,1,1,0,1,0,0,0,0,0
540,35,4.9,1,1,1,1,0,1,0,0,0,0,0
541,45,4.5,1,1,1,1,0,1,0,0,0,0,0
542,59,3.9,1,1,1,1,0,1,0,0,0,0,1
543,25,4.2,1,1,1,1,0,1,0,0,0,0,0
544,29,4.5,1,1,1,1,0,1,0,0,0,0,1
545,95,4.5,0,0,0,0,0,1,0,0,0,0,1
546,36,4.2,0,0,0,0,0,1,0,0,0,0,1
547,38,4.1,0,0,0,0,0,1,0,0,0,0,1
548,25,4.3,0,0,0,0,0,1,0,0,0,0,1
549,12,4.6,0,0,0,0,0,1,0,0,0,0,1
550,15,4.0,0,1,0,0,0,1,0,0,0,0,0
551,78,4.3,1,1,1,1,0,1,0,0,0,0,0
552,20,4.2,1,0,1,1,0,1,0,0,0,0,1
553,27,4.4,1,1,1,1,0,1,0,0,0,0,1
554,32,4.4,1,1,1,1,0,1,0,0,0,0,0
555,24,4.6,0,1,1,0,0,1,0,0,0,0,0
556,36,5.0,0,1,0,0,0,1,0,0,0,0,1
557,35,4.4,0,0,0,0,0,1,0,0,0,0,1
558,42,4.5,1,1,1,1,0,1,0,0,0,0,0
559,26,4.5,0,0,0,0,0,1,0,0,0,0,1
560,16,4.4,0,0,0,0,0,1,0,0,0,0,1
561,19,4.4,0,0,0,0,0,1,0,0,0,0,1
562,38,4.3,1,1,1,1,0,1,0,0,0,0,0
563,28,4.7,1,1,1,1,0,1,0,0,0,0,0
564,33,4.7,0,0,0,0,0,1,0,0,0,0,1
565,29,4.9,1,1,1,1,0,1,0,0,0,0,0
566,32,4.2,1,1,1,1,0,1,0,0,0,0,0
567,39,4.4,0,0,0,0,0,1,0,0,0,0,1
568,22,3.5,1,0,0,1,0,1,0,0,0,0,1
569,7,4.7,0,0,0,0,0,1,0,0,0,0,1
570,55,5.0,1,1,1,1,0,1,0,0,0,0,0
571,28,3.7,1,1,1,1,0,1,0,0,0,0,0
572,7,5.0,0,0,0,0,0,1,0,0,0,0,1
573,19,5.0,1,1,1,1,0,1,0,0,0,0,0
574,16,3.9,0,0,0,0,0,1,0,0,0,0,1
575,15,4.4,0,0,0,0,0,1,0,0,0,0,1
576,25,4.4,0,0,0,0,0,1,0,0,0,0,1
577,32,4.5,0,0,0,0,0,1,0,0,0,0,1
578,36,3.9,0,0,0,0,0,1,0,0,0,0,1
579,80,4.1,1,1,1,1,0,0,1,0,0,0,1
580,158,4.3,1,1,1,1,0,0,1,0,0,0,1
581,98,4.3,1,1,1,1,0,0,1,0,0,0,0
582,48,4.3,1,1,1,1,0,0,1,0,0,0,0
583,178,2.0,0,0,0,0,0,0,1,0,0,0,1
584,88,4.5,1,1,1,1,0,0,1,0,0,0,1
585,105,4.5,1,1,1,1,0,0,1,0,0,0,0
586,50,3.5,1,1,1,1,0,0,1,0,0,0,0
587,370,3.9,0,0,0,0,0,0,1,0,0,0,1
588,100,4.2,1,1,1,1,0,0,1,0,0,0,0
589,59,4.2,1,0,1,1,0,0,1,0,0,0,1
590,52,4.2,1,1,1,1,0,0,1,0,0,0,1
591,88,4.5,1,1,1,1,0,0,1,0,0,0,1
592,128,4.0,1,1,1,1,0,0,1,0,0,0,1
593,28,4.2,1,1,1,1,0,0,1,0,0,0,0
594,49,4.4,1,0,1,1,0,0,1,0,0,0,0
595,54,4.2,0,0,0,0,0,0,1,0,0,0,1
596,85,3.9,1,1,1,1,0,0,1,0,0,0,0
597,23,4.0,1,1,1,1,0,0,1,0,0,0,0
598,79,4.2,1,1,1,1,0,0,1,0,0,0,0
599,62,3.8,1,1,1,1,0,0,1,0,0,0,1
600,89,4.1,1,1,1,1,0,0,1,0,0,0,0
601,345,3.9,1,1,1,1,0,0,1,0,0,0,0
602,48,4.5,1,0,1,1,0,0,1,0,0,0,1
603,115,4.0,1,1,1,1,0,0,1,0,0,0,0
604,19,4.3,1,1,1,1,0,0,1,0,0,0,0
605,95,4.3,1,1,1,1,0,0,1,0,0,0,0
606,30,4.3,1,1,1,1,0,0,1,0,0,0,0
607,88,4.1,1,1,1,0,0,0,1,0,0,0,0
608,69,3.8,1,1,1,1,0,0,1,0,0,0,1
609,36,4.5,1,1,1,1,0,0,1,0,0,0,1
610,49,4.5,1,1,1,0,0,0,1,0,0,0,0
611,42,4.4,1,1,1,1,0,0,1,0,0,0,0
612,98,4.3,0,0,0,0,0,0,1,0,0,0,1
613,205,4.2,1,1,1,1,0,0,1,0,0,0,0
614,46,4.2,1,1,1,1,0,0,1,0,0,0,0
615,26,4.3,1,1,1,1,0,0,1,0,0,0,1
616,82,4.6,1,1,1,1,0,0,1,0,0,0,1
617,95,4.3,1,1,1,1,0,0,1,0,0,0,0
618,160,5.0,1,1,1,1,0,0,1,0,0,0,0
619,150,4.4,1,1,1,1,0,0,1,0,0,0,0
620,40,4.4,1,0,1,1,0,0,1,0,0,0,1
621,58,4.4,1,1,1,1,0,0,1,0,0,0,1
622,34,4.5,1,1,1,1,0,0,1,0,0,0,0
623,38,4.2,1,1,1,1,0,0,1,0,0,0,0
624,59,4.0,1,1,1,1,0,0,1,0,0,0,1
625,58,4.4,0,0,0,0,0,0,1,0,0,0,1
626,65,4.4,0,0,0,0,0,0,1,0,0,0,1
627,78,4.3,1,1,1,1,0,0,1,0,0,0,0
628,48,4.6,1,1,1,1,0,0,1,0,0,0,0
629,195,4.4,1,1,1,1,0,0,1,0,0,0,0
630,59,4.7,0,0,0,0,0,0,1,0,0,0,1
631,60,4.0,1,1,1,1,0,0,1,0,0,0,0
632,100,4.6,1,1,1,0,0,0,1,0,0,0,1
633,38,3.6,0,0,0,0,0,0,1,0,0,0,1
634,132,3.4,1,1,1,1,0,0,1,0,0,0,1
635,48,4.3,0,0,0,0,0,0,1,0,0,0,1
636,245,4.6,1,1,1,1,0,0,1,0,0,0,0
637,75,3.9,1,1,1,1,0,0,1,0,0,0,0
638,39,4.9,1,1,1,1,0,0,1,0,0,0,0
639,18,4.0,1,1,1,1,0,0,1,0,0,0,0
640,65,3.9,1,1,1,1,0,0,1,0,0,0,1
641,27,4.7,1,1,1,1,0,0,1,0,0,0,0
642,49,4.8,1,1,1,1,0,0,1,0,0,0,1
643,116,4.2,1,1,1,1,0,0,1,0,0,0,0
644,62,4.3,1,1,1,1,0,0,1,0,0,0,1
645,88,4.3,1,1,1,1,0,0,1,0,0,0,0
646,52,4.1,1,1,1,1,0,0,1,0,0,0,0
647,45,4.6,0,0,0,0,0,0,1,0,0,0,1
648,69,4.5,1,1,1,1,0,0,1,0,0,0,0
649,88,4.3,0,0,0,0,0,0,1,0,0,0,0
650,28,3.9,1,1,1,1,0,0,1,0,0,0,0
651,48,4.2,1,1,1,1,0,0,1,0,0,0,0
652,72,4.7,0,0,0,0,0,0,1,0,0,0,1
653,56,4.0,1,1,0,0,0,0,1,0,0,0,0
654,55,4.3,1,1,1,1,0,0,1,0,0,0,0
655,150,4.1,1,1,1,1,0,0,1,0,0,0,0
656,150,3.6,0,0,0,0,0,0,1,0,0,0,1
657,25,4.0,0,0,0,0,0,0,1,0,0,0,1
658,27,4.2,1,1,1,1,0,0,1,0,0,0,1
659,46,4.1,1,1,1,1,0,0,1,0,0,0,0
660,95,3.8,0,0,0,0,0,0,1,0,0,0,1
661,75,3.9,1,1,1,1,0,0,1,0,0,0,0
662,98,4.8,1,1,1,0,0,0,1,0,0,0,1
663,128,5.0,1,1,1,1,0,0,1,0,0,0,0
664,22,4.1,1,0,0,1,0,0,1,0,0,0,1
665,290,5.0,1,1,1,1,0,0,1,0,0,0,0
666,110,3.7,1,1,1,1,0,0,1,0,0,0,0
667,64,4.5,1,1,1,1,0,0,1,0,0,0,1
668,80,3.1,1,1,1,1,0,0,1,0,0,0,0
669,275,5.0,1,1,1,0,0,0,1,0,0,0,1
670,149,4.1,1,1,1,1,0,0,1,0,0,0,0
671,95,4.9,1,0,1,0,0,0,1,0,0,0,1
672,48,4.4,0,0,0,0,0,0,1,0,0,0,1
673,88,4.2,1,1,1,1,0,0,1,0,0,0,0
674,82,4.3,1,1,1,1,0,0,1,0,0,0,0
675,70,4.1,1,1,1,1,0,0,1,0,0,0,0
676,58,4.3,1,1,1,1,0,0,1,0,0,0,0
677,68,5.0,1,1,1,1,0,0,1,0,0,0,1
678,42,4.4,1,0,1,1,0,0,1,0,0,0,1
679,78,4.6,1,1,1,1,0,0,1,0,0,0,0
680,19,4.2,1,1,1,1,0,0,1,0,0,0,0
681,65,4.2,1,1,1,1,0,0,1,0,0,0,0
682,62,4.7,1,1,1,1,0,0,1,0,0,0,0
683,89,4.5,1,1,1,1,0,0,1,0,0,0,0
684,58,4.5,1,1,1,1,0,0,1,0,0,0,0
685,62,4.7,1,1,1,1,0,0,1,0,0,0,0
686,81,3.7,1,1,1,1,0,0,1,0,0,0,1
687,89,3.4,1,1,1,1,0,0,1,0,0,0,1
688,62,4.5,1,1,1,1,0,0,1,0,0,0,1
689,78,3.9,1,1,1,1,0,0,1,0,0,0,0
690,42,3.9,1,1,1,1,0,0,1,0,0,0,0
691,38,4.2,0,0,0,0,0,0,1,0,0,0,1
692,62,3.9,1,1,1,1,0,0,1,0,0,0,0
693,98,3.9,1,1,1,1,0,0,1,0,0,0,1
694,86,4.0,0,0,0,0,0,0,1,0,0,0,1
695,19,4.0,1,1,1,1,0,0,1,0,0,0,0
696,60,4.3,1,1,1,1,0,0,1,0,0,0,0
697,39,4.5,0,0,0,0,0,0,1,0,0,0,1
698,149,3.9,1,1,1,1,0,0,1,0,0,0,0
699,100,4.1,1,1,1,1,0,0,1,0,0,0,0
700,50,4.6,1,1,1,1,0,0,1,0,0,0,0
701,169,4.0,1,1,1,1,0,0,1,0,0,0,0
702,75,4.8,1,1,1,1,0,0,1,0,0,0,0
703,35,4.3,1,1,1,1,0,0,1,0,0,0,0
704,38,3.6,1,0,0,1,0,0,1,0,0,0,1
705,49,4.4,0,0,0,0,0,0,1,0,0,0,1
706,48,3.8,1,1,1,1,0,0,1,0,0,0,0
707,60,3.9,1,1,1,1,0,0,1,0,0,0,1
708,275,5.0,1,1,1,0,0,0,1,0,0,0,1
709,56,4.1,1,1,1,1,0,0,1,0,0,0,0
710,118,3.9,1,1,1,1,0,0,1,0,0,0,0
711,75,4.2,0,0,0,0,0,0,1,0,0,0,1
712,36,4.1,1,1,1,1,0,0,1,0,0,0,0
713,58,4.1,1,1,1,1,0,0,1,0,0,0,0
714,68,4.0,0,0,0,0,0,0,1,0,0,0,1
715,100,4.4,1,1,1,0,0,0,1,0,0,0,0
716,88,4.0,1,1,1,1,0,0,1,0,0,0,1
717,54,4.3,1,1,1,1,0,0,1,0,0,0,0
718,59,4.6,1,1,1,1,0,0,1,0,0,0,0
719,41,4.4,0,0,0,0,0,0,1,0,0,0,1
720,44,4.7,1,1,1,1,0,0,1,0,0,0,1
721,30,3.6,1,1,1,1,0,0,1,0,0,0,0
722,29,3.3,1,0,0,1,0,0,1,0,0,0,1
723,55,4.5,1,1,1,1,0,0,1,0,0,0,0
724,95,5.0,0,1,1,0,0,0,1,0,0,0,1
725,39,3.8,1,0,1,1,0,0,1,0,0,0,0
726,95,4.4,0,1,1,0,0,0,1,0,0,0,1
727,38,3.6,1,1,1,1,0,0,1,0,0,0,0
728,44,4.3,1,0,1,1,0,0,1,0,0,0,0
729,40,4.6,1,1,1,1,0,0,1,0,0,0,0
730,47,4.6,1,0,1,1,0,0,1,0,0,0,1
731,98,4.0,0,0,0,0,0,0,1,0,0,0,1
732,90,4.3,1,1,1,1,0,0,1,0,0,0,0
733,42,4.4,1,1,1,1,0,0,1,0,0,0,0
734,160,4.2,1,1,1,1,0,0,1,0,0,0,0
735,88,4.4,1,1,1,1,0,0,1,0,0,0,1
736,45,4.0,1,1,1,1,0,0,1,0,0,0,0
737,68,4.4,0,0,0,0,0,0,1,0,0,0,1
738,92,4.3,0,0,0,0,0,0,1,0,0,0,1
739,55,4.0,1,1,1,1,0,0,1,0,0,0,0
740,42,4.4,1,1,1,1,0,0,1,0,0,0,0
741,90,4.1,0,0,0,0,0,0,1,0,0,0,1
742,150,3.7,0,0,0,0,0,0,1,0,0,0,1
743,58,4.5,1,1,1,1,0,0,1,0,0,0,0
744,65,3.7,0,0,0,0,0,0,1,0,0,0,1
745,56,4.1,1,1,1,1,0,0,1,0,0,0,0
746,50,4.1,0,0,0,0,0,0,1,0,0,0,1
747,28,4.0,0,0,0,0,0,0,1,0,0,0,1
748,179,4.6,1,1,1,1,0,0,1,0,0,0,0
749,73,4.6,1,0,1,1,0,0,1,0,0,0,1
750,42,4.0,0,0,0,0,0,0,1,0,0,0,1
751,52,4.0,0,0,0,0,0,0,1,0,0,0,1
752,54,0.0,0,0,0,0,0,0,1,0,0,0,1
753,98,3.9,0,0,0,0,0,0,1,0,0,0,1
754,40,4.1,0,0,0,0,0,0,1,0,0,0,1
755,59,5.0,1,1,1,1,0,0,1,0,0,0,0
756,60,4.3,1,1,1,1,0,0,1,0,0,0,0
757,18,4.4,1,0,0,1,0,0,1,0,0,0,1
758,59,3.7,1,1,1,1,0,0,1,0,0,0,0
759,50,4.1,1,0,0,1,0,0,1,0,0,0,1
760,39,4.2,1,1,1,1,0,0,1,0,0,0,0
761,98,4.1,1,1,1,1,0,0,1,0,0,0,0
762,48,4.3,1,1,1,1,0,0,1,0,0,0,0
763,60,4.5,1,1,1,1,0,0,1,0,0,0,0
764,42,3.9,1,0,0,1,0,0,1,0,0,0,1
765,58,4.4,1,1,1,1,0,0,1,0,0,0,1
766,125,4.9,1,1,1,0,0,0,1,0,0,0,1
767,58,4.6,1,0,1,0,0,0,1,0,0,0,1
768,61,4.4,0,0,0,0,0,0,1,0,0,0,1
769,90,4.7,1,1,1,1,0,0,1,0,0,0,1
770,30,4.2,1,1,1,1,0,0,1,0,0,0,0
771,90,4.7,1,1,1,1,0,0,1,0,0,0,0
772,145,4.6,1,1,1,1,0,0,1,0,0,0,0
773,84,4.2,0,0,0,0,0,0,1,0,0,0,1
774,69,3.8,1,1,1,1,0,0,1,0,0,0,1
775,84,4.3,0,0,0,0,0,0,1,0,0,0,1
776,140,4.5,1,1,1,1,0,0,1,0,0,0,0
777,95,3.7,1,1,1,1,0,0,1,0,0,0,1
778,46,4.5,0,0,0,0,0,0,1,0,0,0,1
779,69,4.2,0,0,0,0,0,0,1,0,0,0,1
780,75,3.9,1,1,1,1,0,0,1,0,0,0,1
781,95,4.1,0,0,0,0,0,0,1,0,0,0,1
782,58,4.3,0,0,0,0,0,0,1,0,0,0,1
783,45,3.6,0,0,0,0,0,0,1,0,0,0,1
784,85,4.0,0,0,0,0,0,0,1,0,0,0,1
785,75,5.0,1,1,1,1,0,0,1,0,0,0,1
786,95,3.7,1,1,1,1,0,0,1,0,0,0,0
787,98,4.1,1,1,1,1,0,0,1,0,0,0,0
788,99,4.4,0,0,0,0,0,0,1,0,0,0,1
789,30,4.3,0,0,0,0,0,0,1,0,0,0,1
790,300,4.3,1,1,1,1,0,0,1,0,0,0,0
791,90,4.2,0,0,0,0,0,0,1,0,0,0,1
792,82,4.4,1,1,1,1,0,0,1,0,0,0,0
793,48,3.7,0,0,0,0,0,0,1,0,0,0,1
794,38,4.6,0,0,0,0,0,0,1,0,0,0,1
795,55,4.3,1,1,1,1,0,0,1,0,0,0,0
796,76,4.0,1,1,1,1,0,0,1,0,0,0,0
797,100,4.7,1,1,1,1,0,0,1,0,0,0,1
798,35,4.5,1,1,1,1,0,0,1,0,0,0,0
799,42,4.5,1,1,1,1,0,0,1,0,0,0,0
800,95,5.0,1,1,1,1,0,0,1,0,0,0,0
801,78,4.5,0,0,0,0,0,0,1,0,0,0,1
802,99,4.4,1,1,1,1,0,0,1,0,0,0,0
803,78,4.8,1,1,1,1,0,0,1,0,0,0,1
804,42,4.3,0,0,0,0,0,0,1,0,0,0,1
805,24,4.0,0,0,0,0,0,0,1,0,0,0,1
806,36,3.6,1,1,1,1,0,0,1,0,0,0,0
807,55,4.5,0,0,0,0,0,0,1,0,0,0,1
808,85,4.6,0,0,0,0,0,0,1,0,0,0,1
809,69,4.4,1,1,1,1,0,0,1,0,0,0,1
810,38,3.8,0,0,0,0,0,0,1,0,0,0,1
811,240,4.8,1,1,1,1,0,0,1,0,0,0,0
812,54,4.2,0,0,0,0,0,0,1,0,0,0,1
813,69,4.5,0,0,0,0,0,0,1,0,0,0,1
814,98,4.2,0,0,0,0,0,0,1,0,0,0,1
815,150,4.2,0,0,0,0,0,0,1,0,0,0,1
816,74,4.1,0,0,0,0,0,0,1,0,0,0,1
817,18,3.8,0,0,0,0,0,0,1,0,0,0,1
818,265,3.6,1,1,1,1,0,0,1,0,0,0,0
819,56,3.8,0,0,0,0,0,0,1,0,0,0,1
820,32,4.5,0,0,0,0,0,0,1,0,0,0,1
821,23,3.9,0,0,0,0,0,0,1,0,0,0,1
822,152,4.3,0,0,0,0,0,0,1,0,0,0,1
823,125,5.0,0,0,0,0,0,0,1,0,0,0,1
824,18,3.6,0,0,0,0,0,0,1,0,0,0,1
825,99,4.1,0,0,0,0,0,0,1,0,0,0,1
826,96,4.3,1,1,1,1,0,0,1,0,0,0,0
827,75,4.8,1,1,1,1,0,0,0,1,0,0,0
828,135,4.4,1,1,1,1,0,0,0,1,0,0,0
829,36,4.9,1,1,1,1,0,0,0,1,0,0,0
830,25,5.0,1,1,1,1,0,0,0,1,0,0,0
831,48,4.1,1,1,1,1,0,0,0,1,0,0,0
832,56,4.3,1,1,1,1,0,0,0,1,0,0,0
833,20,4.6,0,0,0,0,0,0,0,1,0,0,1
834,62,4.2,0,0,0,0,0,0,0,1,0,0,1
835,33,4.7,0,0,0,0,0,0,0,1,0,0,1
836,92,4.3,0,0,0,0,0,0,0,1,0,0,1
837,44,4.5,1,1,1,1,0,0,0,1,0,0,1
838,6,4.3,1,1,1,1,0,0,0,1,0,0,0
839,28,4.1,1,1,1,1,0,0,0,1,0,0,1
840,250,4.9,0,0,0,0,0,0,0,1,0,0,1
841,49,4.7,1,1,1,1,0,0,0,1,0,0,1
842,7,4.2,1,1,1,1,0,0,0,1,0,0,0
843,28,4.3,1,1,1,1,0,0,0,1,0,0,0
844,28,4.6,0,0,0,0,0,0,0,1,0,0,1
845,75,4.1,1,1,1,1,0,0,0,1,0,0,0
846,68,4.1,1,1,1,1,0,0,0,1,0,0,0
847,34,3.9,1,1,1,1,0,0,0,1,0,0,0
848,18,5.0,1,1,1,1,0,0,0,1,0,0,1
849,80,4.0,0,0,0,0,0,0,0,1,0,0,1
850,48,4.6,1,1,1,1,0,0,0,1,0,0,0
851,58,4.7,1,1,1,1,0,0,0,1,0,0,1
852,105,3.8,1,1,1,1,0,0,0,1,0,0,0
853,22,3.7,1,1,1,1,0,0,0,1,0,0,0
854,12,4.1,1,1,1,1,0,0,0,1,0,0,0
855,62,4.5,0,0,0,0,0,0,0,1,0,0,1
856,35,4.0,1,1,1,0,0,0,0,1,0,0,1
857,28,4.7,1,0,1,1,0,0,0,1,0,0,1
858,28,4.8,1,1,1,1,0,0,0,1,0,0,1
859,38,4.6,1,1,1,1,0,0,0,1,0,0,0
860,56,4.4,1,1,1,1,0,0,0,1,0,0,1
861,45,4.0,1,1,1,1,0,0,0,1,0,0,0
862,28,4.4,0,0,0,0,0,0,0,1,0,0,1
863,39,4.5,1,1,1,1,0,0,0,1,0,0,0
864,169,0.0,1,1,1,1,0,0,0,1,0,0,0
865,34,4.7,1,1,1,1,0,0,0,1,0,0,1
866,5,4.1,0,0,0,0,0,0,0,1,0,0,1
867,62,3.9,1,1,1,1,0,0,0,1,0,0,0
868,70,4.4,0,0,0,0,0,0,0,1,0,0,1
869,5,3.7,0,0,0,0,0,0,0,1,0,0,1
870,170,4.5,1,1,1,1,0,0,0,1,0,0,0
871,250,4.4,0,0,0,0,0,0,0,1,0,0,1
872,6,4.4,0,0,0,0,0,0,0,1,0,0,1
873,85,3.9,1,1,1,1,0,0,0,1,0,0,0
874,35,4.7,0,0,0,0,0,0,0,1,0,0,1
875,36,4.6,1,1,1,1,0,0,0,1,0,0,0
876,39,4.4,1,1,1,1,0,0,0,1,0,0,0
877,150,4.2,1,1,1,1,0,0,0,1,0,0,0
878,7,4.6,1,1,1,1,0,0,0,1,0,0,0
879,12,4.3,1,1,1,0,0,0,0,1,0,0,0
880,88,4.3,1,1,1,1,0,0,0,1,0,0,1
881,6,4.6,1,1,1,1,0,0,0,1,0,0,0
882,6,4.6,0,0,0,0,0,0,0,1,0,0,1
883,15,4.5,1,1,1,1,0,0,0,1,0,0,0
884,35,4.5,1,1,1,1,0,0,0,1,0,0,0
885,24,4.3,1,1,1,0,0,0,0,1,0,0,0
886,6,4.5,1,1,1,1,0,0,0,1,0,0,0
887,8,4.3,1,1,1,1,0,0,0,1,0,0,0
888,72,4.4,0,0,0,0,0,0,0,1,0,0,1
889,6,4.3,0,0,0,0,0,0,0,1,0,0,1
890,20,4.5,0,0,0,0,0,0,0,1,0,0,1
891,65,4.4,0,0,0,0,0,0,0,1,0,0,1
892,24,4.4,1,1,1,1,0,0,0,1,0,0,0
893,38,4.5,0,0,0,0,0,0,0,1,0,0,0
894,8,3.6,1,1,1,1,0,0,0,1,0,0,1
895,18,4.0,1,1,1,1,0,0,0,1,0,0,0
896,95,4.5,1,1,1,1,0,0,0,1,0,0,0
897,59,3.9,1,1,1,1,0,0,0,1,0,0,1
898,12,4.1,1,1,1,1,0,0,0,1,0,0,0
899,6,4.5,0,0,0,0,0,0,0,1,0,0,1
900,39,4.3,1,1,1,1,0,0,0,1,0,0,0
901,6,2.6,1,1,1,1,0,0,0,1,0,0,1
902,54,4.4,1,1,1,1,0,0,0,1,0,0,0
903,52,4.6,1,1,1,1,0,0,0,1,0,0,0
904,6,4.6,1,1,1,1,0,0,0,1,0,0,0
905,6,4.7,1,1,1,1,0,0,0,1,0,0,0
906,59,4.3,1,1,1,1,0,0,0,1,0,0,1
907,34,3.5,1,0,1,1,0,0,0,1,0,0,0
908,46,4.4,1,1,1,1,0,0,0,1,0,0,0
909,58,4.4,1,1,1,1,0,0,0,1,0,0,0
910,6,4.7,1,1,1,1,0,0,0,1,0,0,0
911,68,3.9,1,1,1,1,0,0,0,1,0,0,0
912,12,4.0,1,1,1,0,0,0,0,1,0,0,0
913,12,4.3,1,1,1,1,0,0,0,1,0,0,0
914,38,4.3,1,1,1,1,0,0,0,1,0,0,0
915,48,4.3,1,1,1,1,0,0,0,1,0,0,0
916,60,4.3,1,1,1,0,0,0,0,1,0,0,0
917,6,4.7,1,1,1,1,0,0,0,1,0,0,0
918,6,4.5,1,1,1,1,0,0,0,1,0,0,0
919,6,3.5,1,1,1,1,0,0,0,1,0,0,0
920,17,4.6,0,0,0,0,0,0,0,1,0,0,1
921,38,4.4,1,1,1,1,0,0,0,1,0,0,0
922,82,4.0,1,1,1,1,0,0,0,1,0,0,0
923,6,4.1,1,0,1,1,0,0,0,1,0,0,1
924,95,4.7,0,0,0,0,0,0,0,1,0,0,1
925,48,4.2,1,1,1,0,0,0,0,1,0,0,0
