,index,n_transactions,block_height_max-min,fee_mean,fee_median,fee_std,fee_min,fee_max,fee_max-min,size_mean,size_median,size_std,size_min,size_max,weight_mean,weight_median,weight_std,weight_min,weight_max,confirmations_mean,confirmations_median,confirmations_std,confirmations_min,confirmations_max,vin_sz_mean,vin_sz_median,vin_sz_std,vin_sz_min,vin_sz_max,vout_sz_mean,vout_sz_median,vout_sz_std,vout_sz_min,vout_sz_max,inputsAmount_mean,inputsAmount_median,inputsAmount_std,inputsAmount_min,inputsAmount_max,outputsAmount_mean,outputsAmount_median,outputsAmount_std,outputsAmount_min,outputsAmount_max,target
1776,1776,24,64336.0,505285.7916666667,119837.0,1146072.1024376743,2768.0,5634679.0,5631911.0,2858.625,1331.5,3381.2348247670398,226.0,13462.0,11420.25,5279.0,13531.246702580178,904.0,53848.0,163114.875,164469.5,22674.1993201476,127519,191855,18.5,7.0,23.211691207140685,1.0,91.0,3.5,2.0,3.764825765354655,1.0,16.0,2645797048.458333,2001000080.0,2603204974.6993647,37053939,10268509933,2645291762.6666665,2000541128.0,2602856523.939962,37003939,10268409933,3
1777,1777,2,4.0,2371877.5,2371877.5,2827405.355447376,372600.0,4371155.0,3998555.0,18627.0,18627.0,21074.610506483863,3725.0,33529.0,74508.0,74508.0,84298.44202593545,14900.0,134116.0,153726.0,153726.0,2.8284271247461903,153724,153728,102.0,102.0,140.0071426749364,3.0,201.0,103.5,103.5,6.363961030678928,99.0,108.0,11924147538.5,11924147538.5,2063554705.346616,10464994013,13383301064,11921775661.0,11921775661.0,2060727299.9911685,10464621413,13378929909,2
1778,1778,34,114628.0,1475246.5294117648,78267.5,3181625.108915103,672.0,10000000.0,9999328.0,17351.529411764706,2798.5,30945.94552895301,225.0,99895.0,68344.91176470589,8875.5,124125.72627255376,670.0,399580.0,118420.82352941176,119741.0,35294.092100237336,45382,160008,113.55882352941175,11.0,211.37560869241543,1.0,677.0,9.588235294117649,2.0,14.236354757853,1.0,53.0,12767344340.941175,922227964.5,42272101997.87265,9782115,200680406953,12765869094.411764,921981783.5,42272378499.47638,9734655,200680318590,3
1779,1779,16,32277.0,241705.375,103576.0,278646.5818654818,1725.0,925400.0,923675.0,3366.5625,1935.5,3287.7797567913008,250.0,11091.0,13370.8125,7742.0,13127.050774228255,670.0,43818.0,152536.9375,155731.5,10040.118249428142,127193,159470,19.375,5.5,23.92453412991219,1.0,74.0,2.375,2.0,1.5,2.0,8.0,623878789.5,116394545.5,853121450.0595902,8338579,2001969875,623637084.125,116145583.0,852920515.2422631,8238579,2001044475,3
1780,1780,117,28881.0,131286.1794871795,46341.0,433770.9407326799,5900.0,3950045.0,3944145.0,729.8803418803419,520.0,1144.6674277017153,191.0,10739.0,2919.521367521368,2080.0,4578.669710806861,764.0,42956.0,224206.47863247863,226897.0,7248.594954931623,205296,234177,3.965811965811966,3.0,7.39633136453428,1.0,70.0,3.905982905982906,2.0,3.313980068777873,1.0,10.0,211612134.1538461,61900877.0,854553467.7317882,539500,8268922017,211480847.97435895,61806925.0,854218335.6956604,518556,8264971972,0
1781,1781,20,90954.0,1028152.3,222187.0,1662389.0201218214,9600.0,6593112.0,6583512.0,8323.55,7478.5,8629.310410181288,226.0,22491.0,33164.75,29914.0,34635.2668622377,904.0,89964.0,171940.2,185622.5,28036.30308161564,109315,200269,45.75,33.5,49.64280305076297,1.0,125.0,4.25,2.0,7.173599258098369,1.0,32.0,2602123656.2,456173329.5,4054280377.117266,2970000,13264025723,2601095503.9,455455254.5,4053470230.458448,2955905,13260977343,2
1782,1782,143,60318.0,11233.937062937062,10000.0,3256.6096087646665,10000.0,20000.0,10000.0,2001.2937062937065,815.0,2841.794024788973,191.0,14797.0,8005.174825174825,3260.0,11367.176099155891,764.0,59188.0,309229.83916083915,313799.0,9997.429682103146,257020,317331,10.461538461538462,1.0,20.394962520387665,1.0,100.0,10.216783216783217,8.0,8.802320324809896,1.0,47.0,38737271.80419581,10453889.0,73445081.60829636,26737,515580303,38726037.86713287,10433889.0,73445344.05006593,16737,515570303,1
1783,1783,30,79078.0,875602.3,87648.5,1693008.71271879,272.0,5000000.0,4999728.0,11179.966666666667,1034.5,19628.521998011893,192.0,81905.0,44040.96666666667,3962.5,78444.62358161279,541.0,327620.0,164308.93333333332,169954.5,27545.982406768908,126721,205799,73.66666666666667,2.5,133.7167189230286,1.0,555.0,6.2,2.0,19.097571609482458,1.0,101.0,3515326150.9666667,271283289.0,17441510892.30763,156491,95840635908,3514450548.6666665,270782600.5,17441516010.950825,138867,95839898810,3
1784,1784,28,14339.0,125907.03571428572,9654.0,444665.38128262345,903.0,2375800.0,2374897.0,1420.107142857143,445.5,4396.531346070915,191.0,23671.0,5668.75,1782.0,17589.525790304233,573.0,94684.0,150762.25,150940.0,3615.773536674898,139376,153715,9.178571428571429,2.5,29.79566656464906,1.0,160.0,1.6785714285714286,2.0,0.4755948656056709,1.0,2.0,5238265.0,717396.5,12494937.874090996,43905,51980016,5112357.964285715,716161.5,12308528.718758892,42035,51767496,3
1785,1785,56,2007.0,16641.339285714286,20000.0,15394.589975675084,0.0,98665.0,98665.0,591.7857142857143,436.5,459.94939303780376,225.0,1875.0,2367.1428571428573,1746.0,1839.797572151215,900.0,7500.0,328700.6964285714,329054.0,676.2034906109084,327633,329640,2.9285714285714284,2.0,2.571572867524273,1.0,10.0,1.9642857142857144,2.0,0.1872563351797078,1.0,2.0,1840586341.8392856,400319518.0,5534521461.32751,28991952,29512843300,1840569700.5,400304518.0,5534523107.700146,28971952,29512833300,1
1786,1786,102,59979.0,479509.5294117647,19207.0,1179131.757135125,678.0,5000000.0,4999322.0,5347.558823529412,650.5,7722.678193904271,191.0,33719.0,21020.147058823528,2602.0,30467.859678260957,764.0,134876.0,156790.8431372549,155470.0,16637.40233719213,121568,181547,35.431372549019606,3.0,52.15846186988367,1.0,228.0,2.019607843137255,2.0,1.7347947186850314,1.0,19.0,263219814.2843137,72592062.5,418861163.03794456,64969,3626479710,262740304.754902,72588898.5,418602031.9436798,51879,3626447303,3
1787,1787,2,1.0,55157.0,55157.0,72259.24196945329,4062.0,106252.0,102190.0,605.5,605.5,542.3509011700819,222.0,989.0,2422.0,2422.0,2169.403604680328,888.0,3956.0,153720.0,153720.0,11.31370849898476,153712,153728,1.0,1.0,0.0,1.0,1.0,13.0,13.0,15.556349186104043,2.0,24.0,257040606.0,257040606.0,333928620.5172263,20917414,493163798,256985449.0,256985449.0,333856361.2752568,20913352,493057546,3
1788,1788,2,3.0,247300.0,247300.0,208313.6577375569,100000.0,394600.0,294600.0,4563.5,4563.5,878.9337290148786,3942.0,5185.0,18254.0,18254.0,3515.7349160595145,15768.0,20740.0,153735.0,153735.0,1.4142135623730951,153734,153736,17.5,17.5,19.091883092036785,4.0,31.0,59.5,59.5,58.68986283848344,18.0,101.0,13144771641.5,13144771641.5,1929845328.6081443,11780164923,14509378360,13144524341.5,13144524341.5,1929637014.9504068,11780064923,14508983760,2
1789,1789,4,6.0,74788.25,63270.0,76377.8149655819,10253.0,162360.0,152107.0,1544.25,1036.5,1757.2953413318623,192.0,3912.0,6177.0,4146.0,7029.181365327449,768.0,15648.0,276015.75,276017.0,5.737304826019502,276008,276021,10.0,6.5,11.86029791643813,1.0,26.0,1.75,2.0,0.5,1.0,2.0,598416509.25,587433662.0,670235199.8258631,17682253,1201116460,598341721.0,587346832.0,670161839.9621336,17672000,1201001220,0
1790,1790,18,17681.0,555508.8333333334,329618.0,525599.0697225461,45200.0,1690328.0,1645128.0,2835.1111111111118,1449.0,2925.6027008804003,226.0,10252.0,11340.444444444443,5796.0,11702.4108035216,904.0,41008.0,166973.88888888888,167677.5,5058.566919696302,153706,171397,17.22222222222222,6.5,20.19480292945384,1.0,69.0,8.555555555555555,2.0,22.978819460338897,2.0,100.0,685624328.0555556,501481918.5,1315325281.9661794,18648479,5853100978,685068819.2222222,500872385.5,1315304663.927837,18423705,5852709378,3
1791,1791,250,48862.0,20522.556,11433.0,27652.83766666523,767.0,176886.0,176119.0,5078.932,249.0,13701.12407282013,188.0,44314.0,20064.82,669.0,54891.22131160793,577.0,177256.0,34711.88,35324.0,9486.975076705115,7333,56195,33.364,1.0,92.965163315951,1.0,300.0,4.244,2.0,38.34027085817093,1.0,608.0,26596953.66,5450594.5,46722947.10663515,123789,250309372,26576431.104,5445207.5,46702315.16773154,90000,250219280,1
1792,1792,81,1589.0,15555.555555555557,10000.0,17606.816861659012,10000.0,140000.0,130000.0,860.2222222222222,521.0,1428.9114300753563,225.0,11924.0,3440.8888888888887,2084.0,5715.645720301426,900.0,47696.0,411325.2839506173,411449.0,278.96824346899257,409941,411552,4.925925925925926,3.0,9.72853763134236,1.0,80.0,3.555555555555556,4.0,1.4832396974191326,2.0,5.0,75010407.32098766,60000000.0,73659527.42945409,5000000,623712520,74994851.7654321,59990000.0,73646608.28427105,4990000,623572520,1
1793,1793,14,35290.0,238206.2857142857,81986.0,266302.3141129496,4209.0,731920.0,727711.0,12484.214285714286,9909.5,10610.151185601397,3524.0,36766.0,49936.857142857145,39638.0,42440.60474240558,14096.0,147064.0,151933.07142857142,153736.5,11682.658598006816,130998,166282,73.0,55.5,82.44065464600303,1.0,249.0,51.0,51.0,51.887452166277086,1.0,101.0,13477417442.785715,1025831869.0,22279882559.297417,215846195,82449225564,13477179236.5,1025772044.0,22279976912.87771,215757175,82449138536,4
1794,1794,250,8618.0,160632.06,9166.0,604426.0536927866,1115.0,8416650.0,8415535.0,4098.392,405.0,8758.30632193527,256.0,73616.0,16381.244,1620.0,35036.1363084195,1024.0,294464.0,154097.544,154114.5,1842.4513878335893,148277,156895,22.3,2.0,51.04649821407613,1.0,240.0,14.52,3.0,23.95397192710089,3.0,101.0,13270041584.696,5885107.0,61015554518.41987,40833,650361242134,13269880952.636,5879395.0,61015423471.33886,38089,650359869334,2
1795,1795,2,4.0,209800.5,209800.5,242678.34019644192,38201.0,381400.0,343199.0,3349.0,3349.0,653.36666581637,2887.0,3811.0,12248.5,12248.5,4236.276726088607,9253.0,15244.0,153720.0,153720.0,2.8284271247461903,153718,153722,10.5,10.5,10.606601717798211,3.0,18.0,51.5,51.5,70.0035713374682,2.0,101.0,4085358822.0,4085358822.0,5772513226.574689,3575575,8167142069,4085149021.5,4085149021.5,5772270548.234492,3537374,8166760669,3
1796,1796,6,963.0,846159.0,254372.0,1128887.0203080554,100000.0,2866065.0,2766065.0,16979.5,15334.0,17693.608289436048,562.0,45808.0,67918.0,61336.0,70774.43315774419,2248.0,183232.0,153955.83333333334,153761.0,399.72111110957337,153565,154521,113.33333333333331,102.5,121.21166060518546,1.0,310.0,7.5,6.0,6.442049363362563,2.0,17.0,11581694785.833334,13583248323.0,9525293077.73412,1000000000,20070768605,11580848626.833334,13582993951.0,9524496182.908222,999900000,20067902540,3
1797,1797,4,753.0,2169476.5,2209489.5,2245611.524119655,143379.0,4115548.0,3972169.0,16613.5,17011.0,16682.62292526768,1284.0,31148.0,66454.0,68044.0,66730.49170107071,5136.0,124592.0,154086.5,154086.5,432.4738913121381,153707,154466,101.5,102.0,114.89560478973944,1.0,201.0,47.0,37.5,21.40093455903269,34.0,79.0,2983243936.25,2094780463.0,2856666332.8182807,650000000,7093414819,2981074459.75,2092570973.5,2855426246.4216127,649856621,7089299271,3
1798,1798,6,231.0,478250.0,20000.0,1122478.6746303914,20000.0,2769500.0,2749500.0,1135.5,226.0,2157.103868616437,225.0,5537.0,4542.0,904.0,8628.415474465748,900.0,22148.0,299806.1666666667,299846.0,99.04426619783702,299604,299848,7.166666666666667,1.0,14.620761494076383,1.0,37.0,2.0,2.0,0.0,2.0,2.0,255895231.3333333,26833161.5,557825802.5018321,9164014,1393818967,255416981.3333333,26813161.5,556704048.2794262,9144014,1391049467,4
1799,1799,2,2.0,47728.5,47728.5,61757.99916205188,4059.0,91398.0,87339.0,522.0,522.0,424.2640687119285,222.0,822.0,2088.0,2088.0,1697.056274847714,888.0,3288.0,153712.0,153712.0,11.31370849898476,153704,153720,1.0,1.0,0.0,1.0,1.0,11.0,11.0,12.727922061357855,2.0,20.0,194807575.5,194807575.5,261830927.6985368,9665151,379950000,194759847.0,194759847.0,261769169.69937477,9661092,379858602,3
1800,1800,10,22793.0,175373.6,60046.0,206063.2183315488,4068.0,454964.0,450896.0,27258.7,22406.0,32022.790578829256,191.0,93860.0,109034.8,89624.0,128091.16231531702,764.0,375440.0,112036.9,115373.5,7316.915553094152,93107,115890,120.9,2.5,154.14599861458905,1.0,300.0,281.4,1.5,885.2973386257171,1.0,2801.0,448528277.1,10192500.0,921126794.8616875,199548,2349920627,448352903.5,10185542.0,921067285.9616016,195480,2349465663,1
1801,1801,2,6.0,95917.0,95917.0,52556.41861847133,58754.0,133080.0,74326.0,2130.0,2130.0,1687.1567799111024,937.0,3323.0,8520.0,8520.0,6748.6271196444095,3748.0,13292.0,275871.0,275871.0,5.656854249492381,275867,275875,11.5,11.5,14.849242404917495,1.0,22.0,12.5,12.5,14.849242404917495,2.0,23.0,1450329967.5,1450329967.5,416057224.06781095,1156133083,1744526852,1450234050.5,1450234050.5,416109780.4864295,1156000003,1744468098,0
1802,1802,10,10259.0,3777237.1,584250.0,4616336.312117855,2784.0,9950200.0,9947416.0,37295.0,3989.0,46301.55772997516,226.0,99173.0,149180.0,15956.0,185206.23091990064,904.0,396692.0,160989.8,161771.5,3955.299449262135,153708,163977,251.9,26.5,314.31811557366177,1.0,672.0,3.8,2.0,4.237399621885521,1.0,14.0,1944713798.4,1171720707.5,2194664803.1418405,4744975,6409387800,1940936561.3,1171321475.0,2191010751.059988,4309475,6400011400,3
1803,1803,60,55589.0,174821.1,100000.0,274334.526734794,1762.0,1933360.0,1931598.0,4478.65,3306.0,4090.191872441907,256.0,18405.0,17914.6,13224.0,16360.767489767628,1024.0,73620.0,153774.05,155161.0,9490.310950996804,104565,160154,22.9,12.5,28.820719947723106,1.0,113.0,27.116666666666667,17.0,30.436425360093867,2.0,101.0,6564334939.033334,3232815003.5,12984585596.576014,1333395,73935403464,6564160117.933333,3232697978.5,12984484756.37456,1330505,73935298854,2
1804,1804,2,6.0,409692.0,409692.0,86962.82037744636,348200.0,471184.0,122984.0,2124.0,2124.0,1899.2888142670668,781.0,3467.0,8496.0,8496.0,7597.155257068267,3124.0,13868.0,153722.0,153722.0,11.31370849898476,153714,153730,14.0,14.0,12.727922061357855,5.0,23.0,1.5,1.5,0.7071067811865476,1.0,2.0,165686153.0,165686153.0,227612198.4432497,4740024,326632282,165276461.0,165276461.0,227699161.26362717,4268840,326284082,3
1805,1805,250,15881.0,53654.02,13337.0,88738.28881004716,504.0,426597.0,426093.0,4035.928,2237.5,3392.6750322294715,249.0,8985.0,15202.696,5758.0,14335.894189496295,669.0,35940.0,129142.72,126598.5,5166.976448181691,122559,138443,22.876,12.5,19.66273420625583,1.0,50.0,1.688,2.0,1.9155503995805836,1.0,30.0,8653280177.132,274092674.0,24056850671.745213,51226133,230597173630,8653226523.112,274069218.5,24056817448.2388,51219749,230596977799,2
1806,1806,2,866.0,161214.5,161214.5,121948.34259021316,74984.0,247445.0,172461.0,1218.5,1218.5,685.1864709697645,734.0,1703.0,4874.0,4874.0,2740.745883879058,2936.0,6812.0,154145.0,154145.0,619.4255403194156,153707,154583,6.5,6.5,6.363961030678928,2.0,11.0,3.0,3.0,1.4142135623730951,2.0,4.0,235151710.5,235151710.5,178772272.96261847,108740624,361562797,234990496.0,234990496.0,178650324.62002826,108665640,361315352,2
1807,1807,250,122094.0,227364.504,101028.0,532926.5635737178,840.0,4506900.0,4506060.0,6554.392,537.5,14621.51351468707,225.0,80980.0,24831.628,2132.0,54224.01338914078,573.0,323920.0,148987.14,154570.0,22865.286129491866,38594,160688,35.948,1.0,83.77264901441022,1.0,461.0,5.848,5.0,5.050835550583302,1.0,37.0,22215299565.776,1679973602.5,72677288570.34888,1517935,630304104417,22215072201.272,1679871691.0,72677323263.51831,1508299,630304004417,2
1808,1808,2,7.0,68794.5,68794.5,94096.82069283744,2258.0,135331.0,133073.0,10721.0,10721.0,12006.673144547576,2231.0,19211.0,42884.0,42884.0,48026.69257819031,8924.0,76844.0,153720.5,153720.5,14.849242404917495,153710,153731,64.5,64.5,89.80256121069154,1.0,128.0,35.5,35.5,36.06244584051392,10.0,61.0,3958388038.5,3958388038.5,1865728360.412871,2639118863,5277657214,3958319244.0,3958319244.0,1865822457.233564,2638983532,5277654956,2
1809,1809,146,63873.0,177776.198630137,61637.5,482459.6903994567,494.0,3726087.0,3725593.0,9330.849315068494,577.0,11307.437580601823,191.0,31095.0,37323.39726027397,2308.0,45229.7503224073,764.0,124380.0,165278.01369863015,168264.5,16564.226829791194,122421,186286,52.56164383561644,3.5,63.295254776951246,1.0,150.0,2.808219178082192,2.0,2.691788454292823,1.0,16.0,412967592.2808219,3778391.5,2475541890.9449296,20781,22584766510,412789816.08219177,3734007.5,2475389524.0702667,18650,22584660830,4
1810,1810,142,53307.0,1646730.9436619717,130574.5,5141674.120500579,1356.0,41848525.0,41847169.0,5000.894366197183,1446.0,9689.190069063365,225.0,70537.0,19773.190140845072,5690.5,38823.335941912905,573.0,282148.0,170695.82394366196,165345.5,14167.53183572572,140998,194305,29.408450704225352,8.0,58.914068318268505,1.0,420.0,16.43661971830986,3.0,38.560896812194905,1.0,251.0,16797123145.535212,1367238801.0,54289095530.02434,25903209,496026440341,16795476414.591549,1366630881.0,54288191741.26182,25750599,496026014180,3
1811,1811,3,704.0,79138.33333333333,78720.0,75172.37301251925,4176.0,154519.0,150343.0,26578.0,1422.0,44383.66606083819,487.0,77825.0,106312.0,5688.0,177534.66424335277,1948.0,311300.0,153431.33333333334,153542.0,364.81410791433376,153024,153728,176.0,3.0,301.3784995649159,1.0,524.0,18.0,16.0,18.083141320025124,1.0,37.0,5561820457.333333,2159185520.0,7835465800.456349,2898197,14523377655,5561741319.0,2159106800.0,7835396011.33197,2894021,14523223136,3
1812,1812,2,7.0,68794.5,68794.5,94096.82069283744,2258.0,135331.0,133073.0,10721.0,10721.0,12006.673144547576,2231.0,19211.0,42884.0,42884.0,48026.69257819031,8924.0,76844.0,153720.5,153720.5,14.849242404917495,153710,153731,64.5,64.5,89.80256121069154,1.0,128.0,35.5,35.5,36.06244584051392,10.0,61.0,3958388038.5,3958388038.5,1865728360.412871,2639118863,5277657214,3958319244.0,3958319244.0,1865822457.233564,2638983532,5277654956,2
1813,1813,82,92819.0,694624.9024390244,149959.0,1163755.2431373913,2064.0,5482157.0,5480093.0,7040.475609756098,658.0,11967.445303488554,249.0,46233.0,28038.86585365853,2554.0,47937.64360875034,669.0,184932.0,131930.08536585365,105630.0,39627.49056368997,92002,184821,40.63414634146341,2.5,70.12854373786135,1.0,240.0,31.71951219512195,6.5,58.3159284913521,2.0,337.0,15137933379.792685,1200000000.0,59540871451.73389,90546,526353449637,15137238754.890244,1199830273.5,59540540067.69731,87202,526351664037,2
1814,1814,17,35076.0,4920401.764705882,1160191.0,10089385.805728417,48060.0,42151925.0,42103865.0,13780.235294117649,15543.0,12588.488504033216,373.0,32608.0,51414.52941176471,29491.0,51887.21324555508,1492.0,130432.0,168128.0,173317.0,14438.33892800693,147218,182294,76.94117647058823,50.0,81.58314055936685,1.0,201.0,44.47058823529412,18.0,46.40058949929789,2.0,151.0,5979009895.882353,4741116637.0,4603907936.483587,161720000,13476006711,5974089494.117647,4734481992.0,4603501078.6116085,161635304,13466393385,2
1815,1815,61,48625.0,869008.6229508197,100000.0,2224530.1290538576,827.0,10000000.0,9999173.0,11633.377049180328,2201.0,22331.691128800147,226.0,99895.0,46211.47540983607,8804.0,89344.98658283455,863.0,399580.0,138506.77049180327,135713.0,14667.277821047128,111347,159973,75.40983606557377,5.0,152.63260650433122,1.0,677.0,3.6557377049180326,2.0,5.5343932094423245,1.0,37.0,3413886753.9836063,908568859.0,8056341247.978832,6541602,59636450776,3413017745.360656,907702659.0,8055975809.437428,6441602,59636350776,3
1816,1816,8,133593.0,2627625.0,408909.0,3958143.825953632,3158.0,9284200.0,9281042.0,26724.625,5518.0,39124.41316013571,257.0,92540.0,106552.75,21823.0,156745.56759260714,844.0,370160.0,123426.625,154234.5,59959.658371126025,26333,159926,178.625,31.5,266.8134380316811,1.0,627.0,10.0,2.0,21.856675998748887,1.0,64.0,2567660217.625,1158906800.0,2989056890.350024,2319326,7835234535,2565032592.625,1150000000.0,2989831533.7291355,2305202,7834671487,3
1817,1817,47,53202.0,520627.9574468085,114460.0,1183934.3901438736,1266.0,6140589.0,6139323.0,7885.808510638298,3189.0,11236.988407154948,225.0,36278.0,31475.82978723404,12756.0,44994.659312218064,573.0,145112.0,154575.7659574468,153698.0,15388.508132076657,120025,173227,49.48936170212766,11.0,76.01312024633457,1.0,240.0,16.95744680851064,8.0,24.553364638652496,2.0,101.0,5806491577.212766,2311053023.0,9450034624.725489,3613167,47075133481,5805970949.25532,2310543841.0,9450004471.599098,3608670,47074916047,2
1818,1818,16,83406.0,223040.25,73116.0,516409.5419567045,27000.0,2122080.0,2095080.0,3719.5,403.5,8650.633764836732,258.0,35451.0,14878.0,1614.0,34602.53505934693,1032.0,141804.0,108581.0,90480.0,33939.71211427698,70785,154191,21.4375,2.0,59.19455915312938,1.0,240.0,15.125,3.0,27.906689759506293,1.0,101.0,4301402197.375,1205191421.5,5828233877.64172,54873,15536327578,4301179157.125,1204110327.5,5828216761.150128,27873,15536227578,2
1819,1819,2,722.0,118538.0,118538.0,1303.9049045079937,117616.0,119460.0,1844.0,12615.0,12615.0,16349.722994595351,1054.0,24176.0,50460.0,50460.0,65398.891978381405,4216.0,96704.0,154074.0,154074.0,503.4600282048218,153718,154430,75.5,75.5,105.35891039679558,1.0,150.0,17.5,17.5,13.435028842544405,8.0,27.0,1918509795.0,1918509795.0,1581811721.7361505,800000000,3037019590,1918391257.0,1918391257.0,1581810417.8312457,799882384,3036900130,4
1820,1820,3,2796.0,3189543.333333333,611868.0,4913054.189016984,101762.0,8855000.0,8753238.0,31353.666666666668,5194.0,49318.79131054748,626.0,88241.0,125414.66666666669,20776.0,197275.16524218992,2504.0,352964.0,153180.33333333334,153717.0,1473.2319346706156,151514,154310,200.0,1.0,344.6781107062065,1.0,598.0,55.0,13.0,83.35466393669883,1.0,151.0,4071968737.3333335,3085212586.0,3463567967.772779,1208855000,7921838626,4068779194.0,3085110824.0,3466904221.3071938,1200000000,7921226758,3
1821,1821,74,27464.0,19935.391891891893,20000.0,12114.530542657212,10000.0,60000.0,50000.0,792.8243243243244,520.5,616.6244024094389,225.0,2571.0,3171.297297297297,2082.0,2466.4976096377554,900.0,10284.0,349050.74324324325,352795.0,7835.362762380826,327198,354675,3.932432432432433,2.5,3.5551663394068544,1.0,16.0,5.081081081081081,2.0,13.463046080815356,1.0,70.0,77529977.13513513,13463455.0,370041115.79962,30070,3163916540,77510041.74324325,13453455.0,370042328.939869,70,3163906540,1
1822,1822,47,4629.0,1507112.6382978724,437400.0,1645827.6432073612,829.0,4371155.0,4370326.0,15776.04255319149,5250.0,14298.909224068451,226.0,33529.0,62887.27659574468,21000.0,57405.8923720425,665.0,134116.0,154057.87234042553,154044.0,1390.8371988782542,151792,156419,96.93617021276596,13.0,98.7518638801136,1.0,201.0,40.0,25.0,37.74341290068115,2.0,108.0,6643451103.893617,3882421644.0,10147786383.7564,1730212,60491929608,6641943991.25532,3880845305.0,10147495529.644638,1725857,60490353415,2
1823,1823,4,98.0,45000.0,50000.0,10000.0,30000.0,50000.0,20000.0,881.25,348.5,1129.0619631652935,258.0,2570.0,3525.0,1394.0,4516.247852661174,1032.0,10280.0,351819.5,351800.0,46.629747300760286,351790,351888,1.25,1.0,0.5,1.0,2.0,19.0,2.0,34.0,2.0,70.0,118552198.25,92148686.0,122231887.31815624,30070,289881351,118507198.25,92098686.0,122225423.2241194,70,289831351,0
1824,1824,14,10516.0,1025304.1428571428,236690.0,2247289.195065635,1130.0,8592000.0,8590870.0,10514.92857142857,3475.5,22262.248104960407,225.0,85613.0,42059.71428571428,13902.0,89048.99241984163,900.0,342452.0,155426.35714285713,153707.5,3301.35334969773,153447,163963,70.78571428571429,23.0,150.9417506454463,1.0,580.0,1.8571428571428568,2.0,0.3631365196012814,1.0,2.0,848994668.9285715,234455351.0,1680205012.8907175,2912485,6346504686,847969364.7857143,234125286.0,1679420189.1995826,2901265,6345031686,3
1825,1825,145,27078.0,1053881.5586206897,6034.0,2584823.771776792,731.0,10000001.0,9999270.0,7391.620689655172,846.0,18752.9858056246,407.0,96799.0,28318.420689655173,2224.0,75017.83079603557,863.0,384919.0,156885.82068965517,155335.0,9431.898773185843,145038,172105,45.39310344827586,1.0,127.89998786767624,1.0,651.0,11.558620689655172,6.0,18.132948778883826,1.0,103.0,567117516.0344827,134810000.0,1297684678.259002,10495111,10011000001,566063634.475862,134808776.0,1296391793.3872654,10494183,10001000001,1
1826,1826,22,30991.0,48767.0,23415.0,45905.60474858526,831.0,108217.0,107386.0,716.8181818181819,579.0,541.3061484228184,223.0,2658.0,2540.5454545454545,2210.0,1636.3611700318115,669.0,7062.0,144468.13636363635,153449.5,13356.366957891392,124347,155343,3.227272727272727,1.0,3.5041719106260723,1.0,15.0,5.818181818181818,4.0,5.11427845896605,2.0,19.0,10682742730.227272,162890647.5,28398319727.588387,7587490,126891753581,10682693963.227272,162819491.0,28398299145.020187,7585313,126891651801,3
1827,1827,250,54734.0,24823.36,20000.0,62017.63376555019,2250.0,862155.0,859905.0,601.376,225.0,767.9804806756453,190.0,5640.0,2405.504,900.0,3071.921922702581,760.0,22560.0,260592.492,263790.5,11796.597758533706,219780,274514,3.1,1.0,4.424511862441275,1.0,30.0,3.26,1.0,3.4151211118839324,1.0,10.0,141372858.004,76258398.5,231823909.0536623,600000,1660514778,141348034.644,76238398.5,231813873.1960985,580000,1660494778,0
1828,1828,250,37556.0,82990.804,10000.0,445179.1754401864,10000.0,4442900.0,4432900.0,1885.304,522.0,7937.122855574424,225.0,83521.0,7541.216,2088.0,31748.49142229769,900.0,334084.0,370854.784,372761.0,7232.160608671633,335330,372890,12.104,3.0,53.84423824299007,1.0,566.0,2.608,2.0,0.7433345039341007,1.0,4.0,22961694.332,14980005.0,68542588.80288447,132559,1003761906,22878703.528,14970005.0,68309291.75322278,122559,1001000000,1
1829,1829,4,143560.0,2449282.25,573739.0,4084938.8272737022,105451.0,8544200.0,8438749.0,26300.25,9412.0,39941.49310658445,1214.0,85163.0,104871.0,36988.0,159909.71898334802,4856.0,340652.0,81379.5,80809.5,82232.1079728999,10165,153734,173.5,58.0,274.3155117743071,1.0,577.0,19.75,17.0,21.6390850083824,1.0,44.0,2742137925.25,2254986800.5,2846932691.1937146,50033900,6408544200,2739688643.0,2254413061.5,2843235381.034442,49928449,6400000000,3
1830,1830,2,5826.0,50000.0,50000.0,0.0,50000.0,50000.0,0.0,706.0,706.0,128.69343417595164,615.0,797.0,2824.0,2824.0,514.7737367038065,2460.0,3188.0,288916.0,288916.0,4112.53303938096,286008,291824,3.5,3.5,0.7071067811865476,3.0,4.0,2.0,2.0,0.0,2.0,2.0,53058050.0,53058050.0,24814286.14014516,35511700,70604400,53008050.0,53008050.0,24814286.14014516,35461700,70554400,0
1831,1831,196,67783.0,257447.88775510204,71441.5,765881.8735171309,657.0,10000000.0,9999343.0,4161.5,2436.5,6738.2480120425125,191.0,76614.0,16350.790816326533,9726.0,26893.983886633072,573.0,306456.0,132008.04591836734,131689.0,19515.785223641844,103830,171613,24.801020408163264,6.0,46.36196716009176,1.0,519.0,13.306122448979592,2.0,28.202530587771022,1.0,101.0,2312212031.734694,278841327.0,4177763580.339935,90856,27643773084,2311954583.8469386,277612790.5,4177694536.0648136,87321,27643263484,3
