,ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,D,F,A,B,C,Flight,Ship,Road,low,medium,high,M,target
2475,2476,5,3,265,3,30,2293,0,0,0,1,0,1,0,0,0,1,0,1,0
2476,2477,3,4,243,3,60,2980,0,1,0,0,1,1,0,0,1,0,0,0,0
2477,2478,5,2,209,4,15,3330,0,0,0,0,0,1,0,0,0,1,0,1,0
2478,2479,4,5,229,3,21,2688,1,0,0,0,0,1,0,0,0,1,0,1,0
2479,2480,3,1,257,2,45,3496,0,1,0,0,0,1,0,0,1,0,0,0,0
2480,2481,5,5,209,3,49,3893,0,0,1,0,0,1,0,0,1,0,0,1,0
2481,2482,3,3,142,3,23,1897,0,0,0,1,0,1,0,0,0,1,0,1,0
2482,2483,3,5,208,4,12,3181,0,0,0,0,1,1,0,0,0,1,0,1,0
2483,2484,6,3,167,6,15,1278,0,1,0,0,0,0,1,0,1,0,0,0,0
2484,2485,3,5,266,3,16,2334,1,0,0,0,0,0,1,0,0,1,0,1,0
2485,2486,5,3,210,2,44,3382,0,0,0,0,0,0,1,0,0,1,0,1,0
2486,2487,2,2,147,2,49,1447,0,1,1,0,0,0,1,0,0,1,0,0,0
2487,2488,5,2,132,2,8,1665,0,0,0,1,0,0,1,0,0,1,0,1,0
2488,2489,3,4,269,3,21,3716,0,1,0,0,1,0,1,0,0,1,0,0,0
2489,2490,5,3,148,3,48,1099,0,1,0,0,0,0,1,0,0,1,0,0,0
2490,2491,4,5,268,2,32,3675,1,0,0,0,0,0,1,0,0,0,1,1,0
2491,2492,3,5,156,2,43,1301,0,1,0,0,0,0,1,0,1,0,0,0,0
2492,2493,5,1,222,4,63,3506,0,0,1,0,0,0,1,0,1,0,0,1,0
2493,2494,4,5,151,3,31,1365,0,1,0,1,0,0,1,0,0,0,1,0,0
2494,2495,3,3,236,3,28,3652,0,1,0,0,1,0,1,0,1,0,0,0,0
2495,2496,3,5,229,3,12,3049,0,1,0,0,0,0,1,0,0,1,0,0,0
2496,2497,4,3,261,3,42,2664,1,0,0,0,0,0,1,0,1,0,0,1,0
2497,2498,2,1,229,4,6,3757,0,0,0,0,0,0,1,0,1,0,0,1,0
2498,2499,4,5,205,3,60,2317,0,1,1,0,0,0,1,0,1,0,0,0,0
2499,2500,3,4,240,2,8,3883,0,0,0,1,0,0,1,0,1,0,0,1,0
2500,2501,4,3,209,6,59,2622,0,1,0,0,1,0,1,0,1,0,0,0,0
2501,2502,2,1,252,2,35,2526,0,0,0,0,0,0,1,0,1,0,0,1,0
2502,2503,3,4,140,2,48,1102,1,0,0,0,0,0,1,0,0,1,0,1,0
2503,2504,5,4,156,2,57,1842,0,1,0,0,0,0,1,0,1,0,0,0,0
2504,2505,2,2,190,8,33,3448,0,0,1,0,0,0,1,0,0,1,0,1,0
2505,2506,3,4,138,6,5,1853,0,0,0,1,0,0,1,0,0,1,0,1,0
2506,2507,5,4,243,3,35,2899,0,1,0,0,1,0,1,0,1,0,0,0,0
2507,2508,3,1,183,2,58,3027,0,0,0,0,0,0,1,0,1,0,0,1,0
2508,2509,3,5,190,10,26,3244,1,0,0,0,0,0,1,0,0,1,0,1,0
2509,2510,5,1,235,2,27,2451,0,0,0,0,0,0,1,0,1,0,0,1,0
2510,2511,3,2,143,6,63,1953,0,0,1,0,0,0,1,0,0,1,0,1,0
2511,2512,3,1,176,2,45,1470,0,1,0,1,0,0,1,0,0,1,0,0,0
2512,2513,3,5,178,3,39,1498,0,1,0,0,1,0,1,0,1,0,0,0,0
2513,2514,3,2,270,2,59,3706,0,1,0,0,0,0,1,0,0,1,0,0,0
2514,2515,4,4,141,2,7,1479,1,0,0,0,0,0,1,0,1,0,0,1,0
2515,2516,4,3,220,3,8,3342,0,0,0,0,0,0,1,0,0,1,0,1,0
2516,2517,5,5,264,3,56,3482,0,1,1,0,0,0,1,0,0,1,0,0,0
2517,2518,3,5,150,2,48,1256,0,1,0,1,0,0,1,0,1,0,0,0,0
2518,2519,3,4,175,3,4,1519,0,0,0,0,1,0,1,0,0,1,0,1,0
2519,2520,2,4,223,3,19,3356,0,1,0,0,0,0,1,0,0,1,0,0,0
2520,2521,4,4,162,10,12,1583,1,0,0,0,0,0,1,0,0,0,1,1,0
2521,2522,6,4,221,10,42,2972,0,0,0,0,0,0,1,0,0,1,0,1,0
2522,2523,5,1,216,3,40,2668,0,0,1,0,0,0,1,0,1,0,0,1,0
2523,2524,5,5,133,10,9,1724,0,0,0,1,0,0,1,0,0,1,0,1,0
2524,2525,4,2,191,3,3,2353,0,0,0,0,1,0,1,0,0,0,1,1,0
2525,2526,4,5,156,3,39,1483,0,0,0,0,0,0,1,0,1,0,0,1,0
2526,2527,4,1,252,3,30,2669,1,1,0,0,0,0,1,0,0,1,0,0,0
2527,2528,3,5,198,3,2,3417,0,0,0,0,0,0,1,0,1,0,0,1,0
2528,2529,2,3,139,8,21,1033,0,0,1,0,0,0,1,0,0,1,0,1,0
2529,2530,2,1,255,3,19,1551,0,0,0,1,0,0,1,0,1,0,0,1,0
2530,2531,4,1,141,2,23,1689,0,1,0,0,1,0,1,0,1,0,0,0,0
2531,2532,4,1,151,3,39,1458,0,1,0,0,0,0,1,0,0,0,1,0,0
2532,2533,3,5,236,3,54,3976,1,1,0,0,0,0,1,0,1,0,0,0,0
2533,2534,3,4,229,3,46,3223,0,1,0,0,0,0,1,0,0,1,0,0,0
2534,2535,4,3,261,3,6,2787,0,1,1,0,0,0,1,0,1,0,0,0,0
2535,2536,2,1,229,4,11,3614,0,1,0,1,0,0,1,0,1,0,0,0,0
2536,2537,4,4,205,3,58,2522,0,1,0,0,1,0,1,0,1,0,0,0,0
2537,2538,3,4,240,2,33,3489,0,1,0,0,0,0,1,0,1,0,0,0,0
2538,2539,4,4,209,6,62,3532,1,0,0,0,0,0,1,0,1,0,0,1,0
2539,2540,2,5,252,2,21,2070,0,1,0,0,0,0,1,0,1,0,0,0,0
2540,2541,3,3,140,2,30,1547,0,1,1,0,0,0,1,0,0,1,0,0,0
2541,2542,5,3,156,2,1,1147,0,0,0,1,0,0,1,0,1,0,0,1,0
2542,2543,2,5,190,8,11,2976,0,0,0,0,1,0,1,0,0,1,0,1,0
2543,2544,3,3,138,6,49,1078,0,0,0,0,0,0,1,0,0,1,0,1,0
2544,2545,5,4,243,3,43,2866,1,1,0,0,0,0,1,0,1,0,0,0,0
2545,2546,3,5,183,2,10,2621,0,1,0,0,0,0,1,0,1,0,0,0,0
2546,2547,3,5,190,10,32,2931,0,0,1,0,0,0,1,0,0,1,0,1,0
2547,2548,5,2,235,2,61,3451,0,1,0,1,0,0,1,0,1,0,0,0,0
2548,2549,3,1,143,6,2,1323,0,0,0,0,1,0,1,0,0,1,0,1,0
2549,2550,3,3,176,2,34,1856,0,0,0,0,0,0,1,0,0,1,0,1,0
2550,2551,3,1,178,3,11,1481,1,1,0,0,0,0,1,0,1,0,0,0,0
2551,2552,3,5,270,2,46,2716,0,1,0,0,0,0,1,0,0,1,0,0,0
2552,2553,4,1,141,2,10,1340,0,0,1,0,0,0,1,0,1,0,0,1,0
2553,2554,4,5,220,3,63,3109,0,1,0,1,0,0,1,0,0,1,0,0,0
2554,2555,5,5,264,3,23,2837,0,1,0,0,1,0,1,0,0,1,0,0,0
2555,2556,3,5,150,2,29,1934,0,0,0,0,0,0,1,0,1,0,0,1,0
2556,2557,3,3,175,3,32,1848,1,1,0,0,0,0,1,0,0,1,0,0,0
2557,2558,2,5,223,3,35,3437,0,0,0,0,0,0,1,0,0,1,0,1,0
2558,2559,4,3,162,10,25,1764,0,0,1,0,0,0,1,0,0,0,1,1,0
2559,2560,6,3,221,10,13,2219,0,1,0,1,0,0,1,0,0,1,0,0,0
2560,2561,5,5,216,3,5,3137,0,1,0,0,1,0,1,0,1,0,0,0,0
2561,2562,5,2,133,10,53,1674,0,0,0,0,0,0,1,0,0,1,0,1,0
2562,2563,4,3,191,3,45,3714,1,1,0,0,0,0,1,0,0,0,1,0,0
2563,2564,4,5,156,3,33,1836,0,1,0,0,0,0,1,0,1,0,0,0,0
2564,2565,4,2,252,3,43,3273,0,1,1,0,0,0,1,0,0,1,0,0,0
2565,2566,3,2,198,3,15,3250,0,0,0,1,0,0,1,0,1,0,0,1,0
2566,2567,2,4,139,8,62,1180,0,1,0,0,1,0,1,0,0,1,0,0,0
2567,2568,2,4,255,3,55,1663,0,1,0,0,0,0,1,0,1,0,0,0,0
2568,2569,4,2,141,2,8,1495,1,1,0,0,0,0,1,0,1,0,0,0,0
2569,2570,5,2,263,2,63,1254,0,1,0,0,0,0,1,0,0,1,0,0,0
2570,2571,3,3,179,3,41,1892,0,1,1,0,0,0,1,0,0,1,0,0,0
2571,2572,4,5,212,4,21,1014,0,0,0,1,0,0,1,0,1,0,0,1,0
2572,2573,2,1,282,5,51,1362,0,1,0,0,1,0,1,0,1,0,0,0,0
2573,2574,3,5,165,3,33,1500,0,0,0,0,0,0,1,0,0,1,0,1,0
2574,2575,4,1,189,2,63,3474,1,1,0,0,0,0,1,0,0,1,0,0,0
2575,2576,5,5,157,4,60,1407,0,0,0,0,0,0,1,0,0,1,0,1,0
2576,2577,3,4,167,3,14,1420,0,0,1,0,0,0,0,1,1,0,0,1,0
2577,2578,3,1,175,2,42,1668,0,0,0,1,0,0,0,1,1,0,0,1,0
2578,2579,3,4,150,2,64,1777,0,0,0,0,1,0,0,1,0,1,0,1,0
2579,2580,4,2,128,5,28,1247,0,1,0,0,0,0,0,1,1,0,0,0,0
2580,2581,5,2,236,2,24,3679,1,0,0,0,0,0,0,1,1,0,0,1,0
2581,2582,4,3,162,2,58,1708,0,1,0,0,0,0,0,1,0,1,0,0,0
2582,2583,5,4,230,2,48,3743,0,1,1,0,0,0,0,1,0,1,0,0,0
2583,2584,5,3,225,4,60,2130,0,1,0,1,0,0,0,1,1,0,0,0,0
2584,2585,2,2,285,2,16,2223,0,1,0,0,1,0,0,1,0,1,0,0,0
2585,2586,4,5,246,2,31,2415,0,0,0,0,0,0,0,1,0,1,0,1,0
2586,2587,4,4,196,2,6,2718,1,1,0,0,0,0,0,1,1,0,0,0,0
2587,2588,5,4,211,6,33,3955,0,0,0,0,0,0,0,1,1,0,0,1,0
2588,2589,3,1,197,2,4,3621,0,0,1,0,0,0,0,1,1,0,0,1,0
2589,2590,5,3,203,2,37,3531,0,1,0,1,0,0,0,1,1,0,0,0,0
2590,2591,4,2,161,3,10,1928,0,1,0,0,1,0,0,1,0,1,0,0,0
2591,2592,5,5,266,4,62,2201,0,0,0,0,0,0,0,1,0,1,0,1,0
2592,2593,4,1,190,3,32,2774,1,1,0,0,0,0,0,1,1,0,0,0,0
2593,2594,3,2,140,3,42,1465,0,1,0,0,0,0,0,1,1,0,0,0,0
2594,2595,4,1,274,4,61,3402,0,0,1,0,0,0,0,1,0,1,0,1,0
2595,2596,4,2,168,3,59,1717,0,0,0,1,0,0,0,1,1,0,0,1,0
2596,2597,3,5,189,3,61,2203,0,1,0,0,1,0,0,1,1,0,0,0,0
2597,2598,3,2,231,3,56,2714,0,1,0,0,0,0,0,1,1,0,0,0,0
2598,2599,5,1,189,3,14,3318,1,1,0,0,0,1,0,0,0,1,0,0,0
2599,2600,4,1,220,2,38,2368,0,0,0,0,0,1,0,0,0,1,0,1,0
2600,2601,5,4,190,2,23,3960,0,1,1,0,0,1,0,0,0,1,0,0,0
2601,2602,4,2,238,3,30,3423,0,0,0,1,0,1,0,0,1,0,0,1,0
2602,2603,4,4,220,2,33,2897,0,1,0,0,1,1,0,0,0,1,0,0,0
2603,2604,4,5,194,2,44,2651,0,0,0,0,0,1,0,0,0,0,1,1,0
2604,2605,3,3,203,3,29,3261,1,0,0,0,0,1,0,0,0,1,0,1,0
2605,2606,3,5,258,3,21,3446,0,0,0,0,0,1,0,0,1,0,0,1,0
2606,2607,3,5,151,3,3,1273,0,0,1,0,0,1,0,0,1,0,0,1,0
2607,2608,3,2,218,3,52,2149,0,1,0,1,0,1,0,0,0,1,0,0,0
2608,2609,5,1,265,3,6,2452,0,0,0,0,1,1,0,0,0,1,0,1,0
2609,2610,4,1,157,3,31,1712,0,0,0,0,0,1,0,0,0,1,0,1,0
2610,2611,4,2,214,3,20,2009,1,1,0,0,0,1,0,0,0,1,0,0,0
2611,2612,4,4,221,4,14,2932,0,0,0,0,0,1,0,0,0,1,0,1,0
2612,2613,3,2,149,2,37,1699,0,0,1,0,0,1,0,0,0,1,0,1,0
2613,2614,4,2,273,5,6,2126,0,1,0,1,0,1,0,0,0,1,0,0,0
2614,2615,5,1,253,5,31,3836,0,0,0,0,1,1,0,0,1,0,0,1,0
2615,2616,3,5,102,6,3,1341,0,0,0,0,0,1,0,0,0,1,0,1,0
2616,2617,4,1,258,2,56,3186,1,1,0,0,0,1,0,0,1,0,0,0,0
2617,2618,4,2,273,2,9,3383,0,1,0,0,0,1,0,0,1,0,0,0,0
2618,2619,4,2,187,2,54,2191,0,0,1,0,0,1,0,0,1,0,0,1,0
2619,2620,5,1,151,2,30,1377,0,1,0,1,0,1,0,0,0,1,0,0,0
2620,2621,2,4,120,2,13,1240,0,0,0,0,1,0,1,0,0,1,0,1,0
2621,2622,3,1,254,2,56,3463,0,0,0,0,0,0,1,0,1,0,0,1,0
2622,2623,5,3,149,3,43,1005,1,1,0,0,0,0,1,0,0,1,0,0,0
2623,2624,4,1,152,3,26,1464,0,0,0,0,0,0,1,0,0,0,1,1,0
2624,2625,5,4,187,3,53,3172,0,1,1,0,0,0,1,0,1,0,0,0,0
2625,2626,4,4,170,2,34,1512,0,0,0,1,0,0,1,0,1,0,0,1,0
2626,2627,3,3,156,3,20,1305,0,1,0,0,1,0,1,0,0,0,1,0,0
2627,2628,4,5,228,2,63,3401,0,0,0,0,0,0,1,0,1,0,0,1,0
2628,2629,3,1,272,2,51,2719,1,0,0,0,0,0,1,0,1,0,0,1,0
2629,2630,3,1,140,2,6,1435,0,1,0,0,0,0,1,0,1,0,0,0,0
2630,2631,3,5,185,2,27,3624,0,0,1,0,0,0,1,0,0,1,0,1,0
2631,2632,5,3,167,3,5,1772,0,1,0,1,0,0,1,0,1,0,0,0,0
2632,2633,4,5,244,3,49,3914,0,1,0,0,1,0,1,0,1,0,0,0,0
2633,2634,3,4,229,6,33,2815,0,1,0,0,0,0,1,0,0,1,0,0,0
2634,2635,4,1,273,3,25,3717,1,1,0,0,0,0,1,0,0,1,0,0,0
2635,2636,4,3,204,3,30,3774,0,0,0,0,0,0,1,0,1,0,0,1,0
2636,2637,4,3,154,3,10,1711,0,0,1,0,0,0,1,0,0,1,0,1,0
2637,2638,3,1,254,4,33,2542,0,1,0,1,0,0,1,0,1,0,0,0,0
2638,2639,3,2,151,3,40,1173,0,0,0,0,1,0,1,0,1,0,0,1,0
2639,2640,3,5,242,5,61,3688,0,1,0,0,0,0,1,0,0,1,0,0,0
2640,2641,4,5,137,2,14,1796,1,1,0,0,0,0,1,0,0,1,0,0,0
2641,2642,4,4,163,2,41,1634,0,1,0,0,0,0,1,0,1,0,0,0,0
2642,2643,3,3,143,3,16,1343,0,1,1,0,0,0,1,0,0,1,0,0,0
2643,2644,4,4,196,3,11,3244,0,1,0,1,0,0,1,0,1,0,0,0,0
2644,2645,4,3,264,2,38,3877,0,1,0,0,1,0,1,0,1,0,0,0,0
2645,2646,4,1,217,3,2,2692,0,0,0,0,0,0,1,0,0,1,0,1,0
2646,2647,3,3,124,3,59,1959,1,0,0,0,0,0,1,0,0,1,0,1,0
2647,2648,3,1,269,3,61,3542,0,0,0,0,0,0,1,0,1,0,0,1,0
2648,2649,3,1,135,4,47,1840,0,0,1,0,0,0,1,0,0,1,0,1,0
2649,2650,2,1,192,3,46,3206,0,0,0,1,0,0,1,0,0,0,1,1,0
2650,2651,4,1,274,4,42,2430,0,1,0,0,1,0,1,0,0,1,0,0,0
2651,2652,3,2,162,4,25,1316,0,0,0,0,0,0,1,0,1,0,0,1,0
2652,2653,3,3,158,3,20,1431,1,1,0,0,0,0,1,0,1,0,0,0,0
2653,2654,5,3,225,3,59,2270,0,0,0,0,0,0,1,0,0,1,0,1,0
2654,2655,2,5,150,3,16,1738,0,1,1,0,0,0,1,0,1,0,0,0,0
2655,2656,6,3,154,5,57,1117,0,1,0,1,0,0,1,0,0,1,0,0,0
2656,2657,3,1,181,3,34,3306,0,0,0,0,1,0,1,0,0,1,0,1,0
2657,2658,3,4,272,3,44,2548,0,0,0,0,0,0,1,0,1,0,0,1,0
2658,2659,3,3,160,4,58,1496,1,0,0,0,0,0,1,0,0,1,0,1,0
2659,2660,5,5,145,3,37,1993,0,1,0,0,0,0,1,0,0,1,0,0,0
2660,2661,4,4,143,5,5,1027,0,1,1,0,0,0,1,0,0,0,1,0,0
2661,2662,4,1,201,4,59,2925,0,0,0,1,0,0,1,0,0,1,0,1,0
2662,2663,4,3,242,4,62,3997,0,0,0,0,1,0,1,0,1,0,0,1,0
2663,2664,4,4,151,2,38,1001,0,1,0,0,0,0,1,0,1,0,0,0,0
2664,2665,4,4,199,2,25,3705,1,0,0,0,0,0,1,0,0,1,0,1,0
2665,2666,4,1,178,3,9,1006,0,0,0,0,0,0,1,0,0,1,0,1,0
2666,2667,3,2,138,3,49,1923,0,0,1,0,0,0,1,0,1,0,0,1,0
2667,2668,5,3,162,4,38,1407,0,0,0,1,0,0,1,0,0,1,0,1,0
2668,2669,4,3,154,3,33,1101,0,0,0,0,1,0,1,0,1,0,0,1,0
2669,2670,3,1,206,2,56,2069,0,1,0,0,0,0,1,0,0,1,0,0,0
2670,2671,5,2,246,2,4,3617,1,1,0,0,0,0,1,0,1,0,0,0,0
2671,2672,4,3,233,2,47,3606,0,1,0,0,0,0,1,0,0,1,0,0,0
2672,2673,4,1,251,4,33,2906,0,1,1,0,0,0,1,0,0,1,0,0,0
2673,2674,3,1,165,3,61,1313,0,0,0,1,0,0,1,0,0,1,0,1,0
2674,2675,4,3,183,2,32,3709,0,1,0,0,1,0,1,0,1,0,0,0,0
2675,2676,3,2,109,3,30,1597,0,1,0,0,0,0,1,0,1,0,0,0,0
2676,2677,5,3,209,4,7,2675,1,1,0,0,0,0,1,0,0,1,0,0,0
2677,2678,5,2,168,3,50,1486,0,1,0,0,0,0,1,0,1,0,0,0,0
2678,2679,5,3,210,2,19,3920,0,0,1,0,0,0,1,0,1,0,0,1,0
2679,2680,3,1,185,2,41,3787,0,1,0,1,0,0,1,0,1,0,0,0,0
2680,2681,5,2,243,2,58,2758,0,0,0,0,1,0,1,0,0,1,0,1,0
2681,2682,3,4,258,3,55,2777,0,1,0,0,0,0,1,0,1,0,0,0,0
2682,2683,4,4,279,5,56,2697,1,1,0,0,0,0,1,0,0,1,0,0,0
2683,2684,3,1,160,3,57,1833,0,0,0,0,0,0,1,0,1,0,0,1,0
2684,2685,3,1,185,4,35,3648,0,1,1,0,0,0,1,0,1,0,0,0,0
2685,2686,4,3,271,4,24,3499,0,1,0,1,0,0,1,0,1,0,0,0,0
2686,2687,4,2,273,2,31,2229,0,1,0,0,1,0,1,0,1,0,0,0,0
2687,2688,3,4,208,3,23,2100,0,1,0,0,0,0,1,0,0,1,0,0,0
2688,2689,2,2,137,3,20,1823,1,1,0,0,0,0,1,0,1,0,0,0,0
2689,2690,4,1,198,3,56,3135,0,1,0,0,0,0,1,0,0,1,0,0,0
2690,2691,5,1,236,4,64,3231,0,1,1,0,0,0,1,0,0,0,1,0,0
2691,2692,5,5,133,2,18,1134,0,1,0,1,0,0,1,0,1,0,0,0,0
2692,2693,4,2,191,3,12,3676,0,1,0,0,1,0,1,0,0,1,0,0,0
2693,2694,3,1,202,3,51,3551,0,1,0,0,0,0,1,0,1,0,0,0,0
2694,2695,5,1,162,5,47,1727,1,1,0,0,0,0,1,0,1,0,0,0,0
2695,2696,5,1,224,2,14,2959,0,1,0,0,0,0,1,0,1,0,0,0,0
2696,2697,4,2,191,2,65,3082,0,0,1,0,0,0,1,0,0,0,1,1,0
2697,2698,3,5,272,2,31,2438,0,0,0,1,0,0,1,0,0,1,0,1,0
2698,2699,4,3,269,3,7,2538,0,1,0,0,1,0,1,0,1,0,0,0,0
2699,2700,4,2,179,3,30,1076,0,1,0,0,0,0,1,0,0,0,1,0,0
2700,2701,3,5,225,2,56,2596,1,1,0,0,0,0,1,0,1,0,0,0,0
2701,2702,3,2,132,2,6,1185,0,0,0,0,0,0,1,0,0,1,0,1,0
2702,2703,5,3,244,3,52,3118,0,1,1,0,0,0,1,0,1,0,0,0,0
2703,2704,3,4,185,2,62,2849,0,1,0,1,0,0,1,0,1,0,0,0,0
2704,2705,3,3,257,3,64,3103,0,0,0,0,1,0,1,0,1,0,0,1,0
2705,2706,3,3,253,5,63,3788,0,1,0,0,0,0,1,0,1,0,0,0,0
2706,2707,4,3,174,3,5,1502,1,1,0,0,0,0,1,0,1,0,0,0,0
2707,2708,2,1,200,3,34,2199,0,0,0,0,0,0,1,0,0,1,0,1,0
2708,2709,3,1,150,3,8,1745,0,1,1,0,0,0,1,0,0,1,0,0,0
2709,2710,3,2,137,3,9,1347,0,1,0,1,0,0,1,0,0,1,0,0,0
2710,2711,3,1,181,3,29,2981,0,0,0,0,1,0,1,0,0,1,0,1,0
2711,2712,5,2,246,2,13,2652,0,0,0,0,0,0,1,0,0,1,0,1,0
2712,2713,3,3,237,5,48,2057,1,0,0,0,0,0,1,0,1,0,0,1,0
2713,2714,3,5,226,3,55,2465,0,0,0,0,0,0,0,1,0,1,0,1,0
2714,2715,4,4,225,3,51,2892,0,0,1,0,0,0,0,1,1,0,0,1,0
2715,2716,3,2,268,2,20,2731,0,0,0,1,0,0,0,1,1,0,0,1,0
2716,2717,4,3,146,3,41,1140,0,0,0,0,1,0,0,1,1,0,0,1,0
2717,2718,4,5,159,3,2,1048,0,0,0,0,0,0,0,1,1,0,0,1,0
2718,2719,3,1,135,3,38,1829,1,1,0,0,0,0,0,1,1,0,0,0,0
2719,2720,3,2,134,2,45,1946,0,1,0,0,0,0,0,1,0,1,0,0,0
2720,2721,4,3,210,3,3,2742,0,0,1,0,0,0,0,1,1,0,0,1,0
2721,2722,4,4,238,3,13,2042,0,1,0,1,0,0,0,1,1,0,0,0,0
2722,2723,4,3,214,4,34,3446,0,0,0,0,1,0,0,1,1,0,0,1,0
2723,2724,4,2,204,4,35,2725,0,1,0,0,0,0,0,1,1,0,0,0,0
2724,2725,4,1,227,3,5,3100,1,0,0,0,0,0,0,1,1,0,0,1,0
2725,2726,4,3,253,3,18,2849,0,1,0,0,0,0,0,1,0,0,1,0,0
2726,2727,2,3,126,4,3,1364,0,1,1,0,0,0,0,1,0,0,1,0,0
2727,2728,4,4,208,2,20,2759,0,1,0,1,0,0,0,1,0,0,1,0,0
2728,2729,4,4,179,3,48,1943,0,0,0,0,1,0,0,1,1,0,0,1,0
2729,2730,3,1,132,2,62,1909,0,0,0,0,0,0,0,1,0,1,0,1,0
2730,2731,3,4,144,3,56,1496,1,0,0,0,0,0,0,1,1,0,0,1,0
2731,2732,3,3,236,2,58,3360,0,1,0,0,0,0,0,1,0,1,0,0,0
2732,2733,4,4,235,3,17,3715,0,1,1,0,0,0,0,1,1,0,0,0,0
2733,2734,4,5,254,3,29,3885,0,0,0,1,0,0,0,1,1,0,0,1,0
2734,2735,3,2,144,5,43,1027,0,0,0,0,1,0,0,1,0,1,0,1,0
2735,2736,5,1,272,3,27,2415,0,0,0,0,0,1,0,0,0,1,0,1,0
2736,2737,3,3,191,4,17,3675,1,1,0,0,0,1,0,0,0,1,0,0,0
2737,2738,5,3,177,4,60,1159,0,0,0,0,0,1,0,0,0,1,0,1,0
2738,2739,5,4,226,3,46,3149,0,1,1,0,0,1,0,0,1,0,0,0,0
2739,2740,3,4,132,2,12,1493,0,0,0,1,0,1,0,0,0,1,0,1,0
2740,2741,3,1,121,5,60,1577,0,1,0,0,1,1,0,0,1,0,0,0,0
2741,2742,4,2,171,3,40,1021,0,1,0,0,0,1,0,0,1,0,0,0,0
2742,2743,3,3,178,3,12,1900,1,0,0,0,0,1,0,0,0,0,1,1,0
2743,2744,4,3,132,4,10,1767,0,0,0,0,0,1,0,0,0,1,0,1,0
2744,2745,6,4,249,5,43,3078,0,0,1,0,0,1,0,0,0,1,0,1,0
2745,2746,2,4,159,3,47,1547,0,0,0,1,0,1,0,0,0,1,0,1,0
2746,2747,5,2,171,3,34,1029,0,0,0,0,1,1,0,0,0,0,1,1,0
2747,2748,3,3,150,3,6,1775,0,0,0,0,0,1,0,0,1,0,0,1,0
2748,2749,4,4,178,3,1,1165,1,1,0,0,0,1,0,0,1,0,0,0,0
2749,2750,3,3,192,7,25,2152,0,1,0,0,0,1,0,0,0,0,1,0,0
2750,2751,3,5,214,8,50,3628,0,0,1,0,0,1,0,0,0,0,1,1,0
2751,2752,5,3,225,7,45,3162,0,1,0,1,0,1,0,0,0,1,0,0,0
2752,2753,5,4,167,7,23,1691,0,1,0,0,1,1,0,0,0,1,0,0,0
2753,2754,3,5,245,4,4,2769,0,0,0,0,0,1,0,0,0,1,0,1,0
2754,2755,4,5,138,7,60,1366,1,0,0,0,0,1,0,0,0,1,0,1,0
2755,2756,4,4,173,3,64,1847,0,1,0,0,0,1,0,0,0,1,0,0,0
2756,2757,3,5,98,3,48,1635,0,1,1,0,0,1,0,0,0,1,0,0,0
2757,2758,3,1,231,2,44,3688,0,0,0,1,0,0,1,0,1,0,0,1,0
2758,2759,5,5,149,7,50,1346,0,1,0,0,1,0,1,0,0,1,0,0,0
2759,2760,3,1,206,3,28,2892,0,0,0,0,0,0,1,0,0,1,0,1,0
2760,2761,5,3,264,10,34,3441,1,1,0,0,0,0,1,0,0,1,0,0,0
2761,2762,3,1,193,2,23,2728,0,1,0,0,0,0,1,0,0,1,0,0,0
2762,2763,5,1,263,2,4,1092,0,1,1,0,0,0,1,0,0,1,0,0,0
2763,2764,3,2,191,4,16,2277,0,1,0,1,0,0,1,0,0,1,0,0,0
2764,2765,5,4,177,4,48,1920,0,0,0,0,1,0,1,0,0,1,0,1,0
2765,2766,5,5,226,3,50,2348,0,0,0,0,0,0,1,0,1,0,0,1,0
2766,2767,3,1,132,2,16,1731,1,1,0,0,0,0,1,0,0,1,0,0,0
2767,2768,3,1,121,5,62,1505,0,0,0,0,0,0,1,0,1,0,0,1,0
2768,2769,4,2,171,3,34,1352,0,0,1,0,0,0,1,0,1,0,0,1,0
2769,2770,3,3,178,3,43,1517,0,0,0,1,0,0,1,0,0,0,1,1,0
2770,2771,4,4,132,4,44,1692,0,1,0,0,1,0,1,0,0,1,0,0,0
2771,2772,6,5,249,5,26,3897,0,0,0,0,0,0,1,0,0,1,0,1,0
2772,2773,2,3,159,3,39,1477,1,1,0,0,0,0,1,0,0,1,0,0,0
2773,2774,5,5,171,3,14,1554,0,0,0,0,0,0,1,0,0,0,1,1,0
2774,2775,3,1,150,3,43,1831,0,1,1,0,0,0,1,0,1,0,0,0,0
2775,2776,4,1,178,3,19,1906,0,0,0,1,0,0,1,0,1,0,0,1,0
2776,2777,3,3,192,7,36,3634,0,1,0,0,1,0,1,0,0,0,1,0,0
2777,2778,3,4,214,8,6,2924,0,1,0,0,0,0,1,0,0,0,1,0,0
2778,2779,5,3,225,7,17,3516,1,1,0,0,0,0,1,0,0,1,0,0,0
2779,2780,5,4,167,7,43,1619,0,1,0,0,0,0,1,0,0,1,0,0,0
2780,2781,3,2,245,4,60,2178,0,0,1,0,0,0,1,0,0,1,0,1,0
2781,2782,4,4,138,7,65,1530,0,0,0,1,0,0,1,0,0,1,0,1,0
2782,2783,4,4,173,3,61,1609,0,1,0,0,1,0,1,0,0,1,0,0,0
2783,2784,3,2,98,3,60,1057,0,1,0,0,0,0,1,0,0,1,0,0,0
