,Unnamed: 0,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Male,Female,,No,Yes,0,1,2,3+,Graduate,Not Graduate,Urban,Rural,Semiurban,target
299,299,2014,2925.0,113.0,360.0,1.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
300,300,1800,2934.0,93.0,360.0,0.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
301,301,2875,1750.0,105.0,360.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
302,302,5000,0.0,132.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
303,303,1625,1803.0,96.0,360.0,1.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
304,304,4000,2500.0,140.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
306,306,3762,1666.0,135.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
307,307,2400,1863.0,104.0,360.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
308,308,20233,0.0,480.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
310,310,2917,0.0,84.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
311,311,2927,2405.0,111.0,360.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
312,312,2507,0.0,56.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
314,314,2473,1843.0,159.0,360.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
315,315,3399,1640.0,111.0,180.0,1.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
316,316,3717,0.0,120.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
319,319,10000,0.0,155.0,360.0,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
320,320,2400,2167.0,115.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
321,321,4342,189.0,124.0,360.0,1.0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
324,324,15000,0.0,300.0,360.0,1.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
325,325,8666,4983.0,376.0,360.0,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
326,326,4917,0.0,130.0,360.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
327,327,5818,2160.0,184.0,360.0,1.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
328,328,4333,2451.0,110.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
329,329,2500,0.0,67.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
330,330,4384,1793.0,117.0,360.0,1.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
331,331,2935,0.0,98.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
332,332,2833,0.0,71.0,360.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
333,333,63337,0.0,490.0,180.0,1.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
334,334,9833,1833.0,182.0,180.0,1.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
336,336,5250,688.0,160.0,360.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
337,337,2500,4600.0,176.0,360.0,1.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
339,339,4160,0.0,71.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
340,340,2647,1587.0,173.0,360.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1
341,341,2378,0.0,46.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1
342,342,4554,1229.0,158.0,360.0,1.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
343,343,3173,0.0,74.0,360.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
344,344,2583,2330.0,125.0,360.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
345,345,2499,2458.0,160.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
346,346,3523,3230.0,152.0,360.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
347,347,3083,2168.0,126.0,360.0,1.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
349,349,2625,6250.0,187.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
350,350,9083,0.0,228.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
351,351,8750,4167.0,308.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
352,352,2666,2083.0,95.0,360.0,1.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
353,353,5500,0.0,105.0,360.0,0.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1
354,354,2423,505.0,130.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
355,355,3813,0.0,116.0,180.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
356,356,8333,3167.0,165.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
357,357,3875,0.0,67.0,360.0,1.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
358,358,3000,1666.0,100.0,480.0,0.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
359,359,5167,3167.0,200.0,360.0,1.0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
360,360,4723,0.0,81.0,360.0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
361,361,5000,3667.0,236.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
362,362,4750,2333.0,130.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
364,364,6822,0.0,141.0,360.0,1.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
365,365,6216,0.0,133.0,360.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
366,366,2500,0.0,96.0,480.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
368,368,6325,0.0,175.0,360.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
369,369,19730,5266.0,570.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
370,370,15759,0.0,55.0,360.0,1.0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
371,371,5185,0.0,155.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
372,372,9323,7873.0,380.0,300.0,1.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
373,373,3062,1987.0,111.0,180.0,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
374,374,2764,1459.0,110.0,360.0,1.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
375,375,4817,923.0,120.0,180.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
376,376,8750,4996.0,130.0,360.0,1.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
378,378,3069,0.0,71.0,480.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
379,379,5391,0.0,130.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
380,380,3333,2500.0,128.0,360.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
381,381,5941,4232.0,296.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
382,382,6000,0.0,156.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
383,383,7167,0.0,128.0,360.0,1.0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
384,384,4566,0.0,100.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1
385,385,3667,0.0,113.0,180.0,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
386,386,2346,1600.0,132.0,360.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
388,388,2333,2417.0,136.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
389,389,5488,0.0,125.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
390,390,9167,0.0,185.0,360.0,1.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
391,391,9504,0.0,275.0,360.0,1.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
393,393,1993,1625.0,113.0,180.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
394,394,3100,1400.0,113.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
396,396,3180,0.0,71.0,360.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
397,397,3033,1459.0,95.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
398,398,3902,1666.0,109.0,360.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
399,399,1500,1800.0,103.0,360.0,0.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
400,400,2889,0.0,45.0,180.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1
401,401,2755,0.0,65.0,300.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
402,402,2500,20000.0,103.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
403,403,1963,0.0,53.0,360.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
404,404,7441,0.0,194.0,360.0,1.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1
405,405,4547,0.0,115.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
406,406,2167,2400.0,115.0,360.0,1.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
407,407,2213,0.0,66.0,360.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
408,408,8300,0.0,152.0,300.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1
409,409,81000,0.0,360.0,360.0,0.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1
410,410,3867,0.0,62.0,360.0,1.0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
412,412,6096,0.0,218.0,360.0,0.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
413,413,2253,2033.0,110.0,360.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
414,414,2149,3237.0,178.0,360.0,0.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1
415,415,2995,0.0,60.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
416,416,2600,0.0,160.0,360.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
417,417,1600,20000.0,239.0,360.0,1.0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1
418,418,1025,2773.0,112.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
419,419,3246,1417.0,138.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
420,420,5829,0.0,138.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
422,422,1820,1719.0,100.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
424,424,14880,0.0,96.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
425,425,2666,4300.0,121.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
426,426,4606,0.0,81.0,360.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
427,427,5935,0.0,133.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
428,428,2920,16.12000084,87.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
429,429,2717,0.0,60.0,180.0,1.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
430,430,8624,0.0,150.0,360.0,1.0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
431,431,6500,0.0,105.0,360.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
432,432,12876,0.0,405.0,360.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
433,433,2425,2340.0,143.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
434,434,3750,0.0,100.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
436,436,1926,1851.0,50.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
438,438,10416,0.0,187.0,360.0,0.0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1
439,439,7142,0.0,138.0,360.0,1.0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
440,440,3660,5064.0,187.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
441,441,7901,1833.0,180.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
442,442,4707,1993.0,148.0,360.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
443,443,37719,0.0,152.0,360.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
445,445,3466,1210.0,130.0,360.0,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
446,446,4652,0.0,110.0,360.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
447,447,3539,1376.0,55.0,360.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
448,448,3340,1710.0,150.0,360.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
450,450,2309,1255.0,125.0,360.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
452,452,3948,1733.0,149.0,360.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
453,453,2483,2466.0,90.0,180.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
454,454,7085,0.0,84.0,360.0,1.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
455,455,3859,0.0,96.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
456,456,4301,0.0,118.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
457,457,3708,2569.0,173.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
458,458,4354,0.0,136.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
459,459,8334,0.0,160.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
461,461,7740,0.0,128.0,180.0,1.0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
462,462,3015,2188.0,153.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
463,463,5191,0.0,132.0,360.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
464,464,4166,0.0,98.0,360.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
465,465,6000,0.0,140.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
466,466,2947,1664.0,70.0,180.0,0.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1
467,467,16692,0.0,110.0,360.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
468,468,210,2917.0,98.0,360.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
469,469,4333,2451.0,110.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
470,470,3450,2079.0,162.0,360.0,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
471,471,2653,1500.0,113.0,180.0,0.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1
472,472,4691,0.0,100.0,360.0,1.0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
474,474,5532,4648.0,162.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
475,475,16525,1014.0,150.0,360.0,1.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
476,476,6700,1750.0,230.0,300.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
477,477,2873,1872.0,132.0,360.0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
478,478,16667,2250.0,86.0,360.0,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
480,480,4350,0.0,154.0,360.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
481,481,3095,0.0,113.0,360.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
482,482,2083,3150.0,128.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
483,483,10833,0.0,234.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
484,484,8333,0.0,246.0,360.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
485,485,1958,2436.0,131.0,360.0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
486,486,3547,0.0,80.0,360.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
487,487,18333,0.0,500.0,360.0,1.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
488,488,4583,2083.0,160.0,360.0,1.0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
489,489,2435,0.0,75.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
492,492,3691,0.0,110.0,360.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
493,493,17263,0.0,225.0,360.0,1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
494,494,3597,2157.0,119.0,360.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
495,495,3326,913.0,105.0,84.0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
496,496,2600,1700.0,107.0,360.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
498,498,2895,0.0,95.0,360.0,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
499,499,6283,4416.0,209.0,360.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
