,length_url,length_hostname,nb_dots,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,zero,0,1,one,One,Zero,target
331,57,25,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.192982456,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,3,3,18,3,18,18,6,7.6,18.0,5.0,0,0,0,0,0,0,4,0.75,0.25,0,0,0,1.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,-1,0,0,1,0,1,1,0,0,0,0,0
332,116,15,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.0517241379999999,0.0,0,0,0,0,0,1,0,0,1,0,0,0,18,0,1,11,1,11,11,9,4.833333333,11.0,4.470588235,0,0,0,0,0,0,269,0.416356877,0.583643123,0,2,0,0.0063694269999999,0,0.0,0,1,20.0,0,7.142857143,92.85714286,0,0,0,20.75471698,0,0,0,1,0,232,4151,3231,0,0,6,0,1,0,1,0,0,1
333,83,28,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.108433735,0.0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,2,5,2,9,9,7,5.545454545,7.333333333,4.875,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,587,7448,385,0,1,8,0,1,0,1,0,0,1
334,28,21,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.1785714289999999,0.238095238,0,0,0,0,1,2,0,0,1,0,0,0,2,2,7,7,0,9,9,0,8.0,8.0,0.0,0,0,0,0,0,0,36,0.75,0.25,0,1,0,0.0,0,0.0,0,1,72.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,50,7621,56198,0,1,6,1,1,0,0,0,0,0
335,63,31,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,1,0,5,0,6,10,6,16,16,10,9.6,13.0,7.333333333,0,0,0,0,0,0,113,0.637168142,0.3628318579999999,0,1,0,0.024390244,0,0.024390244,0,1,50.0,0,4.545454545,95.45454545,0,0,0,85.45454545,0,0,0,1,0,130,7618,2192,0,0,5,1,1,0,0,0,0,1
336,80,25,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.075,0.0,0,0,0,0,0,3,0,0,0,0,1,0,8,4,4,6,4,14,14,11,7.75,10.0,7.0,0,0,0,0,0,0,78,0.384615385,0.615384615,0,2,0,0.1041666669999999,0,0.375,0,1,25.0,0,92.85714286,7.142857143,0,0,0,54.41176471,0,0,0,0,0,1928,4646,2792,0,0,6,0,1,0,0,1,0,1
337,33,25,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,6,6,0,8,8,0,6.666666667,6.666666667,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,311,784,2745991,0,1,0,0,1,0,0,0,1,0
338,24,15,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,3,3,0,4,4,0,3.5,3.5,0.0,0,0,0,0,0,0,67,0.835820896,0.164179104,0,1,0,0.181818182,0,0.0,0,1,46.66666667,0,92.30769231,7.692307692000001,0,0,0,100.0,0,0,0,1,0,1213,4996,179875,0,0,4,1,1,0,0,0,0,1
339,45,24,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,12,16,16,12,10.33333333,9.5,12.0,0,0,0,0,0,0,33,0.757575758,0.2424242419999999,0,1,0,0.0,0,0.25,0,1,57.14285714,0,50.0,50.0,0,0,0,95.45454545,0,0,0,1,0,2439,7422,206151,0,0,5,1,1,0,0,0,0,1
340,39,13,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,4,2,3,9,3,9,9,7,5.75,9.0,4.666666667,1,1,0,0,0,0,76,0.605263158,0.394736842,0,3,0,0.033333333,0,0.1,0,1,35.29411765,0,0.0,100.0,0,0,0,46.15384615,0,0,0,0,0,611,6329,642,0,1,10,1,1,0,0,0,0,1
341,30,10,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,5,3,1,1,5,5,3,5,3.0,1.666666667,5.0,0,0,0,0,1,0,34,0.205882353,0.794117647,0,0,0,0.0,0,0.037037037,1,1,6.25,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,37,3250,421761,0,1,4,0,1,0,0,0,1,0
342,57,16,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,1,0,0,1,0,8,5,3,3,3,10,4,10,4.875,3.333333333,5.8,0,0,0,0,0,0,31,0.709677419,0.290322581,0,2,0,0.111111111,0,0.0,0,1,81.81818182,0,0.0,0.0,0,0,0,83.33333333,0,0,0,1,0,297,5911,86615,0,0,5,1,1,0,0,0,0,1
343,64,19,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,8,4,2,3,2,11,11,7,5.625,7.0,5.166666667,0,0,0,0,0,0,16,0.5625,0.4375,0,1,0,0.0,0,0.142857143,0,1,33.33333333,0,0.0,0.0,0,0,0,80.0,0,0,0,1,0,1406,6995,102767,0,0,4,0,1,0,0,1,0,1
344,23,14,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,2,5,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,1219,0.995898277,0.004101723,0,0,0,0.6,0,0.0,0,0,100.0,0,99.60238569,0.3976143139999999,0,0,0,98.42105263,0,0,0,0,0,0,5763,2374842,0,0,3,0,1,0,1,0,0,1
345,74,17,3,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,1,0,0,3,0,0,0,0,1,0,9,3,3,3,3,10,9,10,6.1111111110000005,6.0,6.142857143,0,0,0,0,0,0,175,0.64,0.36,0,0,0,0.142857143,0,0.6190476189999999,0,1,30.95238095,0,100.0,0.0,0,0,0,44.44444444,0,0,0,0,0,619,8146,12516,0,0,6,0,1,0,0,0,1,1
346,43,24,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,0.023255814,0.0,0,0,1,0,0,3,0,0,0,0,0,0,4,3,3,3,3,16,16,7,7.25,9.5,5.0,0,0,0,0,0,0,13,0.846153846,0.153846154,0,0,0,0.0,0,0.5,0,0,100.0,0,33.33333333,66.66666667,0,0,0,0.0,0,0,0,1,0,141,4973,460221,0,1,4,0,1,0,1,0,0,1
347,35,15,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,3,3,11,11,7,11,7.0,5.0,11.0,0,0,0,0,0,0,34,0.529411765,0.470588235,0,3,0,0.25,0,0.0625,0,1,64.28571429,0,66.66666667,33.33333333,0,0,0,73.33333333,0,0,0,1,0,2161,6969,2519986,0,0,4,1,1,0,0,0,0,1
348,88,21,2,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,2,0,0,1,0.261363636,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,2,15,2,32,15,32,11.5,15.0,10.8,0,0,0,0,0,0,64,0.078125,0.921875,0,11,0,0.118644068,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,27.27272727,0,0,1,1,0,812,3206,0,0,1,0,0,0,1,1,0,0,0
349,29,21,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,8,8,0,9,9,0,8.5,8.5,0.0,0,1,0,0,1,0,166,0.234939759,0.7650602409999999,0,3,0,0.212598425,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,29.24528302,0,0,0,1,0,438,4310,0,0,1,2,1,1,0,0,0,0,0
350,77,23,3,0,1,0,0,1,0,0,2,3,0,1,0,0,0,2,1,0,0,0,1,0.0779220779999999,0.0,0,0,0,0,0,3,0,0,0,0,1,0,8,7,3,3,3,15,15,9,7.375,9.0,6.833333333,0,0,0,0,0,0,938,0.986140725,0.013859275,0,1,0,0.076923077,0,0.0,0,1,81.48148148,0,99.65870307,0.3412969279999999,0,0,0,91.22807018,0,0,0,1,0,2291,5379,684852,0,0,3,1,1,0,0,0,0,1
351,210,14,4,0,1,2,0,3,1,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.3619047620000001,0.0,0,0,0,0,0,3,0,0,0,0,0,0,13,3,2,11,2,64,11,64,14.46153846,11.0,14.75,1,0,0,0,0,0,21,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,3,0,0,1,0,1,0,1,0,0,0,0
352,106,14,3,0,0,0,0,0,3,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.037735849,0.0,0,0,0,0,0,3,1,0,0,0,0,0,12,6,1,1,2,22,4,22,7.0,2.666666667,8.444444444,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1717,8391,0,0,0,3,0,1,0,1,0,0,1
353,27,20,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,3,3,0,8,8,0,5.0,5.0,0.0,0,0,0,0,0,0,319,0.996865204,0.0031347959999999,0,0,0,1.0,0,0.0,1,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,-1,0,0,0,3,0,1,0,1,0,0,1
354,18,9,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,2,3,2,2,0,3,3,0,2.5,2.5,0.0,0,0,0,0,0,0,126,0.7222222220000001,0.277777778,0,2,0,0.2,0,0.028571429,0,1,50.0,0,100.0,0.0,0,0,1,10.0,0,0,0,1,1,0,-1,473854,0,0,5,0,1,0,0,0,1,1
355,73,28,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.1643835619999999,0.142857143,0,0,0,0,0,2,0,0,0,0,0,0,8,1,2,9,2,14,14,10,6.625,11.5,5.0,0,1,0,0,0,0,64,0.375,0.625,0,5,0,0.0,0,0.0,0,1,30.0,0,0.0,100.0,0,0,0,100.0,0,0,0,1,0,589,7446,0,0,0,8,0,1,0,0,0,1,1
356,46,16,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.02173913,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,4,5,4,15,6,15,7.5,5.5,9.5,2,1,0,0,0,0,19,0.6315789470000001,0.3684210529999999,0,1,0,0.0,0,0.0,0,1,50.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,2975,8347,1,0,1,10,0,1,0,0,0,1,0
357,60,21,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,1,0,0,0,1,0,6,4,2,3,2,10,10,9,6.5,6.5,6.5,2,0,0,0,0,0,17,0.764705882,0.235294118,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,63.63636364,0,0,0,0,1,0,-1,0,0,1,1,0,1,0,0,1,0,0
358,30,21,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.033333333,0.047619048,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,8,8,0,8.0,8.0,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0.0,0,0.0,0.0,0,0,0,14.28571429,0,0,0,1,0,374,7295,0,0,0,5,1,1,0,0,0,0,0
359,67,19,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,3,0,0,0,0,0,0,7,6,3,3,4,12,12,11,7.142857143,7.5,7.0,0,0,0,0,0,0,30,0.3666666670000001,0.6333333329999999,0,4,0,0.105263158,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,70.0,0,0,0,1,0,179,-1,0,0,1,0,0,1,0,1,0,0,0
360,73,8,1,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,9,2,3,5,3,10,5,10,6.0,5.0,6.125,4,0,0,0,0,0,169,0.940828402,0.059171598,0,2,0,0.1,0,0.0,0,1,86.20689655,0,100.0,0.0,0,0,0,81.81818182,0,0,0,1,0,204,7148,0,0,1,1,0,1,0,0,1,0,0
361,56,47,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,9,9,0,33,33,0,21.0,21.0,0.0,0,1,0,0,0,0,112,0.5625,0.4375,0,9,0,0.0,0,0.020408163,0,1,64.0,0,0.0,100.0,0,0,0,50.0,0,0,0,1,0,588,7447,0,0,0,8,1,1,0,0,0,0,1
362,41,17,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,6,3,2,2,3,7,7,7,4.333333333,4.0,4.666666667,0,0,0,0,0,0,4,0.25,0.75,0,1,0,1.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,-1,0,0,1,0,1,1,0,0,0,0,0
363,61,16,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,1,0.081967213,0.0,0,0,0,0,0,3,0,0,0,0,1,0,8,0,3,5,3,9,6,9,5.375,5.5,5.333333333,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,-1,1021,0,1,6,0,1,0,1,0,0,1
364,557,25,5,0,1,9,0,10,7,0,5,5,0,2,0,0,0,1,0,1,0,1,0,0.350089767,0.0,0,0,1,0,0,3,0,0,1,0,0,0,64,146,1,5,1,64,15,64,7.515625,10.0,7.4354838710000015,1,1,0,0,0,0,12,0.333333333,0.666666667,0,0,0,0.0,0,0.25,0,1,33.33333333,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,350,6589,30,0,1,4,0,0,1,0,1,0,1
365,65,17,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,9,1,2,3,2,7,7,7,4.666666667,5.0,4.571428571,0,0,0,0,0,0,70,0.8,0.2,0,0,0,0.285714286,0,0.0,0,1,54.54545455,0,100.0,0.0,0,0,0,11.11111111,0,0,0,1,0,2415,3063,430644,0,0,4,1,1,0,0,0,0,1
366,28,8,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.214285714,0.0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,4,4,4,6,4,6,4.666666667,4.0,5.0,0,0,0,0,0,0,19,0.263157895,0.736842105,0,1,0,0.0,0,0.0,0,1,25.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,53,313,0,0,0,0,1,1,0,0,0,0,0
367,54,13,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,7,0,1,10,1,10,10,8,5.285714286,10.0,4.5,1,0,0,0,0,0,15,0.7333333329999999,0.2666666669999999,0,0,0,0.25,0,0.25,0,0,100.0,0,0.0,0.0,0,0,0,20.0,0,0,0,1,0,0,-1,0,0,1,1,0,1,0,1,0,0,0
368,94,20,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.074468085,0.0,0,0,0,0,0,3,0,0,0,0,1,0,15,4,2,3,2,12,12,8,4.6,7.5,4.153846154,0,0,0,0,0,0,207,0.77294686,0.22705314,0,2,0,0.191489362,0,0.0,0,1,77.55102041,0,8.333333332999999,91.66666667,0,0,0,28.57142857,0,0,0,1,0,51,5051,4813,0,0,6,0,0,1,0,1,0,1
369,61,25,2,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0.163934426,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,3,4,3,17,17,13,9.4,10.5,8.666666667000001,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,561,0,0,1,0,1,1,0,0,0,0,0
370,24,15,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,18,0.944444444,0.055555556,0,0,0,0.0,0,0.0,0,0,100.0,0,75.0,25.0,0,0,0,0.0,0,0,0,0,0,318,4796,621566,0,0,3,1,1,0,0,0,0,1
371,42,21,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,4,17,4,17,17,7,9.333333333,17.0,5.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,212,4537,0,0,1,1,1,1,0,0,0,0,0
372,243,60,5,0,1,2,0,3,1,0,0,3,0,1,0,2,0,0,0,1,0,0,1,0.349794239,0.016666667,0,0,0,0,0,3,0,0,0,0,1,0,17,15,2,2,3,64,9,64,12.58823529,5.875,18.55555556,2,0,0,0,0,0,3,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,1658,0,0,1,2,1,0,1,0,0,0,0
373,50,18,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.02,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,4,14,4,14,14,7,7.0,14.0,5.25,0,0,0,0,0,0,8,0.875,0.125,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,0.0,0,0,1,1,0,159,4224,0,0,1,0,0,1,0,0,0,1,0
374,32,16,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,3,3,3,8,8,4,4.5,5.5,3.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,96,1000,0,0,1,0,1,1,0,0,0,0,0
375,95,17,2,0,0,0,0,0,5,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.052631579,0.0,0,0,0,0,0,2,1,0,0,0,1,0,11,6,3,3,3,12,9,12,6.727272727000001,6.0,6.888888889,1,0,0,0,0,0,145,0.8827586209999999,0.117241379,0,0,0,0.352941176,0,0.0,0,0,62.5,0,100.0,0.0,0,0,0,61.11111111,0,0,0,1,0,267,7403,7218,0,0,5,1,1,0,0,0,0,1
376,54,21,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.018518519,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,6,1,3,1,13,13,9,6.166666667,8.0,5.25,0,0,0,0,0,0,7,0.285714286,0.7142857140000001,0,0,0,0.6,0,0.0,0,0,25.0,0,50.0,50.0,0,0,0,0.0,0,0,0,1,0,1457,5848,110671,0,1,4,0,1,0,1,0,0,1
377,136,50,4,0,1,2,0,3,2,0,0,5,0,1,0,2,0,0,0,1,0,0,0,0.132352941,0.0,0,0,0,1,0,3,1,0,0,0,0,0,13,2,2,3,2,17,13,17,8.384615385,8.4,8.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,25,3993,5707171,0,1,0,0,0,1,0,1,0,0
378,75,11,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.1066666669999999,0.090909091,0,0,0,0,0,2,1,1,0,0,1,0,12,0,2,7,2,7,7,7,4.333333333,7.0,4.090909091,2,0,0,0,0,0,5,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,617,1939,8011140,0,1,3,0,1,0,0,0,1,1
379,101,28,3,0,0,0,0,0,0,0,6,4,0,1,0,0,0,6,0,0,0,0,1,0.118811881,0.0,0,0,1,0,0,3,0,0,0,0,0,0,11,1,3,11,3,13,13,9,7.363636363999999,12.0,6.333333333,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,220,1972,0,0,1,0,0,1,0,0,0,1,0
380,22,13,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.045454545,0.076923077,0,0,0,0,0,2,0,1,0,0,0,0,2,0,3,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,0,0,16,0.5,0.5,0,0,0,0.0,0,0.0,0,0,27.27272727,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,290,806,45133,0,1,1,1,1,0,0,0,0,0
381,55,18,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,5,3,3,3,10,10,6,5.1428571430000005,6.5,4.6,0,0,0,0,0,0,299,0.959866221,0.040133779,0,0,0,0.083333333,0,0.083333333,0,0,88.88888889,0,100.0,0.0,0,0,0,44.44444444,0,0,0,0,0,1302,4175,1372,0,0,8,0,1,0,1,0,0,1
382,47,16,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,1,4,12,4,12,12,6,6.4,12.0,5.0,0,0,0,0,0,0,45,0.977777778,0.022222222,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,284,1541,2573053,0,0,0,1,1,0,0,0,0,0
383,75,15,3,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,1,0,0,0,8,3,3,3,3,10,7,10,7.0,5.0,7.666666667,0,0,0,0,0,0,61,0.983606557,0.016393443,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,97.14285714,0,0,0,1,0,2890,7336,52443,0,0,5,1,1,0,0,0,0,1
384,129,8,2,0,1,0,0,5,7,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.023255814,0.0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,1,4,1,15,4,15,6.533333333,4.0,6.714285714,0,0,0,0,0,0,11,0.909090909,0.090909091,0,0,0,0.0,0,0.0,0,0,100.0,0,50.0,50.0,0,0,0,0.0,0,0,0,1,0,213,-2,9675493,0,1,0,1,1,0,0,0,0,0
385,34,21,2,0,0,0,0,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,1,6,1,10,10,1,5.666666667,8.0,1.0,0,1,0,0,0,0,9,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1050,5158,0,0,0,8,1,0,0,0,0,0,1
386,25,17,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,3,3,0,6,6,0,4.0,4.0,0.0,0,0,0,0,0,0,17,0.411764706,0.588235294,0,1,0,0.1,0,0.4,0,1,25.0,0,100.0,0.0,0,0,0,25.0,0,0,0,1,0,248,117,0,0,1,0,0,1,0,1,0,0,0
387,32,16,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,5,3,3,7,8,8,7,6.0,5.5,7.0,0,1,0,0,0,0,53,0.622641509,0.377358491,0,5,0,0.0,0,0.0,0,1,12.5,0,0.0,0.0,0,0,0,80.0,0,0,0,1,0,2805,8519,8,0,0,10,0,1,0,1,0,0,1
388,108,16,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0.4074074070000001,0.0,0,0,0,0,0,2,0,0,0,0,1,0,11,7,2,3,2,32,8,32,7.818181817999999,5.5,8.333333332999999,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,3104,7489,376,0,1,7,1,0,1,0,0,0,0
389,71,27,1,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,8,1,2,23,2,23,23,8,6.625,23.0,4.285714286,0,0,0,0,0,0,13,0.846153846,0.153846154,0,0,0,0.0,0,0.0,0,0,60.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,299,431,8509505,0,1,0,1,1,0,0,0,0,0
390,68,42,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.191176471,0.0,0,0,0,1,0,3,0,0,0,0,1,0,6,2,2,3,2,15,13,15,8.666666667000001,8.75,8.5,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,25,3992,5697976,0,1,0,0,0,1,1,0,0,0
